,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12
OG_00001,0.44789217589977237,0.5676810046418163,0.1603402896705961,0.36978376016059683,0.4070540046873757,0.3809818564439159,0.5519600089801444,0.18883518632582044,0.04879951423446562,0.24660832185465362,0.2438827421621147,0.23117881989456468
OG_00002,0.5629985851477864,1.1625432475805286,1.1577989874989971,1.087156051351511,0.6410220848639514,1.0531827321280711,0.8982613595968368,0.42209312422730455,0.283206012428845,0.5659777090312724,0.6413137543421776,0.6455241187132682
OG_00003,0.0,0.09250136420886693,0.18579371816545537,0.0933915279479311,0.014550445249047321,0.22650480167976128,0.06183385115766491,0.08165227490243586,0.07382255403524389,0.002049421253318671,0.04329581034008995,0.06614342349141365
OG_00004,0.0692422116493894,0.11703796407923049,0.13164489173043623,0.08822625522714693,0.002447943707729407,0.22240599289947344,0.2103730557969516,0.12157832062020761,0.1019342956781396,0.0,0.11298443814202924,0.1773112526930033
OG_00005,0.26500116226486387,0.49033458693315624,0.4484448916161551,0.31080187747995597,0.21898615471123398,0.5253028591387522,0.44390596396327525,0.2130793652146922,0.1478134143673598,0.1614427030922168,0.2549687862529312,0.23390492819338293
OG_00006,0.29091924416405557,0.5594551266882954,0.6187325324853495,0.35818262834897885,0.23881487254096492,0.6518691961233989,0.45656193113169935,0.20807122984679433,0.15551253780707833,0.23033727321076924,0.31636874108929236,0.30766052558449014
OG_00007,0.6721561911496088,1.1977341764216272,1.0813856924825187,0.8031406759531665,0.6202370993308286,1.1748853284705452,1.022659761998275,0.4862294051898848,0.3580071684712903,0.5432028846161776,0.5925494347138501,0.6096071120229953
OG_00008,0.4290681615345,1.057538682937058,1.1408118584395812,0.8246184755893156,0.5337939144338754,1.0114096602857297,0.7416354310217516,0.4200250033067075,0.3273433281218651,0.5099954600875669,0.5108411572846718,0.5333985678967249
OG_00009,0.37849121866829644,0.6913586038436021,0.5846806918880436,0.5803473100364814,0.43322501581770956,0.5691219111566421,0.49192170924320505,0.2100464828636019,0.07930535457396923,0.365369914163285,0.3248147808582684,0.2779652448755913
OG_00010,0.4007263661976671,0.8603108789384275,0.8458151345007796,0.8172421340400724,0.4762845462402007,0.777123497676534,0.6769182077099786,0.3344640802048841,0.19016116785669818,0.36663412105221477,0.505957853671092,0.48110338992300666
OG_00011,0.19146899251574118,0.23805674653111084,0.0,0.12063037120447466,0.18570368326476325,0.09672492434642956,0.2730462722872915,0.07884560381295837,0.0664628829620438,0.1052251999032007,0.036680021828916796,0.08107385637016555
OG_00012,0.6290717255277444,1.531543513581527,1.745775877372495,1.2991339728253926,0.828633596579209,1.7447934887084489,1.0044759201200855,0.517633579671566,0.3702455591857357,0.6895075634887549,0.8066478868153679,0.7146872698789171
