,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55
TP1,-23.350861566835373,15.025821828035886,14.771195153710751,28.25619860126467,26.942710184662307,15.046644370111023,39.56317548575738,37.114295491659384,5.727631186083894,11.728245402590714,4.266781946301924,36.87507192301713,-5.525209050471304,42.97875256578775,-9.56505854901606,35.023430176989386,37.596746908843286,41.83351115225241,48.521141358056866,32.16854474113747,28.29175693038137,1.3455655545303156,17.79435028280801,-20.851495160510805,6.376746230434413,15.049536134590943,19.221470190244357,-14.006733715674642,35.07693023940538,53.02294084918816,68.06156495483314,-5.228809956142484,7.612392832454109,27.18346123686188,22.183954983493376,39.12565588478761,6.076373062171274,59.50113090035441,30.70297975297934,36.8856714126202,26.024655141049404,23.07795329081575,-5.632839941359137,48.45457789384921,8.016538663745616,9.565770410963756,27.614464911034297,21.88181265250793,55.14331024763337,4.698693403617304,-26.876227372655055,25.6816859374844,38.441559100080276,29.421214780299465,19.370030165784847
TP2,26.246326961433724,28.577499266373724,55.54641112529112,38.53754816889895,34.98789792992728,49.14661454222297,29.364782759474192,57.575535934492564,4.033072847851625,54.30387352592184,-26.83233755938114,34.05470990500399,11.004715089529135,29.61025683222329,-8.855331029110058,31.302009367082796,-5.225913217193723,1.418713972249775,32.53445871873111,30.013754631564314,56.60925949892838,28.39057710493518,-0.16707730435063398,-2.1999519452846124,-12.184114198754976,-4.422890508401236,60.435545409670944,9.210757971482137,31.505894900785446,6.764477905022158,5.209721219161045,24.873220729400188,53.32731029408881,18.089806512030048,49.92903580711065,35.55205669212299,2.9799611808378117,49.436531880742436,31.533629119562914,20.88382520852516,24.089356581319134,26.533184623900613,-14.649213799645379,-1.3000077811051403,4.181967721800082,13.801162369556431,23.97583462834206,27.97074912010283,-4.998201393881566,67.28735240676525,27.24074333323717,36.50252905618342,29.457444075702202,16.7849293388397,29.918796970681818
TP3,-1.008512308028105,6.845544796150478,43.821716368188284,26.38092231918705,30.5181826404934,34.168399510580535,40.31875439358527,4.040253370680338,4.591526451907697,-25.48227252543997,-11.71035958939482,31.41110911864155,27.35003515674611,10.553286166059879,50.04975778435287,30.697963656818057,-18.269912006163608,20.022684391902466,27.45013698453201,43.88937966667573,31.186612828310718,54.61841525186974,-52.546109337135505,-27.926511126386416,54.582140340128085,67.10754244332166,5.792097198498996,-22.50987693309242,23.873534588880954,2.2105594467976846,5.3204489548161815,49.27496578207489,-8.009407762813181,6.83805592862475,6.422189461670885,21.637013851456032,4.274380805507382,15.931172457291446,29.36479201575017,43.77445856896109,7.973647716516568,58.41208500351824,57.59972980066446,-0.5369314592816994,2.8394191059023925,56.765448427067035,24.981221870901795,25.192122943080456,3.1439633143414825,28.3270542307858,2.824789609143958,35.90998497172409,29.760386936181995,22.2985128605324,26.026231998657284
TP4,-22.78090058238787,23.158060657911008,35.86564172492147,26.869652207369512,27.421662643018767,31.867673566816173,16.77994259895131,-31.830294810231347,60.23761422113094,24.891166823184864,-1.5391371060724302,29.337409593400512,46.03623060728615,31.120033821862485,-15.136837244523399,26.96555928836049,-15.994801161314333,13.894288457934232,31.78649169616123,13.965533517964593,26.25587420041444,24.07640778184719,-8.65247974347522,-44.204219051403136,42.85436989426564,39.305016161345264,7.142499849047259,-43.04382419086309,39.878558416675254,10.687809928067056,32.28395039827566,21.37581713559927,19.14570460541546,60.15050128901194,17.321800245342015,36.52146465862496,47.28869890558198,22.598887343367704,39.11207156990913,27.5709165952049,-59.39840685618262,20.927700735283477,-20.21979873004732,-1.1161461346837447,60.07945059913153,25.59340285975605,27.677199093528394,27.951838331581808,8.133882657881106,8.90130651255463,26.50123785360746,30.741509401111557,42.15230831536493,21.020625224851397,35.741253519174734
