,Component_1,Component_2,Component_3,Component_4,Component_5
OG_00001,0.363849741770961,0.793613100196536,1.576516115946218,0.14242764823124376,1.364472569559716
OG_00002,1.6714938993866617,1.8533086910433587,3.4153535541346733,0.9828897102453766,2.4142599420639033
OG_00003,0.1959166127355393,0.13517894034524933,0.0,0.10234969722970341,0.2926941648934551
OG_00004,0.298849898045925,0.5536309216814316,1.0990954734579501,0.0,1.3674674385497794
OG_00005,0.2637384047946512,0.5174619755811916,0.7590607338799562,0.0,0.9740654317820107
OG_00006,0.1971097436631135,0.40574364012726916,0.5319952810485877,0.0,0.7946123840756486
OG_00007,0.3200724711922728,0.8554703925664664,1.3691576168722668,0.042290460617287286,1.5055892454662083
OG_00008,1.1901426363609844,1.2949508569460322,1.7619090580943049,0.7226876342220121,1.519513855504844
OG_00009,0.46940061558849283,0.4884929640384216,0.8424648331921644,0.32650448117090486,0.3357935091401071
OG_00010,1.085495683115347,1.2367178165123862,2.4807364797566374,0.6382827224237049,1.5859574442685287
OG_00011,0.033674950926782236,0.2522482755114774,0.3551867805019399,0.0,0.43878650948396436
OG_00012,0.6713873023133105,0.48089310192184814,0.4360257791921096,0.519185780379183,0.20317535476168294
OG_00013,0.2893343824068925,0.06258978649427226,0.0,0.19163428188416276,0.14971410263602816
OG_00014,0.2030861244144076,0.2554980174334635,0.6076460543082108,0.0,0.525011183855866
OG_00015,1.1591313721085665,1.2191663766985323,1.767620044124803,0.74357037514778,1.3650449371039586
OG_00016,1.3742276376382847,0.9436932132235064,1.2907812104855425,1.1660708387195962,0.3421719608444575
OG_00017,0.8325346734201089,0.9607317134791259,1.4609595501750086,0.548024634348693,1.1226645942670506
OG_00018,1.6427469016922878,1.691214189730311,2.685327049016627,1.0500888015008427,2.1053913734095357
OG_00019,0.5553484121948951,1.1263466002935874,1.8903812531155948,0.30887589114052827,1.58433891993551
OG_00020,2.493128333742911,3.0053224127908686,4.7262052870815205,1.6453160601199701,3.8128731074255486
OG_00021,0.04569837278403601,0.25349042059893895,0.0,0.0,0.6438031610646774
OG_00022,1.4122531603745176,1.272084987041181,1.4466563872774265,1.0535773089078408,1.4121184433020288
OG_00023,0.6360084623087178,0.6473856647073019,0.874308010530075,0.45954919866059235,0.6321006786640537
OG_00024,1.4856342635024302,1.708526919795311,2.5343838475152425,0.8731970997709825,2.1077114789137656
OG_00025,0.4428047231622665,1.0002686221571873,1.5500796878831915,0.0,2.858153263535574
OG_00026,0.9630249171662119,0.9878603152829244,1.473095890086619,0.6117480458932096,1.0378465119592801
OG_00027,1.6247344633088028,1.8815991109544763,2.609324868490477,0.9194072247069321,2.5061332439760577
OG_00028,0.9442031710650625,0.9836912024910941,1.3875767560552186,0.6444266388009203,1.1532071464043099
OG_00029,0.5375976365179893,0.6421635064476892,1.1099904475812707,0.27595265883082465,0.7398442483844079
OG_00030,0.10320603513688818,0.27466067236857117,0.3824221044845497,0.039874602536930655,0.294977284867896
OG_00031,1.4908284565316094,1.7578348434780755,2.3740858500312596,0.8898479915669835,2.3012633828143096
OG_00032,0.9654458568767631,0.6637196299456228,0.7352751235886523,0.7186925409470151,0.33573718952873316
OG_00033,0.02200936500367104,0.0,0.2644475513401126,0.30945358145609975,0.29284098316129076
OG_00034,0.5668367080457798,1.0824131850039702,2.1003796019182324,0.2352293183078699,1.7586989961677255
OG_00035,0.1348521540123148,0.17583712494437287,0.056748089028549865,0.0,1.1702189291260257
OG_00036,0.24136509130134484,0.5400664135146162,0.8096731240438355,0.0,1.0501274962495328
OG_00037,0.5309296549809742,0.8962808575852165,1.1544380818401767,0.22161942572615795,1.2366072009854678
OG_00038,1.3361793990581785,1.372049821054714,2.0216807287647542,0.8603264071299382,1.5045762867127919
OG_00039,0.9809072378383227,1.2737472314792166,1.796085770683358,0.4393911027504247,2.0770658933179558
OG_00040,1.6314833143043905,1.656065251704338,2.3385472275909414,1.023572270457763,1.8894175165444196
OG_00041,0.0,0.1476902190954744,0.6115873135639026,0.023248730167639075,0.1305580149189462
OG_00042,2.2814341579466646,1.8173072430287376,2.1633655968404266,1.7624813582770338,1.4844955109101179
OG_00043,1.4512765945489825,0.9226098501953105,0.31446933651155246,1.5465658069659596,0.0
OG_00044,0.9096342264900769,0.6709339206472463,0.8156118829335153,0.6912656627592981,0.5577408606424228
OG_00045,0.26834720589290006,0.41567262548480943,0.5494955090527657,0.0,1.0125794438740512
OG_00046,0.15370773963694584,0.2150599127416429,0.39946957279279,0.0,0.2804784522718957
OG_00047,1.1567047473980427,1.4067064211012197,1.923175209643726,0.7252934793647791,2.0386226056975523
OG_00048,1.06353062263506,0.9331048225426386,0.9753400847511634,0.7824436008429976,0.7377492105217345
OG_00049,1.036652902305503,0.7738723607849335,0.7481172244604496,0.7185066854512122,0.7439889861945501
OG_00050,0.9124227388837481,0.6288431733887845,0.5640284900739166,0.7065565792396814,0.4388119915926351
OG_00051,0.6998814277979598,0.9722185560508027,2.019779997247353,0.28042666878985667,1.5407619249962228
OG_00052,0.10742925839285027,0.2299632409283792,0.5335044702396036,0.0,0.1814699187173169
OG_00053,0.27525928183208065,0.5520491803335615,0.891699704713543,0.0,2.2956258650403294
OG_00054,0.46574357474056305,0.8542285448070093,1.1672945438312132,0.07164756018522948,1.9990469989633706
OG_00055,1.2058461100429243,0.8210717636543619,0.915802176647053,1.0462699379792277,0.6999420542623158
OG_00056,0.6806289026867318,0.7431317244557631,1.161076946905947,0.4571607270522998,0.7534927714750111
OG_00057,0.24828583877655813,0.2431892868696045,0.17484068297942487,0.21779648636777837,0.0
OG_00058,1.068941631680206,0.9866899235566132,1.5405375393381728,0.803493783369662,0.8995536391712047
OG_00059,0.8684529792188845,0.9785266142212999,1.2714414907969045,0.5276773668520475,1.1669755147611474
OG_00060,1.138402124089617,1.281927067724776,1.4529409601538341,0.880830554243097,1.5648802117520497
OG_00061,0.38613255991451434,0.5993763697465886,0.7814889340680178,0.08980328790047659,0.9376209568187459
OG_00062,0.7976320156086577,0.9570021280406539,1.7030576720951454,0.38802857535953156,1.4289190113460957
OG_00063,0.8334100486033053,1.6457033841528264,2.696017915279965,0.33216742951518297,2.6031232779478737
OG_00064,0.4049421478030813,0.6527358381227607,0.7432192929124782,0.11245143822749695,1.2814853504819053
OG_00065,0.09361255020331243,0.3009224902530137,0.8491354239039357,0.0,0.45169431356766926
OG_00066,0.1856764035779587,0.5469415730672295,0.9814565018339376,0.0,0.9098173116857107
OG_00067,1.1924725445604276,1.2108791426887602,1.4443531372824043,0.7649559337648254,1.4366235618006082
OG_00068,0.4910211404576534,0.6620251958520945,0.8824750784730365,0.29355856390341734,0.9717604401697547
OG_00069,1.5065227559496353,1.3616640479097322,2.094769974546683,1.0262442650449783,1.5204126586972095
OG_00070,0.6704007557998184,0.8556895981492271,1.4487287802603661,0.3480562047423728,1.1105447226431893
OG_00071,0.0,0.3919114839708411,0.9407675789219901,0.26356751783609667,1.887302410566005
OG_00072,0.25041243801634844,0.4979036533424666,0.673198735436993,0.0,1.0927933703582426
OG_00073,1.7356798687202126,1.4239253817150466,1.903776775074549,1.3185628032558268,1.2821349958762565
OG_00074,0.9679580027190158,1.0588250472494736,2.9436476952378055,0.4872593307215574,1.6851023725154606
OG_00075,0.3673708016838728,0.3221049078457385,0.2919924368036498,0.20335431851982078,0.4447331489950569
OG_00076,0.839287234219906,0.9435017477966173,0.9511263609084233,0.5769951467979485,0.9641054379511554
OG_00077,2.21158609206201,2.6419189423915705,3.916158591254605,1.4172931295856328,3.3703840212083245
OG_00078,1.1502982241175015,0.7208615851527991,0.7119208092319419,1.0305983849621647,0.42601102880914815
OG_00079,2.1717716008547368,1.9850090830009908,2.4238502845088887,1.6768342492704713,1.8540515299550293
OG_00080,0.5957494018664314,1.1378569747514093,1.7114625808251311,0.22705401388146412,1.659312728253948
OG_00081,1.5877875146952372,1.7161526063357362,2.266841923151095,0.9814648247074816,2.332926396100192
OG_00082,2.0687132889994584,0.776066251830561,0.0,2.2137684934975583,0.3324245822800974
OG_00083,0.6612849812625554,0.5124848808537872,0.22295627315397187,0.5114571568035815,0.3855825255798238
OG_00084,0.20110643084099133,0.3920995822352227,0.6088455104950593,0.0,0.5865548933354141
OG_00085,1.42621588702322,1.72626456967303,2.1608448376034395,0.8534469393248763,2.411740825914338
OG_00086,1.15733894377116,0.9767753964587491,0.9211111621442675,0.805913381723927,1.0410765880258495
OG_00087,0.9373320098660581,1.5910641090299122,2.4769916575853883,0.46921618444278507,2.425768959170242
OG_00088,0.2086933470619852,0.11669785665079349,0.060700983732861626,0.22688296788786683,0.0
OG_00089,0.103013865766688,0.3489086775752953,0.6349744077867315,0.0,1.4456444375212738
OG_00090,0.34663258508448325,0.6347973303954743,1.0664815941520016,0.059508559935149564,0.9677338788534796
OG_00091,1.2196609714321283,1.4418778151737155,1.918119784915489,0.6329262729971138,2.1072439996319683
OG_00092,1.781941198122952,1.4324559136478177,1.5329830101968036,1.4118011687020393,1.0936818470644736
OG_00093,0.17356797411126992,0.14270275181605344,0.0,0.19125750733651004,0.4886471867640219
OG_00094,0.34777421945949,0.2883486836532643,0.43760663034292147,0.21704420985018127,0.17493157350905827
OG_00095,0.7556296026275289,0.7024821821302979,1.5395867156770153,0.5936561504828591,0.7645680777573368
OG_00096,0.7312146171255858,0.5390802136568215,1.188857747321579,0.5654627463282849,0.45878936725485014
OG_00097,0.15393412391161213,0.1911699975543123,0.11003356990765017,0.10987481905556082,0.07614945533033733
OG_00098,0.7683747010322153,0.9441108618032839,1.0688921312025768,0.48215080617401745,1.271955335960178
OG_00099,0.6019707249385325,0.8573079548797254,1.2279616168943992,0.2791376136487353,1.226936905918992
OG_00100,1.205270151498493,1.3638975069103676,1.957565368017425,0.7871990343587221,1.5190816194660766
OG_00101,0.5256868019381913,0.49880118055195977,0.4698922504507396,0.25220487819957815,0.7980839319899201
OG_00102,0.0,0.14912712207251,0.47388310109059417,0.11484370486774753,0.8962667582502667
OG_00103,1.3202158754180542,1.1585582228509816,1.7112576237435604,0.9173924459305819,1.119410697099206
OG_00104,1.1655955203962216,1.3799439290385722,2.342125842181231,0.622744790117256,1.8258566209658456
OG_00105,0.351875033771407,0.21840537189079356,0.4284160717486066,0.1724873566644517,0.44768265835548104
OG_00106,0.8864919079451214,1.013449835587638,1.2165938992721705,0.4534008880336618,1.4465171870707534
OG_00107,1.1874957539364583,1.5440812211711432,2.3572036178720652,0.8313427313648936,1.8657372851538503
OG_00108,1.075308466038205,0.712092338935121,1.2880408687892715,0.8763274101155938,0.25232139041936397
OG_00109,1.8276214550882088,1.4407229984438168,1.5555320362092147,1.3320020958024519,1.3107984692183046
OG_00110,0.3297587818239929,0.4572195573140686,0.33303335030215697,0.23228327422446116,0.25868383033468795
OG_00111,0.04497992243228568,0.0,0.6037577510561436,0.11401224086161693,0.5342964035093228
OG_00112,0.11175148165609883,0.0917689091090989,0.0,0.0,0.7002614237581303
OG_00113,1.328964458266713,1.0751561619010543,0.9834958126790632,0.9126101947428845,1.1368939121419648
OG_00114,0.12200164157760363,0.10132664443996542,0.12148969956682004,0.052779201090154375,0.0
OG_00115,2.084140048026984,2.1935316825715083,2.9410271455784605,1.462839168945684,2.500825406119155
OG_00116,1.0126600954224303,0.9081605515929341,1.254494472246438,0.7053685556471906,0.7447367196631396
OG_00117,1.1043556444519231,1.2263161133698666,2.040600472239459,0.6014466860003246,1.8063040237793646
OG_00118,0.4972785785182272,0.9323769590224404,1.295895717171483,0.22657083890234647,1.270307271985079
OG_00119,2.0230978200668077,2.5328106082645943,3.76078764365585,1.2474827080740547,3.320988620342257
OG_00120,0.07006755985998545,0.10209147065581642,0.11395961478733531,0.0,0.0
OG_00121,0.11400381332311307,0.09165050890344412,0.0,0.03597709223943085,0.14317037287747844
OG_00122,1.090783246097389,1.1582306511412983,1.6613497968377282,0.635908953251189,1.5680594748132122
OG_00123,0.5001733146117223,0.7253657012002014,0.7825223535196404,0.2170586453438538,1.07326251671832
OG_00124,0.24063808063523615,0.49407854056724465,1.014495281653494,0.0,0.7198590392339659
OG_00125,0.8151459920744079,0.4975713803510525,0.43076567401843957,0.7708722635019358,0.0
OG_00126,0.7687166767032887,0.6255273469724757,0.2702428435340168,0.6255591864529245,0.6718676583782804
OG_00127,1.5345814784038019,1.8434365339311136,2.3914764880909485,0.8313728996870292,3.1914847021840678
OG_00128,0.185764592829535,0.14773685368840261,0.036107172287254054,0.06771893313437538,0.29327137500099365
OG_00129,1.2345171733433353,0.6487294450084451,0.29223982974128343,1.0255600025958302,0.02519156806918647
