Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
68--1D9_R1_001	68--1D9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22625726.0	2.8 Gbp	0.0	15-130	41.0	15.09916771517875	125.94016828454477	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
68--1D9_R2_001	68--1D9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22625726.0	2.8 Gbp	0.0	51-130	42.0	13.375524126908585	125.97391075981385	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
69--1E9_R1_001	69--1E9_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22224270.0	2.8 Gbp	0.0	15-130	40.0	25.183215982909346	127.09887699348505	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
69--1E9_R2_001	69--1E9_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22224270.0	2.8 Gbp	0.0	51-130	41.0	24.40325341262189	127.11500742206606	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
73--1A10_R1_001	73--1A10_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21490282.0	2.7 Gbp	0.0	15-130	40.0	22.33521645736504	127.43465753497325	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
73--1A10_R2_001	73--1A10_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21490282.0	2.7 Gbp	0.0	51-130	41.0	21.339549404096793	127.45623207736408	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
74--1B10_R1_001	74--1B10_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21213747.0	2.7 Gbp	0.0	15-130	40.0	32.92435008650429	128.4459898102867	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
74--1B10_R2_001	74--1B10_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21213747.0	2.7 Gbp	0.0	51-130	41.0	32.59024714113619	128.45196664219668	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
75--1C10_R1_001	75--1C10_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17325774.0	2.1 Gbp	0.0	15-130	41.0	26.123253841750156	126.0613995080393	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
75--1C10_R2_001	75--1C10_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17325774.0	2.1 Gbp	0.0	51-130	42.0	24.895389827404788	126.10344992379561	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
76--1D10_R1_001	76--1D10_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21434864.0	2.7 Gbp	0.0	15-130	39.0	30.445006737167684	128.08597194738442	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
76--1D10_R2_001	76--1D10_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21434864.0	2.7 Gbp	0.0	51-130	40.0	29.85482872888332	128.0919410545362	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
77--1E10_R1_001	77--1E10_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21077082.0	2.7 Gbp	0.0	15-130	40.0	34.3868577286195	128.47897170965126	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
77--1E10_R2_001	77--1E10_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21077082.0	2.7 Gbp	0.0	51-130	41.0	33.64867673527124	128.4792118757236	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
81--1A11_R1_001	81--1A11_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18612695.0	2.3 Gbp	0.0	15-130	46.0	20.294408498465234	128.45842146986237	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
81--1A11_R2_001	81--1A11_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18612695.0	2.3 Gbp	0.0	15-130	46.0	20.041768183551657	128.34585926433545	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
82--1B11_R1_001	82--1B11_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17960833.0	2.3 Gbp	0.0	15-130	40.0	40.24551564171104	128.67198587058851	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
82--1B11_R2_001	82--1B11_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17960833.0	2.3 Gbp	0.0	51-130	41.0	40.00926895654859	128.67867731969892	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
85--1E11_R1_001	85--1E11_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20451323.0	2.6 Gbp	0.0	15-130	39.0	36.153254906688446	128.41457699338082	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
85--1E11_R2_001	85--1E11_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20451323.0	2.6 Gbp	0.0	51-130	40.0	35.85114428871037	128.41280537205344	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
86--1F11_R1_001	86--1F11_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16137236.0	2 Gbp	0.0	15-130	41.0	45.333842969024964	128.37179700414617	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
86--1F11_R2_001	86--1F11_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16137236.0	2 Gbp	0.0	51-130	43.0	43.5576599985118	128.3800913613707	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
89--1A12_R1_001	89--1A12_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17797936.0	2.2 Gbp	0.0	15-130	40.0	39.338766633055045	128.60924783637833	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
89--1A12_R2_001	89--1A12_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17797936.0	2.2 Gbp	0.0	51-130	42.0	38.19458978205263	128.61391208508672	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
9--1A2_R1_001	9--1A2_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22074759.0	2.7 Gbp	0.0	15-130	40.0	21.439058590424665	126.64292810625928	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
9--1A2_R2_001	9--1A2_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22074759.0	2.7 Gbp	0.0	51-130	41.0	20.36484845993004	126.64816879767521	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
90--1B12_R1_001	90--1B12_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21950585.0	2.8 Gbp	0.0	15-130	39.0	32.6011832302608	128.50462655095524	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
90--1B12_R2_001	90--1B12_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21950585.0	2.8 Gbp	0.0	51-130	40.0	32.2200095539903	128.50759339671356	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
93--1E12_R1_001	93--1E12_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20546873.0	2.6 Gbp	0.0	15-130	40.0	39.66155896695561	128.25518413434492	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
93--1E12_R2_001	93--1E12_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20546873.0	2.6 Gbp	0.0	51-130	41.0	39.186088952923726	128.2523494450956	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
96--1H12_R1_001	96--1H12_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16388419.0	2 Gbp	0.0	15-130	39.0	26.360434846294034	127.26694405360273	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
96--1H12_R2_001	96--1H12_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16388419.0	2 Gbp	0.0	51-130	40.0	25.544568888843255	127.2851044386893	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
99--2C1_R1_001	99--2C1_R1_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19497641.0	2.4 Gbp	0.0	15-130	44.0	36.25388994225259	125.86715875012777	130	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
99--2C1_R2_001	99--2C1_R2_001.fastp-trim.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19497641.0	2.4 Gbp	0.0	51-130	45.0	35.59800193623527	126.0443659825309	130	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
