Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
1--1A1_R1_001	63.0760358017826	39.0	126.95696315560065	130	18.181818181818183	18422610.0
1--1A1_R2_001	64.78698806006602	40.0	126.97280059665813	130	18.181818181818183	18422610.0
10--1B2_R1_001	71.64424405150962	40.0	127.40713709791305	130	18.181818181818183	21137499.0
10--1B2_R2_001	73.05444370158554	41.0	127.42550185336496	130	27.27272727272727	21137499.0
102--2F1_R1_001	83.60877243670365	41.0	126.40114567906397	130	18.181818181818183	29460781.0
102--2F1_R2_001	85.26931010212289	42.0	126.43079122715721	130	9.090909090909092	29460781.0
103--2G1_R1_001	66.12397562601879	42.0	128.0823435398074	130	18.181818181818183	17798409.0
103--2G1_R2_001	67.28145299926078	43.0	128.09850341117567	130	18.181818181818183	17798409.0
106--2B2_R1_001	72.20973208305405	41.0	127.26081944144423	130	18.181818181818183	21864137.0
106--2B2_R2_001	73.5641740586797	42.0	127.2789720444946	130	18.181818181818183	21864137.0
107--2C2_R1_001	62.535367919816395	40.0	128.46034295748578	130	18.181818181818183	17831423.0
107--2C2_R2_001	63.455319637289605	42.0	128.4801551732579	130	18.181818181818183	17831423.0
108--2D2_R1_001	82.85515756670873	42.0	125.73509944861635	130	27.27272727272727	23236271.0
108--2D2_R2_001	84.04480658772042	42.0	125.82350610388389	130	27.27272727272727	23236271.0
109--2E2_R1_001	83.93502746162301	46.0	125.36236608341878	130	27.27272727272727	16825493.0
109--2E2_R2_001	85.97767339779847	47.0	125.49043038441727	130	36.36363636363637	16825493.0
114--2B3_R1_001	58.36782841364294	41.0	128.66636567701957	130	18.181818181818183	19408198.0
114--2B3_R2_001	59.57807211357061	43.0	128.67453825440157	130	18.181818181818183	19408198.0
