,0,1,2,3,4,5,6,7
apul_ACR.139,0.25761907567689735,-1.8841139605492216,0.8158184432266021,2.0427408452052975,0.3365631364344702,0.6183936691900551,-0.86679834307239,2.3954395519298
apul_ACR.145,0.26668721475511686,-2.329357028111283,0.7070711975745289,3.1202223434966747,-0.43552244545513524,0.5238779669544575,-0.5815121478750442,2.9130537995565673
apul_ACR.150,-1.090108653675012,-2.0875441153006693,0.9118396417789446,2.5276061580187226,0.19387579733526167,0.3699433885320634,-1.283037064079538,2.652471329140731
apul_ACR.173,0.533222223019113,-2.0347058918606997,0.7352039430315741,3.27603122182841,0.07812466608439111,0.5828617336326549,-0.8065283049944658,2.7784775320363826
apul_ACR.186,-1.643332652475568,-2.340876017160212,0.8268830341731217,2.8482364303293553,-0.3338511877510385,0.4406112279246462,-0.6136011408512353,2.805028093763417
apul_ACR.225,1.2306017878553637,-1.7009118109796515,0.6848834619730728,3.5800055785379366,-0.1743720896761426,0.2602776450084065,-1.04133198953474,2.977197566235302
apul_ACR.229,1.667959285719078,-1.6225624646448535,0.7398439865889449,3.4340787775286987,0.20457564331046083,0.029522617353539282,-1.0725681896411285,2.860197543343763
apul_ACR.237,0.25787222273272736,-1.7260990183260947,0.7565350331989278,3.3647666125743916,-0.14640644970210032,0.04208595362046746,-0.9562740966505695,2.9620091127893167
apul_ACR.244,0.7203908925859042,-1.664909282202884,0.7085081828516743,3.6258267883015582,0.03499687795067666,-0.017989270497112422,-1.0090754914763798,3.027094556080879
apul_ACR.265,0.44220054182859303,-1.9258049317224282,0.7247182393532889,3.986273972576983,-0.3145500371286849,0.20949553790697586,-1.0986844058456295,3.1277841301259413
peve_POR.216,-0.0027200992416562377,-0.19703880279787925,2.6532433882205813,0.5201619733418252,0.452641517936232,0.6045632207366068,-1.821386474978801,-0.08201218738397574
peve_POR.236,-0.5045205000145981,-0.3569185386230713,0.6198152732457958,0.11646835384534336,1.1430880163717199,-0.1584825709343664,4.378853307449583,-0.020519887785855156
peve_POR.245,0.25541809958985917,0.3382476998342732,2.429587109403271,0.3417933811876299,-0.04832770291390191,0.5113737516020789,-0.9899422627463065,-0.12003185356724938
peve_POR.260,0.5396254264115926,0.8589335718870954,2.3761429824462614,0.15322077948399457,0.08177926936703762,0.25672591192508937,-1.137425373969354,-0.20195043848531363
peve_POR.262,-0.3429438631129839,1.1258428261029045,2.34801842585579,0.11098618969948293,0.19181865563012804,0.05111754335990138,-1.2831146436223657,-0.07373100941393859
peve_POR.69,0.4031646824507,-1.712361256547604,2.979490316543865,-0.06901269873770723,0.6470696515416446,1.2931394870465633,-2.4983299557133045,-0.30388204037764976
peve_POR.72,0.3639014763078793,-1.7914272905256026,2.8663812625369176,-0.0918079123385801,0.6310973109818381,1.6996695293536943,-2.378346241665569,-0.33632845386316235
peve_POR.73,0.08059539631349481,-0.8149835513291976,2.8803351431851647,-0.20505805001160107,0.679576544598751,0.8389475969294538,-2.386479693748229,-0.4149018986153053
peve_POR.74,0.2949728558101739,-0.6289460894842022,2.706931842899713,0.10901848276400704,0.7174140385702229,1.124677798514602,-1.9948565521127877,-0.35904169559582605
peve_POR.83,1.0997010006475287,-2.4032422386618677,3.109835436717198,-0.1705115384429558,0.9574076095701847,1.7179788011213142,-3.0379983105517785,-0.44190575016472844
ptua_POC.201,-0.3716509931124816,2.026083919450054,-0.5765749592976468,0.259471395375971,7.048955136578687,0.6006012376582496,0.9678541966462105,0.13441619694166532
ptua_POC.219,0.3119254908584647,4.690866296089467,-1.1371047784776893,0.1806465625211822,3.0095679752965876,2.8307705882501835,1.9271679456714288,0.11158975003658034
ptua_POC.222,0.7612531664306125,3.436631018021521,-0.6447079203329193,-0.1266162394223958,3.689962568688996,2.8906127019758343,0.44546299728924393,0.0906030078948397
ptua_POC.255,-0.04833746086511096,4.294122154486936,-0.9171191320382241,-0.18979532908658442,3.2503226054296213,2.9633419450475578,1.3568224310396846,-0.02175083791086428
ptua_POC.259,0.24552664040544403,4.714118281437926,-0.9578792179504592,0.06985799883057793,2.81904589504342,2.351074544700189,1.7546735578220019,0.25418654382334016
ptua_POC.40,-0.25064862387993364,2.3513291546730604,-0.474464924921674,-0.6068404444996396,4.2487137208930035,3.895536497025255,-0.12157912633018321,-0.2460027735515912
ptua_POC.42,0.1876655069355519,1.8205087855665925,-0.5753837649447353,0.06018935709306404,4.504870056745947,3.8469086824133094,0.1686282946244714,0.03694739512943354
ptua_POC.52,-5.727658107597461,3.8173685491139953,-0.7229388288018183,-0.8921326649397849,3.9127436155787887,2.576055665133991,1.1795982972447583,-0.046421922217049896
ptua_POC.53,0.5274935313263152,3.412860795200918,-0.6445409566574866,-0.05023046017665,3.807828561496663,3.042234163974134,0.3932187574783269,0.03178679088538396
ptua_POC.57,-0.12725075844479095,3.4707018032692765,-0.7722643624306492,-0.36234723380051703,3.9445015920915534,3.2802764010125194,0.5286200463336662,-0.03730969247677708
