colony_id,timepoint,PC1
ACR-225,timepoint1,0.36619041872807967
ACR-225,timepoint2,1.0019999572521263
ACR-225,timepoint3,1.159321301301274
ACR-225,timepoint4,0.9531708163291968
ACR-229,timepoint1,-3.981000627416714
ACR-229,timepoint2,-0.07635370387329853
ACR-229,timepoint3,0.0032525715345781137
ACR-229,timepoint4,2.1229993946180765
ACR-237,timepoint1,-3.9018003460345576
ACR-237,timepoint2,-1.7234396907082663
ACR-237,timepoint3,-0.04294496050771126
ACR-237,timepoint4,-0.15164107935029855
ACR-244,timepoint1,-1.5199709269294202
ACR-244,timepoint2,-1.11878829042369
ACR-244,timepoint3,0.42799873896153406
ACR-244,timepoint4,0.6109045812405327
ACR-265,timepoint1,-0.41093744262605836
ACR-265,timepoint2,-1.4044526995147415
ACR-265,timepoint3,0.9311760691568449
ACR-139,timepoint1,-0.051877598538363455
ACR-139,timepoint2,0.906005628568026
ACR-139,timepoint3,1.0361652241795163
ACR-139,timepoint4,2.2629744302975228
ACR-145,timepoint1,1.479822400364611
ACR-145,timepoint2,-1.6452821364721715
ACR-145,timepoint3,0.5926902046167247
ACR-145,timepoint4,0.5947031525326005
ACR-150,timepoint1,-3.8991420994258084
ACR-150,timepoint2,-1.1352038701223042
ACR-150,timepoint3,-0.04697040511697941
ACR-150,timepoint4,0.8252453536831004
ACR-173,timepoint1,0.07600028271159415
ACR-173,timepoint2,0.25875888668462693
ACR-173,timepoint3,0.32289087446728704
ACR-173,timepoint4,1.7642344593599943
ACR-186,timepoint1,1.0666619440600857
ACR-186,timepoint2,1.1703647002931217
ACR-186,timepoint3,-0.311999473630463
ACR-186,timepoint4,1.4882739597497916
