OG,max_val
OG_01095,1.324562693820134
OG_01155,1.537607910445812
OG_01177,1.163337304330483
OG_01466,1.0000959980639488
OG_01630,1.1150555664762252
OG_02502,1.0153704273510331
OG_02517,1.0517651418010598
OG_03116,1.0568456384355005
OG_03914,1.0784444545846872
OG_03948,1.173058308272254
OG_03986,1.0040229678187695
OG_04032,1.0669584134680663
OG_04165,1.026372827735559
OG_04464,1.0129711428857795
OG_04478,1.1452759070573129
OG_04585,1.215426688474114
OG_04592,1.107954370957115
OG_04746,1.101383289250536
OG_04759,1.2425724138662328
OG_04932,1.0760839899756187
OG_05364,1.028684521263852
OG_05743,1.0345898898534018
OG_05881,1.2648912934416137
OG_05951,1.1099699794658429
OG_06118,1.196865069949864
OG_06197,1.0069248436199112
OG_06743,1.0668125536406563
OG_07749,1.0618468271222234
OG_09621,1.0482601081744043
OG_09806,1.0879041925627633
