OG,max_val
OG_00001,1.2569106697627903
OG_00003,1.656530620779484
OG_00008,1.517166950046978
OG_00018,1.4204153940213544
OG_00019,2.011368840268742
OG_00020,1.081573386748557
OG_00022,1.340376538331401
OG_00023,1.4491278840443484
OG_00024,1.330015439699596
OG_00025,1.1083629648911246
OG_00031,1.453523743747855
OG_00043,2.131359418857341
OG_00044,1.0782220514791137
OG_00047,2.569393565514951
OG_00051,1.550120240269622
OG_00053,1.0224526766707105
OG_00057,1.1197915191825027
OG_00077,1.2158195326536452
OG_00080,1.0147512162746355
OG_00085,1.6098704921530556
OG_00086,1.0956984036253057
OG_00089,1.938498319021294
OG_00107,1.0967352943606845
OG_00111,1.6836279629626232
OG_00113,1.0358744815204783
OG_00115,1.3899273279303357
OG_00119,1.0047264417300443
OG_00126,2.316314653951606
OG_00127,1.7266514545444342
OG_00132,1.2369199387072365
OG_00133,2.398114432562321
OG_00141,1.9945660520765944
OG_00143,1.3113448249462334
OG_00144,2.5011894015542007
OG_00145,2.188990531413013
OG_00147,2.85986792703917
OG_00148,1.110565549855121
OG_00149,2.101090582715962
OG_00160,1.1998547188677984
OG_00163,2.294040707951126
OG_00166,2.3386013085903774
OG_00174,1.5532127749213782
OG_00179,1.531913584668292
OG_00180,1.3903560898030387
OG_00186,1.2829272857999716
OG_00187,1.748959763334916
OG_00188,1.4435623972470075
OG_00195,1.6379143849707911
OG_00196,1.507811480327036
OG_00201,1.161607181394239
OG_00203,1.1772479490033363
OG_00207,1.4283891353810183
OG_00208,1.370421237026953
OG_00210,1.7590756182654503
OG_00215,1.7913779645677523
OG_00216,1.003551996274384
OG_00225,2.3157398189847793
OG_00226,2.050758289648912
OG_00233,1.0334167899502518
OG_00234,1.15658522501024
OG_00238,1.2651266925618174
OG_00240,1.634575116984389
OG_00242,1.8861901452002168
OG_00243,1.0530162153264078
OG_00245,1.0926364116657428
OG_00246,3.6033215388988022
OG_00247,1.1597882176929946
OG_00252,1.3881471565152943
OG_00258,2.6117665267579637
OG_00259,2.4120603460233427
OG_00261,1.1865744109809078
OG_00264,4.300177730656773
OG_00266,1.2927046121247243
OG_00270,1.0643490516708831
OG_00274,1.2681832100530643
OG_00279,1.9394961374575683
OG_00280,1.4627732392468522
OG_00281,1.0487594320468991
OG_00286,1.2489297652248168
OG_00298,1.1698342993291353
OG_00304,2.237347265898695
OG_00308,1.6875151064376772
OG_00313,1.5559062534158796
OG_00314,1.0227509669502266
OG_00316,1.2063802108428543
OG_00319,1.918341960989956
OG_00323,2.2117464167812173
OG_00332,1.7007883470945082
OG_00334,1.0748642105786983
OG_00342,1.9580260725125167
OG_00343,1.618251188324562
OG_00346,1.24281335551138
OG_00349,2.601707782394906
OG_00350,2.065135606802351
OG_00355,1.2821310235342789
OG_00356,1.36411434714352
OG_00357,1.2198072752453093
OG_00360,1.998282917976584
OG_00361,1.7467582301780331
OG_00375,1.1491399216190223
OG_00379,2.0669577132015773
OG_00381,1.2837723918937856
OG_00386,1.244547702406463
OG_00389,1.208829322124835
OG_00392,1.076086543824148
OG_00400,1.817068129315747
OG_00403,2.242582775883309
OG_00404,1.310067317072083
OG_00408,1.3321865413111178
OG_00410,1.3201427427044463
OG_00411,1.3623698748731876
OG_00414,1.3136377177854743
OG_00419,2.0795554271825667
OG_00425,1.877730380493392
OG_00430,2.824671611710442
OG_00439,1.2251215714575887
OG_00440,1.836711057827072
OG_00453,2.0814279371745688
OG_00455,1.7935397752130446
OG_00460,2.006095640925145
OG_00465,1.021231080338112
OG_00467,1.5924908912544578
OG_00474,2.8149117114220648
OG_00477,1.6215996801827948
OG_00479,2.0772112599074
OG_00481,2.097081011003691
OG_00489,1.4992762854687574
OG_00498,1.9161014090672248
OG_00499,1.7152672064246413
OG_00502,1.1174467304821427
OG_00503,1.476965886456712
OG_00509,2.784339910758784
OG_00511,2.637641437993096
OG_00513,1.564301444056159
OG_00514,1.415549603947248
