,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Species,Sample_ID
apul_ACR.139,0.12905233901191077,-0.07523062043695035,0.03805546947182948,0.41979509882953436,-0.08991886017038339,0.11898319123635463,0.13674814243824554,0.05257911191759165,-0.08565863438391214,-0.12549027472472232,0.052737916177611095,0.03035158205633915,0.002634753364003849,-0.0308457892766697,-0.25454840841703297,-0.0855535729397696,-0.1385698921248001,0.1684391973603694,0.04461763180300783,0.04030513464484836,0.12763465101630356,-0.21353016894827548,0.017770030903702896,0.3132417896380707,0.1950205548563193,0.03560434529073478,0.20878704778117527,-0.16189753200903823,-0.014098592562677217,-0.11656578564503972,0.3068548540960812,-0.04577278706994223,0.002078512005370767,0.12738920256070502,0.04869536483747826,-0.2647245877918391,-0.07119911565660962,-0.010601481442917587,-0.06865426676714893,-0.39339840865891734,-0.1940708866412959,0.02204246875277152,-0.0025838479654191264,-0.018706714165257713,0.24306960814209125,0.06253240867320542,-0.05908574186146862,0.277478293112626,-0.05982862484351878,-0.09116069501766344,0.15374283073175818,-0.3566859650761282,0.02340243930727309,0.09841173841240503,-0.06791263706601816,apul,ACR.139
apul_ACR.145,0.013589556517560445,-0.046222238991706605,0.07416698915513179,-0.04210563840693065,0.02132862242733608,-0.0357675958538275,0.0823252245694214,0.17476807542731693,-0.04529922178197473,0.016886715456137322,-0.24773359877952128,-0.025338655726967245,0.00032480001445532537,-0.06487191469342429,0.36840527114255434,0.057543784899385005,-0.08026536394176391,-0.1819822576209312,0.0891129525096283,-0.07154437020107711,0.09305727062796834,-0.15662683436684438,0.02432982689453224,0.3319278839370408,0.004873984104797333,-0.06698325785471529,0.11347013078111964,-0.19029478955995016,-0.07644008105315538,-0.1768749344905446,0.2695889088922618,0.16010743912239517,-0.028519831085506882,-0.004602158263481988,-0.12158145591621385,0.1609297420337939,-0.11965092450060778,0.016485215900393663,-0.013414596067422284,-0.01836391867372081,0.003485396077742471,0.03007522422412607,-0.060602565838950954,-0.09889266498835281,0.18866500520558377,0.08451299709709907,0.06623114112946449,0.06236429040053434,0.043487762207072254,-0.17930315180324877,0.011890244387613507,0.19029020891422785,0.08315268672417284,-0.059913734125942704,0.09613448394979693,apul,ACR.145
apul_ACR.150,-0.007702579855668867,0.02780176853223044,0.07955668499518885,-0.06576279448512001,0.06513751734305386,0.15197938230270694,0.005149468694652295,-0.10172403225855241,-0.06671948708528651,0.013550982996711088,-0.14120726548371706,0.11497235054975943,-0.03404759205162033,0.14221472686332323,0.15497998130181362,-0.05581050578433128,-0.06078816454952934,0.13658557874761076,0.1543691358034845,0.011521223093673535,0.11650028673200415,-0.042678350474987206,-0.18709529529940347,0.04436320017856703,0.10578106074561494,-0.06668825997787364,0.29469916403643204,0.3383374146903149,0.13598791436652327,-0.23958065524820793,0.24576893413448372,0.25949878799049997,-0.060064571640584326,0.07271284937386716,-0.1047206053931095,0.12000088542242707,-0.11058443651747443,0.012461118262475633,0.09572170776632108,-0.023185147418552356,-0.04587539937346317,0.1797603501276092,-0.09658588863246667,-0.039640927607951265,0.42281023684434504,0.19504028999174453,0.12986350467700186,0.02530321099689292,0.07688690444415215,-0.03667134469478648,-0.07654197005575167,0.24477095753057404,-0.13374615191378492,0.032426730240710154,-0.007770921495921638,apul,ACR.150
apul_ACR.173,0.13713877282097378,-0.019686657164885997,0.04205040467017863,0.08989620917727607,0.210800707110404,-0.008025416539392755,-0.043471212111793896,0.15653168784748556,-0.06305226243117487,-0.05923473425753355,-0.22464884732279594,-0.1132169450260857,0.48176784437506837,-0.07335213014934668,0.3524892792811512,0.08514494282477196,-0.010516092930281442,0.007357446221756967,-0.12417427345965984,0.15541787585085307,-0.24759196552404503,-0.21471389796006143,-0.15617784185474673,0.04145875448084577,-0.04920445969928496,-0.030956882208403484,0.24094925073182025,-0.008309095149928065,-0.023449218997031136,-0.05418700585674998,0.33103110903494354,0.11918209342271469,0.054987846524319935,0.0810596774586994,0.05845437581668039,-0.2775098732147093,-0.19783055394031732,-0.1111070974432938,0.04867297574814042,-0.04854320094852135,0.21530562105963755,0.15626438109781535,-0.011203876810754358,0.15930319356153338,0.16080068566864414,-0.03918237345944159,0.0994569609680149,0.18185977473519713,0.1717804289494462,-0.047953917818502965,-0.09950054211082353,0.23678927649997208,-0.19546685609744355,-0.12223947889820691,-0.03609691956410135,apul,ACR.173
apul_ACR.186,-0.02329863107724402,-0.07154958251084662,-0.04385358647644718,0.05201974938957801,0.06985729445002972,0.2366273981335927,0.21938010325240254,0.174762701545347,-0.09374870261485099,-0.11525055489865041,0.2478029528631704,-0.09670953260058945,-0.18140722227579614,-0.13260959863597355,-0.27193626624105527,-0.146897225570392,-0.09419276105342218,0.14411197750703658,0.05714580072349434,-0.004640863336025464,-0.18507103636649655,-0.20324524140508135,-0.2525007291758693,0.4086853366935075,0.34010776667233833,0.07447575978125508,0.42825210695876315,-0.14480424839899342,0.05372379552703806,-0.2855700238537188,0.33353586658330325,0.6484770929954655,0.033207478809498266,-0.06977456336809044,0.026803537979846918,-0.19436065286202145,0.1706814286222962,-0.2395285681352987,-0.014849740121302434,-0.1393260238891388,0.1071276193793714,-0.12946487793437308,-0.2390020771299786,-0.10851913631040697,0.250441134198683,0.09425090800250539,-0.23905030837514593,-0.021354517918617474,0.015430050284540574,-0.13784132229248977,-0.051076896870577,0.01670470311362825,-0.06613404348351268,0.24344935216472993,0.03847631604669713,apul,ACR.186
apul_ACR.225,-0.037709845161135576,0.04747103626023374,0.0727961232526973,-0.30012317616159156,-0.19851190148828396,0.18084411297294078,0.5436426311788988,0.07929910568768629,0.19061940851556602,-0.08449928852048573,0.49099906882085115,0.05408798303056298,-0.08307632744695764,-0.01548085805816042,0.3937545799817691,0.3561463503388739,-0.0999180268691447,-0.09024085697204175,-0.2751685079520526,-0.1320713306469536,-0.437174555706436,-0.14056625513223006,0.1266192333942665,-0.03269150519917218,0.15182608620135227,0.0444311890521742,-0.10603166638253354,0.30797790494178207,0.054178136038559165,-0.05440079122995401,0.30403621361533667,0.22990147780396417,0.04219718161693524,0.24556954198103437,0.04044935168654987,0.2940642534130532,-0.2901992465549294,0.14609548504763345,-0.033489880495363215,0.04278409566033467,-0.11822590197870105,0.22147713457137003,-0.019899585442788862,0.232772436600574,-0.022291082667713066,0.054289588375544914,-0.03649217571766373,0.13302037047850726,-0.014572047591268067,0.13409797634720033,0.024354275911130378,-0.15317597939138283,0.2745672669664298,0.06395096744314736,-0.030174247879684046,apul,ACR.225
apul_ACR.229,0.016962593501582763,0.04699870580633479,0.1709833842757288,0.03547686056881372,0.17896136043721786,-0.056527498427085945,0.4722765151864246,0.05017400128683474,-0.044696535479766486,-0.006502113257530456,0.21970699968784282,0.036229421461704346,0.008514104320267935,0.014703283641192864,0.15846093990136317,0.15547859803740696,-0.15027148363239437,-0.1665927997863455,0.34463056926506036,-0.1942765364819213,-0.08702372577373435,-0.07424085982397172,0.10833526131426709,-0.16863027750355422,-0.09834100441858909,0.11144156704723888,-0.010348209731964972,0.25148842041180436,0.02565009574454699,-0.28246968080838275,0.3347522411747891,-0.026208742552460394,0.04882135973539062,0.33217793349771063,-0.1270410512459981,0.13769956497951322,-0.21529669998877463,-0.10711952864567219,0.006287385395173473,-0.011886297941899413,-0.060130448116177355,0.22046406037414387,-0.07387185132693061,0.5506428016803839,0.17743804793219395,0.14584165195351786,0.04746029125230423,0.1481175886759573,-0.013820931526952492,0.06033570868506501,-0.12325419478413012,-0.365579813321173,0.15386833755931542,-0.13729416829977617,0.09388316816627357,apul,ACR.229
apul_ACR.237,0.10653943344347265,0.05211627954130097,0.06778654444155996,0.06960811002731943,-0.002361533194273649,0.0966679997944,0.28221133924297537,-0.06565378760795691,-0.02823445034179464,-0.05043889672947538,-0.2566120343960178,0.06096329203626601,-0.06389070253067736,0.08237527243078153,0.39043155935164897,0.09551719685379041,-0.04436192907026494,-0.07496096329413418,0.1880805512366233,-0.1053819632925106,0.09651277161967149,-0.07203211005320011,0.00856991710390939,-0.04418768692546605,0.07713568168951049,-0.13818544239505,-0.183931021757373,0.20939811844324835,0.061561199121902804,0.01893422027268569,0.16188480585668993,0.17810984875720726,0.021699473956972075,0.07644377144152534,0.06530709897050438,0.15120054133635716,-0.23349496329484698,0.08263381617155077,-0.017760070778849082,-0.11539929782216393,-0.10361146778139041,0.11892342732809047,-0.11060465779708492,0.21099847392687449,-0.08914135884155887,0.20328878657047167,0.08646340262604181,-0.027654801130589976,0.06225581784003579,-0.07145593545935745,-0.045478436875049606,0.16693361706095527,0.020661228432577755,0.01839167277050999,0.052858940018714926,apul,ACR.237
apul_ACR.244,0.12660545292931105,0.04390585799718154,-0.0713066426906074,0.43933306107392134,-0.28125516056330196,0.048981336359332314,0.3715858890489837,-0.007381904862613803,-0.13467882996381503,-0.017092033905609604,0.16155051943997442,-0.022755377751918573,0.1827639728042297,0.0891142743562516,0.4037992653960819,0.18419556341044846,-0.06743050182350588,-0.09626534797094786,0.3996575460264494,-0.24969689971187825,-0.036887144315773696,-0.01890049532363308,0.06742367458205188,-0.07747312718357735,0.22708474044043314,0.05841198126843342,-0.11305175979732891,0.25649896791149,0.0768036610471874,-0.09214493400480012,0.21698885317726924,0.20022987679661708,0.08633949847085812,0.17647852404853265,-0.047080469838622394,-0.13937371537007462,-0.24970670729208966,0.011158309943277335,-0.05374906538065657,-0.020599771739089584,-0.16547356801654886,0.288452671729577,-0.043884262402610216,0.2915572414967063,0.04476393993516775,0.16206923723105582,-0.11798567842763967,0.009277945733388124,0.13280180456876728,0.014098043462898585,-0.1384680072064038,0.1628752446206675,0.15820256745766195,0.12800416990984134,0.07700597497654423,apul,ACR.244
apul_ACR.265,0.010387751875164936,0.0457531333924378,-0.015239049788393804,-0.06952785011637232,0.02044801738160815,0.047358148164716424,0.2929488456957599,0.05612343350995854,-0.04988358424407738,-0.016406340403271782,0.062199843062925406,-0.057081931216344875,-0.05772815925151204,-0.026185210562646558,0.12839436516123462,0.16954488973027723,-0.06443232505565899,0.01934828154115766,0.1787493704833449,-0.15956895319474704,0.07900935802709086,-0.06295828309629042,-0.06058716134060268,-0.08510028848842643,-0.09975350622607436,-0.037334403681011055,-0.0920921843595184,0.12207738231171378,0.06441834799476928,-0.14684856425654902,0.17921183385176043,0.36331827372497405,0.02171579156504058,0.0573915179471842,0.044859384157140816,0.18842376480720915,-0.23176277861124067,0.1602290841903009,-0.027380705767543097,0.17131501701480928,-0.12561581370332095,0.171548820884375,0.08726985099046518,0.28352704412448415,0.0737580207413255,0.10680383038509784,0.13678511655238892,0.02029682299740833,0.023818225822232666,-0.18214659492332064,0.08663602186101609,0.15047081668166973,0.05476605412609533,-0.0688271519676967,-0.04271028921557931,apul,ACR.265
