,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Species,Sample_ID
peve_POR.72,0.16581079382163055,0.032468408250925805,-0.2256505983234193,-0.01967049161604405,-0.32969518743707527,0.021592930090158988,-0.06211369069874548,0.027772149755922623,-0.014783476325468243,0.17375983430103503,0.011362879433224168,-0.0972656445298447,0.005153952560898902,0.011423669646689104,-0.15093551616947293,0.5278784016617349,-0.0491534203756946,0.09259426032095217,0.07293629941808266,0.23052366415031547,0.07970100154592434,-0.20342347727511334,0.0440436728903044,0.2203626509208966,-0.0029502517628635307,peve,POR.72
peve_POR.73,0.21096528325933636,-0.2431586150474417,-0.2536574768494053,-0.26779999194680354,0.21447811702193334,-0.08920105592839654,-0.0058456752785742035,0.0561567021774748,-0.10088046997441588,-0.06179540916924626,-0.10403369938866888,-0.08276966291467197,0.02253239672900062,0.014835967730665442,0.5821760565181763,0.26017734961811806,-0.18754016591499414,-0.381835036520713,-0.03116791772683932,0.48427392397569496,-0.2991401709836783,-0.2177154755604547,0.05968115401170493,0.14122634864979378,0.03906467477921572,peve,POR.73
peve_POR.74,-0.19000089004462983,-0.15111013305105245,-0.23275590917631597,-0.08784887236784877,0.17668550594608837,0.026078418461363415,-0.03435173985849826,0.012746014996161213,0.07918622467906107,0.16279698569406872,-0.06168316373658184,0.02591873362307298,0.025178372744702873,0.004576298661390416,0.19511455953499382,0.49993628413924307,0.03739431447836532,-0.319400647748539,0.03863569567049739,-0.03485186755126107,-0.07059369233382158,-0.04232123475584578,0.020335182934428077,0.079091603328897,0.030077070207516276,peve,POR.74
peve_POR.83,0.26536755209892343,-0.01771834155669527,-0.27907477628027955,-0.06163131177245032,-0.21989645108350453,-0.04357306729290695,-0.046916064709322094,0.11102885281645374,-0.2055989389707076,0.04449620142951064,0.16643554838342434,-0.33096754638029,-0.004403583105665949,-0.011223869698325012,-0.05407716831463769,0.3503934840822672,0.12036063879684843,0.005795229282422318,0.09368256875387367,0.4007588692427732,0.017930163665327903,-0.003330846963077883,-0.04927807521659699,0.317755813467688,0.016290867469447523,peve,POR.83
ptua_POC.219,-0.22676504567089795,-0.2855107870307497,0.0016661062684766676,0.05890148858538005,-0.05043412045752092,0.3874624372736612,-0.030206548883891484,-0.004276245430074947,0.10650090617546601,-0.19502825179286531,0.00651981847998208,0.17509028035763874,-0.048631520702948905,0.04675707948551882,-0.20539596493802895,-0.12952445972541812,0.18071026838856685,-0.20956494089022323,0.1182287013337253,-0.09658987493539321,0.012676395510905014,0.4023776864117909,0.09412518296912803,0.4776498846364174,0.07788184101808766,ptua,POC.219
ptua_POC.222,-0.3595891304177858,-0.13324993821461634,-0.13840691863229176,0.2336646167878577,-0.18329068765166037,0.2819602088396157,-0.020554073834586253,0.00740731608996085,-0.10342135513950802,-0.22721056666512263,0.06790876964269672,0.07892836167092247,0.019331464915577808,0.06884311389725477,0.1553428550611975,-0.17343566597432586,0.11380581690074172,0.03769009520410724,0.40623682651855103,0.28786574514324625,-0.17443011070830017,0.38875302352204266,0.14463827494328083,0.11285696597950412,0.08775194248634444,ptua,POC.222
ptua_POC.255,-0.3020239803603902,-0.028821314766838534,-0.07641504472154538,0.08655152750296015,-0.17643670150945126,0.17463559125133332,0.013230932783373494,-0.059773988296184744,-0.02495809060307532,-0.1992600104558771,0.1384202535758352,0.199360306596122,-0.16128960964352732,0.017870985315791187,-0.06549864596168853,-0.1308860100020599,0.21061847598931405,-0.04414665268643616,0.34334633747474136,0.12859117564895026,-0.12682377163887504,0.32609103463772326,0.06109794707767641,0.35500432749982214,-0.06876389471364654,ptua,POC.255
ptua_POC.259,-0.08678201415997477,0.07651988605626941,-0.24425734327157866,0.005969744655034947,-0.16585614998852816,0.0052181045877716875,-0.019932417131622665,0.0035744464635040422,0.24671850127637943,0.08757598515496536,-0.02125658504476186,-0.11059846460594552,-0.01923923245955281,0.06389298065361872,-0.0028929043791539053,0.09568859122447418,-0.12477381312644145,0.10263226144841646,0.2621650311585044,-0.11494493605556634,-0.06807424864659102,0.45181350321799374,0.0705161784325018,0.30648878476876806,0.010338088169458264,ptua,POC.259
ptua_POC.40,-0.12862412745731777,-0.010607563937890266,-0.25410460040932575,0.09535887309873717,-0.11568244352730428,0.12536080974533845,-0.007873502821504282,-0.05916282200647086,-0.09676598779608506,0.4234530500624668,0.07843207614642951,-0.30199520598131513,-0.006612465755795257,0.005338575438503796,0.05902099477551208,-0.05172406761738987,0.13208870849311766,0.2505843781283861,0.14372946630745828,0.1148875999439813,-0.015004268639400561,-0.11560150375112548,0.08205310254009798,0.02139748823688718,0.03564315474948655,ptua,POC.40
ptua_POC.42,-0.05217756990788396,-0.12322496505890469,-0.28528358368775714,-0.10118543325589516,-0.10945520230314668,-0.4130786379449927,-0.14136106273398513,-0.027078591833405097,0.01936617155943313,0.1301760420343502,-0.03645015950509566,-0.3276470532584303,0.028629764699667725,0.01703564201925106,0.08541988648466912,-0.07185493878004626,0.05300224259701972,0.2792113979568633,0.07697928263195147,0.06216196505850276,-0.00354429607128275,0.10922451994490354,0.35179885364606267,-0.004805731133715143,0.8054699588528303,ptua,POC.42
ptua_POC.52,-0.17248436702964448,0.03806614520094063,-0.21228950711845035,0.13386896821162136,-0.054045167126778294,0.04932149262409274,0.024326925215940997,-0.01304371342392894,-0.06478589593503416,-0.033149848067448105,0.09423436139231686,-0.13328934142868465,0.7744360791301405,0.02416376795541954,0.06049138251227257,0.06322779148866078,0.08883152939688692,0.03110796960070423,0.6061077807845017,0.09069057618696268,-0.10292093754673098,-0.14434977913556407,0.09839562816778838,0.04656319305830908,-0.05695912892529875,ptua,POC.52
ptua_POC.53,-0.1723553553727452,-0.33283676042345295,-0.18232787565324346,0.06511819984400599,-0.03280818987574899,0.2904581577129807,-0.025880725480205445,-0.013656844957690763,-0.005661079822227498,0.2690187528096642,-0.0003760543761422319,-0.10151444622369181,0.011544785451593272,0.03547784541510168,-0.08543336047890433,-0.0691112705436977,0.20121536387252353,-0.06588648681491993,0.09702702339748548,0.10349028556190261,0.0071445613088050005,0.06560261155297117,0.11570725283043813,0.09375023084185796,0.2553807464451192,ptua,POC.53
ptua_POC.57,-0.19542032325653708,-0.3522620566394638,-0.059528905595515075,0.23694853779572825,0.014290223863407149,0.4867082979361869,-0.04558999127665311,-0.03260952416213494,0.0374015802516441,0.2376295592242636,0.0008896777433160876,0.00524137325897362,-0.017285111196929298,-0.021220460814181972,0.019632136830238227,-0.043488698941022384,0.012629062568845138,-0.10771299797623454,0.08451315563008964,0.05635428148789777,-0.00045356298177172806,-0.0529180225742159,0.29671462479577926,-0.0666597333099084,0.1777046417893073,ptua,POC.57
