,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Species,Sample_ID
apul_ACR.139,0.14983544008929106,0.20889093700954864,-0.2013179780977613,0.10733815872885348,-0.20220135050294233,0.11663741950539828,-0.04297909484956057,0.20496552397548043,0.4976159662751296,0.16213013130872544,0.08961486772239163,-0.20418065182811326,-0.027754790931804687,0.15759319244333234,0.023850828661202916,-0.09206596548788348,-0.23862242130301156,0.2844515656517315,0.10036654295580062,-0.16397945676676665,-0.13865930384411101,0.1588789824193524,0.06971422887410153,0.22518738205538164,-0.032547011614446904,apul,ACR.139
apul_ACR.145,0.2152915467758162,0.48215634139882535,-0.178418201755712,0.024820184586806963,-0.22514101796501207,0.20288560305455353,0.2330538906661556,0.18794294932083103,0.172040255211518,0.18283704056774758,0.204607291747936,-0.018352339807964798,-0.06001998063049799,0.3012657640844736,-0.19764070785825408,0.00697312644939278,-0.10721461309238438,0.04359008113357166,0.06781420202547686,-0.17783323780283436,-0.10364780380022957,0.0785971376864698,0.03942294660186105,0.25233728747519846,-0.27864689832539263,apul,ACR.145
apul_ACR.150,0.22384856825169677,0.1054835305815085,-0.10541785698062814,0.004598366697348523,-0.2386746847682454,0.185010336318012,0.2795071297051485,0.2579830155990484,0.13816440167621089,0.10892651226209094,0.2999273907458092,0.11765711373789661,0.04421945096007266,0.3208014586982651,-0.1922793267047614,-0.04422762134751486,-0.14775226502158445,-0.013484820716303901,0.16374181374121932,-0.08530878514335784,-0.07791453649297304,-0.019554783601488622,0.19216669442626155,-0.007551416962975663,-0.06669168508539702,apul,ACR.150
apul_ACR.173,0.14808423817207658,0.1095242063542606,-0.20063266400280252,0.027040003254814284,-0.14942438069134795,-0.04409500330222647,0.24894897073935354,0.243970940211446,0.17484819958849257,0.2265222833750977,0.1646994714841849,-0.3472701372967194,0.015990158030106796,0.21707300501484797,0.005500737807607477,-0.07012364414906433,-0.008858202073131741,0.10882098596683801,0.1551783688817431,-0.19894282877821554,-0.12927252574163947,0.20909138280169873,-0.05558612454267697,0.27735828034884696,0.021653384125004702,apul,ACR.173
apul_ACR.186,0.3134125333194215,0.3365062652181837,-0.26229837910176423,0.11848684433467335,-0.3605403786648962,0.2908403557147676,0.1817603064531816,0.30111604477744475,0.3879765046247605,0.18977474015459325,0.30034300736279723,-0.1771231098766593,0.11829203375394648,0.34176918882296664,-0.08456374003378261,-0.11480959944975928,-0.39610279085302297,0.30690065230357666,0.2912223582540002,-0.20703184034332542,-0.197426268023619,0.12543718833207182,0.2971850442838758,0.2923381263372765,-0.17165999574088983,apul,ACR.186
apul_ACR.225,0.02821887750012847,-0.0646237173911453,-0.10024335392757984,0.10454867437590708,-0.06333385486997692,0.03741396068498261,0.4502288814309579,0.20968967755634005,-0.11809844509046227,0.15368171603239555,0.2487437661489162,-0.08834970933735775,-0.04875435934154027,0.36126220862090935,0.2078070775383282,-0.013380151989351366,-0.12556884181796676,-0.1805063995581395,0.10667401685852754,-0.13280080731166322,-0.15251509646173714,0.24799754116219896,-0.1415339607033414,0.07451890366459259,-0.03572798423865832,apul,ACR.225
apul_ACR.229,0.06379171663423701,-0.2070188764498663,-0.06418574074235736,0.22868801694264684,-0.05278107980724354,-0.13252949563224825,0.27880565637719656,0.19349844636391672,0.0016751202769094934,0.18019731219972138,0.21273893900203567,-0.05812753051960117,-0.10020858479072263,0.31384982989395455,0.23797295228557852,0.00963356649882999,-0.25493694895040836,-0.013452518374310905,-0.014351406249887124,-0.0748215504826763,-0.15094759603173605,0.08593466317854323,-0.3504312931662503,0.11228604511234089,0.13678770889123748,apul,ACR.229
apul_ACR.237,0.020667292137490852,-0.12764336714732036,-0.04487068637651439,0.0755527019786182,-0.0634623505702962,0.07154668654171226,0.37032656817600784,0.11725764456350453,-0.10665328147284449,0.11415622754438866,0.2643006355684607,0.24422916646998727,-0.02657199291022248,0.36574983543291945,-0.06909105594517621,0.09608316796206673,-0.10172932097522668,-0.27155974375744163,0.04425509644493369,-0.07785042042108806,-0.045954671399121315,-0.02678985660008289,-0.05033605716372767,-0.03457665627853555,0.03474712201369304,apul,ACR.237
apul_ACR.244,-0.03229148864667655,-0.16514876056102235,-0.03675624843983873,0.11625598084865535,-0.0434491357312631,-0.027077863574297242,0.4030531486905878,0.13970840831347087,-0.21129727198295975,0.1131877856790349,0.25096222847709543,0.005350156524803333,-0.016389681109125913,0.3468962499033498,0.1256427046971787,-0.04841678033106845,-0.05825938925588618,-0.18318358009860375,0.08451743915249701,-0.07744559394379347,-0.0961068881178868,0.17186539955034294,-0.1714722994205203,-0.0026770957694939278,0.08054003674154148,apul,ACR.244
apul_ACR.265,0.12363890194719529,0.007605099309131975,-0.16651369954241885,0.13740626680671966,-0.1088875342722866,0.07157819775287123,0.3756190031157356,0.184524046976879,-0.015140218384838096,0.2874864788257786,0.2772925140252304,-0.04477242690263759,0.012615797202371062,0.3313502147315357,0.052666362516869465,0.06472872717686569,-0.2372628268751343,-0.09959601490802451,0.12969654037901865,-0.15487965176994822,-0.11500298103300019,0.011941468329804363,0.003520471546891579,0.1305756341175023,-0.006314857345046805,apul,ACR.265
peve_POR.216,0.14428224761740768,0.09823600120000386,-0.2440325371104148,0.15010821737784147,0.29483047070871693,-0.08433189077099415,-0.11558298691450412,0.0848561386494014,-0.2919147301680146,-0.015123266787708423,0.3169044835789098,0.1918126209058792,0.012026389043865193,0.027371711460504815,0.3509742007344807,0.11106881077867256,-0.2749085542838009,-0.004722869828942975,-0.02442999778350291,0.11928513587633785,-0.21312427128941275,0.03817442306837181,-0.08146207074392606,0.047797356075334065,-0.041655988630972904,peve,POR.216
peve_POR.245,-0.0907203035344028,0.18726193703121033,-0.2564138118374535,0.717855118110821,0.12430514011784344,0.0668842315267591,-0.013849681214517627,0.037360809704094285,0.17618681931567265,0.32932974108112645,0.1083377086469905,0.003766299024072574,0.05144698681929193,0.002807651600675532,0.18556710846671887,-0.012979408211553493,-0.40779386664102985,0.2541928132842179,0.08371539596371877,-0.32083303659222356,-0.004453545234225032,0.1465179087517699,-0.23672953464962065,0.04653561218590286,0.06726271758394296,peve,POR.245
peve_POR.260,-0.03404688476842757,0.07034541696939559,-0.148482991033093,0.12425932911244617,-0.02429394904103177,-0.01055454680187785,-0.03208520930252775,0.016162230007422184,-0.08224354573844812,0.07058294715040685,-0.023174769710361268,0.45607011492669597,-0.004417182014825097,0.0010321075850747944,0.10056849438524167,-0.04239755718380328,-0.1790016546622207,0.17003496714242625,0.0378915960461527,-0.03623067302351617,-0.09081882537260046,0.10824642847732269,-0.06722168872537843,-0.029048835942322916,-0.003953878691815785,peve,POR.260
peve_POR.262,-0.1494478944191645,-0.03172566025624409,-0.0943262121477288,-0.10203967026812913,0.4610999857224596,0.010410230248816996,0.0338193160511508,0.0439842933290263,0.027640082593384067,0.054442489410857935,0.014772440584256122,0.13533205899176223,-0.014544494116630616,-0.057571237079695955,-0.1440350240714466,0.168226582935645,0.19058444591909174,-0.2500143551191321,-0.10093731069253967,-0.1662801857091405,-0.0048631536039024,-0.011598803158900653,0.04078636068212984,-0.04739110226887707,0.044075966924211736,peve,POR.262
peve_POR.69,0.33445722263984234,0.07279860959112647,-0.21489187382592914,0.043545280632178864,0.01951817432829105,0.039231877493171925,-0.035916707528395785,0.025624851047463888,-0.41324778611989127,0.07497199334467927,0.479532611769915,-0.09575020797138861,-0.010480417352166359,-0.07835091877192346,-0.33037070979315625,0.04570119983294999,0.25282861011729413,-0.1817455708183405,0.01403549832163478,0.17895620157188177,0.19153289140799418,0.08576880853321846,-0.019980186157590438,0.16357385569402855,0.0051456104905688955,peve,POR.69
