"Predictor","MeanImportance","Type","Feature"
"lncRNA_25406",0.132454641512293,"lncRNA","OG_00171"
"lncRNA_10227",0.0618186432960596,"lncRNA","OG_00171"
"lncRNA_25758",0.0496170293315469,"lncRNA","OG_00171"
"lncRNA_10228",0.0436839513165576,"lncRNA","OG_00171"
"lncRNA_10230",0.0431464104235282,"lncRNA","OG_00171"
"lncRNA_10234",0.0423105081756834,"lncRNA","OG_00171"
"lncRNA_370",0.0354493479953516,"lncRNA","OG_00171"
"lncRNA_10226",0.0330196303861938,"lncRNA","OG_00171"
"lncRNA_26600",0.0256234016804744,"lncRNA","OG_00171"
"lncRNA_26601",0.0239815359251738,"lncRNA","OG_00171"
"lncRNA_26602",0.0233240057017565,"lncRNA","OG_00171"
"lncRNA_13394",0.0207944114608953,"lncRNA","OG_00171"
"lncRNA_13395",0.016865274079096,"lncRNA","OG_00171"
"lncRNA_12392",0.0165119560226432,"lncRNA","OG_00171"
"lncRNA_46345",0.0159991631687488,"lncRNA","OG_00171"
"lncRNA_14744",0.0158564035399618,"lncRNA","OG_00171"
"lncRNA_30313",0.0157119456593598,"lncRNA","OG_00171"
"FUN_012663",0.015667740896641,"Other","OG_00171"
"lncRNA_14862",0.015489354282971,"lncRNA","OG_00171"
"lncRNA_14743",0.0153864563196638,"lncRNA","OG_00171"
"lncRNA_6568",0.0954141445138048,"lncRNA","OG_00297"
"lncRNA_37959",0.046608381379196,"lncRNA","OG_00297"
"lncRNA_48715",0.0420690371969025,"lncRNA","OG_00297"
"FUN_020894",0.0415315911911534,"Other","OG_00297"
"lncRNA_18042",0.0375755706509429,"lncRNA","OG_00297"
"lncRNA_19181",0.0339415760960172,"lncRNA","OG_00297"
"lncRNA_30647",0.0293191345638569,"lncRNA","OG_00297"
"lncRNA_26985",0.027702508824295,"lncRNA","OG_00297"
"lncRNA_18396",0.0241240879957836,"lncRNA","OG_00297"
"lncRNA_7339",0.0232128696079136,"lncRNA","OG_00297"
"lncRNA_13269",0.0231293405531278,"lncRNA","OG_00297"
"lncRNA_41028",0.0228934063855873,"lncRNA","OG_00297"
"lncRNA_18606",0.0208799418046136,"lncRNA","OG_00297"
"lncRNA_6604",0.0201651214899778,"lncRNA","OG_00297"
"lncRNA_51253",0.0185788535765059,"lncRNA","OG_00297"
"lncRNA_25848",0.0185046018086971,"lncRNA","OG_00297"
"lncRNA_4196",0.0183110435151773,"lncRNA","OG_00297"
"lncRNA_13270",0.0151629208879578,"lncRNA","OG_00297"
"lncRNA_36657",0.0151240049997252,"lncRNA","OG_00297"
"lncRNA_14658",0.0148407577401735,"lncRNA","OG_00297"
"FUN_008936",0.12139491184868,"Other","OG_00355"
"lncRNA_25512",0.0481979597245953,"lncRNA","OG_00355"
"lncRNA_32733",0.0472166443555425,"lncRNA","OG_00355"
"FUN_028982",0.0340193883948999,"Other","OG_00355"
"lncRNA_54482",0.0332256824385193,"lncRNA","OG_00355"
"lncRNA_28708",0.0304502833652384,"lncRNA","OG_00355"
"FUN_015249",0.0288322097990144,"Other","OG_00355"
"lncRNA_14875",0.0261270576194916,"lncRNA","OG_00355"
"FUN_015990",0.0251423413825797,"Other","OG_00355"
"FUN_006236",0.0246025379976882,"Other","OG_00355"
"lncRNA_8548",0.021268897757548,"lncRNA","OG_00355"
"FUN_035455",0.0204961582139043,"Other","OG_00355"
"lncRNA_45382",0.0203534847401139,"lncRNA","OG_00355"
"lncRNA_1079",0.0203338422089046,"lncRNA","OG_00355"
"lncRNA_21245",0.0201257993282345,"lncRNA","OG_00355"
"lncRNA_45015",0.0197857161592784,"lncRNA","OG_00355"
"lncRNA_13814",0.0194787857499436,"lncRNA","OG_00355"
"lncRNA_45902",0.01825220896204,"lncRNA","OG_00355"
"lncRNA_54481",0.0182384756684261,"lncRNA","OG_00355"
"lncRNA_41393",0.0180572323276104,"lncRNA","OG_00355"
"lncRNA_8687",0.16593067966629,"lncRNA","OG_00430"
"lncRNA_51163",0.108468821642499,"lncRNA","OG_00430"
"lncRNA_18527",0.0783048629368202,"lncRNA","OG_00430"
"lncRNA_30634",0.061738033501858,"lncRNA","OG_00430"
"lncRNA_30633",0.0611968298310183,"lncRNA","OG_00430"
"lncRNA_18555",0.0548531926600124,"lncRNA","OG_00430"
"lncRNA_18535",0.0413630788102097,"lncRNA","OG_00430"
"FUN_023226",0.038066401867513,"Other","OG_00430"
"lncRNA_43480",0.0357361467309322,"lncRNA","OG_00430"
"lncRNA_3443",0.0332886087845841,"lncRNA","OG_00430"
"lncRNA_3444",0.0332240355940316,"lncRNA","OG_00430"
"lncRNA_18536",0.0319997015693047,"lncRNA","OG_00430"
"FUN_033950",0.0301178353365995,"Other","OG_00430"
"lncRNA_28643",0.028191165929018,"lncRNA","OG_00430"
"FUN_038225",0.0269882079766633,"Other","OG_00430"
"lncRNA_18537",0.0268809335564527,"lncRNA","OG_00430"
"lncRNA_26685",0.0256244724615887,"lncRNA","OG_00430"
"lncRNA_21214",0.0247513599508946,"lncRNA","OG_00430"
"lncRNA_1223",0.0247101988972546,"lncRNA","OG_00430"
"lncRNA_368",0.0245754551587127,"lncRNA","OG_00430"
"FUN_038781",0.0680718940946742,"Other","OG_00514"
"lncRNA_35363",0.0293344609111992,"lncRNA","OG_00514"
"lncRNA_27116",0.0266803261974444,"lncRNA","OG_00514"
"lncRNA_7282",0.0208058682112194,"lncRNA","OG_00514"
"lncRNA_14561",0.0195353436153775,"lncRNA","OG_00514"
"lncRNA_46469",0.0193583250570108,"lncRNA","OG_00514"
"lncRNA_30642",0.0182061362443815,"lncRNA","OG_00514"
"lncRNA_43071",0.0163437640417506,"lncRNA","OG_00514"
"lncRNA_44438",0.0150141069495944,"lncRNA","OG_00514"
"lncRNA_9140",0.0134141367827224,"lncRNA","OG_00514"
"lncRNA_18352",0.013152968225912,"lncRNA","OG_00514"
"lncRNA_48637",0.0126779169464617,"lncRNA","OG_00514"
"lncRNA_1003",0.0115088522418733,"lncRNA","OG_00514"
"FUN_009275",0.0113409111563706,"Other","OG_00514"
"lncRNA_31120",0.0108496194120111,"lncRNA","OG_00514"
"lncRNA_38375",0.0103389760919156,"lncRNA","OG_00514"
"lncRNA_44439",0.00993117462156803,"lncRNA","OG_00514"
"lncRNA_18348",0.0092854889736479,"lncRNA","OG_00514"
"lncRNA_44419",0.00924075160563598,"lncRNA","OG_00514"
"lncRNA_13701",0.00896159178585386,"lncRNA","OG_00514"
"lncRNA_3631",0.0896087317827363,"lncRNA","OG_00643"
"lncRNA_14783",0.083803459485945,"lncRNA","OG_00643"
"lncRNA_14784",0.0584166162098738,"lncRNA","OG_00643"
"lncRNA_27820",0.0545131405326412,"lncRNA","OG_00643"
"lncRNA_44795",0.0417131740391889,"lncRNA","OG_00643"
"lncRNA_45934",0.0413445874680794,"lncRNA","OG_00643"
"lncRNA_26991",0.0410996478687748,"lncRNA","OG_00643"
"lncRNA_18123",0.0371416277823947,"lncRNA","OG_00643"
"lncRNA_5836",0.0336202441484348,"lncRNA","OG_00643"
"lncRNA_12341",0.0321494763289678,"lncRNA","OG_00643"
"FUN_043446",0.0297460260800668,"Other","OG_00643"
"lncRNA_30721",0.0291276174412554,"lncRNA","OG_00643"
"lncRNA_2866",0.0284003609134956,"lncRNA","OG_00643"
"lncRNA_18163",0.0270776768796788,"lncRNA","OG_00643"
"lncRNA_46338",0.0249829950105225,"lncRNA","OG_00643"
"lncRNA_7163",0.0242335718415206,"lncRNA","OG_00643"
"lncRNA_7679",0.0239651569832506,"lncRNA","OG_00643"
"FUN_026150",0.0233561557711727,"Other","OG_00643"
"FUN_038134",0.021721229875165,"Other","OG_00643"
"lncRNA_14079",0.0215817709675246,"lncRNA","OG_00643"
"lncRNA_26786",0.091712568023914,"lncRNA","OG_01023"
"lncRNA_49117",0.0464800290915123,"lncRNA","OG_01023"
"lncRNA_13424",0.0461810730527394,"lncRNA","OG_01023"
"lncRNA_20196",0.0426377940945689,"lncRNA","OG_01023"
"lncRNA_13338",0.0424396634698721,"lncRNA","OG_01023"
"FUN_037962",0.0373421350784596,"Other","OG_01023"
"FUN_005348",0.0327317607373779,"Other","OG_01023"
"lncRNA_29731",0.0267320174089053,"lncRNA","OG_01023"
"lncRNA_14982",0.0250560879663119,"lncRNA","OG_01023"
"lncRNA_43241",0.0221053407131426,"lncRNA","OG_01023"
"lncRNA_40567",0.0220351332635438,"lncRNA","OG_01023"
"FUN_036872",0.0199338754242529,"Other","OG_01023"
"FUN_020920",0.0187632506633249,"Other","OG_01023"
"lncRNA_347",0.0186384338377866,"lncRNA","OG_01023"
"lncRNA_18454",0.0183857197829245,"lncRNA","OG_01023"
"lncRNA_27103",0.0181535230922962,"lncRNA","OG_01023"
"lncRNA_4250",0.0180096740811195,"lncRNA","OG_01023"
"Cluster_15097",0.0179118032561752,"miRNA","OG_01023"
"FUN_039860",0.0159588186674321,"Other","OG_01023"
"lncRNA_46342",0.0156131928119914,"lncRNA","OG_01023"
"lncRNA_14662",0.0618865997744775,"lncRNA","OG_01117"
"lncRNA_14661",0.0502171684240763,"lncRNA","OG_01117"
"lncRNA_13576",0.0487370605819452,"lncRNA","OG_01117"
"lncRNA_7364",0.0472520918582523,"lncRNA","OG_01117"
"FUN_016125",0.0461886015677843,"Other","OG_01117"
"lncRNA_45934",0.0427346386872792,"lncRNA","OG_01117"
"lncRNA_18163",0.0425429716864347,"lncRNA","OG_01117"
"Cluster_5516",0.040991820843577,"miRNA","OG_01117"
"lncRNA_38408",0.0329929065438099,"lncRNA","OG_01117"
