,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55
TP1,41.40042539037264,33.20348278158258,15.632591056963216,38.926908849654524,39.63400320553043,42.698729055559745,-22.298965943630062,50.66649571842707,6.689120490954111,-12.067500591934353,-1.5551742153944876,16.798896659555272,14.18432500801454,0.298498645945695,60.81555340937135,0.0,55.24742892320451,56.532311373471224,26.091498534685012,31.943581369930484,36.525901848886804,9.284644115343113,29.303837920209947,43.41314138975764,4.674765216698861,39.56341745350624,22.37796212077509,10.4145201494278,24.208268285556052,25.0529600954501,39.23728245449369,-0.29167824219637256,-16.328362642255286,25.374581073307116,50.18304866737224,47.23360148102177,26.771629853089916,34.76891242559144,2.9741404695436495,29.747085858149223,54.40529702146226,49.159532186130555,30.8295008498762,0.14479655295477445,68.55537157428131,21.830544977892327,-21.034411076693118,31.150627926163363,-1.4695726044369186,62.47670309719437,32.0304525883358,44.51178803224069,38.798055733802954,17.338005934915152,17.322192672814918
TP2,28.93669461445085,29.418412198429557,10.876805403294496,38.106133533116186,6.6202183471705975,14.41913401687105,-20.18741425438332,13.297488761736433,50.51379824693242,-2.9147004980881794,21.14212082252657,-12.987687912630909,14.317822020856772,7.997912787738918,16.704751642489608,56.85872216144219,4.836536221638659,-21.5377086323892,30.683531097561822,26.393054889229344,42.677948266115166,37.16961888031342,49.69972689256234,40.417018416948004,53.9159699082555,12.512152690326204,25.344911008934563,11.484635002066376,49.45311032594974,55.71453384383693,38.302050419822045,40.606086995083764,12.667505512456772,51.17809785230266,45.31242119939071,40.07097526269816,38.618856409427195,25.0318431137766,63.1974603687784,17.488153241883506,27.358925452876193,-4.774283459487056,31.413554182849904,-19.757761452522814,7.107965474817463,31.678375238438342,-21.57427546349137,53.344799540085425,-2.66506550172055,20.18237205357722,46.860957401736556,44.97816621357605,26.6017162190707,-6.714855753633914,1.1525559328628485
TP3,40.27435865016864,33.40391852986997,56.45211424231185,24.678646422099536,37.15151229613192,23.570880427781578,-33.63065234204764,-5.787291410882476,-6.1914291686698135,2.603113871165945,67.27290520284089,-17.72621272541757,16.062944339609555,-0.9742832471471301,24.14250454371349,54.30931434209996,9.928958597931143,-0.07773596058573838,35.3682486738248,46.186771953722335,35.71470833484076,9.100802826537736,11.659114332729976,13.41199849635668,15.931341844412831,11.641985891935352,10.756324856543488,63.37740295420719,34.6805429542085,7.131119186677393,38.337515437608666,37.038470301045436,-24.14998779458176,33.45013365484513,18.248771475397387,33.81963788034672,28.581820383455412,35.94752199792278,-16.188433870037,48.11418066365537,20.166256082793655,-1.7186169119720722,27.367174545238573,24.266676515310465,26.12431483371136,50.73429410154277,9.883001099710961,20.074723546764222,58.65773006479023,11.079044755523256,25.31727441247084,29.448993279793907,29.21409481775057,-4.570426592996849,56.06493808942299
TP4,22.452611955210205,29.954745602422797,31.8316851649483,34.97731518670351,22.44697083195145,44.174888105223104,10.539626367232943,61.593463655191115,11.322757658899437,56.083735023136136,25.92100242690863,-17.442294541203943,50.39361556115274,51.749158441495766,40.221449700552064,37.85599664378608,23.69122296468306,30.904820911588942,0.988603689121704,52.59515624348877,33.841507774262645,42.58110668721876,30.156634937900282,24.846792506059515,49.03060909768926,11.90805121066559,74.68868016081134,32.24938431927125,36.783212420034445,-20.46699628115056,33.572565166272966,19.887705332992823,-31.9292975856496,30.41885894772453,37.33829990322864,38.797482211001885,27.622314120554204,35.794448793211785,-14.778969229967608,26.18100351866793,18.282253752132675,-0.05838966354926707,21.893194517900906,64.1450769851427,-7.001589776041265,30.10679376445233,-12.132528981710946,1.18374609926745,-1.1448073864519006,25.19540362317812,51.30304786877783,22.53810699057869,7.448787551330885,58.17639402201012,-1.492835224945073
