,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Species,Sample_ID
apul_ACR.139,-0.028904178751820664,-0.3451743483224207,-0.26188120152919175,-0.1757853428609478,0.2567467621078166,0.17237140153607866,-0.12002577623732079,0.33457978997755633,0.33027851380821116,0.055365306406727,0.1206723413620107,0.0813064399772345,-0.0867448264888896,0.15679496077711694,-0.3461973882039342,0.0059963601597557755,-0.0017182865685274908,0.037138619369215725,-0.0361385428227863,0.1420678491819653,-0.14423967019022194,-0.10107490725261147,-0.05606394761027627,0.05318228542439298,-0.037131942933259526,0.045565164580716265,-0.026927755046328022,-0.12422808100504262,-0.08320982356236996,0.016918045547836182,-0.09796858697273181,0.05725640713118306,0.09323971003248349,0.2102774844158915,0.025464592179851506,-0.3404087479331309,-0.04861438853620536,0.35004978787666563,0.08087330832699108,0.22648099291299068,-0.06487509464821817,-0.03012286100585299,0.06495418442769901,-0.04556189006500894,-0.06526907159193,0.19186674470114737,0.07930298985571309,0.043650530125897716,-0.09850097162645241,-0.12286315241810755,0.05305194860289372,0.23793726002616472,0.11329217626594136,0.37925593372151717,0.21785952868228953,apul,ACR.139
apul_ACR.145,0.012967458350102148,-0.07433740856802513,-0.26583278636547786,-0.05493613764284152,0.4915972352538199,0.047287410536456596,-0.01876956338650655,0.005367398468591792,0.14537428193013513,0.24288666674357987,-0.11103411321415552,-0.03539752822206555,0.007638267005729852,0.5804194528869832,0.1901136717765983,-0.10944782270287268,0.06011203350887484,-0.017939497183886044,-0.09080700145963076,-0.03401567010420328,0.2807547225654475,-0.054177113842814414,-0.025862963778781688,0.09065483542088243,0.03436247623684266,0.036667894285058907,-0.13005917748632906,-0.04554200010749285,-0.23704491943872275,0.010870201302886877,-0.11946716334418497,0.3541859722678836,0.1733894680337302,-0.056910300152361974,-0.1440876043405681,-0.04321404881544652,-0.050214678775038046,0.04928942835195243,0.10589345804191207,0.06344010572692159,-0.04781260812268779,-0.014526285060683564,-0.10488792671726614,-0.26405649998056063,0.07713977566187907,0.16195018300069167,0.1152795801656339,-0.025078603363414106,-0.02004441638756859,-0.11840448620080206,-0.07324330893524635,0.0036140401552135597,0.055149874302164614,0.2648801638186625,0.08137802340862353,apul,ACR.145
apul_ACR.150,0.06081081079667986,-0.0733724882947286,0.2771363906512675,-0.11628684489095104,0.004700888096733758,-0.03930729416368053,-0.01576537583087144,0.3338489970465843,0.5589797615287397,-0.12091594029899476,-0.13700650084692848,0.037627557163021706,-0.04980746211491829,0.06023747670732595,0.296698457226876,-0.11466128363065706,-0.362779508149326,0.1151300563223352,0.03851730100537756,-0.030408476104543225,0.25441136260282965,-0.06884724186892688,0.02589960049641238,0.023657725114267815,-0.07854478476841639,-0.013827516002165722,-0.05173949337211916,0.010796222397337523,-0.08977239062609153,-0.04185854400945254,-0.11719850626381237,0.30799734607509915,0.12547485582504767,-0.00249640687286009,-0.004860979445932077,-0.04014980567617294,-0.0105138517040532,0.018253766170753156,0.06204838883396727,-0.02632163305287319,-0.06358278033546166,0.03836560233714464,-0.12534527440296364,0.14124147538984916,0.0715412174078792,0.06326639269375829,0.22341405931932837,-0.08509252202216624,0.016627145409497418,-0.022071693231714578,0.04407535086316045,-0.01380263719887307,-0.06639180644309144,0.03495372166306943,-0.01654261637359575,apul,ACR.150
apul_ACR.173,-0.18134545979988223,0.05975887098605069,-0.2623717581308537,-0.004410970551342381,-0.07588961022613878,-0.10163399147826413,0.11479695744405038,0.2510447161842511,0.2622367513226621,0.028567119984227632,-0.030097377671102817,-0.08452794785250496,-0.09836395514057346,-0.15897405872015555,0.3172694219327936,0.012907778149000657,-0.2318550589213811,0.07372095681346891,-0.13611926122092888,-0.13247664501477174,0.03113560986139073,-0.02705411243624561,-0.01868657118880093,0.37083858837758027,0.011168509615895042,0.0034717711754327484,0.00893914758250192,-0.06615790532088368,-0.4017868215466893,0.056220623000378375,0.006114454778151403,0.21230855834315573,-0.020226677560500787,-0.2830235304157331,-0.2568339790849393,0.11375899429635827,-0.0418413638971945,0.18760971596402998,-0.06172911623665263,0.16458601735197115,-0.036099136389341896,-0.005893504939211706,-0.08814439709683063,-0.07405292145218587,0.09698179017367417,0.3359881526841088,0.16763372656418152,0.11761903275973412,-0.049089716694901454,-0.17860490305948784,-0.1253927143001963,0.5045728411828027,0.1174189612388844,0.10518570842739211,0.0022515325577955616,apul,ACR.173
apul_ACR.186,-0.006616945387224955,0.30114938684355813,-0.42727725977110903,-0.35447222744292345,0.49185036940668575,0.3612688458424136,-0.08244633065687872,0.15545029060220789,0.5182440312944566,-0.035452793978671425,-0.14532156746117703,0.24032325819575148,-0.09705346467319173,0.26454154753218423,0.09693899404301783,-0.04920396160845114,-0.13964096820336433,0.03342563791516303,-0.2191995578764236,0.28909890912461467,-0.38435230226781514,-0.17440484978585205,0.1210512912782073,-0.3275224163658686,-0.10331403865727351,-0.026752299640043078,-0.1439212047288758,0.021053654250577997,0.13288917351181592,0.004452892855820504,0.22434123938251332,0.33898621105001864,0.11233655871145158,0.13502748519534166,0.18199512274118562,-0.11854596139335244,-0.09738515184469763,0.126154911416346,0.1604633178925494,-0.028084764932390274,-0.00199679765197909,0.01742794678004372,0.16080532564648053,-0.06828424842308263,-0.12760691855718057,0.16181553072757968,0.2754011551664329,-0.029280297914178535,-0.034672760932027966,-0.6359564239431366,0.210235287017159,0.03917501969538706,0.15190981916305538,0.4607533844008796,0.049287508990828996,apul,ACR.186
apul_ACR.225,0.00832251054676932,0.19240304261685698,0.13131558394358148,0.25987543994750517,-0.06528749077793206,0.0556331516347881,-0.010637798708587685,0.37129291513670093,0.0009572953644073169,0.18114619613489705,-0.09483343484129253,0.0043482618269810236,-0.0581374197016755,-0.1605174096536612,-0.03545643635852202,-0.10773363502212478,0.6715565239123765,0.129943032304069,0.16015011727481404,0.031804390285237405,-0.10653267193154198,-0.026215811285659987,-0.11415465698536562,-0.010039759740618414,-0.00895222074784448,-0.07467323883579675,0.03211582032509395,0.11975183877121402,0.18538291405516585,-0.03160200451519658,-0.3294419130916998,0.21587407843606918,0.2979629911775791,-0.42885730736279654,-0.25003394877084467,0.2249223584327245,-0.5897440175024175,0.0209086465772257,0.5206162287373345,-0.021272127267105936,0.07246697637773741,-0.008397813025917392,0.1651159945519245,0.06498611911851886,-0.04911586481459382,0.1922624558616778,0.27591077166418304,0.02124831622505229,-0.015406882253729673,-0.2820340665370793,0.04850110105026175,-0.056435685354087675,0.06563606948598832,0.11912581974032663,0.04572178016712697,apul,ACR.225
apul_ACR.229,0.021875294972956365,0.17264153144708486,0.37847246466037954,0.008424952563744736,0.17478265228623152,0.05842567852383787,0.12409171995752843,0.24421459699420306,0.1185019915606315,0.6939464808790979,-0.12103991497452417,0.06481829116203802,-0.16073890141415909,-0.329296214327604,-0.03565063927275283,-0.10917522249593284,0.2765692373051766,-0.004891026413256435,0.6710201175051247,0.030733331469191518,-0.10391484477694037,-0.11452596878608023,-0.07634579113756298,-0.02232293565544732,-0.015819979555683088,0.029444214649000953,0.03386334382212462,0.06814376217761384,-0.2540134283518781,-0.029036956505979976,0.020922658675385866,0.2509169738024456,0.3277927239499362,-0.06454998800463486,-0.10910319030115541,-0.04028723026541779,-0.12119481273430592,-0.00675403992920048,0.4225211009034865,0.0032660288759959162,0.0456152339590519,-0.00746711701233955,0.2238921094726683,0.0906089394162526,-0.07150455907708667,-0.2405741914701161,0.2061079059585789,-0.09663646037008576,-0.027296167255230215,-0.09780475715498388,0.0403132619404708,-0.11826508831907326,0.12416481435064274,0.258987595216434,0.018732738155823467,apul,ACR.229
apul_ACR.237,0.0322504466445568,-0.09993737097962312,0.17765046233005086,-0.01996165206962068,0.03206470043683506,-0.10046106638327278,-0.045271240330241456,0.3957680311476685,-0.22231861803934944,0.04893625937675218,-0.10934039475078601,-0.03882555332400726,-0.04782359876802129,-0.1795687044029747,0.22838295420167282,-0.10764744277597676,-0.011928870756087439,0.13668273610912515,-0.04705844094484764,-0.03191260707953565,0.267022113790069,0.013392126606237457,-0.0823415994632925,0.02789518705611598,0.06715749028565433,0.005796706575636402,0.0643567746103911,0.024843879824101463,-0.1387489780044305,0.02127401368645742,-0.13391176616176842,0.3283689429626527,0.17338977827203164,-0.09475985369626506,-0.1418023952079619,-0.04960228069322637,0.018854495188463515,0.046653871339207606,0.29224094233921954,-0.017167775714417823,-0.07839121247018567,0.0197290073898181,-0.08746054308514543,0.035871066365018967,0.01220486926261406,0.14935978534676922,0.11656512288011804,-0.04044189988698018,0.015457585587779387,-0.060753113377095526,0.010078733798021969,0.07159235242778722,-0.02252391377736377,-0.08043166078253311,-0.0339154830431842,apul,ACR.237
apul_ACR.244,0.056953110683589034,-0.0028498147291297115,0.2587056140349918,-0.022441876765543774,0.0417766691928252,-0.050243188375262204,0.03440506666488115,0.35969012826345653,-0.04702755923188722,0.2633464658922732,-0.1122331432296944,0.04423927063888078,0.0006157370956087784,-0.1883395651043404,0.17091318666728736,-0.026722177765446577,0.30764711032308845,0.12148046357977432,0.34533986217641127,0.0014719342544095568,-0.3834715082863657,0.015223864483392571,-0.05176715678733523,-0.15648902142206328,0.08031374899726706,-0.04199435332071327,0.07454880569061911,0.09723367205643299,0.11007324629140716,-0.030990551750353423,-0.16012261932288943,0.15203810736201176,0.2605089371910731,-0.25555226918365237,-0.24135364008587165,0.10430734448403013,0.5866986026320786,-0.0666357705435512,0.3853380648329574,-0.016767930284064998,0.1157424047711597,0.038752497021003904,-0.27455853762186105,0.07548864788057034,0.04006367338437696,0.056585654987288396,0.1707852948941594,-0.010880842815371036,0.0033153235490981296,-0.2174104809839433,-0.07797076815715337,-0.04214636824884289,0.07727419453583775,-0.03067178965225184,-0.021718230887795106,apul,ACR.244
apul_ACR.265,0.07257094847906322,-0.1287456043073081,0.15020318743232428,0.0680962266636436,0.4197642291468318,-0.0001139594587486413,0.07679880695202204,0.2799826755047277,0.06353090387635625,0.04948549305497403,-0.0579259185515847,-0.07332607527524855,-0.08440099877444728,-0.2693362509851503,0.21615633887583888,-0.25357533936833065,0.03411854242141884,0.16659077514936801,0.03783517211456589,-0.008618450508452311,0.2629239348379911,-0.05671729286542056,-0.0730422738489065,-0.050524273927926695,-0.02239490046296665,-0.0684796660737402,0.06474250061197952,0.13310178020664318,-0.036924694728559984,-0.015092635987072368,-0.11503082272366244,0.17902368186892362,0.22718488124004874,-0.02115912885859364,-0.04137433324704924,0.029912363105638454,0.024825716398188254,-0.04606526181246395,0.3793506885517461,-0.06187557294262798,-0.1107259769042323,0.04028276690753295,-0.12278897173885378,0.016455077153090525,0.051585157111314665,0.04520991425870452,0.20739786841593172,-0.061217747660013824,-0.00328895512343273,-0.25435872767087386,0.06425776363180243,-0.013701069300854947,-0.01951171357709669,0.047873326145207354,-0.11540073424407199,apul,ACR.265
