"Predictor","MeanImportance","Type","Feature"
"lncRNA_19090",0.100115126261022,"lncRNA","FUN_001160"
"lncRNA_19455",0.0464506799421443,"lncRNA","FUN_001160"
"lncRNA_19080",0.0453629106519267,"lncRNA","FUN_001160"
"CpG_ptg000035l_4874360",0.0453482555231952,"CpG","FUN_001160"
"lncRNA_20578",0.0432035134203768,"lncRNA","FUN_001160"
"lncRNA_8841",0.041127374037509,"lncRNA","FUN_001160"
"lncRNA_22049",0.0277230150088835,"lncRNA","FUN_001160"
"lncRNA_18344",0.0267810279403388,"lncRNA","FUN_001160"
"lncRNA_040",0.0254006393781542,"lncRNA","FUN_001160"
"lncRNA_7887",0.0231089679099092,"lncRNA","FUN_001160"
"CpG_ptg000008l_140185",0.021864760992631,"CpG","FUN_001160"
"lncRNA_22433",0.0211401185666949,"lncRNA","FUN_001160"
"lncRNA_3608",0.0210686732304403,"lncRNA","FUN_001160"
"lncRNA_13032",0.0190192915462631,"lncRNA","FUN_001160"
"lncRNA_2496",0.0182099308791153,"lncRNA","FUN_001160"
"lncRNA_12877",0.0152089486975414,"lncRNA","FUN_001160"
"CpG_ptg000015l_8381482",0.0151826586165423,"CpG","FUN_001160"
"lncRNA_4659",0.0150971159152049,"lncRNA","FUN_001160"
"lncRNA_16952",0.0146325558689482,"lncRNA","FUN_001160"
"lncRNA_8652",0.0142894202755998,"lncRNA","FUN_001160"
"CpG_ptg000020l_14632131",0.0954339522029606,"CpG","FUN_001396"
"lncRNA_18294",0.0753656412980516,"lncRNA","FUN_001396"
"lncRNA_5041",0.0650414326979979,"lncRNA","FUN_001396"
"lncRNA_11114",0.0643937788592951,"lncRNA","FUN_001396"
"lncRNA_240",0.0513738098004239,"lncRNA","FUN_001396"
"CpG_ntLink_6_10522298",0.0447789280709314,"CpG","FUN_001396"
"lncRNA_1434",0.0344694759789931,"lncRNA","FUN_001396"
"lncRNA_12060",0.031848213918086,"lncRNA","FUN_001396"
"lncRNA_17788",0.0309058752870152,"lncRNA","FUN_001396"
"lncRNA_12199",0.0295227237662618,"lncRNA","FUN_001396"
"lncRNA_11342",0.0168449400627711,"lncRNA","FUN_001396"
"lncRNA_4867",0.016279374299359,"lncRNA","FUN_001396"
"lncRNA_1435",0.0160244510117286,"lncRNA","FUN_001396"
"lncRNA_18354",0.0156750792889516,"lncRNA","FUN_001396"
"lncRNA_20587",0.015254671864912,"lncRNA","FUN_001396"
"lncRNA_6201",0.0149126645762296,"lncRNA","FUN_001396"
"lncRNA_8058",0.0133576873050479,"lncRNA","FUN_001396"
"lncRNA_10988",0.0127877448520314,"lncRNA","FUN_001396"
"lncRNA_19041",0.0126967037493824,"lncRNA","FUN_001396"
"lncRNA_15753",0.0120841618563409,"lncRNA","FUN_001396"
"lncRNA_13975",0.054364550632667,"lncRNA","FUN_002433"
"lncRNA_300",0.0501970050817649,"lncRNA","FUN_002433"
"lncRNA_13756",0.0348044329335273,"lncRNA","FUN_002433"
"CpG_ptg000001l_5622494",0.0315751262840773,"CpG","FUN_002433"
"lncRNA_18148",0.0304277671629262,"lncRNA","FUN_002433"
"CpG_ptg000026l_3565677",0.0292742259732356,"CpG","FUN_002433"
"lncRNA_2859",0.025425623294913,"lncRNA","FUN_002433"
"lncRNA_4482",0.0251472292258649,"lncRNA","FUN_002433"
"lncRNA_1454",0.0231381184718978,"lncRNA","FUN_002433"
"lncRNA_15207",0.0211104711685059,"lncRNA","FUN_002433"
"CpG_ntLink_8_15335013",0.020985621213369,"CpG","FUN_002433"
"CpG_ptg000031l_13210418",0.0204220073097209,"CpG","FUN_002433"
"CpG_ptg000002l_4656059",0.0197008104293578,"CpG","FUN_002433"
"lncRNA_11705",0.0192207538852747,"lncRNA","FUN_002433"
"lncRNA_5310",0.0191764703884794,"lncRNA","FUN_002433"
"lncRNA_3057",0.0184078611175225,"lncRNA","FUN_002433"
"CpG_ptg000017l_2950167",0.0183803351168625,"CpG","FUN_002433"
"lncRNA_15624",0.0170825963774431,"lncRNA","FUN_002433"
"CpG_ntLink_8_12175037",0.0166101895423445,"CpG","FUN_002433"
"CpG_ptg000021l_17231571",0.0152420922201275,"CpG","FUN_002433"
"lncRNA_15413",0.100942777452954,"lncRNA","FUN_004083"
"lncRNA_9817",0.0561588399297946,"lncRNA","FUN_004083"
"lncRNA_19079",0.0413034197792492,"lncRNA","FUN_004083"
"CpG_ntLink_8_2032811",0.0341459175324472,"CpG","FUN_004083"
"lncRNA_11504",0.0271711303137766,"lncRNA","FUN_004083"
"lncRNA_1528",0.0244184304986682,"lncRNA","FUN_004083"
"lncRNA_10126",0.0230872974047471,"lncRNA","FUN_004083"
"CpG_ptg000047l_6649696",0.0222998733744664,"CpG","FUN_004083"
"lncRNA_3008",0.0200836230698758,"lncRNA","FUN_004083"
"lncRNA_7949",0.0189655958164384,"lncRNA","FUN_004083"
"lncRNA_12820",0.0185314635634134,"lncRNA","FUN_004083"
"CpG_ptg000027l_4256136",0.0167935545610313,"CpG","FUN_004083"
"lncRNA_1340",0.0160453990820152,"lncRNA","FUN_004083"
"lncRNA_15538",0.0157390914744278,"lncRNA","FUN_004083"
"lncRNA_21769",0.0148209275118862,"lncRNA","FUN_004083"
"lncRNA_18045",0.0139674752230139,"lncRNA","FUN_004083"
"lncRNA_15102",0.013767967987038,"lncRNA","FUN_004083"
"lncRNA_18781",0.0135942349048764,"lncRNA","FUN_004083"
"lncRNA_3039",0.0135231735202082,"lncRNA","FUN_004083"
"lncRNA_9246",0.0128658149424038,"lncRNA","FUN_004083"
"CpG_ntLink_6_20064374",0.170166483184865,"CpG","FUN_007022"
"Cluster_17173",0.160897011343714,"miRNA","FUN_007022"
"CpG_ptg000023l_16389109",0.133491526463305,"CpG","FUN_007022"
"lncRNA_5655",0.102329175254512,"lncRNA","FUN_007022"
"CpG_ptg000020l_14227808",0.0738594081491085,"CpG","FUN_007022"
"CpG_ptg000024l_10069069",0.0701119772049139,"CpG","FUN_007022"
"CpG_ptg000024l_5513703",0.0681788397020792,"CpG","FUN_007022"
"CpG_ptg000001l_4171649",0.0571335780458048,"CpG","FUN_007022"
"CpG_ptg000002l_7431472",0.0549007332930346,"CpG","FUN_007022"
"CpG_ptg000002l_1421603",0.0532665690910055,"CpG","FUN_007022"
