,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Species,Sample_ID
apul_ACR.139,0.0349684391781619,-0.05524278016037393,-0.21939363467836145,0.040151968361661496,0.39672205006617767,-0.13922802401260936,0.28116266856533223,0.33962953517534517,-0.09919103158526127,0.20774615908970948,0.09477038780814333,-0.24044581533350873,-0.1429438931317058,-0.1658143193190008,0.15576619157644767,0.02871812542207971,0.011955155128011577,0.4722945928440722,-0.11361285348680362,0.12644377686999086,0.05926732572980979,-0.20320276592937447,-0.22792348460227796,-0.02589295867947693,-0.09309760022526838,-0.08011344692449832,0.17463553189025555,-0.11944373504339989,-0.11609242357489147,0.5646853464820534,-0.06347549710181276,-0.15532431655271742,-0.16261777510728212,0.09618887730129243,-0.09655399734531439,-0.06120031947089006,-0.2595390654947611,0.0507726069882284,-0.13451695917618142,0.17823200929165897,0.01235746090915016,0.08005011183218003,-0.1511588399381605,0.05379951914635096,-0.08151589648552614,-0.018631800898130327,0.0008893139311859212,-0.05328817984700907,-0.10348023778121715,0.04706905152155997,0.10890023760273289,0.1667739900882633,0.03644293474475528,0.027945821365000335,-0.039674747961623624,0.08952502555045594,0.11841255406087219,-0.0049412495273752615,-0.005274984431244278,-0.1349211782667578,0.2444416015325182,-0.07916602453680281,-0.1002970104807861,0.3651353834514946,-0.07942186842133757,apul,ACR.139
apul_ACR.145,-0.041151283161485856,-0.08959605527707132,-0.36833585840422883,-0.14908748197659014,-0.11663775245089877,0.07581354221974174,0.29351484913885567,0.06077224252806754,-0.0625461410039711,-0.29492074865060497,-0.240226252132087,-0.0698335357329311,-0.12573867323340307,0.32560969334380796,0.09064533339557344,0.039348238667757246,0.10236600623813272,-0.01341791376885014,0.005294629258500133,-0.0244367639867323,0.025012389727563266,0.05109533331885953,0.10929864905255265,-0.1395876082423063,-0.03284606604976101,0.01628050866489763,0.23413827367113252,0.1468218137941878,-0.09408445200222802,0.13595660002000823,0.12814557987355726,-0.02106417809612268,-0.1445571308246521,0.01247426513168726,0.20134124669340775,0.19715913383452704,0.31896636322632543,-0.017465789354177412,0.02818515944391756,-0.053245918433236235,-0.10848877783687413,-0.06342981073482741,0.08319142007924342,0.05053380401267827,0.0068646425681828625,0.07148892307702347,0.050686959245777936,0.04045587811989588,-0.016698298927545915,-0.005764299108623918,0.18383258079334172,0.012538980300165278,-0.03288179817092397,-0.026833600794994094,0.297146419945303,0.20124268992935018,-0.25418630396075004,-0.010006107667619932,0.04089637923108128,-0.06176675457955694,0.7802067155513304,-0.039791639751085316,-0.010635587115976489,0.288795994689317,-0.004623284305818387,apul,ACR.145
apul_ACR.150,-0.08484732165403294,-0.19207083004649744,-0.010636001068061368,0.04094183137839613,-0.1035334219603391,-0.06594739706629187,0.5549441559114041,-0.009951184243269141,-0.16917437309784564,0.17206575390855314,-0.26043258100121885,0.3804378148504636,0.08545652473701942,0.19362291416782407,0.03845710776408396,0.06035542169609103,0.11157340025612886,-0.043653513905880424,-0.025032506531622176,-0.1061880509102194,0.019081339080092154,-0.0694073985290719,0.10047413239245016,-0.14161454274732316,-0.04471256031813175,-0.0075949407590249745,0.2762752510555326,0.13449594699094916,-0.004797572725463148,0.11934270545335064,0.0706454147523161,-0.11463140628089266,-0.12022715406609927,0.23226923427808283,0.1583851333837545,-0.3580808792316665,0.08252514549473595,0.08719140058481652,-0.12267898911459788,0.0580197012656274,0.007291845934292623,0.008798869496733778,-0.0312383175243184,0.03083657984328291,-0.08590924704962026,0.0503726013794165,-0.06604242254518965,-0.148593666150656,-0.12946701157511092,-0.26356289399689675,0.21241435974536213,-0.047620221678540256,-0.03300248875982604,0.07705930163378048,-0.16188651697988693,0.14912639733754043,0.2303614500252776,0.07448369950686072,-0.06589302229128358,0.28545196404272566,0.05710236756697079,0.03255077902555565,0.03601670266762123,-0.25292014247001,0.12637597433366476,apul,ACR.150
apul_ACR.173,0.010433485788002673,0.08353002735946044,0.33418274195004855,-0.17113633807437534,-0.2412943792643276,-0.0037498272812549528,0.1961981902450087,0.0628320322682594,-0.00747271007949971,0.06546262371456864,0.26160192475232685,0.01826120073195246,-0.11443321192826314,0.2027109246631612,0.017737924333412234,-0.011806366006547105,-0.13444025249568395,-0.21721649249939348,-0.11096403156081765,0.012980354440387679,-0.06052960670055365,0.20625553072458894,-0.07293929777053944,-0.05236250971207379,-0.09520366483108131,-0.0500687765699418,0.015241802317588543,0.0008699909654238147,0.0015244859188825919,0.20453024489591287,0.020712849313549307,-0.07438563323119617,0.1886833397554232,-0.006862677396101912,0.06984794872394694,0.004711908643703414,0.49594995680154835,0.018162156532626764,-0.04619574286079241,0.14916229003148876,0.04754538099700508,-0.13106432312948293,-0.059566091627763586,0.10471870494945358,0.10245680853021943,-0.1635865754108128,0.08048365497718453,-0.14395625899774744,0.001788788057728307,-0.1567280977609124,0.19872392972204986,0.0560191485823255,0.1305332198782247,-0.02237863004871525,-0.06703138566184347,0.08778390091524232,0.0005798585905261405,-0.0734050182809713,-0.008519163790895958,-0.04770527312297488,-0.058965405604359346,0.1443014647041729,-0.10651236450888274,0.3011376396694349,-0.019712050294762397,apul,ACR.173
apul_ACR.186,0.07489763860907017,-0.2642241612039442,-0.5364255730621978,0.016759243547860275,0.512804343517265,-0.09974646309921387,0.5306152758761362,0.3673540215567187,-0.1397761750252537,0.14221068493094854,0.5434571106960823,-0.10211473302386452,-0.13469506175931276,-0.04783024199751293,0.232470400866375,0.06904396568348539,0.037552741834674885,0.09548024053359984,-0.04277753089904674,0.18510590329368765,0.20412770341191175,-0.16277541804141318,-0.07345354395886587,-0.12985912156889387,-0.12341021596919215,0.0009788985813169134,0.2832026295453807,0.13752743265841064,-0.18097793169413443,-0.3442660846227438,-0.04472644766968253,-0.18591723318904618,-0.24682221623075312,0.009854618515139212,0.7255906795465876,-0.3285834559460066,-0.5000607187877212,0.05562709957331033,0.03166944256181686,0.11066342726698936,0.00426871136038308,-0.06257428356111089,-0.10291200309398618,-0.032345474057161525,-0.04638565552298315,-0.004636241796983084,0.013386367429561737,-0.011360433701499268,0.005523426837036207,0.056324014760342746,0.06537891569438237,0.05652970051730829,-0.02841829742627598,0.07190806861538486,-0.18076836670020655,-0.07247131405263692,0.1881641572992053,0.1092488222350889,-0.006769424508117886,-0.04773454514482107,0.3355244655547426,-0.11288082720203385,0.0716221318542676,0.3059511708695826,0.12805074457798915,apul,ACR.186
apul_ACR.225,-0.08522588805105455,-0.07173525431297174,-0.06774520424612887,0.03219196699920654,-0.013848983838148823,0.10498243072983872,0.0756406243641664,0.3848870507792971,0.089253138300807,0.07442560091500207,-0.038140984971124656,0.21963308182794644,0.0032846480543835244,0.2906588442804494,0.09663823095732187,0.12040982789895491,-0.050213854369605224,0.15192799525372758,-0.01670787512357554,-0.03808517197719634,0.23601674099510062,-0.2281657417409628,0.1267669923678314,-0.0922283051744982,-0.1212860859657525,-0.0005513981327474292,0.03633600016817511,-0.21313034397522632,-0.2506465299656785,-0.23395488792042485,0.25195576824071025,-0.1829558153393817,-0.007191223574902382,-0.13582614938085102,0.03280049413357773,0.4679709923986845,-0.21167746658918626,0.13689063183434516,-0.03863023381883461,-0.06587279362121132,0.12470131817736287,0.01749400168080584,0.11788474843631068,0.09422846271747432,-0.11170478770209209,0.5843044270044752,0.03978830016329653,0.23729703064796961,-0.054380159863463826,0.46893755506949825,0.45884849854719384,0.05355487154702837,0.07989356213555958,-0.0585974930002766,0.14779734775419856,0.009962410453634454,0.018907914508016876,-0.05329128741184087,-0.15305542531382071,0.14974182539407294,-0.06256317386567004,-0.3810375911625295,-0.058822212551770614,-0.0651837052427452,0.15602989801825573,apul,ACR.225
apul_ACR.229,-0.06498687219785353,-0.0795571703209255,-0.21316378253450072,0.08328535454957908,-0.10166077444233673,0.024575076424958216,0.20975458592343194,0.297200225979736,-0.04838858973961584,0.2639038052154368,0.34208788965432174,0.15015989051539347,0.026852880853967278,0.18211506138220238,-0.3903381608994131,0.11354711438684638,0.16725193504623964,0.10860467588544798,0.04670800757133413,0.09619524138161935,0.19603831638466557,-0.04053418573178066,0.1367929445640583,-0.10913172897779158,-0.12403522137489034,0.05697845478848809,0.16375104694898604,-0.02006948687133128,-0.08389045444626946,-0.16273143770308934,0.13457447286147767,-0.23269508305260375,-0.39664533731290186,0.008701705987031547,0.09997782441826314,0.10927535478533149,-0.21454263766500573,0.13984537584970375,-0.06762733194589526,0.042372980500760965,0.17948016328424907,0.0723043440966791,0.05140515865928738,0.03168972946240374,-0.07512149669875041,0.23749598056778604,0.03847982947549508,0.08963828863223246,-0.07645291070241951,0.12764870818235838,0.2360057595611819,0.011566080959449243,-0.11935180831311142,0.006271461467801581,0.4672628611542983,0.09527933764560298,-0.21539144584912426,-0.013207178448923152,-0.09476652535080793,0.1526965186651701,-0.21504540917497414,-0.22466078841159062,-0.022419374992318875,-0.09284173413545499,0.12480195622696191,apul,ACR.229
apul_ACR.237,-0.034146073788255,-0.07112089851079371,-0.04474255200090102,-0.01478391983395625,-0.10908968794693812,0.14530524103228631,-0.21881121157429767,0.19445899441615033,-0.08052229683486826,0.22068723218959704,-0.23785550022294719,0.36014814831964126,0.07095111332170918,0.38140100991567744,0.06072822356638976,0.1206109980378738,0.13446161255314923,0.030137656582631754,-0.003299812185448173,-0.07326400566670403,0.14661910326948063,-0.08486082259528006,0.053529095736419195,-0.1208275747202056,-0.03588734770708266,0.0043537801142145335,-0.018427290612398218,0.0565253132835649,-0.0872353824862141,0.11568809008678638,0.15662754625054764,-0.11735920609811971,-0.1351077688924405,-0.1338732745076595,0.03055290342574205,0.06493498158924213,0.2827988078024717,0.023493589311408786,-0.10537315672833095,0.0072368403591200085,0.12242459372526822,-0.0033822496225947235,0.06344829946394304,0.061408901792861854,-0.06413813400991993,0.06098467257081141,0.04148051160742267,0.041317539096528993,-0.13692726008375009,-0.08294461187264975,0.22789052660036935,0.050797794138779835,-0.03989053599898697,0.011831892255021402,-0.1126431828024914,0.126876685711909,-0.06735514622644971,-0.014123895719588544,-0.044124116200937306,0.21682437658649037,-0.13851954287157767,-0.07659464595710341,-0.04508680046672676,-0.19318843404045863,0.12947189431590966,apul,ACR.237
apul_ACR.244,0.2615077505027727,-0.019558281234765156,0.06997345548209458,0.052315200197755124,0.07442516166577673,0.13638190338580125,0.0012703718277781635,0.20818091288375684,-0.028622153271568244,0.2464414721211627,0.2297518551969132,0.32142852400941596,0.04640065493500352,0.40848182137337385,-0.3746153769049241,0.1730827958086503,0.11062328971411994,0.4133504681187636,-0.0805606841217188,-0.1784471415721464,0.16288919743852848,-0.21619057685310414,0.16347142702328102,-0.12527868467057876,-4.7610046114281244e-05,0.043543357742420914,0.05074389039310962,-0.27989183716712873,-0.12020864293409139,-0.02455838021591639,0.2609760859223206,-0.14083333988661756,-0.1402253296665905,-0.040035718371251514,0.08668233396888488,0.23603295517992431,0.09690954404668226,0.10019445100896378,0.022289214577271316,-0.14251283059077277,0.10571337809578452,0.043052232805904755,0.1372649393438645,0.05292313470391452,-0.15138978346303214,-0.5584204692185072,0.06718140849311986,0.13228687231412928,-0.052390882264511586,0.05740341622549349,0.2298682659558123,0.0999984918693692,-0.09070225918176908,-0.029156041607472566,0.1481148902757124,-0.07739215168977434,-0.04567719356953153,-0.13281123884319593,-0.051939919481837,0.17159921742227657,-0.09633177608377166,-0.1643327446594993,-0.0338040023416847,-0.16040125757954224,0.1670777183201719,apul,ACR.244
apul_ACR.265,-0.08073659794246305,-0.1699250992525657,-0.2670235894820744,-0.01117632315226537,-0.14702147500127927,0.02496073295065858,0.07347814033211165,0.22736817755490762,-0.13001183794911825,0.26902710172015065,-0.31072722680519665,0.07270586460162333,-0.03781520654152113,0.2639509621972396,0.013745155060583353,0.12755401195084004,0.14202532215791397,0.010012226917931182,-0.017967874967623323,-0.12845374562905557,0.12233342576603203,0.06250108585830477,0.1232842743684475,-0.12691861854730047,-0.027694326268763014,-0.012853315244548795,0.04730655629798028,0.1841329838346829,-0.2184262858806204,0.17645356302376075,0.17511280426953646,-0.1282984956372969,-0.20645349538347274,-0.0046750570327129615,0.2135529225703904,0.27966747887977006,-0.036858683125663524,0.10368637672583053,0.07947296568104427,0.01769828507828555,0.1822543747849695,-0.026760265063106983,0.030283512320325345,0.0040237899416011936,-0.03383751645832566,0.03969778295053992,0.09068996498870806,0.05933073885331918,0.015121169610397169,0.03984130141559715,0.24044665932241527,-0.04175415264238592,-0.027049172038317738,-0.018970597027538914,-0.19761995921114567,0.19013932308973897,-0.0877961163028464,0.04248540387562916,-0.06961348914734461,0.005486358648006912,-0.1801597901043756,-0.08802279220416287,-0.04570252942692537,-0.030229109252141093,0.14833132362489707,apul,ACR.265
peve_POR.216,0.33820670302784933,0.00398530644181279,-0.0075786089549772714,0.05085504466448453,0.4040454863348118,-0.14491148097826234,0.06914698886365206,-0.1885506997273617,0.03963106099300322,0.30642966724907067,-0.12409003297961997,-0.0314260635184354,0.08455615174157025,-0.3195072907741734,-0.348507695937917,0.04473550673593656,0.3727531972644109,-0.00012356302149847586,0.4615548822271782,0.23332050927825412,0.0415555642690241,0.42026406899937374,-0.3487347311619247,-0.4284112099847596,0.26213568821873595,-0.37617179941601353,0.15429119481109227,0.11723370312924211,-0.1948137197185144,0.20235665166796596,0.000779804217806255,0.237446977256156,0.4585543354058235,0.21608291498167922,0.2660878672581459,-0.18634489452319,-0.027906793154238524,-0.17537548796388197,0.5204290334785506,-0.13163632473365453,0.00030464620306418726,-0.5144518750063518,-0.29346654328291627,0.2100777314495054,-0.10013516116032435,0.2614285782863031,0.11274192169514244,-0.46862396321437866,0.5114022130409313,0.4202737525984647,0.5008208248226369,0.0933114661017968,0.059275074202366,0.13995730761184416,-0.039925866507645354,-0.08424724794354943,0.005916887046074108,0.023775502692280726,-0.13144183647850247,0.22551080163791518,0.0011583429966222042,0.010436200946470199,0.37617483063219637,-0.08379021460633179,-0.2379669894202541,peve,POR.216
