Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-216-TP1_R1_001	76.32239939232265	45.0	150.0	150	27.27272727272727	19629651.0
POR-216-TP1_R2_001	77.37500786292073	45.0	150.0	150	27.27272727272727	19629651.0
POR-216-TP2_R1_001	78.58379699334242	47.0	150.0	150	27.27272727272727	18889247.0
POR-216-TP2_R2_001	79.04187909286478	47.0	150.0	150	27.27272727272727	18889247.0
POR-216-TP3_R1_001	82.95439450019876	48.0	150.0	150	27.27272727272727	16130742.0
POR-216-TP3_R2_001	82.78498041210622	47.0	150.0	150	27.27272727272727	16130742.0
POR-216-TP4_R1_001	88.01376872716466	48.0	150.0	150	27.27272727272727	21522395.0
POR-216-TP4_R2_001	87.98219559492813	48.0	150.0	150	27.27272727272727	21522395.0
POR-236-TP1_R1_001	80.8633835108918	47.0	150.0	150	27.27272727272727	21310837.0
POR-236-TP1_R2_001	80.96337956418994	46.0	150.0	150	27.27272727272727	21310837.0
POR-236-TP2_R1_001	87.94288494335247	49.0	150.0	150	36.36363636363637	19622258.0
POR-236-TP2_R2_001	87.55730278646914	48.0	150.0	150	36.36363636363637	19622258.0
POR-245-TP1_R1_001	77.72669587630178	46.0	150.0	150	27.27272727272727	19295128.0
POR-245-TP1_R2_001	78.50457852616313	46.0	150.0	150	27.27272727272727	19295128.0
POR-245-TP2_R1_001	88.11373474237568	49.0	150.0	150	36.36363636363637	16922913.0
POR-245-TP2_R2_001	87.55320966602025	48.0	150.0	150	36.36363636363637	16922913.0
POR-245-TP3_R1_001	88.45793079453937	49.0	150.0	150	36.36363636363637	18939312.0
POR-245-TP3_R2_001	88.12403458503758	49.0	150.0	150	27.27272727272727	18939312.0
POR-245-TP4_R1_001	70.61374195640144	44.0	150.0	150	36.36363636363637	17178431.0
POR-245-TP4_R2_001	71.69159642687536	44.0	150.0	150	27.27272727272727	17178431.0
POR-260-TP1_R1_001	69.59033992069047	45.0	150.0	150	27.27272727272727	17358699.0
POR-260-TP1_R2_001	70.81424872558222	45.0	150.0	150	27.27272727272727	17358699.0
POR-260-TP2_R1_001	85.35855105653735	48.0	150.0	150	36.36363636363637	17539918.0
POR-260-TP2_R2_001	84.82146833990743	48.0	150.0	150	36.36363636363637	17539918.0
POR-260-TP3_R1_001	81.28531968299616	47.0	150.0	150	27.27272727272727	17191159.0
POR-260-TP3_R2_001	81.36689244319706	47.0	150.0	150	27.27272727272727	17191159.0
POR-260-TP4_R1_001	81.48063187027853	47.0	150.0	150	27.27272727272727	19591902.0
POR-260-TP4_R2_001	81.72520431114789	46.0	150.0	150	27.27272727272727	19591902.0
POR-262-TP1_R1_001	80.27227946990102	46.0	150.0	150	27.27272727272727	20379820.0
POR-262-TP1_R2_001	80.83762254466271	46.0	150.0	150	27.27272727272727	20379820.0
POR-262-TP2_R1_001	76.16381529814397	46.0	150.0	150	27.27272727272727	20908677.0
POR-262-TP2_R2_001	76.50342479976496	46.0	150.0	150	27.27272727272727	20908677.0
POR-262-TP3_R1_001	81.57683099414749	47.0	150.0	150	27.27272727272727	21550471.0
POR-262-TP3_R2_001	81.6182900916987	47.0	150.0	150	27.27272727272727	21550471.0
POR-262-TP4_R1_001	81.68682785336901	47.0	150.0	150	27.27272727272727	17498161.0
POR-262-TP4_R2_001	81.56688427843302	47.0	150.0	150	27.27272727272727	17498161.0
POR-69-TP1_R1_001	84.51000705312882	47.0	150.0	150	27.27272727272727	22145299.0
POR-69-TP1_R2_001	84.71686298137472	47.0	150.0	150	27.27272727272727	22145299.0
POR-69-TP2_R1_001	83.7236629926113	48.0	150.0	150	27.27272727272727	20128579.0
POR-69-TP2_R2_001	83.69501387013717	47.0	150.0	150	27.27272727272727	20128579.0
POR-69-TP3_R1_001	87.66880555945096	48.0	150.0	150	27.27272727272727	21158221.0
POR-69-TP3_R2_001	87.49887836729775	48.0	150.0	150	27.27272727272727	21158221.0
POR-69-TP4_R1_001	86.1802426647352	48.0	150.0	150	27.27272727272727	17398308.0
POR-69-TP4_R2_001	86.28020237976979	48.0	150.0	150	27.27272727272727	17398308.0
POR-72-TP1_R1_001	75.21183030153774	45.0	150.0	150	27.27272727272727	16412543.0
POR-72-TP1_R2_001	76.07076457907179	45.0	150.0	150	27.27272727272727	16412543.0
POR-72-TP2_R1_001	73.68032429110947	46.0	150.0	150	27.27272727272727	17440374.0
POR-72-TP2_R2_001	74.32494246611061	47.0	150.0	150	18.181818181818183	17440374.0
POR-72-TP3_R1_001	81.51808911194735	46.0	150.0	150	27.27272727272727	20740212.0
POR-72-TP3_R2_001	81.93432538099901	46.0	150.0	150	27.27272727272727	20740212.0
POR-72-TP4_R1_001	78.46720441518359	46.0	150.0	150	27.27272727272727	22741315.0
POR-72-TP4_R2_001	78.8139867692544	46.0	150.0	150	27.27272727272727	22741315.0
POR-73-TP1_R1_001	86.49824079986134	48.0	150.0	150	27.27272727272727	20369326.0
POR-73-TP1_R2_001	86.43456553305666	47.0	150.0	150	27.27272727272727	20369326.0
POR-73-TP2_R1_001	88.79666276985428	48.0	150.0	150	27.27272727272727	21791714.0
POR-73-TP2_R2_001	88.50756164842663	48.0	150.0	150	27.27272727272727	21791714.0
POR-73-TP3_R1_001	91.03709372668546	49.0	150.0	150	36.36363636363637	19415470.0
POR-73-TP3_R2_001	90.68506665396738	49.0	150.0	150	27.27272727272727	19415470.0
POR-73-TP4_R1_001	86.22082893946367	48.0	150.0	150	27.27272727272727	18797406.0
POR-73-TP4_R2_001	85.87264639566266	47.0	150.0	150	27.27272727272727	18797406.0
POR-74-TP1_R1_001	78.31212777554217	46.0	150.0	150	27.27272727272727	18332488.0
POR-74-TP1_R2_001	79.03461348750292	46.0	150.0	150	27.27272727272727	18332488.0
POR-74-TP2_R1_001	86.67470602400172	48.0	150.0	150	27.27272727272727	18048084.0
POR-74-TP2_R2_001	86.2366022308289	48.0	150.0	150	36.36363636363637	18048084.0
POR-74-TP3_R1_001	84.27052130313731	48.0	150.0	150	27.27272727272727	22139966.0
POR-74-TP3_R2_001	83.06433128959625	47.0	150.0	150	27.27272727272727	22139966.0
POR-74-TP4_R1_001	88.7599166867777	49.0	150.0	150	36.36363636363637	19686031.0
POR-74-TP4_R2_001	88.33549798481657	48.0	150.0	150	27.27272727272727	19686031.0
