Iteration,Loss
1,1306273.9177998742
2,866233.4981011732
3,614524.5981010748
4,523476.16677236045
5,490534.15551137924
6,474312.3309891401
7,463919.856261984
8,455900.14122001594
9,449458.2582038641
10,444137.7571495236
11,439649.7295781458
12,435807.2764674518
13,432477.24304433074
14,429567.7931490545
15,427003.4133757856
16,424718.1683929297
17,422667.258730012
18,420814.84302061796
19,419132.22983172303
20,417596.1500079627
21,416412.00766708516
22,415353.6434114524
23,414366.0256922855
24,413440.8058645427
25,412571.40079496615
26,411752.2396691418
27,410978.56623205217
28,410246.21994542796
29,409551.5696193967
30,408891.4226492983
31,408262.91611128394
32,407663.54687219113
33,407091.09458533116
34,406543.5275940043
35,406019.01123361476
36,405515.9045006088
37,405032.73390933126
38,404568.1476934743
39,404120.9316593623
40,403689.9860252957
41,403274.3047983367
42,402872.95572153106
43,402485.09014736395
44,402109.92761889845
45,401746.7541792416
46,401394.9109904454
47,401053.78582122875
48,400722.81282534497
49,400401.46803435823
50,400089.2664873274
51,399785.75396313844
52,399490.5128190224
53,399203.1554650469
54,398923.31660793256
55,398650.6559785134
56,398384.8478118684
57,398125.59196364786
58,397872.6073721582
59,397625.6265857108
60,397384.4060260174
61,397148.7086179205
62,396918.3075026213
63,396692.9920246792
64,396472.566303005
65,396256.8439389989
66,396045.65266467584
67,395838.83267246885
68,395636.2217995231
69,395437.6687967037
70,395243.0306859636
71,395052.1697228672
72,394864.9577134317
73,394681.2710051709
74,394500.99227308994
75,394324.01330958446
76,394150.22809403576
77,393979.53585833404
78,393811.8402339518
79,393647.04862741614
80,393485.0730358311
81,393325.82594424253
82,393169.22481192136
83,393015.1914248788
84,392867.73447800614
85,392723.8042881829
86,392582.0664499346
87,392442.44339570403
88,392304.8673034399
89,392169.2785646692
90,392035.62269872986
91,391903.8478956679
92,391773.9061813406
93,391645.7515426874
94,391519.34026010707
95,391394.6304130228
96,391271.7334922212
97,391150.4661671063
98,391030.7783473097
99,390912.63396935724
100,390795.9983524
101,390680.83763118694
102,390567.11766558234
103,390454.8062021076
104,390343.8733189469
105,390234.2899667141
106,390126.027940223
107,390019.0594267561
108,389913.3574128719
109,389808.8953971276
110,389705.6483689528
111,389603.59205986466
112,389502.7021763548
113,389402.9554214012
114,389304.3291034978
115,389206.80179920606
116,389110.3539251052
117,389014.9647608865
118,388920.6141884597
119,388827.28257666714
120,388734.9512102357
121,388643.603407776
122,388553.22042636573
123,388463.7848980888
124,388375.27916598134
125,388287.6867644191
126,388200.99121959694
127,388115.177274839
128,388030.2291546245
129,387946.1319894325
130,387862.8711364069
131,387780.43164153956
132,387698.79929351434
133,387617.9601974129
134,387537.9013228044
135,387458.60984597635
136,387380.07293380424
137,387302.2785959863
138,387225.2149561476
139,387148.8701006579
140,387073.2327174819
141,386998.29160878574
142,386924.0357976821
143,386850.45466875145
144,386777.5375468875
145,386705.2745813411
146,386633.6563988859
147,386562.67388977157
148,386492.317065374
149,386422.5761725893
150,386353.44173406344
151,386284.90461068554
152,386216.9557259348
153,386149.5866494663
154,386082.78923357604
155,386016.5547589334
156,385950.8749601152
157,385885.7415111996
158,385821.1465738565
159,385757.08281959593
160,385693.542743247
161,385630.5191617473
162,385568.0047589848
163,385505.9925293955
164,385444.4757781974
165,385383.4476257758
166,385322.9012407507
167,385262.8303157659
168,385203.22849222226
169,385144.089421113
170,385085.40692295413
171,385027.17496779095
172,384969.38761204807
173,384912.0389703922
174,384855.1233421252
175,384798.6353396885
176,384742.56949776644
177,384686.92031545984
178,384631.6827636878
179,384576.85163092706
180,384522.42178364005
181,384468.3881851677
182,384414.74554111576
183,384361.4892915231
184,384308.6148313433
185,384256.11749657104
186,384203.99249548884
187,384152.23525329586
188,384100.84130745614
189,384049.8062868444
190,383999.1258608666
191,383948.7957241419
192,383898.8117562607
193,383849.1698452472
194,383799.8659222508
195,383750.89627586957
196,383702.25722708553
197,383653.9448786797
198,383605.95539997425
199,383558.2851516674
200,383510.93030067766
201,383463.887552361
202,383417.15338120423
203,383370.724122331
204,383324.5962215392
205,383278.7665691087
206,383233.2318552998
207,383187.98889922025
208,383143.0345869246
209,383098.36562107597
210,383053.9787906683
211,383009.87098280713
212,382966.03915642016
213,382922.48032473447
214,382879.19159613224
215,382836.17007717444
216,382793.41306671314
217,382750.91780917393
218,382708.6815291578
219,382666.70140036894
220,382624.97472386155
221,382583.4988595685
222,382542.2711742497
223,382501.289093514
224,382460.5500900671
225,382420.05168971745
226,382379.7914369218
227,382339.7668193178
228,382299.9754003845
229,382260.4147369284
230,382221.0825231145
231,382181.97639223933
232,382143.0941175553
233,382104.4336454412
234,382065.99282500846
235,382027.76943643205
236,381989.7612780705
237,381951.96634006454
238,381914.3824116094
239,381877.0073769577
240,381839.8391832621
241,381802.8758101789
242,381766.1152691236
243,381729.5556792412
244,381693.1951152859
245,381657.03178617964
246,381621.06379811186
247,381585.2893384574
248,381549.70674008084
249,381514.31406546524
250,381479.10951012466
251,381444.0912831109
252,381409.25763217406
253,381374.60688666534
254,381340.13728869846
255,381305.84718678985
256,381271.7350994493
257,381237.79928678833
258,381204.0380267338
259,381170.4497396792
260,381137.03288306016
261,381103.7859805878
262,381070.70747979265
263,381037.7957531577
264,381005.0492432709
265,380972.46650018636
266,380940.04608992673
267,380907.78656874225
268,380875.686421684
269,380843.74414347485
270,380811.9583486635
271,380780.32767222077
272,380748.85082599893
273,380717.5265976852
274,380686.3536195536
275,380655.33057258837
276,380624.45618760167
277,380593.7292936365
278,380563.1486871657
279,380532.71322734514
280,380502.42164210416
281,380472.2726693321
282,380442.2651127456
283,380412.39784906246
284,380382.6696598232
285,380353.07937145326
286,380323.6258794968
287,380294.3081340394
288,380265.1250094753
289,380236.0754115875
290,380207.1582356654
291,380178.3723757835
292,380149.71671948396
293,380121.1902061417
294,380092.7918219017
295,380064.5205536755
296,380036.3753421847
297,380008.3551934981
298,379980.4590525334
299,379952.6859511696
300,379925.03489413066
