,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40
TP1,0.5002896080490394,1.1999100994188743,1.190596433837034,2.1872471338555086,1.6507056469330323,0.96901985189801,2.2874540277472994,1.7794892220336254,2.189081973997049,-0.06285096947346229,2.449287606360127,1.6311784073833797,1.859478749161173,1.6283548379088562,1.0712513094146567,1.9784570281280311,1.7794267963424095,2.0370043979632593,0.552807876384433,1.2203277799518462,1.0333728684000623,1.1031181879909808,-0.5847685125112688,1.8812060338303842,2.6570202834369905,1.3145531253614269,2.340847572911067,1.3987653441390238,1.256218265755363,1.6544271672061737,2.129070935633617,0.8737759286504079,1.3331401040717574,2.413865444089757,0.4292832225271035,0.09983277831694543,0.619684008169436,2.0271540467585747,0.9463209529812315,1.6255970564613118
TP2,1.705705315292306,1.4170878157518194,1.594607219976379,1.7214981243770395,1.2723721064415479,0.9541931572505895,1.7566060585286938,3.1319729430858123,0.28337571568640996,0.22531439525888097,0.3551010009598909,2.418397620937009,1.546892554534121,1.9976662049223335,1.8401983685715346,0.8913259128075218,2.5565798973429086,1.1185869245918778,0.6368843716396553,1.7159866600525617,0.8272910817172189,1.1324232371029976,-1.0453661094470335,0.5017666392567536,2.450719188663984,0.6206082259772991,2.0067729750756964,1.6789311406666538,1.8090854249001431,2.5468490066722156,2.604788652689911,1.6475333916619121,1.4223673467806892,2.4226728174688823,1.4111709229921845,0.08300715140870478,1.8874546723475603,0.05924980356810246,0.6204609384755254,0.7909133021718435
TP3,1.1594851688176133,0.9552062005276887,2.585369038505643,1.9009719499595148,1.973804159453779,0.8794402733027437,2.1072254947051,1.8982185591903562,0.27794818477630234,1.3881142246290643,0.16968800607041828,1.026631740336299,1.6061242422629205,1.922717394144058,1.6876163376666637,1.1857726235100405,0.6829093774219501,1.6775111741624282,0.693380852060075,0.9756501244212714,2.8825999134959934,1.1203024022391181,-0.13937777819384078,1.1268962403353873,1.9152580200201226,0.504632306997309,2.1296645850358003,2.542508922620303,0.4505269753944519,-0.2289231968750666,1.927475245639439,0.3825692193287535,1.7419015971070912,1.1782588782455985,0.12942495038706314,0.09595376632722366,1.5321679456252006,0.1414360954995463,0.774989227038213,0.8279420393852593
TP4,0.6280816539489312,1.1532191286722764,1.5771697970521612,1.6494006621967248,2.0609808257619093,2.398966036416069,2.0314579964686144,2.608607756702723,0.32987643010271056,0.6837063087171136,0.5833307737987866,1.7550164203190834,1.8636724229603496,1.7753223403890985,1.5534331035532263,0.7906539716097594,0.6967356761252254,1.3405250894457013,1.6055520376809091,1.0773651600281604,0.7754020551852787,1.617529685055067,2.0161333206200545,1.6115728916932954,1.9529428120897219,2.1636122837948077,2.159504849150975,1.3847387376368512,1.488792167925657,1.7239426306939947,2.106046781816351,0.37689984427967405,1.6463229606763592,1.6606211392857146,0.2523938613604877,2.2633995575193286,0.6670047002126077,0.027929201316150697,0.03552596799274336,1.239086654928341
