,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25
TP1,24.07479845178699,0.6243881401098821,-20.59224190695238,46.67709573434818,32.74463454078832,17.063016815921884,-1.9902585611330192,23.183836101054258,56.89352883365848,29.312174273160306,1.435389673069272,22.26948417870663,22.025673494625323,37.94910964938892,-4.481284657157934,39.30947257101924,-13.40247440339,25.001283408360106,41.27170969847186,15.942243806147266,25.842895025861576,8.725099561439167,24.048806811218615,-8.796219400399725,22.928705208192454
TP2,36.088194190435715,24.704564735868768,-6.271956548790666,44.57465626522871,40.82325755588391,15.54865213027883,59.10847162473047,28.08213053437834,-9.03484696162671,2.882539547526473,20.963298849866998,30.655706123766283,3.917945145975762,36.03689763971465,-13.769133997297509,31.784852547023853,-8.888000723278235,8.269895482451519,18.559476384027224,26.709530534611694,39.48774543548941,3.8907363741161896,31.893303409040872,-13.20010998006586,23.04706408111083
TP3,14.637434255029142,11.864972338038504,-5.78182732203204,31.47081744908122,3.1573850783536335,28.07583564074438,29.300343719611202,3.5492989169819493,0.14653393556188277,1.5345685156286104,44.86272914959276,40.73128386506037,35.49581071821898,28.892599529400158,-9.204267232625432,21.306225777562236,4.963614860846229,20.591490320037096,36.94556372048947,37.90763693058127,5.139524781272719,6.587636081338512,19.01049250142703,-2.636699064608906,26.2793061480334
TP4,50.68524860471835,13.260312272965733,-15.995975522622578,30.133590824097087,22.23717465598303,14.546698901179642,3.7305032936099694,28.75921578252067,43.735220698469966,3.21543377154281,20.877489047207124,33.91138368144477,21.177082006715498,32.99577130694465,-25.42790430008942,16.124677988174465,55.95447021359953,26.46896305360078,-2.791046962571026,32.94139857115765,19.852986423650222,37.10097061675913,22.63557357362361,20.374822341787006,36.34952539806648
