,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Species,Sample_ID
peve_POR.216,0.16086986150869673,-0.6210524234144262,0.4966590343653371,0.1811935254856565,0.039063008331746855,-0.20688354735563635,-0.026310443786783957,0.1915069132703369,-0.08204711577213683,-0.046062759127127484,0.1164694294176207,-0.0494666993493229,0.15876307334705853,0.18134018932098572,0.02279441697460357,0.22878073192451814,0.016599777514427063,-0.14953008190243225,-0.04606552155207851,0.36928298307408647,-0.004634144255105106,0.02778154719953429,-0.03866522194176136,0.22080396207545144,-0.2559353999275166,peve,POR.216
peve_POR.245,0.0425591336843518,-0.33728912865182914,0.1313345345887073,0.17105892976288006,-0.08835620822427677,-0.05293638143704155,-0.029564044912870863,-0.09581355979991746,-0.08702248085500235,0.0756824327592421,-0.04455059306864122,0.15535927778436287,-0.09605942778265601,-0.12192999806797897,-0.1447914876653196,0.2000528700468862,-0.06930794817134811,-0.20223943116232995,0.17547508521515667,-0.0527110652066958,0.022990268297895064,0.08544934892688001,0.3499328267591738,0.3515506489136144,-0.1424266569913924,peve,POR.245
peve_POR.260,-0.0863900641179966,-0.020469951362067657,-0.15257976051359082,0.09837347494662758,-0.025143848982968967,-0.14838166723886348,0.012704924971820563,-0.034414153118671464,0.05024401283866647,0.013989166581116874,0.07566835899913786,0.11799760498972299,0.03946272710232024,-0.02962793821931766,-0.02156453978717904,0.14245758380767198,0.03443394466401804,-0.27816518236848015,-0.02088904423959808,0.0736342804769618,-0.10984771659722448,0.03840601517931849,0.12137810088655156,0.08137617452642018,-0.1290414725669728,peve,POR.260
peve_POR.262,-0.26435251073594207,-0.2656783920362667,0.07159909099723488,-0.04107426747020626,0.12099109136892537,-0.07906480704516242,-0.04427790295711405,0.2281114777694159,-0.008618985794948426,-0.030033800865755567,-0.0022702039063510655,-0.02350675725091103,0.12831061367148705,0.0789928206841535,-0.18832639478679503,-0.06902010267084871,-0.056366026298629045,-0.19788919813326816,-0.1005994726986742,0.20383688935251257,-0.14111835605726994,-0.034169324922567024,-0.049253296519290626,-0.21238963002522973,0.17892957074511687,peve,POR.262
peve_POR.69,0.13915055574200627,-0.33510818465876085,0.4743917303055765,0.004292769688273391,0.044102344596086786,-0.20049991700697242,-0.05017995801586679,0.16527595637983306,-0.12769858538349735,-0.015945091340064246,-0.08778811444105156,0.3405805708545417,0.046364118915134846,-0.004997914945967128,-0.04035589471536723,0.015063280393684177,0.004172482691433065,0.47014559005971324,-0.018470684167504216,-0.21461365491260778,-0.19155641441545396,0.07775226965072937,0.34772529175234873,-0.1270399737997874,-0.3188536411074222,peve,POR.69
peve_POR.72,-0.06426767559550242,0.19527830847503,-0.019207371424955554,0.34839275269483166,-0.1328985328823984,-0.12053588442215572,-0.000362171965788501,0.2853206634848231,-0.033754600705230974,0.01522062973037665,-0.14338298514910397,0.33619133121805034,-0.16657727548013773,-0.31834264563097253,0.06016282188225787,-0.1293675115556515,0.0578133887032105,0.2059582096619722,0.17540262372754986,-0.2714759684680713,-0.08435483075158852,-0.024732227475980955,0.05171887472359517,0.0004556727270877996,0.1285366096568855,peve,POR.72
peve_POR.73,0.1448373943483376,0.13720600007213415,-0.009673082316508205,-0.059368467298891794,0.05789124183702811,-0.27846806969466786,0.019392741691679684,0.17796347219706093,0.027793034339954788,-0.06211776111877413,0.12909061078287598,-0.07367159489876089,0.10772225021239354,0.3176493370925394,0.2035909546140001,-0.09558464561024144,0.007760734764049046,-0.0032074398299660194,0.041550805087495736,0.5350386520312135,0.1522286613749829,-0.0389912238001133,-0.6534817836605971,0.0904688351440618,-0.18528750259177662,peve,POR.73
peve_POR.74,0.17611789834555427,-0.11450673147782747,-0.018538107003217372,0.092807404943763,-0.1327444575800392,-0.06538198863384177,-0.0047122112060341,0.41484405863811136,-0.010705404068270776,0.03032817699866441,0.08884236926571408,0.04876317628975153,0.031105834511565105,-0.02393229274498443,-0.0037578902640247906,-0.2234933150423241,-0.0956894606882374,-0.1301491404380899,0.15064196334558216,0.11030208811095239,-0.018934022721576065,0.017950150408385927,-0.1428413172237352,-0.05617088755708,-0.043023835304701406,peve,POR.74
peve_POR.83,-0.09940895593727946,0.19417753228986412,0.059745413463677205,-0.0191907121063508,0.051137607808995594,-0.15231259811535588,0.05861350943459743,0.3526393622531802,-0.07952812483516576,0.05685208211787542,-0.13102700205385678,0.3261124310068888,-0.10038916003340116,-0.08835915914278492,0.13948414649753443,-0.10691885022781039,0.04465689651882954,0.5635026858694685,0.09800522284244415,-0.028196052558260135,-0.07619476711060481,0.07571572801314845,-0.05203623267666537,0.05066699443271306,-0.22171460542374197,peve,POR.83
ptua_POC.219,-0.4816809312065552,0.010139613065393238,-0.009303435822527443,-0.6480919594079069,0.2720519153551923,0.662051759965676,-0.007953900241820522,0.008211071043708414,0.041891419026919,-0.013432337876672674,0.01688633904422664,0.06121668848516735,-0.005888602790778335,0.17594008939787822,0.043897272764463625,0.4023031158931559,0.31369579674748554,-0.051138437687033175,-0.2377149429163509,0.08785203194144384,0.36058206392515496,0.309442627117583,-0.037438713870807175,-0.3001661354248935,-0.3085169349265233,ptua,POC.219
ptua_POC.222,-0.35808666983997295,0.1256627506737216,-0.11443039774368328,-0.06097619380321942,0.19324917417692733,-0.14971133532072714,0.03692914642053388,-0.10510624750642962,0.06906431870495353,0.042721919758991624,0.21816279064820995,0.3363504793658105,0.21089261714777657,-0.20140784328526232,0.1410462773279462,0.28344733678257594,0.2155209718136541,0.01902072132494483,-0.19961709523366364,-0.06595528426124864,0.34257831737066047,0.26691045174442213,0.11886774027887435,-0.05048155717110858,-0.24258062744133246,ptua,POC.222
ptua_POC.255,-0.18835157670380545,-0.16251978599349948,-0.19636828919097815,-0.16664223845932893,0.1593841334824007,-0.05890000345847318,0.012389708152142683,0.0446876504373354,0.07725667842914159,-0.04800684970413836,0.5055563846528704,0.39786097496568795,0.10007581253389013,-0.13404614674366172,0.037998281024836225,0.1980722500470919,0.054596155474837066,0.11367461096316596,-0.4137989982025619,-0.2258076160978961,0.21777437702993654,0.03846014986666119,0.15851902450061428,-0.14623109367210685,-0.2947557263355893,ptua,POC.255
ptua_POC.259,0.045355473940424954,0.017378432390188565,-0.09925400875082559,-0.11505186304541926,-0.06613318088658644,0.24020405030188807,-0.004726644120429885,-0.01782235416908614,0.017034569998934292,0.052473969358259,0.0438465465386179,0.17324343243795598,-0.25365000546114336,-0.16564123982853984,0.03139463128812263,0.281017202978867,0.03252444061773935,-0.02146071394459234,-0.019073308896962536,-0.10435685483118831,0.11544239043312411,0.023000614374938992,0.018539754868638878,0.0035634184870359503,0.019416188008381925,ptua,POC.259
ptua_POC.40,0.14597916601699149,-0.07307566080082113,-0.0422070419214809,0.14951803603757494,0.013442125531734551,-0.10008393499351818,-0.007722206600019854,-0.023772101622790406,0.05270676436380911,0.032247154497874415,0.17357374801936903,0.23684456935481654,0.015179838038659523,-0.3324892420947873,-0.028977971519786958,-0.33293155870792224,0.02006398143480776,0.09116932133269245,0.27760132502908275,-0.17877938468498297,0.2026625818167918,0.021702083864446362,0.2245258895878721,-0.13913000772255057,-0.09890120949140889,ptua,POC.40
ptua_POC.42,0.41581993424331964,0.051744507156226874,-0.09904814077990945,0.2784458578756357,-0.21138216781644914,-0.023268486179614332,0.006445483121366841,-0.09250486536390548,-0.0785579951900497,0.057636501554003905,-0.11924705553738447,0.09464334347650241,-0.091241780479121,-0.3165110682790597,0.009879549079767774,-0.3232547466600739,-0.38044830332397495,0.14414451352602484,0.24783467132550308,0.030493751523257166,-0.034164392021213096,0.5962084987923808,0.16005525490426878,0.009840120900194949,-0.12407348262899691,ptua,POC.42
ptua_POC.52,-0.021928576524349198,0.2136063548392878,0.03954536475225255,0.009423685391596794,0.056272844897896246,-0.1804214264150465,0.03885981436837288,-0.07232471437369024,-0.01433041585564793,0.9557867862017091,0.2729071477087748,0.3765158434907707,0.16336819823536153,-0.3689993261847442,0.0010241618930752526,-0.18460457996307106,-0.025231668378791688,0.015416801118700542,-0.23338986314177265,-0.21946493401887732,0.1518820043242478,-0.021815954625244147,0.13841503460771773,0.04675907536429975,0.124035310619956,ptua,POC.52
ptua_POC.53,-0.236206212201659,0.049515586571551765,0.03912752291632056,-0.19455523014033593,0.19635546357045675,0.05399241663085535,0.0009459248326579972,-0.05233574662339639,0.013772124017865112,0.039484195431810844,0.0021927612910878215,0.1558404530828202,0.07525112478605854,-0.10983203176561726,0.02106414393001945,-0.014708187089559599,0.20810022714488083,0.01581764312780268,0.22578484667192128,-0.008597978299731622,0.24973109841201732,0.40128457767694703,0.09690893509560758,-0.30366085806223747,-0.17993823272619258,ptua,POC.53
ptua_POC.57,-0.3491809348437792,-0.08661161317204759,-0.035315801471982176,-0.04791985058237819,0.1304541414119226,-0.1240066556690797,-0.004995239681732935,-0.015566829672902046,-0.033667465172084445,0.043095943740608406,0.13145470927665195,0.17639038867152648,0.18697904876710278,-0.10332370254773346,0.009674358525772364,0.049142439458252675,0.34481634809535855,-0.07108153416669627,0.0941343644190387,-0.10733943901622563,0.33548325277378466,0.3535901507536884,0.2339538094655353,-0.3979967215014901,-0.23308140738283353,ptua,POC.57
