#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::Porites_evermani_scaffold_1:12623-14154	1531	48	0.33345	11.115590476989745	1	0.0264037	noncoding
transcript::Porites_evermani_scaffold_1:12623-15539	2916	48	0.34287	11.115590476989745	1	0.0271033	noncoding
transcript::Porites_evermani_scaffold_1:12623-15539	2916	48	0.34287	11.115590476989745	1	0.0271033	noncoding
transcript::Porites_evermani_scaffold_1:158893-208000	49107	1732	0.28003	7.95335178375244	1	1	coding
transcript::Porites_evermani_scaffold_1:162131-172153	10022	959	0.34149	8.199749946594238	1	1	coding
transcript::Porites_evermani_scaffold_1:182980-183851	871	46	0.43433	8.80214252471924	1	0.0344287	noncoding
transcript::Porites_evermani_scaffold_1:208152-208859	707	39	0.34467	11.542177772521974	1	0.020396	noncoding
transcript::Porites_evermani_scaffold_1:481646-486021	4375	247	0.31565	6.104985237121581	1	0.997447	coding
transcript::Porites_evermani_scaffold_1:577240-577957	717	129	0.35411000000000004	6.527980995178221	-1	0.0864436	noncoding
transcript::Porites_evermani_scaffold_1:577269-577957	688	129	0.36601	6.527980995178221	-1	0.0804844	noncoding
transcript::Porites_evermani_scaffold_1:673925-676113	2188	58	0.25289	4.0500284194946286	1	0.225378	noncoding
transcript::Porites_evermani_scaffold_1:673940-676113	2173	58	0.25289	4.0500284194946286	1	0.225378	noncoding
transcript::Porites_evermani_scaffold_1:673949-676113	2164	39	0.25289	9.968955802917481	1	0.024248	noncoding
transcript::Porites_evermani_scaffold_1:703500-725784	22284	138	0.29367000000000004	11.214356040954591	1	0.181935	noncoding
transcript::Porites_evermani_scaffold_1:703950-716352	12402	138	0.28467000000000003	11.214356040954591	1	0.165492	noncoding
transcript::Porites_evermani_scaffold_1:828683-829844	1161	74	0.38033000000000006	4.593693351745605	1	0.188435	noncoding
transcript::Porites_evermani_scaffold_1:1585603-1591753	6150	82	0.32237000000000005	4.450743293762207	1	0.188482	noncoding
transcript::Porites_evermani_scaffold_1:1664378-1669900	5522	145	0.32213	4.200879096984862	1	0.914272	coding
transcript::Porites_evermani_scaffold_1:1664383-1669900	5517	145	0.32213	4.200879096984862	1	0.914272	coding
transcript::Porites_evermani_scaffold_1:1713392-1715523	2131	78	0.31061	5.170552253723143	1	0.104349	noncoding
transcript::Porites_evermani_scaffold_1:1795463-1795935	472	82	0.39317	11.999967765808105	1	0.105583	noncoding
transcript::Porites_evermani_scaffold_1:13056-14573	1517	48	0.34965999999999997	11.115590476989745	1	0.0277947	noncoding
transcript::Porites_evermani_scaffold_1:160947-161679	732	119	0.36877000000000004	10.238755989074708	-1	0.167855	noncoding
transcript::Porites_evermani_scaffold_1:162797-189888	27091	959	0.29202000000000006	8.199749946594238	1	1	coding
transcript::Porites_evermani_scaffold_1:583488-584817	1329	212	0.26773	7.824672889709474	1	0.836175	coding
transcript::Porites_evermani_scaffold_1:672863-676113	3250	58	0.26189	4.0500284194946286	1	0.170863	noncoding
transcript::Porites_evermani_scaffold_1:1084923-1089535	4612	111	0.28259	6.533494377136231	1	0.214842	noncoding
