,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
TP1,-10.682787976892886,18.20074613369028,27.50775909756394,24.231328825740633,17.993335500785633,15.7042207649663,22.242003118116884,23.984153858067177
TP2,21.31087290347162,21.74803891076578,28.94224613004626,22.690843585650523,9.966109130892098,18.953331572779977,3.1918573718381906,17.92720000973371
TP3,13.416132761600183,23.305742617559222,17.125905318573892,12.095917635871388,3.5585343444380735,4.88575666787549,0.8697670424942798,1.2792485965197602
TP4,-1.791561540637799,23.242251963380482,36.92946814338765,24.023802555645208,9.374230735243241,34.28391634758874,23.047746902625143,25.029259864271346
