,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20
OG_00001,0.403710828703293,0.7633062871336309,0.6319396723643919,0.3383618891030746,0.4260392922565871,0.7593324634952368,0.4449263790302288,0.3134700565537726,0.13147311319259145,0.4997730888047879,0.439694748432946,0.2903864986114182,0.20351125165708095,0.38885066662548046,0.6026567407201107,0.27057220635286944,0.47148677364245606,0.6721620023890008,0.7531284845931929,0.36490060516216005
OG_00002,0.4133386891554529,0.6237695516881767,0.9146728486755447,0.3817052878701298,0.43757581712550203,0.514946538958557,0.4375237193176557,0.5178562211881971,0.33833674638237876,0.6052328089479067,0.5248156524922695,0.5056959825257553,0.26482188118222666,0.3668038570966567,0.6190689918401475,0.25344390786019255,0.6632270557377885,0.629554041413767,0.8479583303970897,0.4316389003649856
OG_00003,0.047574406989293036,0.27159004009585097,0.23742042644737182,0.15053991142672943,0.11284871387167546,0.15517349579493328,0.24069734175608096,0.13631230088130641,0.21530870933943158,0.07368139272337396,0.2577133057910657,0.1859394902181345,0.14952336266666172,0.14548118594824866,0.2955957132235839,0.0,0.04883589188197295,0.17304391831058388,0.1782111099507448,0.09021147609890658
OG_00004,0.13516887878058118,0.3850643970842228,0.301533422191931,0.0,0.13510015887300664,0.1024009374595835,0.10916022739871566,0.03391513968014249,0.1646197933220151,0.16600889962336435,0.14781459473252717,0.12542510660896208,0.09549342063136658,0.16645790395273719,0.16054737528341448,0.1243423364869046,0.1003830328920191,0.16812680966322222,0.3493847131279211,0.0294374809123796
OG_00005,0.1815579904461269,0.4219912882059509,0.34889654564315276,0.0,0.18214342568136627,0.2661667886121394,0.13903611918678566,0.0724980106006686,0.12239440004667122,0.20056411094587076,0.191383343668213,0.1353371632315304,0.07838136762118907,0.07733972208298892,0.13545658746505815,0.1430337286872531,0.1277684454681439,0.19552933631488678,0.35935175864111996,0.0802075365447245
OG_00006,0.2394480777115397,0.5547104624415565,0.4003837443789797,0.0,0.24109787348914247,0.2557257245247767,0.07628635712380205,0.10524078800303398,0.05672493108174099,0.30467810440085447,0.26754399183494604,0.22590803574052742,0.09512156962680715,0.072075382285947,0.20299780433800277,0.18404412251318725,0.1778225079887051,0.24463091599462217,0.46081482292943504,0.07548616588417417
OG_00007,0.2962775563974929,0.5064235045204709,0.42305272066836264,0.08728639844005744,0.20257925585014686,0.39713112547840296,0.14492090350185594,0.11650160154383801,0.10488024160053036,0.2997305180119166,0.28121102415566784,0.18625915190893153,0.08776385461939358,0.092166190743528,0.11580598824509675,0.24739590737865422,0.18115757133039687,0.3170068365220205,0.502695876482982,0.1426859687098093
OG_00008,0.44936234005920467,0.9393231252457953,1.0357597160729337,0.45689235314152554,0.5627842231224003,0.4746834734890033,0.5235055407146694,0.7060693001856178,0.4126467154341859,0.7060486354118155,0.6035029691749252,0.6980314279150205,0.3877258499143626,0.38255786660499114,0.6957170277043774,0.2863559814907815,0.5956175279369958,0.7839406196875579,0.9399437659872115,0.44369078893067654
OG_00009,0.2143421512718042,0.35929304697037834,0.40808025900505207,0.21388129252906407,0.24324474098901,0.3533683994799169,0.1823716725815321,0.32840611263856045,0.045433555032648135,0.3678210635327516,0.22535707123570822,0.26635033868671604,0.1272044921318088,0.14559216479104348,0.3561001232592184,0.12412513624058683,0.4197928420888961,0.40459171522782583,0.38009195085927205,0.23397757400627758
OG_00010,0.2325418362312309,0.2691699883244892,0.41358191870238015,0.13614682454952562,0.22608569172880086,0.26151955108426694,0.1565119084021648,0.16211213766503582,0.06301306705770342,0.36652222869836926,0.2805572732653131,0.254955618404528,0.139388961315508,0.19660519177839567,0.3299828623463771,0.12482132587309962,0.3098285156043488,0.31224769451570533,0.5819519649354731,0.15959188229535318
OG_00011,0.13397249998312372,0.22941243066411224,0.11376981899706141,0.05181418978078361,0.048147431728560106,0.13926656136372884,0.19928069221605396,0.02571057285018076,0.0,0.03419714248760016,0.0,0.0,0.04552384479496138,0.10815314819582303,0.1953598059844863,0.09044322494038191,0.0732543078315732,0.20369959108295863,0.16947485048619448,0.11766842121595215
OG_00012,0.21613721959574264,0.5928255286652456,0.5177262750067813,0.25763834782498246,0.3962188468529298,0.362264693124111,0.10581031751545844,0.4224802649490293,0.11061132882979634,0.6018752866119154,0.45361826491840407,0.5254466312932732,0.2287178479657688,0.12140724235645146,0.3643061469188581,0.11240125031403582,0.5184143497392341,0.4308797695741001,0.5488071661198205,0.22565707701208024
OG_00013,0.23928705250536955,0.6272802404230752,0.567087628151817,0.13190686164780607,0.37291454762629195,0.19506343008738133,0.1944530344584559,0.27579015208362856,0.17996129245095627,0.36993980574027674,0.31147634637175087,0.3898602253823882,0.14701214448770697,0.171925724131327,0.5241132086717832,0.17034733289006435,0.22931226060050855,0.32351389865285496,0.47782071013437205,0.14972345219373942
OG_00014,0.15866847169060136,0.3358504297739688,0.2981904063305365,0.0,0.3507438214936053,0.20790764413190702,0.10303658560946552,0.01672795048748101,0.1406415632773905,0.20042698034623163,0.22927852827381878,0.1660905605492813,0.10632326277290245,0.13036339232135338,0.23271894376450386,0.0940080572326806,0.06985669679542428,0.18209160777133482,0.37794907687869633,0.051273280477972076
OG_00015,0.2542013197180215,0.4242009854934191,0.5149802552370383,0.10330427195588965,0.27070428711094385,0.2852966701293645,0.13548048663940576,0.2595342750355196,0.08810360407723211,0.3597896836263019,0.30734553989443597,0.31324285772668353,0.10564810623860148,0.102300932393251,0.30255494130084715,0.16252300431103636,0.3440138804605833,0.2832321219349488,0.48253274161575854,0.17163289205170323
OG_00016,0.38690911530179767,0.6775270411856473,0.8860517044355707,0.5579925455688917,0.4710559918649307,0.4173343876906067,0.3959210454966959,0.874292454130882,0.2091211453576741,0.7303572964527101,0.4956940310537429,0.717046196850581,0.32570588760428965,0.2058332866582285,0.7143629407892272,0.19686787883881565,0.7892501339062552,0.7395441866677093,0.7554913368006246,0.5134313766995128
OG_00017,0.2816524790816475,0.3277879403228097,0.3938311828687418,0.2248587320776487,0.16540114804936235,0.43464811663274494,0.3758866686789512,0.0,0.18657340331166503,0.23036957577342645,0.25440046147750817,0.0705373509067971,0.038315839954939396,0.15496490163208046,0.4075988366296433,0.11657548329576416,0.1852209789194379,0.2696761930897378,0.4182963274178912,0.17935368967842888
OG_00018,0.5317801967861335,0.8977063013483987,1.0046999181365999,0.6507772326059084,0.5414520226013819,0.6842692034722049,0.6630632045462194,0.6886485405087658,0.2648203616284253,0.7026187027974145,0.5059678925378436,0.5795237730776657,0.32397677056835095,0.47173787853276156,0.7518578601705629,0.28611505814193716,0.7754883364736109,0.883815752864618,0.9956829517926464,0.5813815778035507
OG_00019,0.658771200316442,0.9852879354812376,1.0445758040182218,0.5501636082403843,0.4870406430532337,0.6608805417916908,0.8134641623800014,0.6260662730703459,0.3258436630982012,0.5240300145155565,0.40744295910232997,0.4763799032804548,0.38821433914893144,0.46255946109991825,0.7474778594277562,0.4618871783077656,0.5425441951585931,0.9367497558163557,1.0363628927328306,0.519332247602534
OG_00020,0.8925391378423047,1.5135436989160171,1.8176028557664077,0.8581668654143643,0.8502385079667929,0.9433819084823588,1.0861416060419304,1.1415558827427994,0.625892133276407,1.1198826902625474,0.9565488634922661,1.0041308013954708,0.6204122138810915,0.6671549938942607,1.2291461224239697,0.6476354505063832,1.2603150724231005,1.3254359465459846,1.5511016482710618,0.9132887105391461
OG_00021,0.15601326763108164,0.487217050480592,0.28407499848760565,0.11289273645567684,0.2102038264500272,0.04958141986951752,0.2567162443453676,0.14614713177114771,0.20550046392639415,0.15215123718199908,0.09165674823895607,0.16247024388744966,0.13156158367694698,0.07051767059773968,0.2272636627874296,0.09522739897031585,0.10269824705836461,0.2681477681332117,0.2928788835109878,0.13306065549611631
OG_00022,0.2774020957459558,0.4076360230225381,0.4353836777495781,0.1438290816929877,0.25002364392675375,0.4178186578385403,0.26607864262313496,0.16622118720405865,0.09602964450758772,0.1832643178404665,0.15829001874697485,0.13341341094757916,0.09140554138945227,0.09057847778669863,0.30247898958731817,0.08761815882555936,0.14610383606608612,0.1805970648193485,0.4333332485569053,0.1572891453374122
