,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
apul_ACR.139,0.09017299670652232,0.05929714940837763,0.0021020594077263205,0.4223006237594303,0.017178485855204876,-0.08137364401957331,-0.3355353288743457,0.0241066203253089,0.15486732087911026,-0.1335643998417584,-0.16047274719313936,-0.16477580215321824,0.010584239079823624,-0.09588623881374195,0.1927362350541582,0.09145784358780529,0.31398375654069466,0.03729910577151531,-0.08314249066715924,0.3821118173010972,apul,ACR.139
apul_ACR.145,-0.022995880757851615,0.27312200701560396,0.05808109158206177,0.31862012059523936,-0.10013412629156807,-0.18449737389786006,-0.3094375468537938,-0.029112141678662017,0.13706822703115978,-0.08566317371639327,-0.17957644618520824,-0.25185257987825127,0.22974235618831712,-0.07886927531266048,0.2041873166589556,0.10346426526428264,0.22847136444433133,-0.09989668292353737,0.08751479205709654,0.36917146629111003,apul,ACR.145
apul_ACR.150,-0.022749542646206978,0.2878452540485168,-0.0023022731607957626,0.30460089426810016,0.04855357390583559,-0.28728540945946307,-0.24361829416930522,0.10052028969188151,-0.0667391188777272,-0.060013170356567565,-0.34779259200696266,-0.31363328653318867,0.26023960001437757,0.01761923014730647,0.18848055031310387,0.11837616672449348,0.4277400067044271,-0.13073906309436764,0.13319813856478468,0.28696719408050314,apul,ACR.150
apul_ACR.173,-0.03332737374284773,0.2318976999477864,-0.02578461130177865,0.18825061259896045,-0.02441482151199079,-0.06117218229816552,-0.16865909560914244,0.06717978449228633,0.2230297508405732,-0.12646201204340118,-0.05671499022413904,-0.11349618930356735,-0.0007656328465165553,0.0020456623878854423,0.159290512774697,0.15502048240081773,0.2849929791481664,-0.07090458039552766,0.06987652113323013,0.2867783768556833,apul,ACR.173
apul_ACR.186,0.03762467610580576,0.28126420125830737,0.038460007865141296,0.5623463167688425,0.012324671430364078,-0.3533899862392519,-0.4373895380399202,-0.01627316553614565,0.1184466959947657,-0.06780101689057166,-0.4455050804082034,-0.35087833272079055,0.30615446046526806,0.0898029186757997,0.3287190344249104,0.18287925986132217,0.3097725327700859,-0.20460575975237588,0.05593980450327443,0.469716244608999,apul,ACR.186
apul_ACR.225,-0.26357294299024536,0.42157312101441385,-0.10012363456881608,0.006421094857000186,-0.05357370818583014,0.05195379643262215,0.018645906724647644,0.1384766318775129,0.10867608834355798,-0.14698186517811163,0.035207441124055466,-0.05182863683253199,-0.19936002697450858,-0.0915451931109599,0.10768245244131931,0.10274556598940915,0.3074064064102975,0.01557988610105208,0.4490727907290024,0.029932870321108432,apul,ACR.225
apul_ACR.229,-0.24943042232171503,0.3132793416242398,-0.10833288243880346,0.08208778294176428,-0.19987944669720378,0.21652546367126863,0.013004869186782828,0.09306990655006771,0.1034732080238226,-0.17502866607988438,0.3526947920454413,0.11325636805242859,-0.30854037918560684,-0.08886433231373884,0.0862945251244175,0.17910840365536201,0.29020789145684855,0.035042395268574125,0.36319879862745386,0.06686053185668586,apul,ACR.229
apul_ACR.237,-0.18284523110627343,0.36032234462702656,-0.08032045562804518,0.04185324219747938,-0.031004458616126065,-0.004456039103749965,-0.017872533592822745,0.1270960217124392,-0.04807475326386387,-0.11191184158352907,0.036592873686196875,-0.07360671097874406,0.006897746405259978,-0.003922693590301206,0.06037003060319725,0.10728214871808915,0.304972703159347,-0.06841633647570364,0.40632443468716256,0.02735485312581532,apul,ACR.237
apul_ACR.244,-0.23837710718984523,0.38768523615596184,-0.11803674964356603,-0.05883171761914495,-0.035506995767666645,0.11359530582884136,0.05013614545562884,0.1672102011189271,0.0739416213419548,-0.14055423652537152,0.14931059893078708,0.022532559887538904,-0.24621307623534347,0.0007314312900416029,0.06162773781647203,0.10666691364599697,0.3115518719375437,-0.006666316173117306,0.4531894983109299,-0.02974674993567094,apul,ACR.244
apul_ACR.265,-0.15448555556005367,0.36600355020396313,-0.09567172336008738,0.15042153119307014,-0.04383793216648862,-0.04609581707330042,-0.07400215177687804,0.10173886406349818,0.07854315576747598,-0.08888226916928703,-0.01876278657092542,-0.08617711757206654,0.06157735489036289,0.05214158286428952,0.12962025379167497,0.16423390694631784,0.21650088833472786,-0.15337046950241012,0.36952513789274005,0.06568092370029256,apul,ACR.265
peve_POR.216,-0.26866439722117547,0.034147140128779306,0.018231833883735338,0.2336918981430564,-0.04165710959110212,0.07979346123684998,0.24352533423553535,-0.11168435814934448,-0.2246424535579988,0.04278551413505742,0.09982909250210849,0.1346162729858979,0.14661276955072108,-0.03771434853388902,-0.14948823095733735,0.40641936567468867,-0.06623902199401889,-0.22282880053160442,0.08644857719602698,0.09523180608608962,peve,POR.216
peve_POR.245,0.14575667980855023,0.025031863061423805,-0.1568494631142983,0.1682897429855334,-0.1445882076684664,0.219294641097681,-0.08519750731455858,-0.022549820531183127,-0.057195693605809686,-0.09888719303401083,0.537057443089336,0.16560590932096544,0.1628642432874206,0.10294702047881445,-0.018418169435647943,0.16839882946451873,-0.007949767648091032,-0.10175975311823937,0.16358828790426808,-0.007818081906169958,peve,POR.245
peve_POR.260,0.07372624062433596,0.02853281775677464,-0.04276186802481813,0.04878643028024412,0.00942613655242211,0.05751305888868716,-0.05869711504948824,-0.048929008192540265,-0.08789741752235841,-0.20182207317102954,0.1074113423653891,0.03710702128704468,0.1648626792352343,-0.005919420642511691,0.034078463444914296,0.16924855465263167,-0.017342815153899568,0.040379000382284,0.011667900530658023,-0.01408832580451541,peve,POR.260
peve_POR.262,-0.13604495019717594,-0.04561699819594069,0.08514262508880178,-0.11700806983568009,0.07556054552861144,0.026623605375061993,0.17057044894624404,0.04984754096189909,-0.052836971924544944,-0.012734733626002123,0.06939053155590427,-0.02938558507310268,0.07411364147622283,-0.014600829928116281,-0.4473160706743874,0.18254479715707783,0.03942473352013066,-0.01131041434056689,0.07120720025080429,0.0008914212686102406,peve,POR.262
