number,value,datetime_start,datetime_complete,duration,params_lambda_A,params_lambda_B,params_lambda_C,params_non_negative,params_rank,user_attrs_explained_variance,user_attrs_final_loss,user_attrs_sparsity_A,user_attrs_sparsity_B,user_attrs_sparsity_C,state
35,11.877868413837776,2025-10-16 08:25:37.498240,2025-10-16 08:25:37.869238,0 days 00:00:00.370998,0.03381177152383052,0.5063166491716194,0.32039237557244943,True,27,0.02060731799632609,3075633.474786577,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
36,23.923016071869945,2025-10-16 08:25:37.870174,2025-10-16 08:25:38.029252,0 days 00:00:00.159078,0.0027060769111988715,0.02052447999033456,0.108644413749255,False,14,0.14220166673175005,2693800.8021399705,0.0,0.0,0.0,COMPLETE
37,14.588777473857384,2025-10-16 08:25:38.030165,2025-10-16 08:25:38.372725,0 days 00:00:00.342560,0.007398515665034275,0.05698581519024479,0.5651352119267025,True,25,0.05936844906478367,2953969.2936107474,0.76,0.76,0.76,COMPLETE
38,11.066703903036125,2025-10-16 08:25:38.373657,2025-10-16 08:25:38.469962,0 days 00:00:00.096305,0.0014156313951346191,0.19324693679480404,0.945112740519758,False,6,0.026256923758714024,3057923.6961246836,0.5,0.5,0.5,COMPLETE
39,7.702411290712876,2025-10-16 08:25:38.470782,2025-10-16 08:25:38.858309,0 days 00:00:00.387527,0.013918970121871436,0.5945357193954297,0.059077682475768556,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
40,30.53716243996929,2025-10-16 08:25:38.859244,2025-10-16 08:25:39.176223,0 days 00:00:00.316979,0.0004114412157967232,0.12712036134256907,0.23762634780232547,False,20,0.18553870450376708,2557786.6010510637,0.0,0.0,0.0,COMPLETE
41,7.702411290712876,2025-10-16 08:25:39.177167,2025-10-16 08:25:39.670104,0 days 00:00:00.492937,0.01392646946320707,0.6442648339007867,0.0002690793124588626,True,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
42,7.702411290712876,2025-10-16 08:25:39.671044,2025-10-16 08:25:40.063613,0 days 00:00:00.392569,0.054123079865322186,0.8726317095919451,0.00011458422209579283,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
43,12.089143480743413,2025-10-16 08:25:40.064574,2025-10-16 08:25:40.429834,0 days 00:00:00.365260,0.1160789381682145,0.3516872326378421,0.0012671298290049629,True,27,0.030749919469698517,3043794.8131517908,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
44,20.0567168822205,2025-10-16 08:25:40.430774,2025-10-16 08:25:40.842134,0 days 00:00:00.411360,0.02146620338378346,0.2450386714094701,0.00541912112655133,True,30,0.09555557209134691,2840267.3603398814,0.6333333333333333,0.6333333333333333,0.6333333333333333,COMPLETE
45,13.891073846313365,2025-10-16 08:25:40.843069,2025-10-16 08:25:41.169832,0 days 00:00:00.326763,0.011955770427101041,0.5365962012017482,0.0001100002711964987,True,24,0.027157490867582457,3055043.3165303953,0.75,0.75,0.75,COMPLETE
46,13.512796900821591,2025-10-16 08:25:41.170775,2025-10-16 08:25:41.337888,0 days 00:00:00.167113,0.00568207766416622,0.002394739752960539,0.0011983161343563638,True,15,0.05286337140445474,2974309.44946819,0.6666666666666666,0.6666666666666666,0.6666666666666666,COMPLETE
47,14.385280823465715,2025-10-16 08:25:41.338821,2025-10-16 08:25:41.717056,0 days 00:00:00.378235,0.00019297355872959033,0.287194512068423,0.16492015572273577,True,28,0.05006461846533361,2983119.8222261895,0.7857142857142857,0.7857142857142857,0.7857142857142857,COMPLETE
48,14.589433024362094,2025-10-16 08:25:41.717910,2025-10-16 08:25:42.059528,0 days 00:00:00.341618,0.000987509378450424,0.06361176702246522,0.5108648506283376,True,25,0.05935932144005618,2953986.237310403,0.76,0.76,0.76,COMPLETE
49,7.702411290712876,2025-10-16 08:25:42.060457,2025-10-16 08:25:42.372535,0 days 00:00:00.312078,0.0031868229082082943,0.7060511236142365,0.031164014938860073,False,23,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
50,7.702411290712876,2025-10-16 08:25:42.373484,2025-10-16 08:25:42.737699,0 days 00:00:00.364215,0.03802544950289038,0.9357919338705497,0.008278699652681593,True,27,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
51,7.702411290712876,2025-10-16 08:25:42.738637,2025-10-16 08:25:43.129830,0 days 00:00:00.391193,0.9702623759258517,0.9586570849364209,0.6239878027747205,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
52,14.125074000503421,2025-10-16 08:25:43.130763,2025-10-16 08:25:43.483749,0 days 00:00:00.352986,0.009174155038684106,0.4452807932868869,0.26042577783587767,True,26,0.03816613353357845,3020495.612203455,0.7692307692307693,0.7692307692307693,0.7692307692307693,COMPLETE
53,12.31665071272732,2025-10-16 08:25:43.484705,2025-10-16 08:25:43.853815,0 days 00:00:00.369110,0.022297159364709593,0.000122339319170651,0.6471536851980759,True,27,0.040917463360565454,3011896.248476937,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
54,20.437222277814218,2025-10-16 08:25:43.854762,2025-10-16 08:25:44.266337,0 days 00:00:00.411575,0.002182612028671096,0.0005874957066385832,0.41100944952421026,True,30,0.11221965324938732,2788031.372779717,0.6333333333333333,0.6333333333333333,0.6333333333333333,COMPLETE
55,13.142178900006481,2025-10-16 08:25:44.267310,2025-10-16 08:25:44.646525,0 days 00:00:00.379215,0.007021601987749822,0.35796282336451163,0.8714440623369312,True,28,0.03590192793211899,3027656.91617429,0.8214285714285714,0.8214285714285714,0.8214285714285714,COMPLETE
56,13.319296686266188,2025-10-16 08:25:44.647397,2025-10-16 08:25:44.851092,0 days 00:00:00.203695,0.009667039650528148,0.22942468333143828,0.2804858578539912,True,19,0.04404516110055723,3002036.5537244524,0.7368421052631579,0.7368421052631579,0.7368421052631579,COMPLETE
57,21.392846473449225,2025-10-16 08:25:44.852024,2025-10-16 08:25:45.087220,0 days 00:00:00.235196,0.01707569218224427,0.13973419172472296,0.06467991729781217,True,22,0.1133773643783581,2784314.436955544,0.45454545454545453,0.45454545454545453,0.45454545454545453,COMPLETE
58,7.702411290712876,2025-10-16 08:25:45.088174,2025-10-16 08:25:45.481577,0 days 00:00:00.393403,0.004661306217339234,0.9975375683267106,0.0033101676735387236,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
59,14.622532920808695,2025-10-16 08:25:45.482554,2025-10-16 08:25:45.721121,0 days 00:00:00.238567,0.0017109817788444985,0.0003263906431720573,0.7549679623511959,True,17,0.06086527452387336,2949296.8945282935,0.6470588235294118,0.6470588235294118,0.6470588235294118,COMPLETE
60,12.337533866356377,2025-10-16 08:25:45.722064,2025-10-16 08:25:45.857730,0 days 00:00:00.135666,0.027003696156245052,0.006649150054778909,0.1253442484135517,True,12,0.0418965835857934,3008769.149095757,0.6666666666666666,0.6666666666666666,0.6666666666666666,COMPLETE
61,7.702411290712876,2025-10-16 08:25:45.858646,2025-10-16 08:25:46.146717,0 days 00:00:00.288071,0.0006849905332388105,0.7013540331395108,0.4213384102686047,True,21,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
62,20.62820145598854,2025-10-16 08:25:46.147652,2025-10-16 08:25:46.448568,0 days 00:00:00.300916,0.003282633048173829,0.427426288633542,0.21628459917822768,True,22,0.07916438962539274,2891769.8054181426,0.45454545454545453,0.45454545454545453,0.45454545454545453,COMPLETE
63,7.702411290712876,2025-10-16 08:25:46.449507,2025-10-16 08:25:46.800688,0 days 00:00:00.351181,0.0021215656630557615,0.75456695927985,0.3334078633529735,True,26,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
64,7.702411290712876,2025-10-16 08:25:46.801655,2025-10-16 08:25:47.284793,0 days 00:00:00.483138,0.006370834749726971,0.599541030413235,0.5300932950141273,True,28,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
65,15.22711981069581,2025-10-16 08:25:47.286129,2025-10-16 08:25:47.481999,0 days 00:00:00.195870,0.000942298453875689,0.4410771584938217,0.019469530041028853,True,17,0.045864590548344464,2996293.2650837423,0.5882352941176471,0.5882352941176471,0.5882352941176471,COMPLETE
66,14.313011357733195,2025-10-16 08:25:47.482848,2025-10-16 08:25:47.829941,0 days 00:00:00.347093,0.010810636813485226,0.32755286741446893,0.3913170623642701,True,24,0.04681481872603721,2993357.1474262374,0.75,0.75,0.75,COMPLETE
67,7.702411290712876,2025-10-16 08:25:47.830944,2025-10-16 08:25:48.260223,0 days 00:00:00.429279,0.0047062523582045625,0.770160260950635,0.09247248408398182,False,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
68,11.855945615730572,2025-10-16 08:25:48.261192,2025-10-16 08:25:48.566261,0 days 00:00:00.305069,0.00794321899943011,0.5205414779314799,0.1866251326237264,True,27,0.019501086829295744,3079090.4865451236,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
69,12.295637474963636,2025-10-16 08:25:48.567272,2025-10-16 08:25:48.840652,0 days 00:00:00.273380,0.017818969878239704,0.03355514389935884,0.7255937916240696,True,19,0.039933639489198036,3014990.701673849,0.7894736842105263,0.7894736842105263,0.7894736842105263,COMPLETE
70,15.826208209385412,2025-10-16 08:25:48.841608,2025-10-16 08:25:49.167153,0 days 00:00:00.325545,0.00020576736449091554,0.01649091002559682,0.0002767469804937398,True,29,0.0730748490688099,2910836.6576151988,0.7586206896551724,0.7586206896551724,0.7586206896551724,COMPLETE
71,7.702411290712876,2025-10-16 08:25:49.168129,2025-10-16 08:25:49.690907,0 days 00:00:00.522778,0.004682374878204598,0.6848942691611007,0.1458748266820725,True,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
72,15.80105990989417,2025-10-16 08:25:49.691913,2025-10-16 08:25:50.108761,0 days 00:00:00.416848,0.0004173787186088282,0.0011529544120358283,0.4742058117389902,True,29,0.07194548950033386,2914470.802262339,0.7586206896551724,0.7586206896551724,0.7586206896551724,COMPLETE
73,7.702411290712876,2025-10-16 08:25:50.109759,2025-10-16 08:25:50.632539,0 days 00:00:00.522780,0.01212198336015896,0.5924770559489551,0.32004671210870145,True,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
74,12.234489727409514,2025-10-16 08:25:50.633552,2025-10-16 08:25:50.936008,0 days 00:00:00.302456,0.003924637870491414,0.18137310874128393,0.20975580042571393,True,27,0.03706881625445779,3023929.0308205397,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
75,13.2527783451824,2025-10-16 08:25:50.936985,2025-10-16 08:25:51.428126,0 days 00:00:00.491141,0.0017514230152006144,0.25331041899224466,0.9605941196159318,True,28,0.040964129248176495,3011777.351882698,0.8214285714285714,0.8214285714285714,0.8214285714285714,COMPLETE
76,7.702411290712876,2025-10-16 08:25:51.429093,2025-10-16 08:25:51.838205,0 days 00:00:00.409112,0.005735743712639571,0.8095296729776793,0.2543165733907181,False,23,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
77,14.261155851513632,2025-10-16 08:25:51.839241,2025-10-16 08:25:52.122591,0 days 00:00:00.283350,0.0027745736834864977,0.37998859145228436,0.047375789114311624,True,25,0.04439817429764348,3000900.885275672,0.76,0.76,0.76,COMPLETE
78,7.702411290712876,2025-10-16 08:25:52.123564,2025-10-16 08:25:52.334422,0 days 00:00:00.210858,0.007562650866769657,0.9846421914280261,0.0811825818579365,True,14,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
79,13.964210118071469,2025-10-16 08:25:52.335399,2025-10-16 08:25:52.660260,0 days 00:00:00.324861,0.013490008791369214,0.5122101209088451,0.11556257048473018,True,29,0.03068064679136795,3043989.1502311467,0.7931034482758621,0.7931034482758621,0.7931034482758621,COMPLETE
80,14.366274363446834,2025-10-16 08:25:52.661254,2025-10-16 08:25:52.952928,0 days 00:00:00.291674,0.042057896376429385,0.3028040815760118,0.0004927029354670193,True,26,0.04941156456771123,2985172.7218151297,0.7692307692307693,0.7692307692307693,0.7692307692307693,COMPLETE
81,7.702411290712876,2025-10-16 08:25:52.953918,2025-10-16 08:25:53.266443,0 days 00:00:00.312525,0.0010935490191139527,0.7752882360303991,0.1615221981850723,True,28,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
82,7.702411290712876,2025-10-16 08:25:53.267430,2025-10-16 08:25:53.699049,0 days 00:00:00.431619,0.0008765424797641972,0.6442067905338374,0.33613658026806575,True,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
83,7.702411290712876,2025-10-16 08:25:53.700086,2025-10-16 08:25:54.028557,0 days 00:00:00.328471,0.0005001692734654153,0.9927996049673214,0.72743611174937,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
84,14.070882233802486,2025-10-16 08:25:54.029583,2025-10-16 08:25:54.434439,0 days 00:00:00.404856,0.0002911864727091217,0.4735026543908035,0.14476478145613322,True,28,0.03562049014876045,3028472.9471961833,0.7857142857142857,0.7857142857142857,0.7857142857142857,COMPLETE
85,7.702411290712876,2025-10-16 08:25:54.435461,2025-10-16 08:25:54.765682,0 days 00:00:00.330221,0.001252971421324456,0.5901916555236231,0.01043457001669746,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
86,19.616375858762346,2025-10-16 08:25:54.766691,2025-10-16 08:25:55.199698,0 days 00:00:00.433007,0.0099869267603346,0.39529748670369264,0.5002682365106321,True,30,0.07570594317372026,2902688.8775815167,0.6333333333333333,0.6333333333333333,0.6333333333333333,COMPLETE
87,7.702411290712876,2025-10-16 08:25:55.200694,2025-10-16 08:25:55.598780,0 days 00:00:00.398086,0.002090721593835961,0.7984899767324513,0.054377972391540935,False,27,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
88,14.4071153194797,2025-10-16 08:25:55.599839,2025-10-16 08:25:55.890444,0 days 00:00:00.290605,0.003464074934463693,0.27806734931552274,0.0012517500026353228,True,26,0.051077272608749946,2979920.5329345292,0.7692307692307693,0.7692307692307693,0.7692307692307693,COMPLETE
89,15.592048468109,2025-10-16 08:25:55.891438,2025-10-16 08:25:56.315899,0 days 00:00:00.424461,0.026412565821738447,0.21677956747590799,0.09377005702439416,True,29,0.0626685209618717,2943550.0331986607,0.7586206896551724,0.7586206896551724,0.7586206896551724,COMPLETE
90,7.702411290712876,2025-10-16 08:25:56.316892,2025-10-16 08:25:56.601205,0 days 00:00:00.284313,0.0008016365396662871,0.811341733881362,0.18713778689838095,True,25,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
91,18.992804982151714,2025-10-16 08:25:56.602221,2025-10-16 08:25:57.138688,0 days 00:00:00.536467,0.016003528709477955,0.5444384031724905,0.03640258529267616,True,30,0.04683490225779041,2993268.7300799503,0.6333333333333333,0.6333333333333333,0.6333333333333333,COMPLETE
92,7.702411290712876,2025-10-16 08:25:57.139704,2025-10-16 08:25:57.539390,0 days 00:00:00.399686,0.0056218209168558755,0.6366110826933181,0.0632980719116021,True,28,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
93,12.02210808803982,2025-10-16 08:25:57.540367,2025-10-16 08:25:57.940605,0 days 00:00:00.400238,0.0005068952575351023,0.4160601423928182,0.2888571735494726,True,27,0.027264789198421457,3054717.339619021,0.8518518518518519,0.8518518518518519,0.8518518518518519,COMPLETE
94,7.702411290712876,2025-10-16 08:25:57.941466,2025-10-16 08:25:58.353490,0 days 00:00:00.412024,0.00814758013913939,0.8435594946569757,0.00013978122483368087,True,29,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
95,7.702411290712876,2025-10-16 08:25:58.354500,2025-10-16 08:25:58.753709,0 days 00:00:00.399209,0.01235337242848547,0.9854879445406823,0.0018337432308381811,True,28,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
96,7.702411290712876,2025-10-16 08:25:58.754701,2025-10-16 08:25:59.280889,0 days 00:00:00.526188,0.004309557114685113,0.6164066994882925,0.11409480914141784,True,30,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
97,15.405266708083769,2025-10-16 08:25:59.281899,2025-10-16 08:25:59.707153,0 days 00:00:00.425254,0.0015994631526042925,0.3327026145566166,0.4309146009765499,True,29,0.054021888449607314,2970733.1779620135,0.7586206896551724,0.7586206896551724,0.7586206896551724,COMPLETE
98,10.864846727267931,2025-10-16 08:25:59.708148,2025-10-16 08:25:59.998670,0 days 00:00:00.290522,0.0027865119502672887,0.47634398324957056,0.6053103536005864,True,16,0.016885378527336292,3087318.0310650826,0.8125,0.8125,0.8125,COMPLETE
99,7.702411290712876,2025-10-16 08:25:59.999941,2025-10-16 08:26:00.270906,0 days 00:00:00.270965,0.018556489315822426,0.7190810423979014,0.22679695624884716,True,19,0.0,3140314.2646988425,1.0,1.0,1.0,COMPLETE
