file,matched_group_id
rank_05_comp1_top100.csv,OG_01317
rank_05_comp1_top100.csv,OG_01475
rank_05_comp1_top100.csv,OG_01489
rank_05_comp1_top100.csv,OG_01727
rank_05_comp1_top100.csv,OG_02088
rank_05_comp1_top100.csv,OG_02090
rank_05_comp1_top100.csv,OG_02317
rank_05_comp1_top100.csv,OG_04538
rank_05_comp1_top100.csv,OG_04560
rank_05_comp1_top100.csv,OG_05875
rank_05_comp1_top100.csv,OG_09247
rank_05_comp1_top100.csv,OG_09806
rank_05_comp2_top100.csv,OG_01475
rank_05_comp2_top100.csv,OG_01489
rank_05_comp2_top100.csv,OG_02088
rank_05_comp2_top100.csv,OG_02090
rank_05_comp2_top100.csv,OG_02317
rank_05_comp2_top100.csv,OG_04538
rank_05_comp2_top100.csv,OG_04560
rank_05_comp3_top100.csv,OG_01155
rank_05_comp3_top100.csv,OG_01630
rank_05_comp3_top100.csv,OG_02090
rank_05_comp3_top100.csv,OG_04514
rank_05_comp3_top100.csv,OG_05718
rank_05_comp3_top100.csv,OG_06152
rank_05_comp3_top100.csv,OG_08842
rank_05_comp3_top100.csv,OG_09596
rank_05_comp3_top100.csv,OG_09597
rank_05_comp3_top100.csv,OG_09598
rank_05_comp3_top100.csv,OG_09806
rank_05_comp4_top100.csv,OG_01317
rank_05_comp4_top100.csv,OG_01475
rank_05_comp4_top100.csv,OG_01489
rank_05_comp4_top100.csv,OG_02090
rank_05_comp4_top100.csv,OG_02317
rank_05_comp4_top100.csv,OG_04560
rank_05_comp5_top100.csv,OG_01475
rank_05_comp5_top100.csv,OG_01489
rank_05_comp5_top100.csv,OG_02090
rank_05_comp5_top100.csv,OG_02317
rank_05_comp5_top100.csv,OG_08842
rank_05_comp5_top100.csv,OG_09598
rank_05_comp5_top100.csv,OG_09806
rank_08_comp1_top100.csv,OG_01475
rank_08_comp1_top100.csv,OG_01489
rank_08_comp1_top100.csv,OG_03671
rank_08_comp1_top100.csv,OG_03780
rank_08_comp1_top100.csv,OG_05498
rank_08_comp1_top100.csv,OG_08856
rank_08_comp1_top100.csv,OG_10039
rank_08_comp2_top100.csv,OG_00843
rank_08_comp2_top100.csv,OG_01475
rank_08_comp2_top100.csv,OG_01489
rank_08_comp2_top100.csv,OG_01608
rank_08_comp2_top100.csv,OG_02090
rank_08_comp2_top100.csv,OG_02317
rank_08_comp2_top100.csv,OG_03671
rank_08_comp2_top100.csv,OG_03780
rank_08_comp2_top100.csv,OG_04243
rank_08_comp2_top100.csv,OG_04560
rank_08_comp2_top100.csv,OG_08856
rank_08_comp2_top100.csv,OG_09247
rank_08_comp2_top100.csv,OG_09806
rank_08_comp3_top100.csv,OG_01475
rank_08_comp3_top100.csv,OG_01489
rank_08_comp3_top100.csv,OG_01608
rank_08_comp3_top100.csv,OG_02090
rank_08_comp3_top100.csv,OG_02220
rank_08_comp3_top100.csv,OG_03671
rank_08_comp3_top100.csv,OG_04243
rank_08_comp3_top100.csv,OG_05498
rank_08_comp3_top100.csv,OG_06754
rank_08_comp3_top100.csv,OG_08856
rank_08_comp3_top100.csv,OG_09806
rank_08_comp3_top100.csv,OG_10039
rank_08_comp4_top100.csv,OG_01489
rank_08_comp4_top100.csv,OG_01608
rank_08_comp4_top100.csv,OG_01630
rank_08_comp4_top100.csv,OG_02090
rank_08_comp4_top100.csv,OG_02220
rank_08_comp4_top100.csv,OG_04243
rank_08_comp4_top100.csv,OG_06754
rank_08_comp4_top100.csv,OG_08083
rank_08_comp4_top100.csv,OG_08842
rank_08_comp4_top100.csv,OG_08856
rank_08_comp4_top100.csv,OG_09806
rank_08_comp4_top100.csv,OG_10039
rank_08_comp5_top100.csv,OG_01317
rank_08_comp5_top100.csv,OG_01489
rank_08_comp5_top100.csv,OG_01608
rank_08_comp5_top100.csv,OG_02220
rank_08_comp5_top100.csv,OG_03780
rank_08_comp5_top100.csv,OG_04243
rank_08_comp5_top100.csv,OG_08083
rank_08_comp5_top100.csv,OG_08639
rank_08_comp5_top100.csv,OG_08842
rank_08_comp5_top100.csv,OG_08856
rank_08_comp5_top100.csv,OG_09247
rank_08_comp5_top100.csv,OG_09806
rank_08_comp5_top100.csv,OG_10039
rank_08_comp6_top100.csv,OG_01475
rank_08_comp6_top100.csv,OG_01489
rank_08_comp6_top100.csv,OG_02090
rank_08_comp6_top100.csv,OG_03671
rank_08_comp6_top100.csv,OG_05498
rank_08_comp6_top100.csv,OG_08856
rank_08_comp7_top100.csv,OG_01475
rank_08_comp7_top100.csv,OG_01489
rank_08_comp7_top100.csv,OG_03671
rank_08_comp7_top100.csv,OG_05498
rank_08_comp7_top100.csv,OG_06754
rank_08_comp7_top100.csv,OG_08856
rank_08_comp7_top100.csv,OG_10039
rank_08_comp8_top100.csv,OG_01489
rank_08_comp8_top100.csv,OG_01608
rank_08_comp8_top100.csv,OG_02090
rank_08_comp8_top100.csv,OG_02220
rank_08_comp8_top100.csv,OG_02317
rank_08_comp8_top100.csv,OG_03780
rank_08_comp8_top100.csv,OG_05498
rank_08_comp8_top100.csv,OG_06754
rank_08_comp8_top100.csv,OG_08842
rank_08_comp8_top100.csv,OG_08856
rank_08_comp8_top100.csv,OG_09806
rank_08_comp8_top100.csv,OG_10039
rank_10_comp1_top100.csv,OG_01475
rank_10_comp1_top100.csv,OG_01489
rank_10_comp1_top100.csv,OG_02090
rank_10_comp1_top100.csv,OG_03671
rank_10_comp1_top100.csv,OG_09806
rank_10_comp10_top100.csv,OG_00843
rank_10_comp10_top100.csv,OG_01177
rank_10_comp10_top100.csv,OG_01475
rank_10_comp10_top100.csv,OG_01489
rank_10_comp10_top100.csv,OG_02090
rank_10_comp10_top100.csv,OG_02537
rank_10_comp10_top100.csv,OG_03671
rank_10_comp10_top100.csv,OG_04538
rank_10_comp10_top100.csv,OG_04560
rank_10_comp10_top100.csv,OG_05874
rank_10_comp10_top100.csv,OG_05875
rank_10_comp10_top100.csv,OG_08842
rank_10_comp10_top100.csv,OG_09247
rank_10_comp10_top100.csv,OG_09806
rank_10_comp2_top100.csv,OG_01475
rank_10_comp2_top100.csv,OG_01727
rank_10_comp2_top100.csv,OG_02090
rank_10_comp2_top100.csv,OG_03671
rank_10_comp2_top100.csv,OG_04538
rank_10_comp3_top100.csv,OG_01177
rank_10_comp3_top100.csv,OG_02090
rank_10_comp3_top100.csv,OG_02537
rank_10_comp3_top100.csv,OG_02666
rank_10_comp3_top100.csv,OG_03671
rank_10_comp3_top100.csv,OG_04514
rank_10_comp3_top100.csv,OG_04560
rank_10_comp3_top100.csv,OG_05874
