"Predictor","MeanImportance","Type","Selection_Prob","Stable","Mean_Abs_Coef","Stability_Label","Feature"
"lncRNA_3600",0.0820778964359695,"lncRNA",1,TRUE,0.0838649656051589,"***","OG_00246"
"lncRNA_7338",0.0487896071798676,"lncRNA",0.4,FALSE,0.0181839836404071,"","OG_00246"
"lncRNA_19527",0.0485726285872416,"lncRNA",0.9,TRUE,0.0364377925245093,"***","OG_00246"
"lncRNA_20577",0.0482485968538744,"lncRNA",1,TRUE,0.0717715060583515,"***","OG_00246"
"gene-Peve_00034273",0.0412016869511837,"Other",0.5,FALSE,0.0361852402233314,"","OG_00246"
"lncRNA_9887",0.040273492843307,"lncRNA",1,TRUE,0.0504521494382664,"***","OG_00246"
"lncRNA_12335",0.0402386085215613,"lncRNA",0.8,TRUE,0.0628265822739756,"**","OG_00246"
"lncRNA_21794",0.0372406355907368,"lncRNA",1,TRUE,0.0356446715973078,"***","OG_00246"
"lncRNA_16195",0.0369896072665668,"lncRNA",1,TRUE,0.0423509650192005,"***","OG_00246"
"gene-Peve_00037720",0.0294623941418804,"Other",0.3,FALSE,0.00642299058173822,"","OG_00246"
"lncRNA_7339",0.0278255057522951,"lncRNA",0.3,FALSE,0.0150539337195157,"","OG_00246"
"lncRNA_4382",0.0262432632098404,"lncRNA",0.9,TRUE,0.0451900307322148,"***","OG_00246"
"lncRNA_15828",0.0234940870371259,"lncRNA",0.9,TRUE,0.0259858965506273,"***","OG_00246"
"lncRNA_12332",0.0202474172051958,"lncRNA",0.7,TRUE,0.0225538332099708,"*","OG_00246"
"lncRNA_7808",0.019443241828486,"lncRNA",1,TRUE,0.0199122005992865,"***","OG_00246"
"lncRNA_7811",0.0193228249028759,"lncRNA",1,TRUE,0.0194107405849301,"***","OG_00246"
"lncRNA_16301",0.0189773981095426,"lncRNA",0.8,TRUE,0.0115020554501064,"**","OG_00246"
"lncRNA_6573",0.0184938412596084,"lncRNA",0.6,TRUE,0.0218952937371064,"*","OG_00246"
"lncRNA_1121",0.0180997226352903,"lncRNA",0.7,TRUE,0.0206003561301556,"*","OG_00246"
"lncRNA_20194",0.0174082611115966,"lncRNA",1,TRUE,0.0295793695159427,"***","OG_00246"
"lncRNA_16886",0.0388147060617531,"lncRNA",0.9,TRUE,0.0503701662796748,"***","OG_00355"
"lncRNA_23552",0.0367347936752635,"lncRNA",1,TRUE,0.0409085120619998,"***","OG_00355"
"lncRNA_9814",0.0269490304492886,"lncRNA",0.5,FALSE,0.0150044550217049,"","OG_00355"
"lncRNA_22639",0.0224743727118528,"lncRNA",0.8,TRUE,0.0194854099299893,"**","OG_00355"
"lncRNA_16405",0.0202863613206062,"lncRNA",0.9,TRUE,0.0190017669690124,"***","OG_00355"
"lncRNA_16404",0.0190545245374009,"lncRNA",0.9,TRUE,0.0173683887413671,"***","OG_00355"
"lncRNA_9816",0.0155396969687601,"lncRNA",0.2,FALSE,0.00779625392386625,"","OG_00355"
"gene-Peve_00031638",0.0152170340847487,"Other",0.1,FALSE,0.00133489381938477,"","OG_00355"
"lncRNA_14418",0.0140058192237044,"lncRNA",0.6,TRUE,0.0198818386333653,"*","OG_00355"
"lncRNA_5669",0.0139631318985059,"lncRNA",1,TRUE,0.0199140712605961,"***","OG_00355"
"lncRNA_22023",0.0132357441273133,"lncRNA",1,TRUE,0.0154423688685847,"***","OG_00355"
"lncRNA_1556",0.0130472448015813,"lncRNA",0.8,TRUE,0.0212389981264455,"**","OG_00355"
"lncRNA_15651",0.0127758894464017,"lncRNA",0.6,TRUE,0.01490406819477,"*","OG_00355"
"lncRNA_18574",0.0120764095054215,"lncRNA",0.8,TRUE,0.0224202048417563,"**","OG_00355"
"lncRNA_23255",0.0109418802686909,"lncRNA",0.5,FALSE,0.00961889931426774,"","OG_00355"
"lncRNA_18562",0.0107431297762404,"lncRNA",0.9,TRUE,0.0130633223010956,"***","OG_00355"
"gene-Peve_00010582",0.0103194055206235,"Other",0.5,FALSE,0.01683047161985,"","OG_00355"
"gene-Peve_00041797",0.0102572048834496,"Other",0.2,FALSE,0.00783579966793057,"","OG_00355"
"lncRNA_4826",0.00952240477017165,"lncRNA",0.7,TRUE,0.0108836545932845,"*","OG_00355"
"lncRNA_280",0.00947666308888856,"lncRNA",1,TRUE,0.00932530502997377,"***","OG_00355"
"lncRNA_13191",0.0593578595726323,"lncRNA",1,TRUE,0.0544622052118525,"***","OG_00430"
"lncRNA_9634",0.0439146600162316,"lncRNA",1,TRUE,0.0373995867812962,"***","OG_00430"
"lncRNA_6544",0.0397394620493784,"lncRNA",1,TRUE,0.0348130994394225,"***","OG_00430"
"lncRNA_15133",0.0330881653646181,"lncRNA",0.9,TRUE,0.0211361977929666,"***","OG_00430"
"lncRNA_10256",0.033060335446987,"lncRNA",1,TRUE,0.0348939353396326,"***","OG_00430"
"lncRNA_10257",0.032761053155173,"lncRNA",1,TRUE,0.0346313358585283,"***","OG_00430"
"lncRNA_15131",0.0325388698176609,"lncRNA",0.9,TRUE,0.0203463254537371,"***","OG_00430"
"lncRNA_15132",0.0325078427810039,"lncRNA",0.9,TRUE,0.0205053021979825,"***","OG_00430"
"gene-Peve_00022306",0.0317443362099735,"Other",0.4,FALSE,0.0121112756831279,"","OG_00430"
"gene-Peve_00032265",0.0311599818686996,"Other",0.2,FALSE,0.00256838500269048,"","OG_00430"
"lncRNA_5216",0.0265212555068405,"lncRNA",1,TRUE,0.0225838072021531,"***","OG_00430"
"lncRNA_4824",0.0254929263909333,"lncRNA",0.3,FALSE,0.00657316325696297,"","OG_00430"
"lncRNA_3859",0.0252421303988385,"lncRNA",0.7,TRUE,0.0197479523300096,"*","OG_00430"
"lncRNA_1499",0.0251329947542276,"lncRNA",0.5,FALSE,0.0175067138479771,"","OG_00430"
"lncRNA_7662",0.0233780566029604,"lncRNA",0.6,TRUE,0.0197693370592552,"*","OG_00430"
"lncRNA_19566",0.0228542027823684,"lncRNA",1,TRUE,0.0246827233170693,"***","OG_00430"
"lncRNA_17443",0.0221082679965066,"lncRNA",1,TRUE,0.0243455857240894,"***","OG_00430"
"lncRNA_16282",0.0196025084454017,"lncRNA",0.5,FALSE,0.0154171539489352,"","OG_00430"
"lncRNA_21245",0.0190199873764459,"lncRNA",0.4,FALSE,0.0121715400833108,"","OG_00430"
"lncRNA_23372",0.0175926048132933,"lncRNA",0.5,FALSE,0.0175702536484575,"","OG_00430"
"gene-Peve_00020266",0.0618025233051054,"Other",0.6,TRUE,0.0499417149559753,"*","OG_00460"
"lncRNA_3389",0.0559913592144976,"lncRNA",1,TRUE,0.0557413300850523,"***","OG_00460"
"gene-Peve_00030491",0.0348166172974692,"Other",0.3,FALSE,0.00988314324361619,"","OG_00460"
"lncRNA_11118",0.0344802254654586,"lncRNA",1,TRUE,0.042940441077976,"***","OG_00460"
"lncRNA_9118",0.0343116400796903,"lncRNA",1,TRUE,0.0286797407198208,"***","OG_00460"
"lncRNA_13402",0.0283805863964428,"lncRNA",0.6,TRUE,0.0131200884533134,"*","OG_00460"
"lncRNA_19979",0.0272999606397256,"lncRNA",1,TRUE,0.0368681020386941,"***","OG_00460"
"lncRNA_11251",0.0227422774808013,"lncRNA",1,TRUE,0.0320591529277881,"***","OG_00460"
"lncRNA_3839",0.0200053242672414,"lncRNA",1,TRUE,0.0248399343763681,"***","OG_00460"
"lncRNA_11119",0.0159497289779345,"lncRNA",1,TRUE,0.0208853542620524,"***","OG_00460"
"gene-Peve_00033269",0.015853988898049,"Other",0.4,FALSE,0.0301892183645969,"","OG_00460"
"gene-Peve_00016349",0.0139321951297895,"Other",0.1,FALSE,0.00151362883263827,"","OG_00460"
"lncRNA_855",0.0129088699481239,"lncRNA",0.5,FALSE,0.0141016151011598,"","OG_00460"
"lncRNA_21185",0.0126835423003096,"lncRNA",0.9,TRUE,0.0143352176174527,"***","OG_00460"
"gene-Peve_00012273",0.0124680460994676,"Other",0,FALSE,0,"","OG_00460"
"lncRNA_12927",0.0119503008250369,"lncRNA",0.5,FALSE,0.00507203465292196,"","OG_00460"
"gene-Peve_00042933",0.0116140063981514,"Other",0.1,FALSE,0.00483788770096854,"","OG_00460"
"lncRNA_5547",0.0108575343200534,"lncRNA",0.6,TRUE,0.0173403309728408,"*","OG_00460"
"lncRNA_3475",0.0102415433086668,"lncRNA",0.1,FALSE,0.00409142655377604,"","OG_00460"
"lncRNA_6329",0.0102063038161057,"lncRNA",0.2,FALSE,0.00247029040027664,"","OG_00460"
"lncRNA_16867",0.0408592759607587,"lncRNA",1,TRUE,0.0482156588575416,"***","OG_00572"
"lncRNA_6267",0.0372092503329015,"lncRNA",0.9,TRUE,0.015836093727979,"***","OG_00572"
"lncRNA_18148",0.0312129024932488,"lncRNA",1,TRUE,0.0248667711819383,"***","OG_00572"
"lncRNA_18149",0.0311445244535463,"lncRNA",1,TRUE,0.0246331365108265,"***","OG_00572"
"lncRNA_5805",0.0234622896054599,"lncRNA",1,TRUE,0.0299151600579462,"***","OG_00572"
"lncRNA_538",0.0223647106418396,"lncRNA",0.8,TRUE,0.0268788138607139,"**","OG_00572"
"lncRNA_18362",0.0220216074570289,"lncRNA",1,TRUE,0.0247179715397622,"***","OG_00572"
"lncRNA_19285",0.0206643021449509,"lncRNA",1,TRUE,0.0331032920311819,"***","OG_00572"
"lncRNA_3969",0.0179744946907897,"lncRNA",1,TRUE,0.0234636786658977,"***","OG_00572"
"lncRNA_3968",0.0179704608070031,"lncRNA",1,TRUE,0.0234253637346358,"***","OG_00572"
"lncRNA_6195",0.0175521910111282,"lncRNA",0.9,TRUE,0.0135991732217265,"***","OG_00572"
"lncRNA_3896",0.0170907731180912,"lncRNA",0.7,TRUE,0.009262514222464,"*","OG_00572"
"lncRNA_919",0.0167792644323241,"lncRNA",0.8,TRUE,0.018180066033945,"**","OG_00572"
"lncRNA_21391",0.0161152301201461,"lncRNA",0.6,TRUE,0.00709942206265936,"*","OG_00572"
"lncRNA_4983",0.0158651960138943,"lncRNA",0.9,TRUE,0.0230889436743263,"***","OG_00572"
"gene-Peve_00003525",0.0147874918071155,"Other",0.4,FALSE,0.0149489632068283,"","OG_00572"
"lncRNA_21259",0.0131786184791119,"lncRNA",0.7,TRUE,0.0163593288355699,"*","OG_00572"
"gene-Peve_00044143",0.0125430372333625,"Other",0.3,FALSE,0.00646582969697138,"","OG_00572"
"lncRNA_20288",0.012480994556327,"lncRNA",1,TRUE,0.0137720093394685,"***","OG_00572"
"lncRNA_17160",0.0122689963497543,"lncRNA",0.9,TRUE,0.0188874769099,"***","OG_00572"
"lncRNA_22296",0.0536948539074598,"lncRNA",1,TRUE,0.0446617206902927,"***","OG_00807"
"lncRNA_23171",0.0516602934073925,"lncRNA",1,TRUE,0.0493854400898749,"***","OG_00807"
"lncRNA_10214",0.0413848515145622,"lncRNA",0.9,TRUE,0.035399778662939,"***","OG_00807"
"lncRNA_19701",0.0357115633545031,"lncRNA",0.7,TRUE,0.0134410879565972,"*","OG_00807"
"lncRNA_12290",0.034450630432873,"lncRNA",1,TRUE,0.0266752592073494,"***","OG_00807"
"lncRNA_14579",0.0290739280662764,"lncRNA",1,TRUE,0.03503090440844,"***","OG_00807"
"lncRNA_14580",0.0290573794862536,"lncRNA",1,TRUE,0.034975736600279,"***","OG_00807"
"lncRNA_14581",0.028982593594013,"lncRNA",1,TRUE,0.0348626763143008,"***","OG_00807"
"lncRNA_6555",0.0228045469302538,"lncRNA",1,TRUE,0.0229511165135461,"***","OG_00807"
"lncRNA_18406",0.0216816098100745,"lncRNA",0.8,TRUE,0.0161705267633458,"**","OG_00807"
"lncRNA_18915",0.0199822079297523,"lncRNA",0.9,TRUE,0.0203359166787868,"***","OG_00807"
"lncRNA_10458",0.0192461095933374,"lncRNA",1,TRUE,0.020641586955553,"***","OG_00807"
"lncRNA_12289",0.0188392099533354,"lncRNA",0.9,TRUE,0.0133421098717179,"***","OG_00807"
"gene-Peve_00041609",0.0170051620687132,"Other",0.4,FALSE,0.0125967102393825,"","OG_00807"
"lncRNA_11651",0.0160869000778596,"lncRNA",0.6,TRUE,0.0108795486102013,"*","OG_00807"
"lncRNA_12286",0.0158894937546015,"lncRNA",0.9,TRUE,0.0133950669757384,"***","OG_00807"
"gene-Peve_00009074",0.0158059295070682,"Other",0.4,FALSE,0.00467376568506333,"","OG_00807"
"lncRNA_12288",0.0157617131885874,"lncRNA",0.9,TRUE,0.0126703478864891,"***","OG_00807"
"lncRNA_3712",0.0153237411465161,"lncRNA",0.9,TRUE,0.0199071493008707,"***","OG_00807"
"lncRNA_9814",0.0148926112067382,"lncRNA",0.3,FALSE,0.00383788726869831,"","OG_00807"
"gene-Peve_00023211",0.0472035531983107,"Other",0.8,TRUE,0.0407398680394305,"**","OG_00843"
"lncRNA_10505",0.0466838027334591,"lncRNA",0.8,TRUE,0.0460994238741629,"**","OG_00843"
"gene-Peve_00012230",0.0391448644667661,"Other",0,FALSE,0,"","OG_00843"
"lncRNA_4459",0.036352535938602,"lncRNA",0.9,TRUE,0.020236866972989,"***","OG_00843"
"lncRNA_4458",0.035690977617555,"lncRNA",0.9,TRUE,0.0194557162490574,"***","OG_00843"
"gene-Peve_00002351",0.0353989889294384,"Other",0.3,FALSE,0.0206221150547586,"","OG_00843"
"lncRNA_1820",0.0336766412370181,"lncRNA",0.6,TRUE,0.0149661329891881,"*","OG_00843"
"lncRNA_15745",0.032734997720504,"lncRNA",1,TRUE,0.0297747553491874,"***","OG_00843"
"lncRNA_7378",0.0314765270405169,"lncRNA",1,TRUE,0.0203476166309555,"***","OG_00843"
"lncRNA_7376",0.0314236385750033,"lncRNA",1,TRUE,0.020416704078617,"***","OG_00843"
"lncRNA_4602",0.0267165843356033,"lncRNA",1,TRUE,0.0440804123178765,"***","OG_00843"
"lncRNA_11545",0.0262788026011565,"lncRNA",0.8,TRUE,0.0259671084423614,"**","OG_00843"
"gene-Peve_00019257",0.0251874042631715,"Other",0.2,FALSE,0.0121517806450364,"","OG_00843"
"lncRNA_13457",0.0226734248768845,"lncRNA",0.9,TRUE,0.0165289254349211,"***","OG_00843"
"lncRNA_13456",0.0226422763072877,"lncRNA",0.9,TRUE,0.0165412240850229,"***","OG_00843"
"lncRNA_14047",0.0203906515253616,"lncRNA",0.6,TRUE,0.00844119609874757,"*","OG_00843"
"gene-Peve_00036827",0.0202420703141076,"Other",0.5,FALSE,0.0175106071234614,"","OG_00843"
"Cluster_9197",0.0199985120075006,"miRNA",0.8,TRUE,0.00903672528178366,"**","OG_00843"
"lncRNA_22417",0.0184395873617018,"lncRNA",0.6,TRUE,0.0136061256723297,"*","OG_00843"
"gene-Peve_00003534",0.017772336355167,"Other",0.7,TRUE,0.0214646181408487,"*","OG_00843"
"lncRNA_15984",0.0366359452775566,"lncRNA",1,TRUE,0.0353620855000437,"***","OG_01023"
"gene-Peve_00015773",0.0301409242001641,"Other",0.5,FALSE,0.0230652772276726,"","OG_01023"
"lncRNA_206",0.0296417848206915,"lncRNA",0.8,TRUE,0.0261472731012298,"**","OG_01023"
"lncRNA_778",0.0260061574924365,"lncRNA",1,TRUE,0.0219568908137765,"***","OG_01023"
"lncRNA_11791",0.0244929539190134,"lncRNA",1,TRUE,0.0192131924678984,"***","OG_01023"
"gene-Peve_00018839",0.0229876710467403,"Other",0.7,TRUE,0.0583489539161464,"*","OG_01023"
"lncRNA_13476",0.0195174007952511,"lncRNA",1,TRUE,0.0167375503600548,"***","OG_01023"
"gene-Peve_00005715",0.0185499996868715,"Other",0.3,FALSE,0.00967988102636403,"","OG_01023"
"gene-Peve_00011282",0.0175481614947083,"Other",0.2,FALSE,0.00803931638914322,"","OG_01023"
"gene-Peve_00026524",0.0171486194551116,"Other",0.4,FALSE,0.00328418737400066,"","OG_01023"
"gene-Peve_00031849",0.0166388623940084,"Other",0,FALSE,0,"","OG_01023"
"gene-Peve_00031892",0.0163864678968177,"Other",0.4,FALSE,0.0158959318233184,"","OG_01023"
"gene-Peve_00013491",0.0155707304059706,"Other",0.5,FALSE,0.0119326913123613,"","OG_01023"
"lncRNA_7804",0.0152851051130505,"lncRNA",0.9,TRUE,0.014131033374182,"***","OG_01023"
"lncRNA_7803",0.0152846288987002,"lncRNA",0.9,TRUE,0.0140678512109411,"***","OG_01023"
"lncRNA_222",0.0148163130613387,"lncRNA",0,FALSE,0,"","OG_01023"
"lncRNA_6545",0.0133588467221744,"lncRNA",0.8,TRUE,0.0146602143728945,"**","OG_01023"
"gene-Peve_00037784",0.0126015339077732,"Other",0.3,FALSE,0.0131118982045128,"","OG_01023"
"lncRNA_10716",0.0116062171558817,"lncRNA",1,TRUE,0.0202061897422257,"***","OG_01023"
"lncRNA_21800",0.0115654380297433,"lncRNA",0.6,TRUE,0.0154128525738592,"*","OG_01023"
"lncRNA_219",0.0755088324555108,"lncRNA",1,TRUE,0.0651723686231921,"***","OG_01117"
"lncRNA_5086",0.0397739883199107,"lncRNA",0.8,TRUE,0.0274290537024667,"**","OG_01117"
"gene-Peve_00015755",0.0380859469900562,"Other",0.9,TRUE,0.0380033835087028,"***","OG_01117"
"lncRNA_7522",0.0248359242481585,"lncRNA",0.8,TRUE,0.02570122010661,"**","OG_01117"
"lncRNA_7039",0.024247329748413,"lncRNA",0.6,TRUE,0.0144435602178014,"*","OG_01117"
"lncRNA_7500",0.0242072655054539,"lncRNA",0.2,FALSE,0.00406735055604476,"","OG_01117"
"lncRNA_3676",0.0235393863041547,"lncRNA",0.1,FALSE,0.00304243701460716,"","OG_01117"
"lncRNA_1517",0.0222087653539079,"lncRNA",0.6,TRUE,0.0205628458020837,"*","OG_01117"
"gene-Peve_00001293",0.0211059525596591,"Other",0.2,FALSE,0.0205133598163289,"","OG_01117"
"lncRNA_12487",0.0208340126124173,"lncRNA",0.7,TRUE,0.0146562324368184,"*","OG_01117"
"lncRNA_2315",0.0196149078010599,"lncRNA",0.9,TRUE,0.022520657120307,"***","OG_01117"
"gene-Peve_00009025",0.0193807590367737,"Other",0.2,FALSE,0.0274627475440241,"","OG_01117"
"lncRNA_1518",0.0192063834504123,"lncRNA",0.7,TRUE,0.0107794019858514,"*","OG_01117"
"lncRNA_1513",0.0191677196937843,"lncRNA",0.7,TRUE,0.00905689219586822,"*","OG_01117"
"lncRNA_18468",0.0181595891836863,"lncRNA",0.8,TRUE,0.0195715249143431,"**","OG_01117"
"lncRNA_1519",0.0175016062746684,"lncRNA",0.6,TRUE,0.00661357197549934,"*","OG_01117"
"lncRNA_7041",0.0172711576984903,"lncRNA",0.5,FALSE,0.00792072803986064,"","OG_01117"
"lncRNA_1515",0.0172635989608513,"lncRNA",0.6,TRUE,0.0127389450684966,"*","OG_01117"
"lncRNA_1521",0.0167033144403322,"lncRNA",0.5,FALSE,0.00615608931485137,"","OG_01117"
"lncRNA_1098",0.016625590583548,"lncRNA",0.7,TRUE,0.0144602257390606,"*","OG_01117"
"lncRNA_21227",0.0506273540884474,"lncRNA",1,TRUE,0.0526131973157846,"***","OG_01121"
"lncRNA_9406",0.0444121907220811,"lncRNA",1,TRUE,0.0348704687537552,"***","OG_01121"
"lncRNA_408",0.029906930384486,"lncRNA",1,TRUE,0.0281399093468102,"***","OG_01121"
"lncRNA_8107",0.0218883269597292,"lncRNA",0.8,TRUE,0.0108829907307367,"**","OG_01121"
"lncRNA_9489",0.0198979376094606,"lncRNA",1,TRUE,0.019972816171949,"***","OG_01121"
"lncRNA_5329",0.0196956699502296,"lncRNA",0.9,TRUE,0.0150998554280058,"***","OG_01121"
"lncRNA_10809",0.0189950212100168,"lncRNA",0.6,TRUE,0.00905809350608724,"*","OG_01121"
