"Gene","N_stable","Top_predictor","Max_Selection_Prob","Mean_Selection_Prob"
"OG_00807",69,"lncRNA_1182",1,0.789855072463768
"OG_01727",60,"lncRNA_4709",1,0.805
"OG_12107",60,"lncRNA_280",1,0.801666666666667
"OG_12331",60,"lncRNA_081",1,0.811666666666667
"OG_12166",57,"lncRNA_1392",1,0.83859649122807
"OG_12447",57,"lncRNA_1556",1,0.770175438596491
"OG_04238",56,"lncRNA_219",1,0.760714285714286
"OG_10183",56,"lncRNA_219",1,0.869642857142857
"OG_11642",56,"lncRNA_548",1,0.794642857142857
"OG_04799",55,"lncRNA_2254",1,0.816363636363636
"OG_13201",55,"lncRNA_778",1,0.823636363636364
"OG_02190",54,"lncRNA_4386",1,0.809259259259259
"OG_06599",54,"lncRNA_5050",1,0.774074074074074
"OG_06998",54,"lncRNA_3308",1,0.766666666666667
"OG_09969",54,"lncRNA_219",1,0.835185185185185
"OG_10007",54,"lncRNA_1444",1,0.831481481481481
"OG_02184",53,"lncRNA_9178",1,0.784905660377359
"OG_10509",53,"lncRNA_4335",1,0.777358490566038
"OG_16489",53,"lncRNA_5971",1,0.743396226415094
"OG_00572",52,"lncRNA_3968",1,0.790384615384615
"OG_07331",52,"lncRNA_3412",1,0.792307692307692
"OG_13016",52,"lncRNA_3677",1,0.773076923076923
"OG_04547",51,"lncRNA_2315",1,0.772549019607843
"OG_04560",51,"lncRNA_1111",1,0.817647058823529
"OG_10008",51,"lncRNA_3543",1,0.758823529411765
"OG_02012",50,"lncRNA_1359",1,0.818
"OG_02102",50,"lncRNA_2576",1,0.762
"OG_07000",50,"lncRNA_360",1,0.808
"OG_11245",50,"lncRNA_277",1,0.794
"OG_12108",50,"lncRNA_2424",1,0.838
"OG_16192",50,"lncRNA_4184",1,0.77
"OG_01121",49,"lncRNA_408",1,0.763265306122449
"OG_01608",49,"lncRNA_9689",1,0.810204081632653
"OG_05713",49,"lncRNA_8403",1,0.789795918367347
"OG_06181",49,"lncRNA_5386",1,0.771428571428571
"OG_08920",49,"lncRNA_653",1,0.763265306122449
"OG_11984",49,"lncRNA_2015",1,0.802040816326531
"OG_13013",49,"lncRNA_435",1,0.804081632653061
"OG_02090",48,"lncRNA_5775",1,0.8375
"OG_06754",48,"lncRNA_12667",1,0.76875
"OG_08622",48,"lncRNA_1737",1,0.775
"OG_09597",48,"lncRNA_162",1,0.829166666666667
"OG_13239",48,"lncRNA_3999",1,0.770833333333333
"OG_17106",48,"lncRNA_10572",1,0.78125
"OG_02220",47,"lncRNA_5576",1,0.774468085106383
"OG_03267",47,"lncRNA_1024",1,0.812765957446808
"OG_07892",47,"lncRNA_7392",1,0.836170212765957
"OG_16592",47,"lncRNA_8056",1,0.778723404255319
"OG_01117",46,"lncRNA_219",1,0.704347826086956
"OG_05718",46,"lncRNA_4253",1,0.810869565217391
"OG_17483",46,"lncRNA_1033",1,0.797826086956522
"OG_01317",45,"lncRNA_3542",1,0.791111111111111
