"Gene","N_stable","Top_predictor","Max_Selection_Prob","Mean_Selection_Prob"
"OG_05121",45,"lncRNA_5894",1,0.753333333333333
"OG_08432",45,"lncRNA_836",1,0.815555555555556
"OG_09310",45,"lncRNA_1737",1,0.742222222222222
"OG_13197",45,"lncRNA_5110",0.9,0.706666666666667
"OG_13481",45,"lncRNA_1886",1,0.802222222222222
"OG_02219",44,"lncRNA_717",1,0.702272727272727
"OG_09423",44,"lncRNA_2249",1,0.788636363636364
"OG_13484",44,"lncRNA_2227",1,0.831818181818182
"OG_17058",44,"lncRNA_2833",1,0.784090909090909
"OG_01354",43,"lncRNA_350",1,0.802325581395349
"OG_06670",43,"lncRNA_1429",1,0.751162790697674
"OG_12496",43,"lncRNA_3982",1,0.746511627906977
"OG_12568",43,"lncRNA_1570",1,0.888372093023256
"OG_16944",43,"lncRNA_411",1,0.758139534883721
"OG_01023",42,"lncRNA_778",1,0.752380952380952
"OG_01486",42,"lncRNA_2087",1,0.816666666666667
"OG_05308",42,"lncRNA_687",1,0.773809523809524
"OG_05856",42,"lncRNA_1444",1,0.733333333333333
"OG_08856",42,"lncRNA_717",1,0.780952380952381
"OG_12242",42,"lncRNA_8874",1,0.835714285714286
"OG_00246",41,"lncRNA_3600",1,0.782926829268293
"OG_01155",41,"lncRNA_593",1,0.741463414634146
"OG_03298",41,"lncRNA_548",1,0.775609756097561
"OG_06152",41,"lncRNA_523",0.9,0.719512195121951
"OG_06198",41,"lncRNA_8110",1,0.780487804878049
"OG_08347",41,"lncRNA_2137",1,0.792682926829268
"OG_09896",41,"lncRNA_1517",1,0.841463414634146
"OG_10675",41,"lncRNA_212",1,0.797560975609756
"OG_12165",41,"lncRNA_11993",1,0.819512195121951
"OG_01611",40,"lncRNA_350",1,0.795
"OG_01999",40,"lncRNA_2893",1,0.6975
"OG_02358",40,"lncRNA_3544",1,0.785
"OG_03330",40,"lncRNA_775",1,0.7575
"OG_04243",40,"lncRNA_5858",1,0.815
"OG_05367",40,"lncRNA_2422",1,0.7575
"OG_05874",40,"lncRNA_2424",1,0.8375
"OG_07183",40,"lncRNA_1513",0.9,0.735
"OG_08528",40,"lncRNA_3497",1,0.7425
"OG_10002",40,"lncRNA_2424",1,0.84
"OG_12518",40,"lncRNA_9178",1,0.81
"OG_15877",40,"lncRNA_4843",1,0.815
"OG_00355",39,"lncRNA_280",1,0.756410256410256
"OG_01630",39,"lncRNA_794",1,0.771794871794872
"OG_02124",39,"lncRNA_1903",1,0.741025641025641
"OG_04538",39,"lncRNA_080",1,0.835897435897436
"OG_05875",39,"lncRNA_1999",1,0.833333333333333
"OG_06616",39,"lncRNA_12658",1,0.784615384615385
"OG_10332",39,"lncRNA_1999",1,0.833333333333333
"OG_00430",38,"lncRNA_5216",1,0.884210526315789
"OG_04209",38,"lncRNA_655",1,0.773684210526316
"OG_05637",38,"lncRNA_1689",1,0.747368421052632
"OG_06279",38,"lncRNA_1258",1,0.823684210526316
"OG_10758",38,"lncRNA_4220",1,0.807894736842105
"OG_10936",38,"lncRNA_2068",1,0.773684210526316
"OG_11957",38,"lncRNA_7331",1,0.778947368421053
"OG_12109",38,"lncRNA_336",1,0.784210526315789
"OG_12880",38,"lncRNA_2775",1,0.805263157894737
"OG_13066",38,"lncRNA_1556",1,0.763157894736842
"OG_01353",37,"lncRNA_6751",1,0.767567567567568
"OG_05366",37,"lncRNA_4337",1,0.8
"OG_11038",37,"lncRNA_6316",1,0.781081081081081
"OG_11813",37,"lncRNA_1956",1,0.824324324324324
"OG_12162",37,"lncRNA_13694",1,0.737837837837838
"OG_15816",37,"lncRNA_3406",1,0.775675675675676
"OG_16980",37,"lncRNA_2948",1,0.805405405405405
"OG_02000",36,"lncRNA_7745",1,0.838888888888889
"OG_06607",36,"lncRNA_2315",1,0.802777777777778
"OG_13334",36,"lncRNA_916",1,0.780555555555556
"OG_16654",36,"lncRNA_1331",1,0.783333333333333
"OG_17751",36,"lncRNA_3855",1,0.811111111111111
"OG_03780",35,"lncRNA_1566",0.9,0.714285714285714
"OG_05749",35,"lncRNA_219",1,0.771428571428571
"OG_07641",35,"lncRNA_3497",1,0.845714285714286
"OG_16665",35,"lncRNA_9212",1,0.748571428571429
"OG_08497",34,"lncRNA_6288",1,0.770588235294118
"OG_09598",34,"lncRNA_6286",1,0.811764705882353
"OG_12031",34,"lncRNA_426",1,0.8
"OG_13451",34,"lncRNA_8962",1,0.755882352941176
"OG_13466",34,"lncRNA_6579",1,0.802941176470588
"OG_15738",34,"lncRNA_290",1,0.829411764705882
"OG_15796",34,"lncRNA_1444",1,0.867647058823529
"OG_16000",34,"lncRNA_2611",1,0.779411764705882
"OG_16380",34,"lncRNA_5495",1,0.776470588235294
"OG_00843",33,"lncRNA_4602",1,0.8
"OG_01177",33,"lncRNA_1999",1,0.812121212121212
"OG_09806",33,"lncRNA_11272",1,0.793939393939394
"OG_10121",33,"lncRNA_7289",1,0.751515151515151
"OG_10759",33,"lncRNA_3354",1,0.781818181818182
"OG_13428",33,"lncRNA_2085",1,0.83030303030303
"OG_17666",33,"lncRNA_1444",1,0.760606060606061
"OG_01747",32,"lncRNA_2227",1,0.75625
"OG_03628",32,"lncRNA_1587",1,0.759375
"OG_04723",32,"lncRNA_1136",1,0.7625
"OG_05498",32,"lncRNA_2137",1,0.79375
"OG_06717",32,"lncRNA_860",1,0.803125
"OG_12318",32,"lncRNA_8410",1,0.784375
"OG_17800",32,"lncRNA_3087",1,0.828125
"OG_01489",31,"lncRNA_11730",1,0.735483870967742
"OG_07620",31,"lncRNA_3696",1,0.725806451612903
"OG_08144",31,"lncRNA_1727",1,0.825806451612903
"OG_04327",30,"lncRNA_4843",1,0.78
"OG_07958",30,"lncRNA_12948",1,0.76
"OG_08842",30,"lncRNA_198",1,0.856666666666667
"OG_10516",30,"lncRNA_1702",1,0.776666666666667
"OG_10522",30,"lncRNA_2611",1,0.756666666666667
"OG_11429",30,"lncRNA_11214",1,0.756666666666667
"OG_11831",30,"lncRNA_5942",1,0.8
"OG_16747",30,"lncRNA_9297",1,0.766666666666667
"OG_16145",29,"lncRNA_4180",1,0.789655172413793
"OG_06719",28,"lncRNA_12729",1,0.778571428571429
"OG_07389",28,"lncRNA_4696",1,0.796428571428571
"OG_10205",28,"lncRNA_3497",1,0.785714285714286
"OG_17961",28,"lncRNA_7338",1,0.789285714285714
"OG_00514",27,"lncRNA_7162",1,0.8
"OG_01579",27,"lncRNA_2915",1,0.777777777777778
"OG_05514",27,"lncRNA_8320",1,0.781481481481481
"OG_11215",27,"lncRNA_1875",1,0.796296296296296
"OG_17176",27,"lncRNA_436",1,0.8
"OG_18285",27,"lncRNA_12485",1,0.792592592592593
"OG_02260",26,"lncRNA_10013",1,0.734615384615385
"OG_04756",26,"lncRNA_803",1,0.711538461538462
"OG_07807",25,"lncRNA_4166",1,0.74
"OG_12424",25,"lncRNA_10854",1,0.78
"OG_12785",25,"lncRNA_7522",1,0.712
"OG_18057",25,"lncRNA_1999",1,0.716
"OG_11379",24,"lncRNA_5086",1,0.758333333333333
"OG_17556",24,"lncRNA_10514",1,0.775
"OG_12248",23,"lncRNA_6868",1,0.765217391304348
"OG_12722",23,"lncRNA_1309",1,0.808695652173913
"OG_16159",23,"lncRNA_4142",1,0.808695652173913
"OG_04789",22,"lncRNA_6682",1,0.777272727272727
"OG_08143",22,"lncRNA_3389",1,0.863636363636364
"OG_17479",22,"lncRNA_187",1,0.768181818181818
"OG_08793",21,"lncRNA_2429",1,0.814285714285714
"OG_09247",21,"lncRNA_11545",1,0.723809523809524
"OG_00460",20,"lncRNA_3389",1,0.81
"OG_02149",20,"lncRNA_435",1,0.785
"OG_03850",20,"lncRNA_9986",1,0.865
"OG_07252",20,"lncRNA_11118",1,0.81
"OG_04247",19,"lncRNA_3497",1,0.857894736842105
"OG_16856",19,"lncRNA_4220",1,0.8
"OG_13050",17,"lncRNA_23959",1,0.741176470588235
"OG_10265",16,"lncRNA_10167",0.8,0.69375
