,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
apul_ACR.139,0.44687645840660567,0.08145096354412314,0.16447136631866274,0.05687505676117888,0.20078690680229241,-0.025691695592121633,-0.16277636763352335,0.1342963278892761,0.07034804053259927,-0.045629547577098986,0.07038050550391811,0.07602602243401511,-0.314697793711071,-0.1129741287805914,0.03589921858364804,apul,ACR.139
apul_ACR.145,0.22922734600279873,0.3004866105749026,0.2919090740355843,0.18763985518370138,0.147103841693555,0.12538035718999346,-0.3836541219910377,0.2114351717122623,-0.04988001823670363,-0.15268941566963948,0.12668253551571798,0.1930409870588506,-0.25650021048754945,-0.12261441094466932,0.121374373634249,apul,ACR.145
apul_ACR.150,0.20876873154220726,0.30308896998848106,0.27917237104016196,0.27761950474066727,0.29090174093829635,-0.042569688331137556,-0.11315793679963503,0.21141157386674897,-0.08040894568286513,-0.2050684342293876,0.11359595503125593,0.10706128780068637,-0.13445508732211656,-0.23807075730093077,0.14553405645942574,apul,ACR.150
apul_ACR.173,0.2922051629872833,0.20853936405583698,0.18383433990950576,0.14607438809609288,0.23654843113953267,0.0659708091966103,-0.37863967830499995,0.23276674483347165,-0.08381457072559066,-0.03326400514768294,0.21260917837537285,0.030440172803349333,-0.29935545645965483,-0.20145248690713116,0.2437355036849447,apul,ACR.173
apul_ACR.186,0.3755184358892234,0.31630222147062,0.30191374471853816,0.3667046737324368,0.25562435269690376,0.0967212107557663,-0.38198380083308137,0.14141585002847865,0.018914286186121194,-0.34963928199295463,0.09505678705943485,0.22671956081213776,-0.23968619942363315,-0.15065876757643729,0.007283536096421621,apul,ACR.186
apul_ACR.225,-0.11490066897817676,0.40506331897978365,0.38300032164300263,0.2937624690585122,0.26131488830379196,0.0007467102911271464,-0.17728157991691365,0.2858543450147366,-0.22095705513139702,-0.17988419635868183,0.03137824514861491,0.29129571521421516,-0.025506001497737713,-0.18910499353864274,0.3192704317183611,apul,ACR.225
apul_ACR.229,-0.014380559115586732,0.2675375416096618,0.35159260956051464,0.10340536471434922,0.30936899606395063,-0.122303226205565,-0.14213346551078132,0.277899750608489,-0.36779458546821814,0.004849971330725752,0.06173110233288958,0.18354070354316598,-0.06420985634853105,-0.17912832274277266,0.4285756645072181,apul,ACR.229
apul_ACR.237,-0.1357344450840252,0.3406068264718775,0.31197342666164835,0.26231336625151946,0.2482223384560545,-0.04419557924220563,-0.03203552627278109,0.24882073806574342,-0.26592425147405524,-0.15083740380388064,-0.007151668942972594,0.20009561580953703,0.02543835483667166,-0.18261968104858925,0.3327422862532361,apul,ACR.237
apul_ACR.244,-0.18771239369351758,0.36183241725236365,0.3224540051420489,0.26605589384973627,0.2482481709499923,-0.05232034634782567,-0.09598897469583931,0.2697182750322503,-0.293528443296005,-0.12844189868927494,0.019975537405940057,0.22401999744078535,-0.0020155696675524747,-0.1739360243476967,0.38751274267945357,apul,ACR.244
apul_ACR.265,-0.07118581257842331,0.3282099593619295,0.3163486868083569,0.28890821699674235,0.22889205384241473,0.07487115361633614,-0.21520301603246492,0.2551707428404361,-0.22527592582269915,-0.17427108056501767,0.040108303051872865,0.17974171469879185,-0.06261617065375821,-0.16158784220161695,0.27840742457893125,apul,ACR.265
peve_POR.216,0.1186664509293016,-0.09915865459301922,0.1524275173329892,0.030951535354903775,0.34988095192920426,-0.08515498489922176,-0.10844467195641316,0.05848543978552862,-0.16964054647044957,-0.11259804471280208,-0.07783115428663122,0.10014966255776271,0.2119939293830955,-0.06675796758484262,0.06839015198505764,peve,POR.216
peve_POR.245,-0.022230898692149753,-0.04013998923829431,0.15759312522677288,-0.04018795036727147,0.09425222409646962,-0.014391453148140356,0.061730613415462404,0.13788429734581362,-0.2732088064843723,0.17412919804708404,-0.18181923212654416,-0.048460933138982074,0.006124800160046513,0.03911366098331037,0.2658368499826989,peve,POR.245
peve_POR.260,-0.05851108823741574,-0.004402449995726192,0.11836911550784193,0.11567827257964736,0.03143093503083244,0.19622914921885026,0.16407419387948602,0.10220420889222874,-0.05626662796972302,-0.025783297551912263,-0.245549860136011,0.04024471123018729,-0.0447719392946225,0.01516867745638751,0.0949545127438928,peve,POR.260
peve_POR.262,-0.006786775349355698,-0.16016246053569425,0.06771399756949585,-0.01790603040136996,0.09255272279460781,0.06875722357027368,0.041498475750162335,0.07822928221246489,-0.19496210968851432,0.07349304003294568,-0.23512252749615672,-0.050837881511662665,-0.0455164473697626,0.1142282872984594,0.21352550959972436,peve,POR.262
peve_POR.69,0.2525833091246,0.002940651063071064,0.03309232569734976,-0.2318522074453908,0.3196316054629204,-0.2702362112894479,-0.14068423940864852,0.006650458732974845,-0.006038963722885845,0.15862544753145283,0.4341382883309066,-0.10571260899682877,0.3209224199764508,-0.36596870317240815,-0.015015990112536202,peve,POR.69
peve_POR.72,-0.171319148816848,0.07683033634803876,-0.029604389067959255,-0.08111152262316665,0.057526522196967265,-0.04531535128919496,0.04289174875394853,0.0946953144385821,0.1431125824009567,0.07707298697596345,0.2953888707145066,-0.12334750452133782,0.37488711598207053,-0.29030149005476724,-0.13633585925167555,peve,POR.72
peve_POR.73,0.1314218703845177,0.014859104489104638,-0.08153348879064765,0.10011344868446558,0.19310727157345403,0.06530222898880704,0.16484274460926557,-0.07112480945428787,0.2721538731509377,-0.2518939184271996,0.05666496726850215,0.14794871135327395,0.055444494599384046,-0.24253295861108756,-0.08631999578472536,peve,POR.73
peve_POR.74,-0.21648048701726713,-0.040538243249373315,0.03186765763241414,0.04448628751580635,0.08034385723047278,0.1216577589695644,0.22755986824032115,0.1321178752608711,0.14390641800306148,0.015860130267340015,-0.11732393414624069,-0.051259455561424604,0.2671407259322131,-0.126514481706801,-0.09371908125669551,peve,POR.74
peve_POR.83,0.08063368458343488,0.08254040170699752,-0.023097246395463667,-0.18734556623087775,0.24675755388197942,-0.1917087544406251,-0.11424333527034729,0.06100963390811314,0.10557005973529145,0.10394385794645007,0.545690703278436,-0.10294356236352185,0.3667763675728087,-0.45378251589648694,-0.08835873706028753,peve,POR.83
ptua_POC.219,0.07948604424080502,0.061082226164548795,-0.01642301546987036,0.05176214852253215,-0.03779494733471277,0.4241972940276019,-0.22670013290949445,-0.01983420904179253,0.2516765271331892,-0.04886621364374985,0.06270941792701074,0.11339911975455981,-0.15833953027508205,-0.06888288819234109,-0.06514505942619353,ptua,POC.219
ptua_POC.222,-0.13351516698271618,0.07226511230639983,-0.016321430378346054,0.0973253685060968,0.06784466117719018,0.27231627817592813,0.12066518184387927,0.13375559531132206,0.1776898492105209,-0.3641469277295984,0.04641645918033332,0.31952678442144583,-0.01780649505631454,-0.21307210903895565,-0.028730305036908904,ptua,POC.222
ptua_POC.255,0.008867277863211603,0.022963857674555815,0.024486186991786507,-0.02070942358504722,-0.008793739016328486,0.46422674154752674,-0.08501264112329095,0.1294436833590493,0.09917716740383391,-0.4141526457555943,0.07328217080550373,0.3987504043957311,-0.11520177254279847,-0.14105945348136498,-0.08897369195124286,ptua,POC.255
ptua_POC.259,0.09327444731693943,0.09496910748394352,0.0021379302330615693,0.05535537964759958,-0.05912973484544995,0.27068324520522313,-0.07047829777069065,-0.12464754741324575,0.07241543073760559,-0.19783565544031245,-0.02242322421858915,0.27453752124410363,0.011089100642351713,-0.019174422992731165,-0.07390448875216939,ptua,POC.259
ptua_POC.40,-0.2652479307277269,0.0218510084946505,0.09731162758222146,-0.08305827461836833,-0.06393266257160062,0.1434306360760411,0.18240740882175624,0.44621818047641587,0.13582530889404285,0.14930541362589186,0.04890131105372033,-0.13753088287815673,-0.14044015664350074,-0.1372067454675092,-0.018596011398456357,ptua,POC.40
ptua_POC.42,-0.13584800211634718,-0.040456070907007216,-0.13411135155266962,0.08229938050163446,0.13776271073163374,-0.1669473176572111,-0.03324723615465852,0.18227237084251105,0.2362280666399225,-0.04156549106168546,0.013049083596845357,0.07685378542626829,-0.29140856380186864,-0.058081292324333046,0.28432914406590193,ptua,POC.42
ptua_POC.52,0.040534038848260324,0.05152277566085935,-0.08423502508435397,0.5010069933686961,0.057420725698493595,0.24340111298109263,0.1424487202582864,0.09791488742790005,0.0009231298758121408,-0.19134024497024993,-0.011010375544053983,-0.42057398246087646,0.024413012033010044,-0.1588875621490506,-0.0328987358144931,ptua,POC.52
ptua_POC.53,-0.1429504956065463,0.037543034860370174,-0.013745949275459015,-0.04968554231415154,-0.005696810490292145,0.2299106870857764,0.2103673401478344,0.21220476864030038,0.2787280516560551,0.19343594602533074,0.043418113686030546,-0.09256437631204632,-0.11875968006478686,-0.2105728980849789,0.049672690446787245,ptua,POC.53
ptua_POC.57,-0.28283254161321214,-0.031354196205367786,-0.02126939724873178,-0.04604209853830386,-0.07437369945869962,0.24048487344991254,0.2848179573194637,0.21885814579780388,0.23242686198728504,0.15428758876672852,-0.07250178277404123,-0.1200277936596995,0.03179814661349675,-0.11517974037515663,-0.05777281490975403,ptua,POC.57
