,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15
OG_00001,0.5847541999690851,2.2200055956703806,0.9357308996937508,0.8966805354732056,0.7594577208787747,0.9742145869233878,1.2092791103928222,1.1539022302018853,0.4671967832828748,1.6453487817981,1.5618742228348148,0.8354016333975361,0.7444912469523999,1.2831191874484282,0.8342592804172255
OG_00002,0.5020376411818969,2.321535828013097,0.7963657547767131,0.7277832965559589,0.7159722259740392,0.7838761252413505,1.0184809525293752,1.205847547967368,0.5117787687327393,1.055751213037174,1.5666699196987552,0.6034740736370371,0.661174937899832,1.302676500708853,0.7992113518476571
OG_00003,0.09572015679843901,0.4615565830310981,0.30991356482828447,0.13149344188600887,0.042398895259506984,0.05825398958411433,0.0,0.34334984298660126,0.17370192650008642,0.09339605453747732,0.12567987901181985,0.0848521690716787,0.2625921610000659,0.21205999112737117,0.31705194675405735
OG_00004,0.0,0.1570002892892225,0.023157674484655125,0.13003275585941934,0.12937024983036924,0.20968876764578728,0.041936166962081224,0.007474656454114851,0.07205674923600844,0.10309667065089,0.22600169098794756,0.027268543134830042,0.11646703700142516,0.21255130112816772,0.32868781496765054
OG_00005,0.13412929842455426,0.5334240189767331,0.26211161152702,0.27434149361510574,0.2990173448428216,0.3825945148718735,0.3628256072102501,0.3720577310149548,0.18158145757320518,0.521220265769414,0.5920933490248338,0.2921742815903869,0.28052284106088937,0.5267972295446801,0.41896571917347797
OG_00006,0.020515804730935054,0.04521259360830092,0.059792655996565976,0.10417397103323,0.18460387922284976,0.15693675632510495,0.23520740912161495,0.01816156457678549,0.0244363154199586,0.1953376578959262,0.3355443279677701,0.14263364566370457,0.042064818302695234,0.2390202688280412,0.2436984535092159
OG_00007,0.43572156733371187,1.4695663151751046,0.7550691361815531,0.6356577439953457,0.7090031623219945,0.9041202326067335,0.9824599562102136,1.0237119205151308,0.3945852082461274,1.1715978874751771,1.4397631185734099,0.6591026293488061,0.5884257614462234,1.1989105705446592,0.8605219956942946
OG_00008,0.33769116387440506,1.3516282828473678,0.6213220637213116,0.47255587194599324,0.4911084037747941,0.5045992031729503,0.6862761501319307,0.9692510501252076,0.47957372549878263,0.6823473529611492,1.0869321406403127,0.3893216173467635,0.49131283250665675,0.9500401508418969,0.6992236079446077
OG_00009,0.2375528970946873,1.153176169607262,0.48568199747289986,0.3680123037323694,0.3382627443072662,0.30158803543838103,0.5875474870207862,0.5277467867699446,0.13040538174496158,0.701294010237836,0.7068907439612377,0.3892043742998392,0.19722086127147206,0.5439548812425343,0.09865319397989825
OG_00010,0.3148486411079947,1.5716955217207997,0.406176209542722,0.4449813692348512,0.4568471788089244,0.49513414303617775,0.67555780405399,0.7440904625751346,0.3460110721610678,0.6208492228144656,1.0525762218568155,0.38193882055061157,0.4855572740728426,0.8563011655705657,0.6079605094992219
OG_00011,0.11906401106561083,0.4929019588947218,0.11836243574043619,0.23113552865642756,0.09193626636080633,0.20508781241112195,0.28019392713245284,0.00771693255792562,0.10703829151286919,0.5057355541550715,0.16918520105134924,0.23984001655251755,0.12505934358313273,0.1563175850194788,0.20246163047474489
OG_00012,0.20555741853520618,0.9495251632397067,0.5614952111573537,0.29054593783769694,0.3624250197431277,0.20800602787381053,0.4969165548263262,0.6857574561972396,0.2220828285664187,0.4802859769963944,0.8458898367776457,0.34150024766447257,0.27525547439899434,0.608053057907682,0.27782037968386564
OG_00013,0.05874940972619975,0.41238102888128425,0.29567342328879637,0.15841183938660042,0.16782021590188273,0.07727325865699904,0.18514367942585652,0.2839866572631117,0.3358939833451632,0.14762681239764436,0.35624378391548467,0.10946420334475776,0.14120581426472037,0.28328068224806136,0.38422502601271596
OG_00014,0.05672901482020833,0.36746286482660034,0.0,0.13028681558308072,0.1523648170938857,0.21300156265875683,0.16681524309235954,0.048899424135616286,0.37654519434513933,0.13774926115041555,0.3890618316848684,0.0682630389072985,0.18207665205223014,0.3265680645789818,0.6559967537615146
OG_00015,0.24363518067759687,1.147041197691179,0.4980706816521201,0.36836178767120076,0.4477047148111432,0.38357143567758023,0.6249373966792435,0.7167548369733686,0.34544749487657855,0.5469645407751665,0.9206082536310813,0.382196182693629,0.3320269899551225,0.7640282732428417,0.4595761685983123
OG_00016,0.3196819928256312,1.4952842013098162,0.7265528011134845,0.3686021930153708,0.4080102853656528,0.21061966480124802,0.7453203631728986,1.0709873521720774,0.21641279356375606,0.6364870898983671,0.9456408247584464,0.4396817609824196,0.23073658477586068,0.7094206086520829,0.020555648003374543
OG_00017,0.41055221308389506,1.8870710541845273,0.7727184877129654,0.6992648400162316,0.5544845405502832,0.8546053546060194,0.7761589798917545,0.9201009140500696,0.4200336540823332,1.337542669736321,1.3861806108158647,0.6460363532638161,0.696182189992869,1.053548735660932,0.6509176231558993
OG_00018,0.8072593855199298,3.2883050709743507,1.5075491613383878,1.2048699340942686,1.0937293905321412,1.1439043330147378,1.6076350731102,2.0550842614741924,0.7998991946876296,2.024277548181027,2.341128255309759,1.0427732640398668,1.0611890503837438,1.9493343908800782,1.1695018341673258
OG_00019,0.7978825064790014,2.770652288947042,1.363035832276779,1.10733766793958,1.0752960824912323,1.248145025583174,1.415537854661255,1.9617931079088164,0.8870156949676219,2.0375646708609896,1.9391757478515366,0.9811439409299573,1.1048886824864441,1.8258228218429389,1.2238919362400202
OG_00020,0.9593964212278165,3.1558924735777847,1.4398548930058803,1.0756485173898729,1.225429646779547,1.3144529098435935,1.6476357667718153,2.2076223177386107,0.8957549355518819,1.6904452609530893,2.3225288172284686,0.9520698965746515,1.2225556249347047,2.0425036595456003,1.3493590600451117
OG_00021,0.05797330345772835,0.08968349937291173,0.10568130205551227,0.15727743824815213,0.10464208841372384,0.18584478580054814,0.020188566711850743,0.03239031894565595,0.43216620711558223,0.3419961522757603,0.14291613976363565,0.17428936538753817,0.2083030718016113,0.19041611514974166,0.517643984674518
OG_00022,0.5185804861451714,2.0717326564123133,1.0497126905867746,0.7722399791143857,0.6874227440115033,0.8130267935422673,0.9735024034636168,1.6069961977753906,0.720627230068054,1.4174247875674322,1.6526702494901406,0.7338910714634643,0.8216895330494687,1.3707739472505438,0.94218513084807
OG_00023,0.3238987326633154,1.1688858613112163,0.57136386660894,0.40923053821981664,0.38468843669855407,0.3912964577125455,0.5208688084357908,0.8884606917073395,0.3205267903575648,0.8139540795626836,0.8422665025411804,0.41124786089970405,0.39985859454084133,0.7437265823696668,0.3783752278287068
OG_00024,0.5288079250119125,2.0547151543246702,0.8909899831141003,0.7287866930348065,0.7573981599332991,0.8591923581647002,1.0282782526292353,1.3655177911983953,0.6578469629457558,1.05500617643113,1.636410889118195,0.6104437397375693,0.7944446779759615,1.4048200738371597,0.9845159669532793
