,0,1,2
apul_ACR-139,0.3530436907346277,-1.0296549984654109,1.188182157471171
apul_ACR-145,0.3759635458330873,-1.3815927321104868,1.2683865992029528
apul_ACR-150,0.3263807681606204,-1.1166597669132745,1.2266741931005782
apul_ACR-173,0.35693386064846216,-1.220593451524076,1.2337156647578347
apul_ACR-186,0.3364843372257298,-1.2840542260326022,1.2581061666661513
apul_ACR-225,0.3812544885209999,-1.3200556524824072,1.2517667729246504
apul_ACR-229,0.38442617913974414,-1.2676753202352067,1.2355033235412776
apul_ACR-237,0.3641411007668602,-1.3027980186500983,1.2591232982459521
apul_ACR-244,0.3677996207725917,-1.3400102235470852,1.264531722696783
apul_ACR-265,0.3795080841796986,-1.4316177946720827,1.2816760185022924
peve_POR-216,0.1807513591077983,1.3364013647344768,0.6285553665730563
peve_POR-236,1.5223451074009167,0.23689863963271912,-0.47928107626811867
peve_POR-245,0.19585332267408845,1.3120503583613004,0.6228980251211272
peve_POR-260,0.18186745015718703,1.3355954618211785,0.6315952159308166
peve_POR-262,0.18732744877688182,1.2241438001426062,0.6607370937927837
peve_POR-69,0.180108222053886,1.4757238584479222,0.5854650303738999
peve_POR-72,0.1518758318402051,1.478485585925916,0.6047344302344586
peve_POR-73,0.1361563704893366,1.5373817205580849,0.5904949729917087
peve_POR-74,0.17531574031708028,1.4890950957135307,0.5899090207654868
peve_POR-83,0.16449300816949863,1.59029305542036,0.563126418352771
ptua_POC-201,1.379228594572447,-0.7386522688757825,0.1677812635462585
ptua_POC-219,0.29733242699458584,-0.07023069289651766,0.9414494230902799
ptua_POC-222,0.27647795623567534,0.04639995979015407,0.9312378332778746
ptua_POC-255,0.2677857877316751,0.03773904443347919,0.9368812145415771
ptua_POC-259,0.30218204057524334,-0.0610790666747449,0.951551680926469
ptua_POC-40,0.25397300439636505,0.25923657388669685,0.886951617760471
ptua_POC-42,0.26401773624060126,0.06712993139168207,0.9242077278887427
ptua_POC-52,0.18166575684607902,0.08009434743727231,0.9557774249125489
ptua_POC-53,0.28973241505625286,0.09476901529761543,0.9117590927651389
ptua_POC-57,0.2673594177360965,0.06210266720400288,0.937776909540357
