,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
OG_00001,0.9330572229505663,0.8670021439303918,1.8138458650553801,1.1940325625913788,1.0441208871662098,0.4492872189817426,1.383989485002051,0.8551751595946163
OG_00002,1.4090662760821504,0.8046028526053551,2.1447738123605564,1.374378603031389,0.8674528625804246,0.831657960746044,1.6697359345288962,1.0696725757629526
OG_00003,0.055549534313241146,0.0,0.1943730489173957,0.07480347288314813,0.01692230353688215,0.19296026371152586,0.2293088405951809,0.12022548505995474
OG_00004,0.2193952473397898,0.16956818393068485,0.36164197820364535,0.0,0.0,0.22939002130855107,0.4560691614800216,0.010049983897836873
OG_00005,0.4000447426713391,0.3981981522760851,0.9097772641560943,0.47803875594147793,0.40712352077725006,0.3629729425886398,0.7603742344388167,0.3402102164105463
OG_00006,0.2986433610196286,0.3464272136050938,0.7433147237503519,0.39161982708450577,0.32821689515499497,0.2889321923715028,0.6354665992204479,0.2494951793630817
OG_00007,0.9168504407705417,0.8828187091157245,1.9565263912924853,1.135599987016637,0.947004725344316,0.7103459269300013,1.567778401047749,0.8611533219983996
OG_00008,0.6287705007733936,0.349588954372202,1.1207087239101663,0.7301069395599377,0.4625121402112803,0.5282367565892668,0.8618343548073294,0.6144204128114471
OG_00009,0.5372409898633655,0.4096815932422594,0.9428714719288335,0.7802597466530664,0.6262869178732196,0.16963538494304123,0.6092183864045595,0.5171850817446905
OG_00010,1.045586214856494,0.5020916014849369,1.4372010068055205,0.907457886254174,0.603589623510357,0.5812108182398191,1.128947208298166,0.7466445633208488
OG_00011,0.09379995159324801,0.19364277744705471,0.26783531182770504,0.1333476354048821,0.3033386674178439,0.0,0.19480551444007163,0.11145822094626302
OG_00012,0.37856160077688533,0.26867587037951207,0.7782581647456417,0.6976759965497676,0.4449622891102585,0.23979100545706944,0.5222946548197271,0.4656090782356097
OG_00013,0.018915786383023995,0.0,0.09772672504440609,0.13919835183556886,0.0,0.06539759892373008,0.12829530592515687,0.03709150580157052
OG_00014,0.3101673492042381,0.08595623991544965,0.3905547057871324,0.09926776349955951,0.0,0.3129253104822187,0.4182726511738276,0.1074240114034008
OG_00015,0.7765296513780374,0.5200364764054966,1.387546218497604,0.9706273172150786,0.642441784676358,0.5374614762729573,1.0360896949763465,0.7197461266938037
OG_00016,0.8037220376538057,0.48484597603362384,1.3291294783589174,1.29066278737292,0.7858334206009491,0.3427323416291457,0.8381214438867015,0.8680524932466862
OG_00017,0.5257948341017941,0.3432774225053632,0.8979250852055813,0.6941958140464544,0.6688437794300492,0.1928294689004987,0.6476988713852143,0.5384805059022625
OG_00018,1.3490361091017553,0.9871108476562923,2.466522369106284,1.8116474663354445,1.2497763872791288,0.7645200855549529,1.871281972097176,1.2806755217836219
OG_00019,0.896605660290664,0.8238521955092073,1.7307574839247724,1.0814501635209983,1.046554382272407,0.5229327138537915,1.2836849866767128,0.8604278851021433
OG_00020,1.9328313787742324,1.4835946183161803,3.4195892843255966,2.1600740446628723,1.3234222992905795,1.267945298856845,2.6033031936569087,1.6477239850519652
OG_00021,0.0,0.07559277140038587,0.25979340850602367,0.060254192449269196,0.21005578612718181,0.18029548856705127,0.30843623264112613,0.15692121059161224
OG_00022,0.5344714849126045,0.3531368862097539,1.1086264669208195,0.9749683252221216,0.7395584856690346,0.34223121083740055,0.8350315754501324,0.7495829121336105
OG_00023,0.3763225933950026,0.21161467227063754,0.6738952574057413,0.5769907888473559,0.5035634585074626,0.1770427792368817,0.4699572313512595,0.4652239529041255
OG_00024,1.1270760841731517,0.7730588574003174,2.045371077794309,1.2804364966676747,0.7855293990263733,0.82888462919228,1.5798281862186248,1.0031249420685542
OG_00025,0.24989017543303574,0.33983218689062206,0.7510193561660337,0.022572170016398448,0.0,0.5662571219933386,1.0175226486992668,0.10887747450689648
OG_00026,0.4978490163111416,0.23005281628795118,0.7596805136139152,0.5195172497972647,0.3083875756352619,0.34813110157675703,0.5578871587397598,0.42397425162701674
OG_00027,0.9688928711558964,0.7862128938632661,1.9434078393629532,1.1664753636079361,0.6209869614763948,0.8003621908023958,1.5259687994674789,0.8591527213663672
OG_00028,0.946974663619964,0.7406093897384197,1.842933133085905,1.3088920933618398,0.873019862928725,0.6045492350942239,1.4057557747814873,0.9589703482936052
OG_00029,0.5121799467092634,0.30584135895297937,0.8429946710677939,0.6017841516779505,0.5321023451415314,0.2724449214964565,0.611989526064029,0.4502066978250984
