"Predictor","MeanImportance","Type","P_value","P_adj","Significant","Significance_Label","Feature"
"lncRNA_28479",0.117110257775944,"lncRNA",0.0001999600079984,0.00108867115465796,TRUE,"**","OG_00510"
"FUN_008416",0.0924220180825856,"Other",0.000999800039992002,0.00181445192442993,TRUE,"**","OG_00510"
"lncRNA_28478",0.0701114651792965,"lncRNA",0.0001999600079984,0.00108867115465796,TRUE,"**","OG_00510"
"FUN_029401",0.0425131411284645,"Other",0.00379924015196961,0.00454055530357343,TRUE,"**","OG_00510"
"lncRNA_8587",0.0416907960074757,"lncRNA",0.000399920015996801,0.0012247550489902,TRUE,"**","OG_00510"
"FUN_032162",0.0414499809162199,"Other",0.000399920015996801,0.0012247550489902,TRUE,"**","OG_00510"
"FUN_022909",0.0331798701269817,"Other",0.000999800039992002,0.00181445192442993,TRUE,"**","OG_00510"
"lncRNA_17963",0.0290307788224618,"lncRNA",0.000399920015996801,0.0012247550489902,TRUE,"**","OG_00510"
"lncRNA_23849",0.0254317413032059,"lncRNA",0.000799840031993601,0.00181445192442993,TRUE,"**","OG_00510"
"lncRNA_35134",0.0240890239629221,"lncRNA",NA,NA,NA,"","OG_00510"
"lncRNA_18575",0.0235299564604434,"lncRNA",0.0031993601279744,0.00401970887873707,TRUE,"**","OG_00510"
"FUN_008029",0.0233032249142354,"Other",NA,NA,NA,"","OG_00510"
"FUN_024019",0.0218237436135713,"Other",NA,NA,NA,"","OG_00510"
"FUN_033699",0.0189849349527247,"Other",0.00899820035992801,0.00958503951383636,TRUE,"**","OG_00510"
"FUN_032681",0.0185611072229949,"Other",NA,NA,NA,"","OG_00510"
"FUN_034202",0.0185303734510249,"Other",NA,NA,NA,"","OG_00510"
"lncRNA_4374",0.0175716941582519,"lncRNA",0.0001999600079984,0.00108867115465796,TRUE,"**","OG_00510"
"lncRNA_7647",0.0162094680477063,"lncRNA",0.000799840031993601,0.00181445192442993,TRUE,"**","OG_00510"
"lncRNA_14783",0.0937504640919019,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_14784",0.072934062404572,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_3631",0.0559143650346553,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_7163",0.0542134560828477,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_3157",0.0466760850292891,"lncRNA",0.000399920015996801,0.00068279027121405,TRUE,"***","OG_00643"
"lncRNA_2866",0.0389608412640846,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_45934",0.0377368976719799,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_27820",0.0369740776955173,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_26991",0.0355609295756808,"lncRNA",0.000399920015996801,0.00068279027121405,TRUE,"***","OG_00643"
"lncRNA_7329",0.0341807577127773,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_35211",0.0281211494380622,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_29565",0.0239013334815765,"lncRNA",0.000999800039992002,0.00134588466922,TRUE,"**","OG_00643"
"lncRNA_8603",0.0223675607650531,"lncRNA",0.0015996800639872,0.001999600079984,TRUE,"**","OG_00643"
"lncRNA_6596",0.0222254257694254,"lncRNA",NA,NA,NA,"","OG_00643"
"lncRNA_26649",0.0216780445955949,"lncRNA",NA,NA,NA,"","OG_00643"
"lncRNA_20418",0.0211714596005135,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_1055",0.0210062235330267,"lncRNA",NA,NA,NA,"","OG_00643"
"lncRNA_4108",0.0201928701895904,"lncRNA",0.015996800639872,0.015996800639872,TRUE,"*","OG_00643"
"lncRNA_12341",0.0201832334231097,"lncRNA",0.0001999600079984,0.000466573351996267,TRUE,"***","OG_00643"
"lncRNA_1053",0.0190939557480887,"lncRNA",NA,NA,NA,"","OG_00643"
"lncRNA_26786",0.0887116458339474,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"FUN_005348",0.0438098220959017,"Other",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"lncRNA_49117",0.0424585147233717,"lncRNA",0.000599880023995201,0.00081801821453891,TRUE,"***","OG_01023"
"lncRNA_13424",0.031797554697785,"lncRNA",0.000399920015996801,0.000585248803897757,TRUE,"***","OG_01023"
"lncRNA_3447",0.0284814781970804,"lncRNA",NA,NA,NA,"","OG_01023"
"lncRNA_43241",0.0272460275816208,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"lncRNA_13338",0.0238509998622306,"lncRNA",0.000399920015996801,0.000585248803897757,TRUE,"***","OG_01023"
"lncRNA_20196",0.0220158788301945,"lncRNA",0.000599880023995201,0.00081801821453891,TRUE,"***","OG_01023"
"Cluster_1950",0.0212246367866745,"miRNA",NA,NA,NA,"","OG_01023"
"lncRNA_14728",0.0164502327282997,"lncRNA",NA,NA,NA,"","OG_01023"
"FUN_015998",0.0163190944377908,"Other",NA,NA,NA,"","OG_01023"
"lncRNA_30938",0.016101904363339,"lncRNA",NA,NA,NA,"","OG_01023"
"lncRNA_29731",0.0148107401262148,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"FUN_022780",0.0146542182496027,"Other",0.000399920015996801,0.000585248803897757,TRUE,"***","OG_01023"
"lncRNA_22771",0.0143758411469375,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"FUN_009511",0.0140600399633279,"Other",NA,NA,NA,"","OG_01023"
"lncRNA_27103",0.0139100241087331,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"Cluster_15097",0.013622859975993,"miRNA",NA,NA,NA,"","OG_01023"
"lncRNA_15123",0.0133497913521588,"lncRNA",0.0001999600079984,0.000479904019196161,TRUE,"***","OG_01023"
"lncRNA_49118",0.0124428258985954,"lncRNA",0.00479904019196161,0.00488037985623214,TRUE,"**","OG_01023"
"lncRNA_14662",0.0737202617127851,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_14661",0.0622695161836409,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_6596",0.0586043385614444,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"FUN_016125",0.0458190254067673,"Other",0.0021995600879824,0.002375524895021,TRUE,"**","OG_01117"
"lncRNA_38408",0.0455917078450222,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_7364",0.03344206168484,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"FUN_042993",0.0323250105300632,"Other",0.000999800039992002,0.0011997600479904,TRUE,"**","OG_01117"
"lncRNA_18442",0.0274919639096327,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_18503",0.0265807357312042,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_30819",0.0246993403304039,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_45934",0.0241874090577054,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_13576",0.0237019620516525,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_35353",0.0220639330878884,"lncRNA",NA,NA,NA,"","OG_01117"
"lncRNA_19567",0.0219480780996892,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_54265",0.020818194613305,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_19566",0.0187184203708213,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_45010",0.0169574772550124,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_45011",0.0169407170556651,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_54263",0.0165180676785364,"lncRNA",NA,NA,NA,"","OG_01117"
"lncRNA_18163",0.0155475418591095,"lncRNA",0.0001999600079984,0.000372339325238401,TRUE,"***","OG_01117"
"lncRNA_43168",0.110717164190352,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_7352",0.0981589139086676,"lncRNA",0.000599880023995201,0.00128156186944429,TRUE,"**","OG_01147"
"lncRNA_51553",0.0908407612050794,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_18574",0.0678613190801032,"lncRNA",0.000799840031993601,0.00134258862513212,TRUE,"**","OG_01147"
"lncRNA_4202",0.0623573684962524,"lncRNA",0.000399920015996801,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_3212",0.0502579581408397,"lncRNA",0.000399920015996801,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_3211",0.0485737797997029,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_18575",0.0452238334892267,"lncRNA",0.0025994801039792,0.00339376569130618,TRUE,"**","OG_01147"
"lncRNA_27819",0.038621564442299,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_4201",0.0345434321234949,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_17850",0.0331581606590902,"lncRNA",0.000799840031993601,0.00134258862513212,TRUE,"**","OG_01147"
"lncRNA_18170",0.0307262860740634,"lncRNA",0.0001999600079984,0.000939812037592481,TRUE,"***","OG_01147"
"lncRNA_41543",0.0271291022124954,"lncRNA",0.001999600079984,0.00276415305174259,TRUE,"**","OG_01147"
"lncRNA_21239",0.0263999706684297,"lncRNA",0.000599880023995201,0.00128156186944429,TRUE,"**","OG_01147"
"lncRNA_7667",0.0206559234835897,"lncRNA",0.000399920015996801,0.000939812037592481,TRUE,"***","OG_01147"
"FUN_001066",0.0192880580721287,"Other",NA,NA,NA,"","OG_01147"
"lncRNA_12058",0.0190041068913607,"lncRNA",0.000799840031993601,0.00134258862513212,TRUE,"**","OG_01147"
"lncRNA_3210",0.0184734096110626,"lncRNA",0.0015996800639872,0.0025925849312896,TRUE,"**","OG_01147"
"lncRNA_14766",0.0174356340467355,"lncRNA",0.000799840031993601,0.00134258862513212,TRUE,"**","OG_01147"
"FUN_043548",0.0148641776895503,"Other",0.00579884023195361,0.00648917835480523,TRUE,"**","OG_01147"
"lncRNA_20264",0.0666550277850485,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"FUN_011723",0.0545007226204222,"Other",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_13280",0.0439310541812781,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_7363",0.0379410017273021,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_1146",0.0377386507495976,"lncRNA",0.0015996800639872,0.00174082830492725,TRUE,"**","OG_01155"
"lncRNA_6423",0.0342706822696771,"lncRNA",0.000999800039992002,0.001275606947576,TRUE,"**","OG_01155"
"lncRNA_9236",0.0339390663022144,"lncRNA",0.000599880023995201,0.000887822435512897,TRUE,"***","OG_01155"
"lncRNA_8891",0.0329944633599957,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_43304",0.0293384230227989,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_22046",0.0289893559354599,"lncRNA",0.000999800039992002,0.001275606947576,TRUE,"**","OG_01155"
"FUN_038050",0.0254878732476581,"Other",0.0017996400719856,0.00190247664752764,TRUE,"**","OG_01155"
"lncRNA_51602",0.0239767104674728,"lncRNA",NA,NA,NA,"","OG_01155"
"lncRNA_40303",0.0234764656409678,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_30852",0.0232319246083339,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_18438",0.0227176313153766,"lncRNA",0.0011997600479904,0.0013872225554889,TRUE,"**","OG_01155"
"lncRNA_10940",0.021676220831182,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_36501",0.0198621144717696,"lncRNA",0.000399920015996801,0.000643349590951375,TRUE,"***","OG_01155"
"lncRNA_32677",0.0197331932945662,"lncRNA",0.0001999600079984,0.000389395805049516,TRUE,"***","OG_01155"
"lncRNA_51600",0.0193706496987788,"lncRNA",NA,NA,NA,"","OG_01155"
"Cluster_14146",0.0182259833535472,"miRNA",NA,NA,NA,"","OG_01155"
"lncRNA_42907",0.235819094256287,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_54010",0.124652864947893,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_3220",0.0931734004900457,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_25820",0.055646608602902,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_41670",0.051401935719574,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_19944",0.0403016845939155,"lncRNA",0.000399920015996801,0.000763483666902983,TRUE,"***","OG_01277"
"lncRNA_43382",0.0382516693681102,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"FUN_038607",0.0380808126482328,"Other",0.000599880023995201,0.00100779844031194,TRUE,"**","OG_01277"
"lncRNA_43476",0.0375821131651061,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_35286",0.0374047211501031,"lncRNA",0.000599880023995201,0.00100779844031194,TRUE,"**","OG_01277"
"lncRNA_19764",0.028952082127866,"lncRNA",NA,NA,NA,"","OG_01277"
"lncRNA_54475",0.0273956075609058,"lncRNA",0.00339932013597281,0.00356928614277145,TRUE,"**","OG_01277"
"FUN_000545",0.0244224800162708,"Other",0.0027994401119776,0.0030147816590528,TRUE,"**","OG_01277"
"lncRNA_14813",0.024252867256702,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_18432",0.0227540887574259,"lncRNA",0.000799840031993601,0.0011583890118528,TRUE,"**","OG_01277"
"lncRNA_13462",0.0223586440892892,"lncRNA",0.0015996800639872,0.00191961607678464,TRUE,"**","OG_01277"
"lncRNA_45957",0.0213509449705483,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_45955",0.0208921412734319,"lncRNA",0.0001999600079984,0.000442016859785938,TRUE,"***","OG_01277"
"lncRNA_53587",0.0205265069329896,"lncRNA",0.000999800039992002,0.0013122375524895,TRUE,"**","OG_01277"
"FUN_031686",0.0181110330529467,"Other",0.000999800039992002,0.0013122375524895,TRUE,"**","OG_01277"
"FUN_026511",0.0432818691348434,"Other",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_45016",0.0393844504076448,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_48142",0.0393698611151647,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_54266",0.0376728034227083,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_46358",0.0315720425404474,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_53984",0.0297335679665302,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"FUN_024566",0.0246967188220704,"Other",0.000999800039992002,0.00108867115465796,TRUE,"**","OG_01317"
"FUN_000483",0.0242890720904974,"Other",NA,NA,NA,"","OG_01317"
"lncRNA_12300",0.022961746036665,"lncRNA",0.0015996800639872,0.00166775155607176,TRUE,"**","OG_01317"
"lncRNA_45342",0.022705476463708,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_41139",0.0205370316882518,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_13545",0.0203936667156395,"lncRNA",0.000799840031993601,0.000911445617853174,TRUE,"***","OG_01317"
"lncRNA_45644",0.0202031768768581,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"FUN_038753",0.0201499883791403,"Other",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_54067",0.0200512824595574,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_30241",0.0195719457973109,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_46240",0.0190967555966778,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_46241",0.0189776831566176,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_46242",0.018834385345308,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"lncRNA_17979",0.0184908758361506,"lncRNA",0.0001999600079984,0.000264811902484368,TRUE,"***","OG_01317"
"FUN_005317",0.0716436334757548,"Other",0.000599880023995201,0.00088553717827863,TRUE,"***","OG_01452"
"FUN_012687",0.0547583767274323,"Other",0.000399920015996801,0.000688751138661157,TRUE,"***","OG_01452"
"lncRNA_48620",0.0514988519036537,"lncRNA",0.000399920015996801,0.000688751138661157,TRUE,"***","OG_01452"
"FUN_016127",0.0455076451472771,"Other",0.00699860027994401,0.00711333143207424,TRUE,"**","OG_01452"
"lncRNA_42893",0.0394913314368582,"lncRNA",0.0001999600079984,0.000516563353995867,TRUE,"***","OG_01452"
"lncRNA_48142",0.0370842583324261,"lncRNA",0.0001999600079984,0.000516563353995867,TRUE,"***","OG_01452"
"lncRNA_42907",0.0285775719086281,"lncRNA",0.0001999600079984,0.000516563353995867,TRUE,"***","OG_01452"
"lncRNA_37896",0.0276995978701248,"lncRNA",0.000999800039992002,0.00131888515913839,TRUE,"**","OG_01452"
"lncRNA_46418",0.0258223282660417,"lncRNA",0.0001999600079984,0.000516563353995867,TRUE,"***","OG_01452"
