,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20
TP1,0.46144520969368963,-6.125899926289429,36.426242166658284,30.990165655430143,9.90477086112354,36.73371596173809,18.418823763453222,13.12108368922807,21.472659698734535,-16.959627446941802,53.00606537111597,11.838220618413374,44.87798596346921,6.446539120289856,8.030481900481785,41.60503917116787,4.589902911148489,37.81329617728445,8.445820167520425,39.42375299529287
TP2,-4.204984800425048,17.054239371092883,16.978025137052313,23.05718703817724,-1.4735357158320046,15.779023635918264,6.250387641783729,7.043222422198519,20.765308640601827,9.802819017219411,8.530783488154459,22.552172918313452,4.391698065127464,10.35599334993723,-5.935957103132662,32.18947126467763,-19.249490416830934,21.97275442368967,-2.3338212963363025,24.487553912977567
TP3,-1.2001423859000224,3.907887962391836,1.385261150811959,16.784415452709553,15.385943261046757,-2.8101864621412584,32.10771420400629,18.437730567022655,14.949304032414188,7.462277383209706,5.973129244900061,21.853760910841288,0.4195676064849631,1.6337921244030797,28.36788315677524,19.578591208437967,-20.03699930678807,6.756567453941578,32.59858924648235,39.83057906017535
TP4,34.99978914066227,-13.502974462794953,6.0978547002549455,42.25960180737815,32.402053045074204,23.879482385866286,21.75050075391397,4.370813742508651,17.96993830082484,19.344067955771646,-3.0092301303962192,15.353978168541785,4.808241337590008,19.175391996812454,20.188150355903282,35.39617979524222,-6.721089641270183,42.37295639229491,32.2114721903021,33.40475344535795
