,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20
OG_00001,0.5824266632228191,1.5703559608265791,0.518432387164614,1.284106050784064,0.6375335179007661,0.38279921504671427,0.6232913402061262,0.3440278730253597,0.662876394438686,1.1174344834427994,0.8534026731201944,0.36247298325623095,0.5434576934557991,0.33291101029479947,0.4166900544624896,0.415863761688102,1.2773413186822087,0.27500171067815093,0.45464805815201903,0.6793793927994469
OG_00002,0.20425772901041525,0.8605703104946835,0.2432975786824961,0.5169871561517239,0.20463863411550198,0.1797824783729584,0.2927841877897109,0.2711069055562442,0.3404646460232081,0.2759710681679071,0.2593622780366113,0.08535494329762561,0.19473673444104608,0.20352404350279027,0.2576214092454855,0.21459268253560132,0.30854197418466955,0.15538443811465769,0.2362184600021842,0.19048964730883727
OG_00003,0.15931290722922495,0.26585311459839517,0.12145979265145834,0.2964181267118593,0.42938019131386723,0.17783846736115455,0.06750528396622542,0.2910162593844246,0.20113167119347528,0.2522381742149893,0.1188075041150982,0.02698880134076376,0.11598935599957574,0.17789515386532612,0.03418862539454852,0.2172272420808466,0.2245025930372858,0.11843352949421654,0.275544148043332,0.03716658405531871
OG_00004,0.20690578128960363,0.20055460213969906,0.10060524770008142,0.41777345778712816,0.05425841451958709,0.07934006638963,0.13759410690797758,0.22754783671838316,0.22546539942558552,0.11437593319653304,0.09927266112458306,0.13215667638082887,0.10624333211382418,0.16213752074491794,0.0039070489505648775,0.15231763189765554,0.2518505185381997,0.0,0.07767368620076613,0.14933038508941524
OG_00005,0.22347589760964098,0.4754596669161127,0.16729755239606067,0.4967597835172957,0.09193235266060745,0.10176907136464883,0.1990639608951217,0.20642527009501915,0.27694637122391447,0.21761340105444146,0.23442818943381968,0.1645215875476852,0.09406941960520251,0.13296713324287066,0.06146585525843706,0.17004575981421566,0.5395014731250852,0.016264489769914563,0.07856187822324497,0.23484507283131817
OG_00006,0.19432943448406223,0.2834371705713133,0.1926925639468791,0.4271551761049645,0.011398873835753921,0.03598999560433415,0.24631700583558855,0.13093138056690537,0.21832025049058779,0.11279737848676172,0.1494073046098951,0.1740588165844978,0.022168231848688432,0.11755103173087303,0.08745867460749794,0.16329059510167193,0.4145224594905619,0.0,0.10008703879189426,0.17465149421765028
OG_00007,0.3826576622224724,1.013896694780565,0.37791348599761304,0.9175942423006556,0.2802688668861296,0.21810563963257187,0.4144406827394775,0.3385212448428453,0.4926869676035216,0.44605471431956806,0.4933171127188839,0.32004056831968347,0.21665220860748372,0.2778492755706006,0.20652421658310408,0.3298999447705953,1.0400510639189144,0.13852183911066893,0.23600876849386648,0.45568054298145005
OG_00008,0.6443701691922175,1.4063754181492625,0.6097267960519502,1.465757762516479,0.5909994838433119,0.5171553578632443,0.5867469007409947,0.6805478415237873,0.816408245016814,0.8292579424486988,0.6009564704485164,0.32534932630873564,0.4069932671258524,0.7970815925974454,0.3942314177610705,0.7985277437755232,1.0590887413926906,0.44842170344650567,0.5944878899158339,0.3932306585776166
OG_00009,0.13248992230889906,0.44012804194451,0.25061944247497425,0.45210829760634014,0.04020390662832144,0.09678949302439345,0.23727326431020432,0.03675822575767093,0.17888011621786706,0.3625155152690808,0.2894693800785518,0.09761250274174343,0.14351818884256531,0.13141505084193553,0.19277498821858535,0.19326809137227677,0.2153301633204981,0.14216726890395334,0.10874315891845612,0.16516313673751948
OG_00010,0.2681010794210362,0.8096810902659,0.3013566422653327,0.6386458951862429,0.17928379507536024,0.21171679172571395,0.2883172686979559,0.18231461314413624,0.28660734935710824,0.2809949240521302,0.23219522680248442,0.13894741345130213,0.16880920076238282,0.28325660378565765,0.18964807393698313,0.2654013655023004,0.2940083514048861,0.13312970069321367,0.2575359132960092,0.18513544790092037
OG_00011,0.2966130786795095,0.6790166535114777,0.19555026723729985,0.5252018086921165,0.30285609775643796,0.15476988225939758,0.16431145656229074,0.0,0.24838914776602913,0.565852167108042,0.374545179829767,0.13821702244337433,0.24395178361358752,0.19362709345033066,0.11294573161318011,0.13497197375675268,0.5625187939727422,0.10746470279143086,0.07797122952257102,0.29712033603679683
OG_00012,0.3658663569861791,0.6481445240387348,0.5550178993490366,1.1147510683359974,0.24722834854882508,0.36778495008750883,0.6170817984508504,0.5348594511520076,0.5667441200535176,0.5497110755636277,0.40015148282080604,0.2767857035203926,0.18841786626815624,0.5460727112678029,0.42678885511747044,0.6588605840473465,0.49986380644586875,0.3207820285566149,0.6173314276403996,0.23724808826260327
OG_00013,0.35684444816909755,0.49853102167545377,0.32151720057141825,0.7425095364184032,0.30190405588342484,0.22881397481570462,0.3894453994219902,0.4789332101230483,0.45389311036427904,0.5146772684539761,0.30771976536377016,0.21086009532588335,0.20045943957468443,0.3584631792476743,0.2043597602688719,0.4655168565327854,0.454867417893559,0.1977727037071794,0.3589032804870789,0.185425292337976
OG_00014,0.34884810643285363,0.3685500504244856,0.1283140274445763,0.4296898026896777,0.09076739567865015,0.08659202023046778,0.15356126432912565,0.21488268507023378,0.21647434901337895,0.20785319084419188,0.16165871746301705,0.12971114266976014,0.11390777706726332,0.06360350991454705,0.07632992139463506,0.15081344598345828,0.26767428537921173,0.0,0.16897862523605875,0.1469747108081019
OG_00015,0.13508937797034362,0.4262504327408878,0.22129191566349457,0.3444248907270101,0.0,0.07420891697209638,0.22135713795187048,0.15287998003878933,0.2005155145504347,0.09968010622958384,0.11983801336775117,0.10235676167967656,0.014635633224825676,0.17861743638992741,0.12916916831053687,0.20100353775916321,0.23500870557076178,0.08150031530730174,0.08719976043603458,0.08137623971446953
