,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
peve_POR.260,-0.023102460746617967,-0.005503873295585731,-0.024269500385116424,0.005993610942851532,0.1259699320856828,-0.047699879552634675,-0.13593887643071265,-0.01994503446142551,-0.03404590522360453,-0.07427795061173185,-0.002749979290236878,0.29436020693495374,-0.012319412133241801,0.005799378485496808,0.06240298895711695,-0.0075336641342256365,0.01147487486142199,0.02361242988461801,-0.06077199515689889,0.026929407066838218,peve,POR.260
peve_POR.262,0.1979856034801625,0.01505515199730212,-0.10337695611983881,-0.015451355169171559,-0.031637698520495215,-0.005094490486592759,-0.005275162023214467,-0.009710849017410782,0.22731698967312267,-0.27893779312224226,-0.08410828614208614,0.3295949341308976,-0.0640269788540435,0.04747689476070163,0.10897614391477901,-0.1319966308053987,-0.03478261768497561,0.12304790730771287,-0.1010379753907808,-0.01245491683862051,peve,POR.262
peve_POR.69,-0.08302838935527984,0.003036692330216075,0.0018723880554587279,-0.04691220364102986,-0.19704472714874435,0.5214810348982863,0.128918014372304,-0.15490007563363523,-0.3258499430837006,0.15012603924482076,0.04531478043050274,0.2902161267973203,0.011551327135673107,-0.01199822078703581,-0.02053282554553842,0.02118011700211662,-0.016095639327936406,-0.1397462958608344,0.2568098271476216,-0.05737665634933862,peve,POR.69
peve_POR.72,-1.4718873118877913e-05,-0.0657016632290807,-0.059274803524517236,-0.20504944263153038,-0.18817985368013537,0.4284634506582463,-0.03231778260841466,-0.07236019878031225,0.06045438584485796,0.2724136813672103,0.08731360621909193,0.023177811794094845,0.02177810585765996,0.010515570926206363,-0.04452630456880112,0.1399135390077426,0.025678303657336015,-0.20026665637518118,0.2257468215052748,0.06498280271051465,peve,POR.72
peve_POR.73,0.1212972979330324,0.027696914297468393,0.015161728276637221,-0.08130287784016434,0.15041494020705146,0.0958340569683928,0.34760681652872194,0.21527337532398988,-0.6063893293965055,0.25570524508485737,0.19694730567792582,0.12019619368751822,0.06442633025539385,0.05237547642945553,-0.02455446054518767,0.16316756666928142,-0.07018492117218658,-0.027280648742891763,-0.3446921655667329,-0.09610774415717165,peve,POR.73
peve_POR.74,0.14731512643519634,-0.023879288040667735,-0.12744985828985092,-0.18668985414046424,-0.03536226781638061,0.2346207376711769,-0.13750825197793953,-0.020107798442588972,-0.023426670233834025,0.12618981691884035,0.11673919391486648,0.1026341976213471,0.026920946298524203,-0.057289260207198246,0.07595137035171548,0.18239501621683413,-0.0691540450626494,-0.0700711168469702,0.006807398893606158,0.07185204394179097,peve,POR.74
peve_POR.83,0.017184862183294167,-0.04631291432455895,-0.002824687449180204,-0.2594508003397391,-0.16190679944149558,0.5074901903654232,0.3009660619955403,-0.12284422507302038,-0.017566815847841786,0.3309630850306286,0.14096339402432737,0.16153473500450302,0.0017527874669653425,0.06738522261870622,-0.1526707005535235,0.07865884483657139,0.04834264302867106,-0.16857731202159815,0.16177178610341356,-0.02455951862838413,peve,POR.83
ptua_POC.219,0.20619970681342295,0.09209154069154066,0.23101660261507867,-0.047777571973515065,-0.047115574615673915,-0.046738883878709,-0.29911230925285825,0.5703807378717864,-0.19587382883806778,0.0008076140071602569,0.039578969311495564,0.054475092492670116,-0.029664048732402946,0.5549986946346147,0.21347998232054097,-0.25849958917616633,0.03691701766069436,0.0878830686623774,-0.0025445927132716024,0.16223253727525286,ptua,POC.219
ptua_POC.222,0.12051993160886763,0.018507381303844408,0.3982778120989115,-0.20871180513142137,-0.016414178206849976,-0.02589035902423666,-0.03438118369092203,0.09088392911475394,-0.15870190192952113,0.0791585456408519,-0.10250480158221693,0.13351343129130824,0.042139108101608945,0.3982569220884076,0.1837426827964391,0.027016440259087816,0.07849450446381977,-0.019833323022943522,-0.03547683062358432,0.2362953489055616,ptua,POC.222
ptua_POC.255,0.06165216741714159,-0.01790537504130823,0.4236990765537987,-0.07711020031632396,-0.09461787422977719,0.05368313744633171,-0.27672254573834293,0.32324893579085623,-0.30758247593016425,0.008887435958791857,-0.14064671701377646,0.09118084559557688,-0.09287800467022864,0.21551792214593213,0.08275123548292676,-0.06979887492344744,0.008489800509702657,0.05661284414113255,0.11422505139983616,0.27183653749091063,ptua,POC.255
ptua_POC.259,-0.03699908788947015,0.020036262648552263,0.24293673419324077,0.057084983966382376,-0.04059415430400635,-0.05512143670991531,-0.06866888350339842,0.05608047857685738,0.06866087325581738,0.03401973405069652,-0.03695672226512019,0.09678031772181146,-0.011339580522605837,0.018780709302945127,-0.17125660374821752,-0.25455826131098364,0.0708790490721255,0.07502435498965572,0.1586675353082725,0.06188237174395394,ptua,POC.259
ptua_POC.40,0.10287085494850513,-0.0550628115571545,-0.041577978865091694,-0.27616543690744205,-0.18291157010360395,0.02012210702192568,-0.1379013875641186,-0.262425995062522,-0.04818535045664242,0.02174898225308577,-0.04028844612282651,0.04792686278331033,-0.022983790503534347,0.00419921675868471,0.028159988119218028,0.4173651667184576,0.02868550522962421,0.02538680981735131,0.1721755816665115,0.32899993229549085,ptua,POC.40
ptua_POC.42,0.7100447194544752,0.04120299479460912,0.11686446938231626,-0.44047853989127034,-0.13456920574483136,-0.07543838073118143,-0.013364174065760504,-0.11250766874389864,0.2220517452273941,0.10495939906150248,0.11089680935389908,0.21388008130757027,0.1595627098370986,-0.14646756950271309,-0.05987101738976251,0.4341571293098741,0.0005284351221384546,-0.17777924121046135,0.13680072844545407,0.03406604013747503,ptua,POC.42
ptua_POC.52,0.019017170315461157,-0.020203774998037355,0.24082596295358877,-0.24581421130735698,-0.16076673457694293,-0.03675428816325529,-0.09996235547645568,-0.11253649871606075,-0.03941252184797721,0.08967078310431251,-0.5829595831269607,0.15330385967411547,0.8112147972665725,-0.002317346155817387,0.05289007208052316,0.25175273730074926,0.11460239517176836,-0.032135669200522785,0.11936128348577699,0.38945878070748047,ptua,POC.52
ptua_POC.53,0.3272172545233972,0.055827286154664264,0.066303007569646,-0.3088849103713199,-0.1640427374042627,-0.029091639716792454,-0.09494220762522283,-0.08214980661344856,-0.10192423063637879,0.06217896917888572,0.09101949564028268,0.10924329054040478,0.03535629289493339,0.3490890539409989,0.1334934803684257,0.20574919478194562,0.036089082342772014,0.009452705413809092,0.09158783777610018,0.2923784565353616,ptua,POC.53
ptua_POC.57,0.1171675355757634,-0.009381399719111973,0.0756631196314463,-0.21215822814479676,-0.10854378861764885,-0.021495551021742797,-0.21585801180407044,-0.023433576550811002,-0.15000078965312558,0.03704006272037671,0.026407075904290582,-0.014482637731395145,0.06579322009063998,0.44800441638574523,0.23508726405842947,0.19036555555204174,-0.05030298675015982,-0.031720643604665734,0.028001195263272962,0.2500359444217266,ptua,POC.57
