query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
FUN_004142-T1,Pocillopora_meandrina_HIv1___RNAseq.g144.t1,52.698,0,737,52.698,0,731,52.698,0,737
FUN_004143-T1,Pocillopora_meandrina_HIv1___TS.g14930.t1,53.626,7.03e-142,439,53.222,1.0099999999999999e-150,463,53.424,1.0099999999999999e-150,463
FUN_004150-T1,Pocillopora_meandrina_HIv1___RNAseq.g16785.t1,50.781,6.1e-30,106,50.781,4.9e-30,106,50.781,4.9e-30,106
FUN_004153-T1,Pocillopora_meandrina_HIv1___RNAseq.g16782.t1,36.496,9.86e-13,62.8,36.496,1.76e-12,62.8,36.496,9.86e-13,62.8
FUN_004156-T1,Pocillopora_meandrina_HIv1___RNAseq.g16776.t1,95.213,9.829999999999999e-135,374,95.213,1.17e-134,374,95.213,9.829999999999999e-135,374
FUN_004157-T1,Pocillopora_meandrina_HIv1___RNAseq.g16774.t1,85.149,0,893,84.356,0,886,84.7525,0,893
FUN_004158-T1,Pocillopora_meandrina_HIv1___RNAseq.g16773.t1,65.957,7.9e-94,271,65.957,9.479999999999999e-94,271,65.957,7.9e-94,271
FUN_004159-T1,Pocillopora_meandrina_HIv1___TS.g17596.t1,56.349,3.0799999999999997e-43,147,56.349,3.619999999999999e-43,147,56.349,3.0799999999999997e-43,147
FUN_004160-T1,Pocillopora_meandrina_HIv1___RNAseq.g16770.t1,72.596,0,2822,72.596,0,2786,72.596,0,2822
FUN_004161-T1,Pocillopora_meandrina_HIv1___RNAseq.g16769.t1,76.712,0,604,76.712,0,604,76.712,0,604
FUN_004162-T1,Pocillopora_meandrina_HIv1___RNAseq.24438_t,38.158,1.1599999999999999e-28,110,38.158,1.46e-28,110,38.158,1.1599999999999999e-28,110
FUN_004163-T1,Pocillopora_meandrina_HIv1___RNAseq.g16740.t1,70.38,0,551,70.38,0,551,70.38,0,551
FUN_004164-T1,Pocillopora_meandrina_HIv1___RNAseq.g16741.t2,56.604,1.7899999999999998e-56,179,56.604,1.4399999999999999e-56,179,56.604,1.4399999999999999e-56,179
FUN_004165-T1,Pocillopora_meandrina_HIv1___RNAseq.g16742.t1,88.101,0,794,88.101,0,794,88.101,0,794
FUN_004170-T1,Pocillopora_meandrina_HIv1___RNAseq.g16738.t1,86.082,1.16e-127,357,86.082,1.38e-127,357,86.082,1.16e-127,357
FUN_004171-T1,Pocillopora_meandrina_HIv1___TS.g17567.t1,79.874,0,1916,80.739,0,1950,80.3065,0,1950
FUN_004172-T1,Pocillopora_meandrina_HIv1___TS.g17566.t1,90.358,0,627,90.358,0,642,90.358,0,642
FUN_004173-T1,Pocillopora_meandrina_HIv1___RNAseq.g16729.t1,52.431,1.7299999999999998e-99,293,52.431,2.06e-99,293,52.431,1.7299999999999998e-99,293
FUN_004174-T1,Pocillopora_meandrina_HIv1___TS.g17559.t2,53.295,0,1853,51.557,0,1845,52.426,0,1853
FUN_004175-T1,Pocillopora_meandrina_HIv1___RNAseq.g11173.t1,59.664,1.65e-24,90.5,59.664,3.41e-33,112,59.664,3.41e-33,112
FUN_004176-T2,Pocillopora_meandrina_HIv1___RNAseq.g16715.t1,62.055,0,647,62.055,0,647,62.055,0,647
FUN_004193-T1,Pocillopora_meandrina_HIv1___RNAseq.g17004.t1,46.953,1.58e-122,410,46.953,1.8300000000000002e-122,411,46.953,1.58e-122,411
FUN_004196-T2,Pocillopora_meandrina_HIv1___RNAseq.g17013.t1,48.671,0,1061,49.188,0,1107,48.929500000000004,0,1107
FUN_004197-T1,Pocillopora_meandrina_HIv1___RNAseq.g17019.t1,60.87,8.649999999999999e-165,473,60.248,8.199999999999999e-162,466,60.559,8.649999999999999e-165,473
FUN_004198-T1,Pocillopora_meandrina_HIv1___RNAseq.g17020.t1,75.281,8.54e-98,283,75.281,8.13e-98,283,75.281,8.13e-98,283
FUN_004199-T1,Pocillopora_meandrina_HIv1___RNAseq.g17021.t1,62.025,1.1299999999999997e-176,499,62.025,1.5499999999999996e-176,499,62.025,1.1299999999999997e-176,499
FUN_004200-T1,Pocillopora_meandrina_HIv1___RNAseq.g17022.t1,69.298,3.5899999999999996e-48,149,69.298,4.0699999999999996e-48,149,69.298,3.5899999999999996e-48,149
FUN_004201-T1,Pocillopora_meandrina_HIv1___RNAseq.g17023.t1,62.551,0,1196,62.551,0,1171,62.551,0,1196
FUN_004202-T1,Pocillopora_meandrina_HIv1___RNAseq.g16814.t1,82.8,0,1706,82.8,0,1743,82.8,0,1743
FUN_004203-T1,Pocillopora_meandrina_HIv1___RNAseq.g16813.t1,66.071,7.7e-46,143,66.071,9.81e-46,143,66.071,7.7e-46,143
FUN_004204-T1,Pocillopora_meandrina_HIv1___RNAseq.g16708.t1,73.109,0,710,73.109,0,710,73.109,0,710
FUN_004205-T1,Pocillopora_meandrina_HIv1___RNAseq.g11214.t1,66.316,9.409999999999999e-88,257,66.316,1.3799999999999999e-87,257,66.316,9.409999999999999e-88,257
FUN_004206-T1,Pocillopora_meandrina_HIv1___RNAseq.g11215.t1,53.252,5.239999999999999e-88,259,53.252,6.959999999999999e-88,259,53.252,5.239999999999999e-88,259
FUN_004207-T1,Pocillopora_meandrina_HIv1___RNAseq.g11217.t1,90.196,0,662,90.196,0,662,90.196,0,662
FUN_004208-T2,Pocillopora_meandrina_HIv1___RNAseq.g11218.t1,83.18,0,768,83.18,0,769,83.18,0,769
FUN_004209-T1,Pocillopora_meandrina_HIv1___RNAseq.g11219.t1,77.099,5.0999999999999995e-158,441,77.407,1.55e-163,454,77.253,1.55e-163,454
FUN_004210-T1,Pocillopora_meandrina_HIv1___RNAseq.g11220.t2a,62.985,5.839999999999999e-146,419,62.985,5.43e-146,419,62.985,5.43e-146,419
FUN_004211-T1,Pocillopora_meandrina_HIv1___RNAseq.g11221.t1,61.207,1.19e-51,162,61.207,2.8e-51,162,61.207,1.19e-51,162
FUN_004212-T1,Pocillopora_meandrina_HIv1___RNAseq.g11222.t1,75.115,6.799999999999999e-112,319,75.115,1.23e-120,341,75.115,1.23e-120,341
FUN_004213-T1,Pocillopora_meandrina_HIv1___RNAseq.g11223.t1,79.612,0,706,79.612,0,706,79.612,0,706
FUN_004222-T1,Pocillopora_meandrina_HIv1___RNAseq.g11224.t1,55.243,3.3299999999999994e-96,291,55,3.3699999999999995e-118,348,55.1215,3.3699999999999995e-118,348
FUN_004223-T1,Pocillopora_meandrina_HIv1___RNAseq.g11225.t1,42.857,1.13e-62,197,42.857,1.73e-62,197,42.857,1.13e-62,197
FUN_004224-T1,Pocillopora_meandrina_HIv1___RNAseq.g11226.t1,82.203,0,617,82.203,0,606,82.203,0,617
FUN_004225-T1,Pocillopora_meandrina_HIv1___RNAseq.g11227.t1,81.713,0,726,81.713,0,707,81.713,0,726
FUN_004226-T1,Pocillopora_meandrina_HIv1___RNAseq.g11228.t1,73.415,0,719,73.415,0,694,73.415,0,719
FUN_004228-T1,Pocillopora_meandrina_HIv1___TS.g7343.t2,66.862,7.289999999999999e-180,501,66.862,9.089999999999997e-180,501,66.862,7.289999999999999e-180,501
FUN_004230-T1,Pocillopora_meandrina_HIv1___RNAseq.g12558.t1,76.104,0,1225,76.104,0,1225,76.104,0,1225
FUN_004231-T1,Pocillopora_meandrina_HIv1___RNAseq.g12557.t1,62.384,0,980,61.67,0,1022,62.027,0,1022
FUN_004233-T1,Pocillopora_meandrina_HIv1___RNAseq.g12556.t1,86.73,1.69e-139,388,86.73,2.02e-139,388,86.73,1.69e-139,388
FUN_004235-T1,Pocillopora_meandrina_HIv1___RNAseq.g11536.t1,56.25,3.16e-83,250,56.25,5.31e-83,250,56.25,3.16e-83,250
FUN_004236-T1,Pocillopora_meandrina_HIv1___RNAseq.g11535.t1,61.136,0,562,61.136,0,562,61.136,0,562
FUN_004237-T1,Pocillopora_meandrina_HIv1___RNAseq.g11534.t1,79.333,1.8599999999999996e-180,499,79.333,2.1199999999999998e-180,499,79.333,1.8599999999999996e-180,499
FUN_004238-T1,Pocillopora_meandrina_HIv1___RNAseq.g11533.t1,57.674,4.4500000000000005e-77,230,57.674,5.2100000000000005e-77,230,57.674,4.4500000000000005e-77,230
FUN_004239-T1,Pocillopora_meandrina_HIv1___RNAseq.g11532.t1,81.25,1.3100000000000001e-65,194,81.25,1.6e-65,194,81.25,1.3100000000000001e-65,194
FUN_004241-T1,Pocillopora_meandrina_HIv1___RNAseq.g11531.t1,66.216,5.33e-29,110,63.75,6.43e-29,112,64.983,5.33e-29,112
FUN_004244-T1,Pocillopora_meandrina_HIv1___RNAseq.g10690.t1,58.929,2.13e-93,276,58.929,1.93e-93,276,58.929,1.93e-93,276
FUN_004246-T1,Pocillopora_meandrina_HIv1___RNAseq.g11530.t1,75.5,0,639,75.5,0,639,75.5,0,639
FUN_004247-T1,Pocillopora_meandrina_HIv1___RNAseq.g11529.t1,67.466,0,3360,67.426,0,3345,67.446,0,3360
FUN_004251-T1,Pocillopora_meandrina_HIv1___RNAseq.g11526.t1,71.93,0,854,71.93,0,854,71.93,0,854
FUN_004252-T1,Pocillopora_meandrina_HIv1___RNAseq.g11419.t1,88.824,0,937,88.824,0,937,88.824,0,937
FUN_004253-T1,Pocillopora_meandrina_HIv1___RNAseq.g11418.t1,72.957,0,753,73.152,0,780,73.05449999999999,0,780
FUN_004254-T1,Pocillopora_meandrina_HIv1___RNAseq.g11417.t1,75.853,0,1803,75.853,0,1821,75.853,0,1821
FUN_004255-T1,Pocillopora_meandrina_HIv1___TS.g7526.t1,47.887,4.29e-13,58.2,47.887,4.8e-13,58.2,47.887,4.29e-13,58.2
FUN_004256-T1,Pocillopora_meandrina_HIv1___RNAseq.g11415.t1,45.679,4.65e-14,60.8,45.679,5.55e-14,60.8,45.679,4.65e-14,60.8
FUN_004259-T1,Pocillopora_meandrina_HIv1___RNAseq.g11409.t1,71.803,1.88e-154,434,71.803,2.6e-154,434,71.803,1.88e-154,434
FUN_004261-T1,Pocillopora_meandrina_HIv1___RNAseq.g11410.t1,65.232,5.279999999999999e-121,349,64.918,5.2099999999999995e-126,362,65.075,5.2099999999999995e-126,362
FUN_004262-T1,Pocillopora_meandrina_HIv1___RNAseq.g11365.t1,38.71,1.0099999999999999e-23,99.4,38.889,1.04e-26,107,38.7995,1.04e-26,107
FUN_004263-T1,Pocillopora_meandrina_HIv1___RNAseq.g11364.t1,73.516,0,641,73.516,0,637,73.516,0,641
FUN_004264-T1,Pocillopora_meandrina_HIv1___RNAseq.g11655.t1,75.804,0,1708,75.893,0,1725,75.8485,0,1725
FUN_004265-T1,Pocillopora_meandrina_HIv1___RNAseq.g11654.t1,43.51,4.749999999999999e-132,403,43.51,1.3699999999999999e-140,425,43.51,1.3699999999999999e-140,425
FUN_004266-T1,Pocillopora_meandrina_HIv1___RNAseq.g11360.t1,78.889,1.8099999999999997e-48,153,78.889,5.3899999999999997e-48,153,78.889,1.8099999999999997e-48,153
FUN_004268-T1,Pocillopora_meandrina_HIv1___RNAseq.g11361.t1,68.593,0,578,67.588,0,562,68.09049999999999,0,578
FUN_004269-T1,Pocillopora_meandrina_HIv1___RNAseq.g11362.t1,64.921,1.06e-81,243,64.921,1.34e-81,243,64.921,1.06e-81,243
FUN_004270-T1,Pocillopora_meandrina_HIv1___RNAseq.g11363.t1,71.118,4.08e-177,493,71.118,4.86e-177,493,71.118,4.08e-177,493
FUN_004272-T1,Pocillopora_meandrina_HIv1___RNAseq.g11367.t1,55.744,0,568,55.744,0,568,55.744,0,568
FUN_004274-T1,Pocillopora_meandrina_HIv1___RNAseq.g12548.t1,38.629,0,576,38.52,0,573,38.5745,0,576
FUN_004275-T1,Pocillopora_meandrina_HIv1___RNAseq.g12553.t1,69.962,8.36e-141,396,69.962,9.939999999999999e-141,396,69.962,8.36e-141,396
FUN_004276-T1,Pocillopora_meandrina_HIv1___TS.g18429.t1,64.984,1.3399999999999998e-144,410,64.984,4.71e-135,386,64.984,1.3399999999999998e-144,410
FUN_004277-T1,Pocillopora_meandrina_HIv1___RNAseq.g12518.t1,61.348,3.3000000000000003e-105,311,62.018,5.6099999999999995e-132,379,61.683,5.6099999999999995e-132,379
FUN_004279-T1,Pocillopora_meandrina_HIv1___RNAseq.g17105.t1,62.222,0,591,60.6,0,592,61.411,0,592
FUN_004280-T1,Pocillopora_meandrina_HIv1___RNAseq.g12516.t1,49.39,2.5e-102,303,49.39,6.049999999999999e-101,300,49.39,2.5e-102,303
FUN_004282-T1,Pocillopora_meandrina_HIv1___TS.g18389.t1,80.732,0,691,80.732,0,666,80.732,0,691
FUN_004283-T1,Pocillopora_meandrina_HIv1___RNAseq.g12513.t1,71.528,4.18e-70,207,71.528,1.4e-75,222,71.528,1.4e-75,222
FUN_004284-T1,Pocillopora_meandrina_HIv1___RNAseq.g12512.t1,60.755,7.61e-108,316,60.526,1.27e-113,330,60.6405,1.27e-113,330
FUN_004285-T1,Pocillopora_meandrina_HIv1___TS.g7877.t1,47.7,3.7999999999999993e-171,548,49.821,0,1024,48.7605,0,1024
FUN_004286-T1,Pocillopora_meandrina_HIv1___RNAseq.g11765.t1,64.728,0,688,64.728,0,688,64.728,0,688
FUN_004288-T1,Pocillopora_meandrina_HIv1___RNAseq.g11767.t1,32.633,0,1428,32.747,0,1391,32.69,0,1428
FUN_004290-T1,Pocillopora_meandrina_HIv1___RNAseq.g11768.t1,57.176,0,1043,57.176,0,1021,57.176,0,1043
FUN_004291-T1,Pocillopora_meandrina_HIv1___RNAseq.g11769.t1,78.226,4.24e-138,387,78.226,2.9e-134,378,78.226,4.24e-138,387
FUN_004292-T1,Pocillopora_meandrina_HIv1___RNAseq.g11770.t1,65.764,0,575,65.764,0,575,65.764,0,575
FUN_004293-T1,Pocillopora_meandrina_HIv1___RNAseq.g11771.t1,59.149,0,4343,59.112,0,4265,59.1305,0,4343
FUN_004294-T1,Pocillopora_meandrina_HIv1___RNAseq.g11772.t1,49.596,1.35e-111,329,49.855,5.629999999999999e-107,318,49.7255,1.35e-111,329
FUN_004295-T1,Pocillopora_meandrina_HIv1___TS.g7893.t1,59.574,3.4999999999999997e-37,123,58.163,6.06e-38,125,58.8685,6.06e-38,125
FUN_004298-T1,Pocillopora_meandrina_HIv1___RNAseq.g11773.t1,95.475,4.55e-161,443,95.475,5.429999999999999e-161,443,95.475,4.55e-161,443
FUN_004302-T1,Pocillopora_meandrina_HIv1___RNAseq.g11774.t1,84.111,0,2020,84.111,0,2059,84.111,0,2059
FUN_004303-T1,Pocillopora_meandrina_HIv1___RNAseq.g11775.t1,64.644,0,1009,64.644,0,1000,64.644,0,1009
FUN_004306-T1,Pocillopora_meandrina_HIv1___RNAseq.g11777.t1,86.192,0,1241,86.192,0,1261,86.192,0,1261
FUN_004307-T1,Pocillopora_meandrina_HIv1___RNAseq.g11779.t1,58.586,4.729999999999999e-37,124,58.586,2.9899999999999998e-37,124,58.586,2.9899999999999998e-37,124
FUN_004308-T1,Pocillopora_meandrina_HIv1___RNAseq.g16898.t1,74.678,0,655,74.678,0,655,74.678,0,655
FUN_004310-T1,Pocillopora_meandrina_HIv1___RNAseq.g16984.t1,72.606,0,557,72.34,0,551,72.473,0,557
FUN_004311-T1,Pocillopora_meandrina_HIv1___RNAseq.g16985.t1,91.667,4.2899999999999996e-69,203,91.667,5.649999999999999e-69,203,91.667,4.2899999999999996e-69,203
FUN_004312-T1,Pocillopora_meandrina_HIv1___RNAseq.g16986.t1,68.319,0,1562,68.319,0,1550,68.319,0,1562
FUN_004313-T1,Pocillopora_meandrina_HIv1___RNAseq.g16987.t1,66.735,0,1916,66.461,0,1930,66.598,0,1930
FUN_004316-T1,Pocillopora_meandrina_HIv1___RNAseq.g16988.t1,67.391,8.24e-141,397,67.391,9.899999999999999e-141,397,67.391,8.24e-141,397
FUN_004317-T1,Pocillopora_meandrina_HIv1___RNAseq.g16989.t1,63.158,3.939999999999999e-151,425,63.158,4.699999999999999e-151,425,63.158,3.939999999999999e-151,425
FUN_004319-T1,Pocillopora_meandrina_HIv1___RNAseq.g16990.t1,42.742,3.3400000000000004e-21,82.4,54.545,1.26e-20,81.3,48.6435,3.3400000000000004e-21,82.4
FUN_004320-T1,Pocillopora_meandrina_HIv1___TS.g17822.t1,40.067,2.2599999999999999e-41,147,40.067,2.81e-41,147,40.067,2.2599999999999999e-41,147
FUN_004321-T1,Pocillopora_meandrina_HIv1___RNAseq.g11786.t1,71.622,2.52e-78,228,71.622,3.05e-78,228,71.622,2.52e-78,228
FUN_004322-T1,Pocillopora_meandrina_HIv1___TS.g7899.t1,32.046,4.5499999999999994e-23,99.4,32.031,6.0700000000000006e-27,110,32.0385,6.0700000000000006e-27,110
FUN_004323-T1,Pocillopora_meandrina_HIv1___RNAseq.g11211.t1,60.136,0,717,60.136,0,717,60.136,0,717
FUN_004324-T1,Pocillopora_meandrina_HIv1___RNAseq.g11781.t1,54.808,1.4799999999999998e-31,107,54.286,3.6899999999999996e-35,116,54.547,3.6899999999999996e-35,116
FUN_004330-T1,Pocillopora_meandrina_HIv1___RNAseq.g12529.t1,88.396,0,531,88.396,0,531,88.396,0,531
FUN_004331-T1,Pocillopora_meandrina_HIv1___TS.g18404.t1,54.004,0,981,54.368,0,984,54.186,0,984
FUN_004332-T1,Pocillopora_meandrina_HIv1___RNAseq.g12532.t1,86.724,0,858,86.724,0,858,86.724,0,858
FUN_004333-T1,Pocillopora_meandrina_HIv1___RNAseq.g12533.t1,61.538,8.13e-71,210,61.538,9.83e-71,210,61.538,8.13e-71,210
FUN_004334-T1,Pocillopora_meandrina_HIv1___RNAseq.g12534.t1,64.935,1.17e-74,220,64.935,4.4e-71,211,64.935,1.17e-74,220
FUN_004335-T1,Pocillopora_meandrina_HIv1___RNAseq.g12535.t1,62.061,0,980,62.061,0,969,62.061,0,980
FUN_004336-T1,Pocillopora_meandrina_HIv1___RNAseq.g12536.t1,64.115,0,905,64.196,0,890,64.15549999999999,0,905
FUN_004338-T1,Pocillopora_meandrina_HIv1___TS.g18411.t1,41.399,2.17e-80,251,40.106,2.57e-81,254,40.7525,2.57e-81,254
FUN_004339-T1,Pocillopora_meandrina_HIv1___RNAseq.g12538.t1,79.274,0,799,79.274,0,799,79.274,0,799
FUN_004340-T1,Pocillopora_meandrina_HIv1___TS.g18415.t1,46.875,9.95e-8,47.8,46.875,7e-7,44.3,46.875,9.95e-8,47.8
FUN_004342-T1,Pocillopora_meandrina_HIv1___RNAseq.g12543.t1,61.531,0,1207,61.467,0,1203,61.498999999999995,0,1207
FUN_004344-T1,Pocillopora_meandrina_HIv1___TS.g17663.t1,60.235,0,955,60.235,0,955,60.235,0,955
FUN_004345-T1,Pocillopora_meandrina_HIv1___RNAseq.g16895.t1,43.382,2.6e-63,197,43.382,3.72e-63,197,43.382,2.6e-63,197
FUN_004346-T1,Pocillopora_meandrina_HIv1___RNAseq.g16896.t1,81.359,0,925,81.707,0,939,81.53299999999999,0,939
FUN_004347-T1,Pocillopora_meandrina_HIv1___RNAseq.g16897.t1,81.784,0,954,81.784,0,954,81.784,0,954
FUN_004350-T1,Pocillopora_meandrina_HIv1___RNAseq.g12505.t1,78.614,0,1103,78.614,0,1109,78.614,0,1109
FUN_004351-T1,Pocillopora_meandrina_HIv1___RNAseq.g12503.t1,89.552,3.16e-91,260,89.552,3.7800000000000004e-91,260,89.552,3.16e-91,260
FUN_004353-T1,Pocillopora_meandrina_HIv1___RNAseq.g12501.t1,56.25,5.97e-74,220,56.25,6.8899999999999994e-74,220,56.25,5.97e-74,220
FUN_004354-T1,Pocillopora_meandrina_HIv1___RNAseq.g11213.t1,75.221,0,527,75.221,0,514,75.221,0,527
FUN_004355-T1,Pocillopora_meandrina_HIv1___RNAseq.g12498.t1,83.333,5.1699999999999995e-45,139,83.333,6.17e-45,139,83.333,5.1699999999999995e-45,139
FUN_004356-T1,Pocillopora_meandrina_HIv1___RNAseq.g12547.t1,91.278,0,924,92.292,0,939,91.785,0,939
FUN_004358-T1,Pocillopora_meandrina_HIv1___RNAseq.g12546.t1,63.756,0,777,64.448,0,781,64.102,0,781
FUN_004359-T1,Pocillopora_meandrina_HIv1___RNAseq.g11450.t1,55.804,0,521,55.804,0,521,55.804,0,521
FUN_004360-T1,Pocillopora_meandrina_HIv1___RNAseq.g11449.t1,63.514,4.13e-62,188,63.514,4.71e-62,188,63.514,4.13e-62,188
FUN_004361-T1,Pocillopora_meandrina_HIv1___RNAseq.g11448.t1,86.154,0,818,86.154,0,818,86.154,0,818
FUN_004365-T1,Pocillopora_meandrina_HIv1___TS.g7532.t1,74.375,8.95e-81,237,68.571,7.520000000000001e-71,212,71.473,8.95e-81,237
FUN_004367-T1,Pocillopora_meandrina_HIv1___RNAseq.g4890.t1,76.923,2.8e-90,269,77.436,4.32e-98,290,77.1795,4.32e-98,290
FUN_004368-T1,Pocillopora_meandrina_HIv1___RNAseq.g4893.t1,71.865,0,956,71.865,0,931,71.865,0,956
FUN_004371-T1,Pocillopora_meandrina_HIv1___RNAseq.g16617.t1,58.643,0,516,58.643,0,516,58.643,0,516
FUN_004373-T2,Pocillopora_meandrina_HIv1___TS.g17451.t1,60.198,0,2412,60.296,0,2462,60.247,0,2462
FUN_004374-T1,Pocillopora_meandrina_HIv1___RNAseq.g16620.t1,59.091,5.16e-91,266,59.091,6.240000000000001e-91,266,59.091,5.16e-91,266
FUN_004375-T1,Pocillopora_meandrina_HIv1___RNAseq.g16792.t1,73.333,9.2e-136,381,73.333,1.11e-135,381,73.333,9.2e-136,381
FUN_004376-T1,Pocillopora_meandrina_HIv1___RNAseq.g16803.t2,63.071,5.23e-100,290,63.071,6.960000000000001e-100,290,63.071,5.23e-100,290
FUN_004377-T1,Pocillopora_meandrina_HIv1___RNAseq.g16802.t1,66.558,0,2114,66.558,0,2114,66.558,0,2114
FUN_004378-T1,Pocillopora_meandrina_HIv1___RNAseq.g16801.t1,61.233,0,526,61.233,0,538,61.233,0,538
FUN_004379-T1,Pocillopora_meandrina_HIv1___TS.g17623.t1,54.952,0,924,54.343,0,939,54.6475,0,939
FUN_004380-T1,Pocillopora_meandrina_HIv1___RNAseq.g16799.t1,40.566,1.53e-57,195,40.802,2.6899999999999995e-57,195,40.684,1.53e-57,195
FUN_004402-T1,Pocillopora_meandrina_HIv1___TS.g8719.t1,58.153,0,578,58.153,0,589,58.153,0,589
FUN_004404-T1,Pocillopora_meandrina_HIv1___RNAseq.g16887.t1,37.87,3.3100000000000003e-22,90.5,37.87,2.3e-22,90.5,37.87,2.3e-22,90.5
FUN_004405-T1,Pocillopora_meandrina_HIv1___RNAseq.g4938.t1,84.808,0,896,84.808,0,896,84.808,0,896
FUN_004406-T1,Pocillopora_meandrina_HIv1___RNAseq.g4937.t1,55.287,0,687,55.12,0,691,55.2035,0,691
FUN_004407-T1,Pocillopora_meandrina_HIv1___RNAseq.g4936.t1,77.976,0,530,77.976,0,530,77.976,0,530
FUN_004409-T1,Pocillopora_meandrina_HIv1___TS.g8710.t1,68.465,0,820,68.128,0,791,68.29650000000001,0,820
FUN_004413-T1,Pocillopora_meandrina_HIv1___RNAseq.g11588.t1,78.75,4.17e-85,246,78.75,5.330000000000001e-85,246,78.75,4.17e-85,246
FUN_004414-T1,Pocillopora_meandrina_HIv1___RNAseq.g11587.t1,72.619,1.1799999999999998e-87,254,72.619,1.3299999999999997e-87,254,72.619,1.1799999999999998e-87,254
FUN_004415-T1,Pocillopora_meandrina_HIv1___RNAseq.g11586.t2,57.229,0,526,56.827,0,527,57.028,0,527
FUN_004418-T1,Pocillopora_meandrina_HIv1___RNAseq.g11585.t1,84.524,2.3099999999999997e-130,368,84.524,1.72e-139,392,84.524,1.72e-139,392
FUN_004419-T1,Pocillopora_meandrina_HIv1___RNAseq.g16666.t1,48.936,1.42e-121,356,48.936,1.6599999999999999e-121,356,48.936,1.42e-121,356
FUN_004421-T1,Pocillopora_meandrina_HIv1___RNAseq.g16665.t1,60.953,0,1722,60.953,0,1716,60.953,0,1722
FUN_004422-T1,Pocillopora_meandrina_HIv1___RNAseq.g16629.t1,78.522,0,721,78.522,0,721,78.522,0,721
FUN_004423-T1,Pocillopora_meandrina_HIv1___RNAseq.g16703.t1,86.207,0,810,86.207,0,812,86.207,0,812
FUN_004424-T1,Pocillopora_meandrina_HIv1___RNAseq.g16706.t1,73.315,0,582,73.315,0,582,73.315,0,582
FUN_004427-T1,Pocillopora_meandrina_HIv1___RNAseq.g11386.t1,55.924,2.5399999999999997e-147,428,55.924,7.389999999999999e-156,451,55.924,7.389999999999999e-156,451
FUN_004428-T1,Pocillopora_meandrina_HIv1___RNAseq.g11385.t1,72.289,1.7799999999999998e-83,243,76.712,1.57e-79,233,74.5005,1.7799999999999998e-83,243
FUN_004429-T1,Pocillopora_meandrina_HIv1___TS.g7495.t1,63.725,2.8899999999999995e-42,141,63.725,9.389999999999999e-42,141,63.725,2.8899999999999995e-42,141
FUN_004430-T1,Pocillopora_meandrina_HIv1___RNAseq.g11380.t1,57.663,0,647,57.663,0,647,57.663,0,647
FUN_004431-T1,Pocillopora_meandrina_HIv1___RNAseq.g11379.t1,77.134,0,538,77.134,0,515,77.134,0,538
FUN_004432-T1,Pocillopora_meandrina_HIv1___RNAseq.g11372.t1,76.453,3.5e-178,497,76.453,0,524,76.453,0,524
FUN_004433-T1,Pocillopora_meandrina_HIv1___RNAseq.g11491.t1,65.079,0,874,65.079,0,874,65.079,0,874
FUN_004436-T1,Pocillopora_meandrina_HIv1___RNAseq.g11488.t1,68.949,0,894,70.223,0,913,69.586,0,913
FUN_004437-T1,Pocillopora_meandrina_HIv1___RNAseq.g11487.t2,75.986,0,1418,75.986,0,1396,75.986,0,1418
FUN_004438-T1,Pocillopora_meandrina_HIv1___RNAseq.g11482.t1,35.388,1.1899999999999999e-61,206,35.388,1.38e-61,206,35.388,1.1899999999999999e-61,206
FUN_004440-T1,Pocillopora_meandrina_HIv1___RNAseq.g11481.t1,77.866,4.3499999999999994e-144,412,77.866,8.419999999999999e-144,412,77.866,4.3499999999999994e-144,412
FUN_004441-T1,Pocillopora_meandrina_HIv1___RNAseq.g11480.t1,71.852,2.83e-71,214,71.852,3.17e-71,214,71.852,2.83e-71,214
FUN_004442-T1,Pocillopora_meandrina_HIv1___RNAseq.g11479.t1,66.227,7.909999999999999e-177,498,66.227,9.28e-177,498,66.227,7.909999999999999e-177,498
FUN_004443-T1,Pocillopora_meandrina_HIv1___RNAseq.g11478.t1,56.115,7.28e-47,147,54.676,6.829999999999999e-42,135,55.3955,7.28e-47,147
FUN_004444-T1,Pocillopora_meandrina_HIv1___RNAseq.g11477.t1,39.535,3.689999999999999e-55,187,39.535,2.1899999999999997e-55,188,39.535,2.1899999999999997e-55,188
FUN_004445-T2,Pocillopora_meandrina_HIv1___RNAseq.g11453.t1,50.622,8.669999999999999e-152,455,49.602,2.77e-154,462,50.111999999999995,2.77e-154,462
FUN_004446-T1,Pocillopora_meandrina_HIv1___RNAseq.g12519.t3,71.025,0,823,71.025,0,847,71.025,0,847
FUN_004447-T1,Pocillopora_meandrina_HIv1___RNAseq.g11246.t1,81.965,0,4273,81.965,0,4342,81.965,0,4342
FUN_004448-T1,Pocillopora_meandrina_HIv1___RNAseq.g11247.t1,59.477,0,1145,59.477,0,1122,59.477,0,1145
FUN_004449-T1,Pocillopora_meandrina_HIv1___RNAseq.g11271.t1,85.507,8.970000000000001e-86,246,85.507,1.07e-85,246,85.507,8.970000000000001e-86,246
FUN_004450-T1,Pocillopora_meandrina_HIv1___RNAseq.g11279.t1,39.689,2.7e-47,167,39.689,2.8599999999999997e-47,168,39.689,2.7e-47,168
