query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
FUN_009011-T1,Peve_00031166,36.517,2.39e-50,171,36.517,2.16e-50,171,36.517,2.16e-50,171
FUN_009013-T1,Peve_00021063,77.485,0,538,77.485,0,538,77.485,0,538
FUN_009014-T1,Peve_00021062,68.844,0,1583,68.844,0,1617,68.844,0,1617
FUN_009017-T1,Peve_00021060,59.722,2.88e-86,256,57.391,2.8299999999999997e-96,281,58.5565,2.8299999999999997e-96,281
FUN_009019-T1,Peve_00021058,78.086,0,532,78.086,0,532,78.086,0,532
FUN_009020-T1,Peve_00044340,65.217,0,537,65.217,0,537,65.217,0,537
FUN_009021-T1,Peve_00044339,76.015,0,785,73.675,0,732,74.845,0,785
FUN_009022-T1,Peve_00044352,74.33,0,1644,74.611,0,1649,74.4705,0,1649
FUN_009023-T1,Peve_00044350,93.598,0,644,93.598,0,644,93.598,0,644
FUN_009026-T1,Peve_00017792,60.698,0,545,60.698,0,545,60.698,0,545
FUN_009030-T1,Peve_00034081,53.268,6.57e-111,325,53.268,6.21e-111,325,53.268,6.21e-111,325
FUN_009033-T3,Peve_00013834,72.945,0,1736,73.12,0,1776,73.0325,0,1776
FUN_009036-T1,Peve_00013828,57.143,3.04e-54,171,57.143,1.4e-56,177,57.143,1.4e-56,177
FUN_009037-T1,Peve_00013831,82.622,0,1037,82.938,0,1068,82.78,0,1068
FUN_009039-T1,Peve_00033720,53.377,0,937,53.205,0,937,53.291,0,937
FUN_009042-T1,Peve_00033723,65.766,1.0499999999999998e-159,450,65.766,1.0499999999999998e-159,450,65.766,1.0499999999999998e-159,450
FUN_009043-T1,Peve_00033724,64.651,0,558,64.651,0,561,64.651,0,561
FUN_009044-T1,Peve_00002709,68.707,0,1192,68.858,0,1198,68.7825,0,1198
FUN_009053-T1,Peve_00032043,63.454,0,1274,63.454,0,1274,63.454,0,1274
FUN_009054-T1,Peve_00032030,58.383,0,617,58.383,0,617,58.383,0,617
FUN_009055-T1,Peve_00032032,45.02,1.71e-31,115,45.02,2.2599999999999998e-30,112,45.02,1.71e-31,115
FUN_009056-T1,Peve_00032033,54.734,2.6699999999999996e-134,413,54.734,2.4e-138,424,54.734,2.4e-138,424
FUN_009123-T1,Peve_00022658,60.331,6.199999999999999e-48,149,60.331,6.189999999999999e-48,149,60.331,6.189999999999999e-48,149
FUN_009127-T1,Peve_00000230,49.138,3.9099999999999997e-150,436,49.138,4.2099999999999997e-150,436,49.138,3.9099999999999997e-150,436
FUN_009158-T1,Peve_00038962,78.125,9.479999999999999e-56,177,78.125,8.419999999999999e-56,177,78.125,8.419999999999999e-56,177
FUN_009228-T2,Peve_00014803,94.174,0,5268,94.174,0,5255,94.174,0,5268
FUN_009255-T1,Peve_00026351,37.267,2.9e-24,100,37.267,1.3399999999999999e-24,100,37.267,1.3399999999999999e-24,100
FUN_009256-T1,Peve_00023011,57.303,1.7699999999999998e-72,223,57.303,1.21e-67,210,57.303,1.7699999999999998e-72,223
FUN_009257-T1,Peve_00027037,36.17,9.08e-9,52.8,36.17,5.25e-9,52.8,36.17,5.25e-9,52.8
FUN_009266-T2,Peve_00032034,69.352,0,653,68.307,0,608,68.8295,0,653
FUN_009268-T1,Peve_00032035,79.695,1.3e-115,330,79.695,8.919999999999999e-116,331,79.695,8.919999999999999e-116,331
FUN_009269-T1,Peve_00032037,74.684,5.959999999999999e-130,366,74.684,5.759999999999999e-130,366,74.684,5.759999999999999e-130,366
FUN_009270-T1,Peve_00032038,53.963,4e-120,348,53.354,4.019999999999999e-110,323,53.658500000000004,4e-120,348
FUN_009271-T1,Peve_00032040,72.222,4.9e-63,191,72.222,7.32e-63,191,72.222,4.9e-63,191
FUN_009273-T1,Peve_00038894,66.379,0,623,66.379,0,623,66.379,0,623
FUN_009283-T1,Peve_00000866,66.351,6.319999999999999e-96,291,66.351,1.6e-95,291,66.351,6.319999999999999e-96,291
FUN_009287-T1,Peve_00042345,84.184,3.8399999999999995e-110,321,84.184,1.6699999999999998e-110,321,84.184,1.6699999999999998e-110,321
FUN_009288-T1,Peve_00016951,48.804,1.75e-52,170,48.309,3.78e-50,164,48.5565,1.75e-52,170
FUN_009296-T1,Peve_00041170,49.758,7.830000000000001e-64,197,49.758,7.540000000000001e-64,197,49.758,7.540000000000001e-64,197
FUN_009298-T1,Peve_00041169,60.251,1.29e-93,278,58.871,1.9000000000000002e-91,272,59.561,1.29e-93,278
FUN_009300-T1,Peve_00014038,45.977,6.81e-38,128,45.977,6.04e-38,128,45.977,6.04e-38,128
FUN_009301-T1,Peve_00025384,84.173,0,1466,84.173,0,1466,84.173,0,1466
FUN_009302-T1,Peve_00005832,48.148,8.21e-21,86.7,54.43,3.97e-19,84.7,51.289,8.21e-21,86.7
FUN_009304-T1,Peve_00005826,85.083,2.3499999999999996e-121,340,85.083,2.3199999999999998e-121,340,85.083,2.3199999999999998e-121,340
FUN_009306-T1,Peve_00005827,51.735,2.4e-91,277,52.366,1.5799999999999997e-96,290,52.0505,1.5799999999999997e-96,290
FUN_009308-T1,Peve_00021835,91.597,0,900,91.597,0,919,91.597,0,919
FUN_009310-T1,Peve_00021838,49.479,8.969999999999999e-57,182,49.479,1.22e-56,182,49.479,8.969999999999999e-57,182
FUN_009312-T2,Peve_00021837,47.881,7.149999999999999e-68,219,47.881,8.08e-68,219,47.881,7.149999999999999e-68,219
FUN_009319-T1,Peve_00007349,53.846,5.07e-93,276,53.846,4.92e-93,276,53.846,4.92e-93,276
FUN_009321-T1,Peve_00007344,57.388,3.5599999999999997e-116,338,57.388,3.45e-116,338,57.388,3.45e-116,338
FUN_009341-T1,Peve_00020241,55.718,9.96e-128,371,55.718,9.57e-128,371,55.718,9.57e-128,371
FUN_009345-T1,Peve_00038086,85.745,0,756,85.745,0,812,85.745,0,812
FUN_009346-T1,Peve_00026200,35.577,3.63e-10,59.3,35.577,1.48e-10,58.9,35.577,1.48e-10,59.3
FUN_009347-T1,Peve_00038083,78.151,1.84e-124,368,71.536,5.08e-123,365,74.8435,1.84e-124,368
FUN_009349-T1,Peve_00038081,69.012,0,776,68.677,0,765,68.84450000000001,0,776
FUN_009350-T1,Peve_00038079,70.305,0,530,70.918,0,522,70.6115,0,530
FUN_009351-T1,Peve_00038078,71.494,0,635,71.494,0,635,71.494,0,635
FUN_009352-T1,Peve_00038077,67.763,4.53e-68,209,67.763,8.02e-68,209,67.763,4.53e-68,209
FUN_009353-T1,Peve_00038076,92.121,0,627,92.121,0,627,92.121,0,627
FUN_009358-T1,Peve_00003730,49.511,0,587,49.511,0,565,49.511,0,587
FUN_009363-T1,Peve_00030308,70.411,0,1094,71.585,0,1085,70.99799999999999,0,1094
FUN_009364-T1,Peve_00033729,35.769,8.96e-41,143,35.769,8.399999999999999e-41,143,35.769,8.399999999999999e-41,143
FUN_009369-T1,Peve_00011042,64.918,0,1054,64.918,0,1031,64.918,0,1054
FUN_009370-T1,Peve_00033727,35.766,2.0999999999999997e-43,150,35.766,2.7799999999999996e-43,150,35.766,2.0999999999999997e-43,150
FUN_009372-T1,Peve_00033733,36.641,6.32e-41,144,36.641,5.85e-41,144,36.641,5.85e-41,144
FUN_009373-T1,Peve_00019202,40.526,1.06e-35,123,40.526,1.06e-35,123,40.526,1.06e-35,123
FUN_009381-T1,Peve_00026823,56.96,0,1530,56.818,0,1503,56.888999999999996,0,1530
FUN_009383-T1,Peve_00026822,52.77,0,780,52.457,0,781,52.6135,0,781
FUN_009387-T1,Peve_00015471,48.098,1.2799999999999999e-126,375,47.427,1.77e-120,359,47.7625,1.2799999999999999e-126,375
FUN_009395-T1,Peve_00028627,42.751,1.5e-51,175,42.751,5.46e-61,199,42.751,5.46e-61,199
FUN_009401-T1,Peve_00004579,53.528,0,682,53.528,0,682,53.528,0,682
FUN_009407-T1,Peve_00000231,48.913,0,673,52.466,0,766,50.689499999999995,0,766
FUN_009436-T1,Peve_00025245,45.404,3.499999999999999e-101,303,45.404,3.249999999999999e-101,303,45.404,3.249999999999999e-101,303
FUN_009438-T1,Peve_00031029,77.817,0,865,77.817,0,865,77.817,0,865
FUN_009439-T1,Peve_00031030,55.95,5.889999999999999e-178,507,55.95,2.4399999999999998e-175,500,55.95,5.889999999999999e-178,507
FUN_009440-T1,Peve_00031031,94.421,5.889999999999999e-166,457,94.421,5.3699999999999995e-166,457,94.421,5.3699999999999995e-166,457
FUN_009441-T1,Peve_00031034,57.6,7.71e-49,155,57.6,7.14e-49,155,57.6,7.14e-49,155
FUN_009442-T1,Peve_00031035,67.133,1.3099999999999999e-130,372,67.133,1.2699999999999998e-130,372,67.133,1.2699999999999998e-130,372
FUN_009449-T1,Peve_00006080,70.346,0,701,70.346,0,681,70.346,0,701
FUN_009450-T1,Peve_00009284,60.196,0,654,62.397,0,643,61.296499999999995,0,654
FUN_009454-T1,Peve_00036253,58.944,4.949999999999999e-148,428,58.944,1.08e-147,427,58.944,4.949999999999999e-148,428
FUN_009458-T1,Peve_00015360,33.828,1.31e-43,157,34.006,6.21e-45,159,33.917,6.21e-45,159
FUN_009459-T2,Peve_00010355,66.628,0,1249,60.55,0,1362,63.589,0,1362
FUN_009460-T1,Peve_00008163,58.874,1.04e-98,287,58.874,9.809999999999998e-99,287,58.874,9.809999999999998e-99,287
FUN_009463-T1,Peve_00031026,71.704,8.299999999999998e-166,466,71.704,2.5199999999999995e-169,474,71.704,2.5199999999999995e-169,474
FUN_009464-T1,Peve_00031025,90.37,0,519,90.37,0,519,90.37,0,519
FUN_009473-T1,Peve_00031014,52.747,1.6199999999999999e-56,194,52.747,3.2299999999999997e-56,194,52.747,1.6199999999999999e-56,194
FUN_009480-T1,Peve_00034434,48.423,2.3399999999999997e-143,427,48.609,1.8399999999999998e-144,430,48.516000000000005,1.8399999999999998e-144,430
FUN_009488-T1,Peve_00016361,79.828,8.209999999999999e-140,394,79.828,1.08e-139,394,79.828,8.209999999999999e-140,394
FUN_009503-T1,Peve_00017363,36.782,2.1499999999999996e-68,224,36.782,1.94e-68,224,36.782,1.94e-68,224
FUN_009511-T4,Peve_00016362,68.268,0,730,68.268,0,799,68.268,0,799
FUN_009512-T1,Peve_00040630,56.344,0,529,56.344,0,529,56.344,0,529
FUN_009515-T1,Peve_00013293,65.258,3.6899999999999997e-93,271,65.258,3.98e-93,271,65.258,3.6899999999999997e-93,271
FUN_009516-T1,Peve_00013666,64.338,6.82e-141,398,64.338,2.49e-141,399,64.338,2.49e-141,399
FUN_009517-T1,Peve_00009091,61.111,1e-177,502,61.111,9.129999999999998e-178,502,61.111,9.129999999999998e-178,502
FUN_009518-T1,Peve_00014185,46.234,1.17e-93,287,46.234,2.3399999999999995e-96,295,46.234,2.3399999999999995e-96,295
FUN_009519-T1,Peve_00014186,81.414,0,594,82.245,0,611,81.8295,0,611
FUN_009520-T1,Peve_00014187,61.751,5.9199999999999995e-99,290,61.751,7.759999999999999e-99,290,61.751,5.9199999999999995e-99,290
FUN_009521-T1,Peve_00014188,74.924,0,539,74.924,0,539,74.924,0,539
FUN_009522-T1,Peve_00014189,76.891,0,778,77.987,0,800,77.439,0,800
FUN_009528-T1,Peve_00014183,86.398,0,1203,86.398,0,1203,86.398,0,1203
FUN_009530-T1,Peve_00009552,45.358,0,541,46.131,0,553,45.7445,0,553
FUN_009531-T1,Peve_00009558,89.011,2.13e-56,169,89.011,2.08e-56,169,89.011,2.08e-56,169
FUN_009532-T1,Peve_00009560,88.6,0,1902,88.6,0,1902,88.6,0,1902
FUN_009533-T1,Peve_00009554,82.635,0,587,82.635,0,587,82.635,0,587
FUN_009571-T1,Peve_00039057,80.508,3.96e-116,338,83.051,2.6299999999999998e-129,372,81.7795,2.6299999999999998e-129,372
FUN_009609-T1,Peve_00002976,55.128,4.25e-15,69.7,55.128,1.25e-15,69.7,55.128,1.25e-15,69.7
FUN_009640-T1,Peve_00032789,48.117,1.3899999999999997e-55,181,48.117,6.749999999999999e-56,182,48.117,6.749999999999999e-56,182
FUN_009641-T1,Peve_00021801,92.788,0,1386,92.788,0,1385,92.788,0,1386
FUN_009644-T1,Peve_00022311,46.774,1.1e-34,118,46.774,1.2599999999999999e-34,118,46.774,1.1e-34,118
FUN_009647-T1,Peve_00022309,34.347,7.6e-39,139,35.952,6.59e-43,150,35.1495,6.59e-43,150
FUN_009648-T1,Peve_00003561,66.629,0,1199,66.629,0,1217,66.629,0,1217
FUN_009649-T1,Peve_00003562,64.599,0,993,64.599,0,1005,64.599,0,1005
FUN_009650-T1,Peve_00003560,40.607,1.83e-157,477,40.607,4.449999999999999e-164,494,40.607,4.449999999999999e-164,494
FUN_009652-T1,Peve_00003559,76.364,0,556,76.364,0,556,76.364,0,556
FUN_009653-T1,Peve_00003556,83.422,2.39e-111,315,83.422,2.37e-111,315,83.422,2.37e-111,315
FUN_009654-T1,Peve_00003555,68.826,0,1664,68.664,0,1670,68.745,0,1670
FUN_009655-T1,Peve_00003554,62.766,5.08e-69,217,62.632,3.78e-69,218,62.699,3.78e-69,218
FUN_009656-T1,Peve_00003553,61.317,1.5799999999999997e-96,283,61.317,8.63e-97,284,61.317,8.63e-97,284
FUN_009657-T1,Peve_00003563,75.926,3.5499999999999996e-60,181,76.271,4.4599999999999995e-67,198,76.0985,4.4599999999999995e-67,198
FUN_009661-T1,Peve_00003551,96.914,9.35e-113,317,96.914,9.59e-113,317,96.914,9.35e-113,317
FUN_009663-T1,Peve_00030561,60.373,0,539,60.325,0,541,60.349000000000004,0,541
FUN_009667-T1,Peve_00009664,89.362,1.12e-25,93.2,89.362,2.65e-25,92.8,89.362,1.12e-25,93.2
FUN_009668-T1,Peve_00009668,58.195,0,627,58.195,0,631,58.195,0,631
FUN_009670-T2,Peve_00009669,80.263,1.51e-35,115,80.263,6.789999999999999e-35,113,80.263,1.51e-35,115
FUN_009671-T1,Peve_00009662,82.195,0,668,82.195,0,645,82.195,0,668
FUN_009672-T1,Peve_00009665,84.211,3.9499999999999993e-118,333,84.211,4.419999999999999e-118,333,84.211,3.9499999999999993e-118,333
FUN_009673-T1,Peve_00009666,79.512,0,701,79.512,0,701,79.512,0,701
FUN_009674-T1,Peve_00009258,64.11,0,778,64.11,0,799,64.11,0,799
FUN_009675-T1,Peve_00009262,74.828,0,903,74.828,0,910,74.828,0,910
FUN_009676-T1,Peve_00024096,47.51,0,685,48.374,0,689,47.942,0,689
FUN_009677-T1,Peve_00024097,72.34,8.13e-44,138,72.34,3.12e-37,121,72.34,8.13e-44,138
FUN_009679-T1,Peve_00005648,60.944,3.25e-84,252,60.426,2.8800000000000003e-85,255,60.685,2.8800000000000003e-85,255
FUN_009692-T1,Peve_00012206,56.144,0,5007,56.144,0,5037,56.144,0,5037
FUN_009708-T1,Peve_00027334,32.231,2.12e-11,57,32.231,2.14e-11,57,32.231,2.12e-11,57
FUN_009715-T1,Peve_00020587,57.798,1.39e-33,114,59.633,8.66e-41,132,58.715500000000006,8.66e-41,132
FUN_009726-T1,Peve_00033389,47.842,0,712,47.842,0,712,47.842,0,712
FUN_009734-T1,Peve_00010203,34.437,3.49e-45,162,33.775,1.59e-41,153,34.105999999999995,3.49e-45,162
FUN_009736-T1,Peve_00033566,56.882,0,1785,62.193,0,1392,59.537499999999994,0,1785
FUN_009748-T1,Peve_00008735,42.837,1.3599999999999999e-129,409,42.51,3.8999999999999996e-135,423,42.673500000000004,3.8999999999999996e-135,423
FUN_009764-T1,Peve_00002102,88.265,7.69e-131,365,88.265,4.5900000000000004e-122,343,88.265,7.69e-131,365
FUN_009765-T1,Peve_00002101,93.056,1.25e-44,137,93.056,1.22e-44,137,93.056,1.22e-44,137
FUN_009766-T1,Peve_00002099,55.435,7.34e-65,198,55.435,9.620000000000001e-70,210,55.435,9.620000000000001e-70,210
FUN_009767-T1,Peve_00002100,65.354,3.1600000000000003e-58,177,65.354,3.1700000000000002e-58,177,65.354,3.1600000000000003e-58,177
FUN_009769-T1,Peve_00033679,57.267,0,783,57.267,0,783,57.267,0,783
FUN_009771-T1,Peve_00002097,81.212,0,571,81.212,0,571,81.212,0,571
FUN_009776-T1,Peve_00002105,71.404,0,880,71.404,0,880,71.404,0,880
FUN_009777-T1,Peve_00002096,78.198,0,1169,78.198,0,1152,78.198,0,1169
FUN_009778-T1,Peve_00026798,72.093,0,981,72.093,0,996,72.093,0,996
FUN_009800-T1,Peve_00003421,62.101,0,2438,62.663,0,2478,62.382,0,2478
FUN_009817-T1,Peve_00020547,77.966,0,585,77.966,0,586,77.966,0,586
FUN_009818-T1,Peve_00042916,65.926,0,706,65.926,0,727,65.926,0,727
FUN_009819-T1,Peve_00042915,82.29,0,1462,82.29,0,1462,82.29,0,1462
FUN_009820-T1,Peve_00042914,77.665,0,512,84.264,0,522,80.9645,0,522
FUN_009821-T1,Peve_00042913,52.869,4.3299999999999997e-82,246,52.869,6.11e-82,246,52.869,4.3299999999999997e-82,246
FUN_009822-T1,Peve_00042911,84.112,6.9e-142,399,84.112,9.619999999999999e-142,399,84.112,6.9e-142,399
FUN_009825-T1,Peve_00042910,56.796,1.53e-71,218,56.796,1.34e-71,218,56.796,1.34e-71,218
FUN_009826-T1,Peve_00042909,52.632,0,523,53.195,4.509999999999999e-177,508,52.9135,0,523
FUN_009827-T1,Peve_00042907,56.204,2.3799999999999997e-103,302,56.204,5.39e-94,278,56.204,2.3799999999999997e-103,302
FUN_009828-T1,Peve_00042906,72.673,0,523,72.673,0,523,72.673,0,523
FUN_009829-T1,Peve_00042905,68.378,0,1076,68.378,0,1076,68.378,0,1076
FUN_009830-T2,Peve_00034091,76.571,0,829,76.571,0,829,76.571,0,829
FUN_009834-T1,Peve_00000531,71.901,1.85e-52,166,71.901,1.44e-52,166,71.901,1.44e-52,166
FUN_009835-T1,Peve_00000517,78.298,2.4500000000000003e-122,386,78.298,3.3600000000000004e-122,382,78.298,2.4500000000000003e-122,386
FUN_009837-T1,Peve_00000550,64.815,0,617,64.815,0,623,64.815,0,623
FUN_009842-T1,Peve_00009093,68.737,0,715,68.737,0,715,68.737,0,715
FUN_009849-T1,Peve_00030326,70,0,797,70,0,799,70,0,799
FUN_009856-T1,Peve_00009092,74.227,8.439999999999999e-109,309,74.227,8.119999999999999e-109,309,74.227,8.119999999999999e-109,309
FUN_009857-T2,Peve_00009100,84.878,0,734,85.323,0,724,85.1005,0,734
FUN_009858-T1,Peve_00009097,79.87,9.149999999999999e-95,271,79.87,8.91e-95,271,79.87,8.91e-95,271
FUN_009862-T1,Peve_00036452,62.921,3.3299999999999997e-56,179,62.921,2.24e-51,167,62.921,3.3299999999999997e-56,179
FUN_009950-T1,Peve_00012428,47.009,1.11e-26,102,47.009,8.020000000000001e-27,102,47.009,8.020000000000001e-27,102
FUN_009952-T1,Peve_00042713,44.156,2.79e-13,63.5,44.156,1.28e-13,63.5,44.156,1.28e-13,63.5
FUN_009955-T1,Peve_00034074,54.167,2.32e-31,117,54.167,4.2e-32,117,54.167,4.2e-32,117
FUN_009959-T1,Peve_00036448,100,2.51e-83,251,100,8.76e-83,251,100,2.51e-83,251
FUN_009960-T1,Peve_00007862,75.172,1.7699999999999997e-152,429,75.172,2.3399999999999998e-161,451,75.172,2.3399999999999998e-161,451
FUN_009961-T1,Peve_00036464,77.667,0,1706,77.667,0,1742,77.667,0,1742
FUN_010017-T1,Peve_00036453,68.987,9.55e-75,223,69.427,3.69e-68,206,69.207,9.55e-75,223
FUN_010018-T1,Peve_00036454,66.99,8.17e-32,110,66.99,3.4999999999999997e-37,123,66.99,3.4999999999999997e-37,123
FUN_010019-T1,Peve_00036456,71.392,0,1055,73.406,0,1037,72.399,0,1055
FUN_010020-T1,Peve_00036457,73.774,0,680,73.774,0,667,73.774,0,680
FUN_010022-T1,Peve_00013287,49.573,4.03e-34,117,49.573,2.66e-34,117,49.573,2.66e-34,117
FUN_010033-T1,Peve_00000546,50,1.4199999999999998e-31,114,54.032,1.8e-33,118,52.016,1.8e-33,118
FUN_010039-T1,Peve_00002735,94.737,8.07e-172,477,94.737,1.0199999999999998e-171,477,94.737,8.07e-172,477
FUN_010064-T1,Peve_00037691,73.134,5.859999999999999e-31,104,73.134,9.239999999999999e-31,104,73.134,5.859999999999999e-31,104
FUN_010072-T1,Peve_00045321,91.429,6.34e-88,262,91.429,1.7499999999999998e-87,262,91.429,6.34e-88,262
FUN_010084-T1,Peve_00003772,58.779,1.9099999999999998e-31,116,64.122,2.94e-42,144,61.450500000000005,2.94e-42,144
FUN_010108-T1,Peve_00015789,50.386,1.2299999999999999e-116,343,50.386,1.0999999999999999e-116,343,50.386,1.0999999999999999e-116,343
FUN_010123-T1,Peve_00027931,57.042,5.47e-47,150,57.042,7.26e-47,150,57.042,5.47e-47,150
FUN_010138-T1,Peve_00036708,53.631,2.8600000000000003e-122,372,53.631,7.240000000000001e-122,372,53.631,2.8600000000000003e-122,372
FUN_010142-T1,Peve_00026994,83.594,8.83e-135,387,83.594,7.78e-139,397,83.594,7.78e-139,397
FUN_010152-T1,Peve_00014010,57.143,1.57e-17,75.9,57.143,2.31e-17,74.7,57.143,1.57e-17,75.9
FUN_010167-T1,Peve_00039421,38.034,4.0499999999999996e-52,176,39.316,2.06e-53,179,38.675,2.06e-53,179
FUN_010170-T1,Peve_00023113,62.418,2.43e-113,332,65.094,2.5699999999999996e-130,375,63.756,2.5699999999999996e-130,375
FUN_010182-T1,Peve_00029792,36.957,2.1299999999999995e-107,352,37.319,1.6199999999999997e-110,361,37.138000000000005,1.6199999999999997e-110,361
FUN_010184-T1,Peve_00013283,60.465,9.200000000000001e-27,97.1,60.465,5.990000000000001e-27,97.1,60.465,5.990000000000001e-27,97.1
FUN_010186-T1,Peve_00032753,68.254,5.89e-68,208,68.783,3.3899999999999996e-68,208,68.5185,3.3899999999999996e-68,208
FUN_010219-T1,Peve_00015442,49.699,5.12e-103,313,49.699,3.1099999999999996e-103,313,49.699,3.1099999999999996e-103,313
FUN_010223-T1,Peve_00002747,57.955,2.13e-63,202,57.955,1.98e-63,202,57.955,1.98e-63,202
FUN_010234-T1,Peve_00006440,92.885,0,915,92.095,0,895,92.49000000000001,0,915
FUN_010236-T1,Peve_00040599,36.994,3.53e-21,89.4,36.994,2.5500000000000004e-21,89.4,36.994,2.5500000000000004e-21,89.4
FUN_010239-T1,Peve_00011691,48.338,3.3999999999999993e-106,317,48.338,2.62e-106,317,48.338,2.62e-106,317
FUN_010483-T1,Peve_00018738,47.692,1.32e-78,239,47.692,8.260000000000001e-79,239,47.692,8.260000000000001e-79,239
FUN_010503-T1,Peve_00045203,46.809,8.009999999999998e-55,181,46.269,3.1600000000000003e-58,189,46.539,3.1600000000000003e-58,189
FUN_010504-T1,Peve_00001330,48.034,0,572,48.034,0,555,48.034,0,572
FUN_010518-T1,Peve_00003566,53.98,0,1098,55.988,0,1196,54.983999999999995,0,1196
FUN_010555-T1,Peve_00032733,86.629,0,2861,86.629,0,2862,86.629,0,2862
FUN_010557-T1,Peve_00032715,91.057,2.4100000000000003e-79,229,91.057,2.3300000000000002e-79,229,91.057,2.3300000000000002e-79,229
FUN_010558-T3,Peve_00032721,78.902,0,532,78.902,0,510,78.902,0,532
FUN_010559-T1,Peve_00032727,45.82,0,1285,45.884,0,1304,45.852000000000004,0,1304
FUN_010572-T1,Peve_00032731,52.239,4.2499999999999995e-37,122,52.239,3.89e-37,122,52.239,3.89e-37,122
FUN_010573-T1,Peve_00032730,74.82,2.9e-72,213,74.82,2.82e-72,213,74.82,2.82e-72,213
FUN_010575-T1,Peve_00032734,74.692,0,3096,74.741,0,3081,74.7165,0,3096
FUN_010576-T1,Peve_00032735,61.39,0,1965,61.335,0,2011,61.3625,0,2011
FUN_010578-T1,Peve_00032737,57.979,3.88e-74,223,57.979,3.83e-74,223,57.979,3.83e-74,223
FUN_010579-T1,Peve_00032738,44.346,2.26e-141,422,44.728,1.5099999999999997e-144,430,44.537,1.5099999999999997e-144,430
FUN_010580-T1,Peve_00032741,30.622,6.59e-18,81.6,30.622,1.79e-17,81.6,30.622,6.59e-18,81.6
FUN_010581-T1,Peve_00015351,52.588,1.0899999999999998e-169,493,52.49,4.8e-170,493,52.539,4.8e-170,493
FUN_010582-T1,Peve_00032743,34.109,8.03e-14,67.8,34.109,7.39e-14,67.4,34.109,7.39e-14,67.8
FUN_010583-T1,Peve_00032748,94.04,2e-108,311,94.04,4.13e-108,311,94.04,2e-108,311
FUN_010586-T1,Peve_00032749,60.759,0,621,60.759,0,621,60.759,0,621
FUN_010588-T1,Peve_00032700,81.9,0,782,81.9,0,782,81.9,0,782
FUN_010589-T1,Peve_00032701,51.429,6.54e-81,243,51.429,6.2e-81,243,51.429,6.2e-81,243
FUN_010591-T1,Peve_00032703,76.738,0,615,74.684,0,628,75.711,0,628
FUN_010592-T2,Peve_00032705,80.945,0,1050,80.945,0,1059,80.945,0,1059
FUN_010597-T1,Peve_00032712,68.935,0,971,68.935,0,971,68.935,0,971
FUN_010598-T1,Peve_00032709,43.939,5.25e-154,460,43.771,2.2799999999999994e-152,456,43.855000000000004,5.25e-154,460
FUN_010601-T1,Peve_00032713,71.382,6.66e-142,402,71.761,7.319999999999999e-144,407,71.5715,7.319999999999999e-144,407
FUN_010603-T1,Peve_00032714,81.702,0,818,81.702,0,818,81.702,0,818
FUN_010604-T1,Peve_00032717,48.649,2.99e-85,259,48.036,8.45e-87,263,48.3425,8.45e-87,263
FUN_010605-T1,Peve_00032718,65.14,1.1199999999999998e-169,482,65.649,2.7499999999999993e-176,498,65.3945,2.7499999999999993e-176,498
FUN_010606-T1,Peve_00032719,76.458,0,734,76.703,0,717,76.5805,0,734
FUN_010607-T1,Peve_00003668,62.353,2.3399999999999998e-109,317,62.353,2.2e-109,317,62.353,2.2e-109,317
FUN_010610-T1,Peve_00002553,69.124,1.0700000000000001e-105,304,69.124,1.04e-105,304,69.124,1.04e-105,304
FUN_010612-T1,Peve_00013341,92,2.0199999999999997e-174,480,92,1.9199999999999998e-174,480,92,1.9199999999999998e-174,480
FUN_010613-T1,Peve_00013441,57.936,0,1140,57.936,0,1140,57.936,0,1140
FUN_010614-T1,Peve_00013367,66.834,0,793,66.834,0,760,66.834,0,793
FUN_010615-T1,Peve_00013370,61.456,0,1068,61.456,0,1068,61.456,0,1068
FUN_010618-T1,Peve_00013411,64.865,2.0499999999999997e-106,306,64.865,2.0399999999999996e-106,306,64.865,2.0399999999999996e-106,306
FUN_010620-T1,Peve_00031460,55.809,0,1803,55.809,0,1850,55.809,0,1850
FUN_010621-T1,Peve_00010093,87.462,0,1743,87.26,0,1732,87.361,0,1743
FUN_010622-T1,Peve_00010090,81.269,0,591,81.269,0,566,81.269,0,591
FUN_010623-T1,Peve_00004505,66.528,0,580,69.665,0,597,68.0965,0,597
FUN_010624-T1,Peve_00004472,66.667,2.74e-115,340,66.667,3.1499999999999996e-110,327,66.667,2.74e-115,340
FUN_010625-T1,Peve_00004473,62.434,1.2699999999999999e-169,479,62.434,1.2099999999999997e-169,479,62.434,1.2099999999999997e-169,479
FUN_010626-T1,Peve_00004474,87.08,0,692,87.08,0,713,87.08,0,713
FUN_010629-T1,Peve_00004477,76.325,3.7099999999999997e-166,467,76.325,2.5999999999999996e-166,467,76.325,2.5999999999999996e-166,467
FUN_010630-T1,Peve_00004479,52.824,5.65e-91,275,52.797,9.85e-86,261,52.8105,5.65e-91,275
FUN_010631-T1,Peve_00004480,92.908,5.879999999999999e-94,268,92.908,5.72e-94,268,92.908,5.72e-94,268
FUN_010633-T1,Peve_00004481,35.517,3.93e-86,282,35.517,3.8900000000000004e-86,282,35.517,3.8900000000000004e-86,282
FUN_010634-T1,Peve_00009631,51.33,0,836,51.378,0,826,51.354,0,836
