query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
Peve_00020918,Pocillopora_meandrina_HIv1___RNAseq.g23245.t1b,80.633,0,3577,80.719,0,3608,80.67599999999999,0,3608
Peve_00020919,Pocillopora_meandrina_HIv1___RNAseq.g23237.t1,69.608,6.719999999999999e-151,426,69.608,1.6399999999999998e-159,448,69.608,1.6399999999999998e-159,448
Peve_00020920,Pocillopora_meandrina_HIv1___RNAseq.g23236.t1,77.778,6.42e-72,212,77.778,6.05e-72,212,77.778,6.05e-72,212
Peve_00020927,Pocillopora_meandrina_HIv1___RNAseq.g23235.t1,76.331,0,1135,76.331,0,1144,76.331,0,1144
Peve_00020928,Pocillopora_meandrina_HIv1___RNAseq.g23234.t1,62.116,0,568,63.051,0,607,62.5835,0,607
Peve_00020934,Pocillopora_meandrina_HIv1___RNAseq.g23233.t1,50.521,5.5299999999999995e-53,167,50.521,6.69e-53,167,50.521,5.5299999999999995e-53,167
Peve_00020936,Pocillopora_meandrina_HIv1___TS.g16110.t1,52.722,7.67e-84,257,52.722,3.4399999999999997e-81,251,52.722,7.67e-84,257
Peve_00020938,Pocillopora_meandrina_HIv1___RNAseq.g23246.t1,80.841,2.6399999999999998e-135,378,80.841,3.26e-135,378,80.841,2.6399999999999998e-135,378
Peve_00020943,Pocillopora_meandrina_HIv1___RNAseq.g4149.t1,54.646,2.2e-135,402,54.486,2.94e-138,410,54.566,2.94e-138,410
Peve_00020945,Pocillopora_meandrina_HIv1___RNAseq.g4003.t1,52.79,0,3242,53.212,0,3209,53.001000000000005,0,3242
Peve_00020949,Pocillopora_meandrina_HIv1___TS.g30044.t1,50.456,8.21e-122,357,50.456,1.79e-117,346,50.456,8.21e-122,357
Peve_00020961,Pocillopora_meandrina_HIv1___RNAseq.g14817.t1,49.508,1.48e-81,255,47.368,8.910000000000001e-79,248,48.438,1.48e-81,255
Peve_00020969,Pocillopora_meandrina_HIv1___RNAseq.g4307.t1,66.328,0,953,66.751,0,993,66.5395,0,993
Peve_00020970,Pocillopora_meandrina_HIv1___RNAseq.g4306.t1,57.107,5.64e-104,315,56.757,1.45e-126,373,56.932,1.45e-126,373
Peve_00020971,Pocillopora_meandrina_HIv1___RNAseq.g4304.t1,51.511,3.3399999999999996e-166,493,50.206,3.3699999999999997e-166,493,50.85850000000001,3.3399999999999996e-166,493
Peve_00020972,Pocillopora_meandrina_HIv1___RNAseq.g4305.t1,61.429,1.3199999999999999e-37,134,59.643,6.61e-36,129,60.536,1.3199999999999999e-37,134
Peve_00020973,Pocillopora_meandrina_HIv1___RNAseq.g15988.t1,31.538,1.14e-11,60.5,31.538,1.4e-11,60.5,31.538,1.14e-11,60.5
Peve_00020975,Pocillopora_meandrina_HIv1___RNAseq.g28256.t1,76.245,8.219999999999999e-148,413,76.245,2.9999999999999998e-142,399,76.245,8.219999999999999e-148,413
Peve_00020979,Pocillopora_meandrina_HIv1___RNAseq.g26584.t1,64.976,2.9099999999999995e-161,501,64.976,1.4799999999999997e-168,520,64.976,1.4799999999999997e-168,520
Peve_00020980,Pocillopora_meandrina_HIv1___RNAseq.g26583.t1,86.429,0,751,86.429,0,751,86.429,0,751
Peve_00020984,Pocillopora_meandrina_HIv1___RNAseq.g26581.t1,94.043,0,883,92.979,0,865,93.511,0,883
Peve_00020986,Pocillopora_meandrina_HIv1___RNAseq.g26580.t1,85.65,0,765,85.65,0,756,85.65,0,765
Peve_00020987,Pocillopora_meandrina_HIv1___RNAseq.g26591.t1,39.835,3.49e-80,250,40.719,2.3200000000000003e-73,233,40.277,3.49e-80,250
Peve_00020988,Pocillopora_meandrina_HIv1___RNAseq.g26578.t1,79.456,0,567,79.456,0,567,79.456,0,567
Peve_00020989,Pocillopora_meandrina_HIv1___RNAseq.g26579.t1,66.598,0,630,67.008,0,619,66.803,0,630
Peve_00020990,Pocillopora_meandrina_HIv1___RNAseq.g26577.t1,71.622,3.159999999999999e-119,339,70,4.8600000000000006e-123,349,70.811,4.8600000000000006e-123,349
Peve_00020991,Pocillopora_meandrina_HIv1___RNAseq.g26576.t1,42.959,4.98e-79,248,42.959,2.23e-84,262,42.959,2.23e-84,262
Peve_00020994,Pocillopora_meandrina_HIv1___RNAseq.g26574.t1,69.315,0,2310,69.315,0,2316,69.315,0,2316
Peve_00020995,Pocillopora_meandrina_HIv1___RNAseq.g26573.t1,67.631,0,781,67.631,0,781,67.631,0,781
Peve_00021000,Pocillopora_meandrina_HIv1___TS.g25026.t1,57.622,0,1087,57.43,0,1070,57.525999999999996,0,1087
Peve_00021001,Pocillopora_meandrina_HIv1___RNAseq.g29776.t1,69.517,1.1699999999999998e-110,319,66.917,2.44e-108,314,68.217,1.1699999999999998e-110,319
Peve_00021003,Pocillopora_meandrina_HIv1___RNAseq.g7690.t1,38.71,8.149999999999998e-107,351,39.213,9.909999999999998e-112,365,38.9615,9.909999999999998e-112,365
Peve_00021004,Pocillopora_meandrina_HIv1___RNAseq.g7691.t1,71.429,3.48e-135,381,71.429,4.25e-135,381,71.429,3.48e-135,381
Peve_00021005,Pocillopora_meandrina_HIv1___RNAseq.g7692.t2,85.408,0,1191,85.408,0,1194,85.408,0,1194
Peve_00021006,Pocillopora_meandrina_HIv1___RNAseq.g7693.t1,75.862,5.3e-146,421,75.862,1.2099999999999997e-145,421,75.862,5.3e-146,421
Peve_00021008,Pocillopora_meandrina_HIv1___RNAseq.g10401.t1,64.683,9.24e-98,295,64.683,5.68e-98,295,64.683,5.68e-98,295
Peve_00021009,Pocillopora_meandrina_HIv1___RNAseq.g10399.t1,83.237,0,584,83.237,0,565,83.237,0,584
Peve_00021012,Pocillopora_meandrina_HIv1___RNAseq.g10402.t1,55.008,0,645,56.594,0,637,55.801,0,645
Peve_00021027,Pocillopora_meandrina_HIv1___RNAseq.g20431.t1,86.957,1.26e-120,344,86.957,2.72e-120,344,86.957,1.26e-120,344
Peve_00021028,Pocillopora_meandrina_HIv1___RNAseq.g20427.t1,84.944,0,2978,84.972,0,3004,84.958,0,3004
Peve_00021029,Pocillopora_meandrina_HIv1___RNAseq.g20428.t1,72.34,0,1038,73,0,1062,72.67,0,1062
Peve_00021030,Pocillopora_meandrina_HIv1___RNAseq.g20429.t1,73.517,0,1015,73.372,0,1005,73.4445,0,1015
Peve_00021031,Pocillopora_meandrina_HIv1___RNAseq.g20430.t1,78.438,0,526,78.438,0,526,78.438,0,526
Peve_00021033,Pocillopora_meandrina_HIv1___RNAseq.g11362.t1,66.667,9.55e-105,302,66.667,1.2299999999999999e-104,302,66.667,9.55e-105,302
Peve_00021034,Pocillopora_meandrina_HIv1___RNAseq.g11360.t1,76.923,1.39e-79,234,76.923,2.6500000000000002e-79,234,76.923,1.39e-79,234
Peve_00021035,Pocillopora_meandrina_HIv1___RNAseq.g11361.t1,71.253,0,600,69.533,0,548,70.393,0,600
Peve_00021036,Pocillopora_meandrina_HIv1___RNAseq.g11653.t1,86.275,2.3599999999999998e-61,182,90.217,7.11e-58,174,88.24600000000001,2.3599999999999998e-61,182
Peve_00021038,Pocillopora_meandrina_HIv1___RNAseq.g11654.t1,47.361,5.599999999999999e-173,508,48.827,0,549,48.093999999999994,0,549
Peve_00021042,Pocillopora_meandrina_HIv1___RNAseq.g11363.t1,78.019,0,535,78.019,0,535,78.019,0,535
Peve_00021044,Pocillopora_meandrina_HIv1___TS.g10228.t1,84.058,1.39e-80,251,84.058,4.58e-81,251,84.058,4.58e-81,251
Peve_00021049,Pocillopora_meandrina_HIv1___RNAseq.g19057.t1,89.296,0,2689,89.296,0,2653,89.296,0,2689
Peve_00021056,Pocillopora_meandrina_HIv1___RNAseq.g14306.t1b,53.219,0,726,52.217,0,709,52.718,0,726
Peve_00021058,Pocillopora_meandrina_HIv1___RNAseq.g14304.t1,74.074,9.26e-68,212,74.074,6.879999999999999e-68,212,74.074,6.879999999999999e-68,212
Peve_00021059,Pocillopora_meandrina_HIv1___RNAseq.g14293.t1,64.11,1.4599999999999998e-165,468,64.11,1.5799999999999998e-165,468,64.11,1.4599999999999998e-165,468
Peve_00021060,Pocillopora_meandrina_HIv1___RNAseq.g14292.t1,68.085,4.32e-124,352,68.182,5.4e-110,316,68.1335,4.32e-124,352
Peve_00021062,Pocillopora_meandrina_HIv1___RNAseq.g14291.t1,71.579,0,1674,71.579,0,1650,71.579,0,1674
Peve_00021063,Pocillopora_meandrina_HIv1___RNAseq.g14290.t1,78.779,0,542,78.779,0,542,78.779,0,542
Peve_00021076,Pocillopora_meandrina_HIv1___RNAseq.g19090.t1,95.815,0,1283,95.815,0,1282,95.815,0,1283
Peve_00021079,Pocillopora_meandrina_HIv1___RNAseq.g2957.t2,63.107,6.689999999999999e-43,136,63.107,7.899999999999999e-43,136,63.107,6.689999999999999e-43,136
Peve_00021083,Pocillopora_meandrina_HIv1___RNAseq.g290.t1,55.926,9.859999999999999e-89,265,55.926,1.23e-88,265,55.926,9.859999999999999e-89,265
Peve_00021098,Pocillopora_meandrina_HIv1___RNAseq.g1689.t1,56.557,1.59e-48,152,56.557,1.44e-48,152,56.557,1.44e-48,152
Peve_00021100,Pocillopora_meandrina_HIv1___RNAseq.g1690.t1,75.841,1.38e-177,494,75.841,6.759999999999999e-178,494,75.841,6.759999999999999e-178,494
Peve_00021101,Pocillopora_meandrina_HIv1___RNAseq.g1691.t1,68.49,0,1129,68.49,0,1116,68.49,0,1129
Peve_00021102,Pocillopora_meandrina_HIv1___RNAseq.g1692.t1,62.867,0,1469,62.867,0,1473,62.867,0,1473
Peve_00021103,Pocillopora_meandrina_HIv1___RNAseq.g4796.t1,91.434,0,959,91.434,0,986,91.434,0,986
Peve_00021114,Pocillopora_meandrina_HIv1___TS.g7116.t1,75.646,0,884,75.646,0,884,75.646,0,884
Peve_00021125,Pocillopora_meandrina_HIv1___RNAseq.g13650.t1,40.886,0,953,40.886,0,965,40.886,0,965
Peve_00021130,Pocillopora_meandrina_HIv1___RNAseq.g13407.t1,39.474,4.54e-10,56.6,39.474,5.66e-11,56.6,39.474,5.66e-11,56.6
Peve_00021143,Pocillopora_meandrina_HIv1___TS.g21111.t2,52.326,1.08e-53,169,52.326,7.61e-58,181,52.326,7.61e-58,181
Peve_00021145,Pocillopora_meandrina_HIv1___RNAseq.g17569.t1,70.139,3.8e-60,192,70.139,2.62e-60,191,70.139,2.62e-60,192
Peve_00021153,Pocillopora_meandrina_HIv1___RNAseq.g143.t1,31.765,6.9e-13,65.9,31.765,2.88e-13,65.5,31.765,2.88e-13,65.9
Peve_00021164,Pocillopora_meandrina_HIv1___RNAseq.g4771.t1,54.603,5.9399999999999985e-165,474,54.839,3.3199999999999993e-159,459,54.721000000000004,5.9399999999999985e-165,474
Peve_00021168,Pocillopora_meandrina_HIv1___RNAseq.g4772.t1,77.896,0,996,77.896,0,1039,77.896,0,1039
Peve_00021172,Pocillopora_meandrina_HIv1___RNAseq.g13.t1,81.179,0,827,81.179,0,848,81.179,0,848
Peve_00021173,Pocillopora_meandrina_HIv1___RNAseq.g14.t1,70.441,0,748,69.038,0,727,69.73949999999999,0,748
Peve_00021174,Pocillopora_meandrina_HIv1___RNAseq.30196_t,86.864,0,867,86.864,0,867,86.864,0,867
Peve_00021185,Pocillopora_meandrina_HIv1___RNAseq.g15894.t1,87.277,0,682,87.277,0,672,87.277,0,682
Peve_00021211,Pocillopora_meandrina_HIv1___RNAseq.g22536.t1,59.292,1.0599999999999998e-37,124,59.292,1.23e-37,124,59.292,1.0599999999999998e-37,124
Peve_00021212,Pocillopora_meandrina_HIv1___RNAseq.g22535.t1,53.769,0,1063,52.957,0,1041,53.363,0,1063
Peve_00021213,Pocillopora_meandrina_HIv1___RNAseq.g22534.t1,84.814,0,634,84.814,0,634,84.814,0,634
Peve_00021214,Pocillopora_meandrina_HIv1___RNAseq.g22533.t1,80.078,1.4999999999999998e-158,442,80.078,2.1299999999999998e-158,442,80.078,1.4999999999999998e-158,442
Peve_00021250,Pocillopora_meandrina_HIv1___RNAseq.g26254.t1,76.037,1.33e-127,358,76.037,1.61e-127,358,76.037,1.33e-127,358
Peve_00021251,Pocillopora_meandrina_HIv1___RNAseq.g26260.t1,61.413,1.77e-164,466,61.413,3.03e-164,465,61.413,1.77e-164,466
Peve_00021252,Pocillopora_meandrina_HIv1___RNAseq.g26261.t1,75,1.17e-51,157,75,1.44e-51,157,75,1.17e-51,157
Peve_00021254,Pocillopora_meandrina_HIv1___RNAseq.g26255.t1,80.833,1.76e-70,207,80.833,2.1700000000000002e-70,207,80.833,1.76e-70,207
Peve_00021255,Pocillopora_meandrina_HIv1___RNAseq.g26256.t1,100,5.77e-40,126,100,5.6e-40,126,100,5.6e-40,126
Peve_00021256,Pocillopora_meandrina_HIv1___RNAseq.g26257.t1,91.071,5.31e-111,313,91.071,4.2800000000000005e-105,298,91.071,5.31e-111,313
Peve_00021257,Pocillopora_meandrina_HIv1___TS.g19007.t1,57.326,1.2999999999999999e-148,426,57.326,1.5199999999999997e-148,426,57.326,1.2999999999999999e-148,426
Peve_00021258,Pocillopora_meandrina_HIv1___RNAseq.g26259.t1,71.216,0,609,71.216,0,609,71.216,0,609
Peve_00021263,Pocillopora_meandrina_HIv1___RNAseq.g3959.t1,59.058,0,1857,58.916,0,1859,58.986999999999995,0,1859
Peve_00021264,Pocillopora_meandrina_HIv1___RNAseq.g20359.t1,70.091,0,5054,69.994,0,5053,70.04249999999999,0,5054
Peve_00021265,Pocillopora_meandrina_HIv1___RNAseq.g20358.t1,78.462,3.8899999999999997e-103,295,78.462,8.759999999999998e-101,289,78.462,3.8899999999999997e-103,295
Peve_00021268,Pocillopora_meandrina_HIv1___RNAseq.g27906.t1,44.796,1.7699999999999998e-43,144,44.796,2.27e-43,144,44.796,1.7699999999999998e-43,144
Peve_00021274,Pocillopora_meandrina_HIv1___RNAseq.g4731.t1,76.829,3e-137,387,76.829,3.51e-137,387,76.829,3e-137,387
Peve_00021275,Pocillopora_meandrina_HIv1___TS.g22138.t1,44.848,6.73e-37,130,46.104,1.29e-32,119,45.476,6.73e-37,130
Peve_00021276,Pocillopora_meandrina_HIv1___TS.g22139.t1b,61.12,0,766,61.12,0,768,61.12,0,768
Peve_00021277,Pocillopora_meandrina_HIv1___RNAseq.g22048.t1b,46.835,7.16e-36,124,46.835,8.39e-44,144,46.835,8.39e-44,144
Peve_00021283,Pocillopora_meandrina_HIv1___RNAseq.g4723.t1,81.063,0,1171,81.063,0,1153,81.063,0,1171
Peve_00021285,Pocillopora_meandrina_HIv1___RNAseq.20165_t,34.351,1.4000000000000002e-21,88.2,34.351,1.54e-17,77.4,34.351,1.4000000000000002e-21,88.2
Peve_00021288,Pocillopora_meandrina_HIv1___RNAseq.g4724.t1,54.046,0,944,54.5,0,951,54.272999999999996,0,951
Peve_00021291,Pocillopora_meandrina_HIv1___RNAseq.g28575.t1,73.312,0,1693,74.374,0,1676,73.84299999999999,0,1693
Peve_00021294,Pocillopora_meandrina_HIv1___TS.g12437.t1,63,0,685,64.557,0,667,63.7785,0,685
Peve_00021302,Pocillopora_meandrina_HIv1___RNAseq.g17703.t1,60.215,4.3100000000000004e-26,99.8,60.215,2.29e-26,99.8,60.215,2.29e-26,99.8
Peve_00021318,Pocillopora_meandrina_HIv1___RNAseq.g1837.t1,53.737,2.96e-92,281,53.737,3.7499999999999997e-93,284,53.737,3.7499999999999997e-93,284
Peve_00021321,Pocillopora_meandrina_HIv1___RNAseq.g1836.t1,78.341,0,703,78.341,0,703,78.341,0,703
Peve_00021324,Pocillopora_meandrina_HIv1___RNAseq.g10370.t1,79.229,0,786,79.229,0,786,79.229,0,786
Peve_00021328,Pocillopora_meandrina_HIv1___RNAseq.g10372.t1,76.078,6.359999999999999e-144,403,76.078,7.729999999999998e-144,403,76.078,6.359999999999999e-144,403
Peve_00021329,Pocillopora_meandrina_HIv1___RNAseq.g10371.t1,74.877,1.16e-98,285,74.877,2e-104,299,74.877,2e-104,299
Peve_00021331,Pocillopora_meandrina_HIv1___RNAseq.g16096.t1,87.845,1.5699999999999998e-109,310,87.845,7.309999999999999e-109,308,87.845,1.5699999999999998e-109,310
Peve_00021332,Pocillopora_meandrina_HIv1___RNAseq.g16097.t2,78.109,9.18e-113,325,78.01,5e-108,313,78.0595,9.18e-113,325
Peve_00021334,Pocillopora_meandrina_HIv1___TS.g11107.t1,64.251,1.9999999999999997e-89,264,64.251,3.16e-89,264,64.251,1.9999999999999997e-89,264
Peve_00021335,Pocillopora_meandrina_HIv1___RNAseq.g16095.t1,70.175,0,1222,70.175,0,1222,70.175,0,1222
Peve_00021349,Pocillopora_meandrina_HIv1___RNAseq.g21995.t1a,43.939,7.39e-12,60.8,43.939,1.59e-12,60.8,43.939,1.59e-12,60.8
Peve_00021360,Pocillopora_meandrina_HIv1___TS.g3994.t1,59.794,5.5199999999999996e-98,308,60.137,2.71e-108,334,59.9655,2.71e-108,334
Peve_00021373,Pocillopora_meandrina_HIv1___RNAseq.g20329.t1,50.331,8.46e-52,164,50.331,6.799999999999999e-52,164,50.331,6.799999999999999e-52,164
Peve_00021379,Pocillopora_meandrina_HIv1___RNAseq.13437_t,85.897,0,1622,85.897,0,1621,85.897,0,1622
Peve_00021381,Pocillopora_meandrina_HIv1___RNAseq.g2549.t1,49.815,0,1276,46.839,0,1197,48.327,0,1276
Peve_00021382,Pocillopora_meandrina_HIv1___RNAseq.g27998.t1,73.944,2.44e-142,401,74.205,7.869999999999999e-144,405,74.0745,7.869999999999999e-144,405
Peve_00021383,Pocillopora_meandrina_HIv1___RNAseq.g27997.t1,47.531,4.51e-34,118,52.5,2e-28,104,50.0155,4.51e-34,118
Peve_00021385,Pocillopora_meandrina_HIv1___RNAseq.g27994.t1,76.341,6.599999999999999e-144,408,75.079,3.71e-154,434,75.71,3.71e-154,434
Peve_00021393,Pocillopora_meandrina_HIv1___TS.g13631.t1,84.071,1.07e-133,377,84.071,1.9199999999999997e-133,376,84.071,1.07e-133,377
Peve_00021401,Pocillopora_meandrina_HIv1___RNAseq.g29796.t1,77.861,0,910,77.861,0,894,77.861,0,910
Peve_00021402,Pocillopora_meandrina_HIv1___RNAseq.g29798.t1,92.105,7.3e-50,150,92.105,8.89e-50,150,92.105,7.3e-50,150
Peve_00021405,Pocillopora_meandrina_HIv1___RNAseq.g29797.t2,70.819,0,1349,70.819,0,1330,70.819,0,1349
Peve_00021406,Pocillopora_meandrina_HIv1___RNAseq.g21235.t1,56.977,3.38e-65,197,56.977,4.18e-65,197,56.977,3.38e-65,197
Peve_00021409,Pocillopora_meandrina_HIv1___RNAseq.g21236.t1,87.537,0,1215,87.537,0,1193,87.537,0,1215
Peve_00021419,Pocillopora_meandrina_HIv1___RNAseq.g16018.t1,79.661,2.6499999999999994e-168,468,79.661,7.899999999999999e-168,467,79.661,2.6499999999999994e-168,468
Peve_00021427,Pocillopora_meandrina_HIv1___TS.g27313.t1,67.01,5.53e-32,108,67.01,1.22e-30,105,67.01,5.53e-32,108
Peve_00021428,Pocillopora_meandrina_HIv1___RNAseq.g15967.t1,66.86,5.5499999999999995e-74,219,66.86,7.17e-74,219,66.86,5.5499999999999995e-74,219
Peve_00021429,Pocillopora_meandrina_HIv1___RNAseq.g15966.t1,72.487,0,561,72.846,0,565,72.6665,0,565
Peve_00021433,Pocillopora_meandrina_HIv1___RNAseq.g15964.t1,64.721,0,524,64.721,0,524,64.721,0,524
Peve_00021434,Pocillopora_meandrina_HIv1___RNAseq.g15963.t1,77.23,0,824,77.23,0,823,77.23,0,824
Peve_00021435,Pocillopora_meandrina_HIv1___RNAseq.g15962.t2,55.128,1.4e-109,321,55.128,5.67e-113,330,55.128,5.67e-113,330
Peve_00021436,Pocillopora_meandrina_HIv1___RNAseq.g15993.t1,84.471,0,698,84.471,0,697,84.471,0,698
Peve_00021438,Pocillopora_meandrina_HIv1___RNAseq.g16084.t1,84.142,0,909,84.142,0,906,84.142,0,909
Peve_00021443,Pocillopora_meandrina_HIv1___TS.g27739.t1b,93.548,3.6599999999999996e-37,120,93.548,3.85e-37,120,93.548,3.6599999999999996e-37,120
Peve_00021456,Pocillopora_meandrina_HIv1___RNAseq.g5769.t1,58.705,0,543,58.705,0,543,58.705,0,543
Peve_00021463,Pocillopora_meandrina_HIv1___RNAseq.g6875.t1,86.076,5.1799999999999997e-104,294,86.076,6.509999999999999e-104,294,86.076,5.1799999999999997e-104,294
Peve_00021467,Pocillopora_meandrina_HIv1___RNAseq.g6873.t1,75.194,3.7500000000000004e-64,194,86.957,2.7299999999999998e-56,174,81.0755,3.7500000000000004e-64,194
Peve_00021475,Pocillopora_meandrina_HIv1___RNAseq.g24162.t1,75,6.979999999999999e-110,319,75,8.779999999999999e-110,319,75,6.979999999999999e-110,319
Peve_00021477,Pocillopora_meandrina_HIv1___RNAseq.g13976.t1,88.717,0,1192,88.717,0,1192,88.717,0,1192
Peve_00021478,Pocillopora_meandrina_HIv1___RNAseq.g13981.t1,41.766,3.57e-90,284,41.766,2.06e-89,282,41.766,3.57e-90,284
Peve_00021479,Pocillopora_meandrina_HIv1___RNAseq.g13979.t1,75.82,3.97e-134,377,75.82,1.49e-127,361,75.82,3.97e-134,377
Peve_00021480,Pocillopora_meandrina_HIv1___RNAseq.g13978.t1,72.358,2.11e-63,192,72.358,1.54e-63,192,72.358,1.54e-63,192
Peve_00021485,Pocillopora_meandrina_HIv1___TS.g15289.t2,77.342,0,643,77.342,0,677,77.342,0,677
Peve_00021486,Pocillopora_meandrina_HIv1___RNAseq.g27945.t1,65.6,4.1599999999999995e-125,363,65.6,3.9599999999999995e-125,363,65.6,3.9599999999999995e-125,363
Peve_00021488,Pocillopora_meandrina_HIv1___RNAseq.g27944.t1,79.762,0,694,79.762,0,673,79.762,0,694
Peve_00021498,Pocillopora_meandrina_HIv1___RNAseq.g17825.t1,48.601,1.54e-102,312,49.495,3.729999999999999e-107,324,49.048,3.729999999999999e-107,324
Peve_00021501,Pocillopora_meandrina_HIv1___RNAseq.g5071.t1,88.66,0,516,88.66,0,516,88.66,0,516
Peve_00021502,Pocillopora_meandrina_HIv1___TS.g23790.t1,75,8.990000000000001e-91,271,75,8.56e-91,271,75,8.56e-91,271
Peve_00021506,Pocillopora_meandrina_HIv1___RNAseq.g5073.t1,73.204,0,984,73.204,0,1028,73.204,0,1028
Peve_00021507,Pocillopora_meandrina_HIv1___RNAseq.g5065.t1,59.645,6.749999999999999e-157,449,59.645,7.259999999999999e-157,449,59.645,6.749999999999999e-157,449
Peve_00021511,Pocillopora_meandrina_HIv1___RNAseq.g5066.t1,75.472,7.070000000000001e-91,261,75.472,8.680000000000001e-91,261,75.472,7.070000000000001e-91,261
Peve_00021512,Pocillopora_meandrina_HIv1___RNAseq.g5067.t1,60.432,3.71e-49,160,60.432,2.59e-49,160,60.432,2.59e-49,160
Peve_00021513,Pocillopora_meandrina_HIv1___RNAseq.g5072.t1,88.672,0,1402,89.193,0,1400,88.9325,0,1402
Peve_00021514,Pocillopora_meandrina_HIv1___RNAseq.g5069.t1,87.528,0,761,87.528,0,761,87.528,0,761
Peve_00021518,Pocillopora_meandrina_HIv1___RNAseq.g8024.t1,49.388,2.4699999999999998e-82,246,49.388,3.1e-82,246,49.388,2.4699999999999998e-82,246
Peve_00021535,Pocillopora_meandrina_HIv1___RNAseq.g23805.t1,66.15,0,913,66.008,0,889,66.07900000000001,0,913
Peve_00021540,Pocillopora_meandrina_HIv1___RNAseq.g26542.t1,55.959,1.9e-132,397,55.959,4.6199999999999996e-132,397,55.959,1.9e-132,397
Peve_00021541,Pocillopora_meandrina_HIv1___RNAseq.g26541.t1,62.361,0,531,62.138,1.26e-179,513,62.2495,0,531
Peve_00021542,Pocillopora_meandrina_HIv1___RNAseq.g26540.t1,68.471,0,1021,68.471,0,1040,68.471,0,1040
Peve_00021543,Pocillopora_meandrina_HIv1___RNAseq.g4244.t1,76.271,0,531,75.706,0,523,75.9885,0,531
Peve_00021545,Pocillopora_meandrina_HIv1___RNAseq.g4242.t1,62.755,3.9300000000000003e-85,250,62.755,4.47e-85,250,62.755,3.9300000000000003e-85,250
Peve_00021548,Pocillopora_meandrina_HIv1___RNAseq.9691_t,89.555,0,877,90.329,0,922,89.94200000000001,0,922
Peve_00021549,Pocillopora_meandrina_HIv1___RNAseq.g24071.t1,61.08,0,888,60.993,0,861,61.036500000000004,0,888
Peve_00021550,Pocillopora_meandrina_HIv1___RNAseq.g24073.t1,49.677,7.63e-36,122,50,6.46e-39,130,49.838499999999996,6.46e-39,130
Peve_00021551,Pocillopora_meandrina_HIv1___RNAseq.g24074.t1,57.321,7.110000000000001e-123,356,57.321,8.520000000000001e-123,356,57.321,7.110000000000001e-123,356
Peve_00021553,Pocillopora_meandrina_HIv1___RNAseq.g29624.t1,75.909,5.8e-117,332,75.909,6.98e-117,332,75.909,5.8e-117,332
Peve_00021554,Pocillopora_meandrina_HIv1___RNAseq.g29627.t1,71.858,0,873,71.858,0,872,71.858,0,873
Peve_00021556,Pocillopora_meandrina_HIv1___TS.g6801.t1,46.154,1.2299999999999999e-47,167,46.65,2.7799999999999997e-52,179,46.402,2.7799999999999997e-52,179
Peve_00021557,Pocillopora_meandrina_HIv1___RNAseq.g29625.t1,82.222,0,941,82.222,0,922,82.222,0,941
Peve_00021565,Pocillopora_meandrina_HIv1___RNAseq.g4205.t1,59.48,0,987,59.48,0,987,59.48,0,987
Peve_00021566,Pocillopora_meandrina_HIv1___RNAseq.g4216.t1,72.8,4.63e-62,185,72.8,5.67e-62,185,72.8,4.63e-62,185
Peve_00021567,Pocillopora_meandrina_HIv1___RNAseq.g4223.t1,65.217,0,667,65.217,0,668,65.217,0,668
Peve_00021569,Pocillopora_meandrina_HIv1___RNAseq.g4217.t1,76.536,0,565,76.536,0,565,76.536,0,565
Peve_00021570,Pocillopora_meandrina_HIv1___RNAseq.3964_t,71.942,6.05e-68,208,71.942,3.25e-68,208,71.942,3.25e-68,208
Peve_00021611,Pocillopora_meandrina_HIv1___RNAseq.g11923.t1,57.407,1.44e-82,245,57.944,1.59e-81,243,57.6755,1.44e-82,245
Peve_00021613,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,67.251,0,3664,67.973,0,4199,67.612,0,4199
Peve_00021624,Pocillopora_meandrina_HIv1___RNAseq.g4045.t1,95.385,4.1100000000000003e-122,343,95.385,5.13e-122,343,95.385,4.1100000000000003e-122,343
Peve_00021625,Pocillopora_meandrina_HIv1___RNAseq.g4046.t1,72.093,5.59e-67,201,72.093,4.77e-67,201,72.093,4.77e-67,201
Peve_00021626,Pocillopora_meandrina_HIv1___RNAseq.g4047.t1,88.183,0,1007,88.183,0,1011,88.183,0,1011
Peve_00021628,Pocillopora_meandrina_HIv1___RNAseq.g4043.t1,49.313,0,2010,49.117,0,2008,49.215,0,2010
Peve_00021629,Pocillopora_meandrina_HIv1___RNAseq.g4044.t1,91.705,1.4999999999999997e-153,424,91.705,1.8399999999999997e-153,424,91.705,1.4999999999999997e-153,424
Peve_00021640,Pocillopora_meandrina_HIv1___RNAseq.g20536.t1,65.049,5.249999999999999e-90,274,65.049,1.7399999999999998e-89,274,65.049,5.249999999999999e-90,274
Peve_00021641,Pocillopora_meandrina_HIv1___RNAseq.g20538.t1,68.954,0,858,68.954,0,858,68.954,0,858
Peve_00021642,Pocillopora_meandrina_HIv1___RNAseq.g20537.t1,82.654,0,1666,82.654,0,1658,82.654,0,1666
Peve_00021643,Pocillopora_meandrina_HIv1___RNAseq.g4620.t1,58.73,1.1699999999999998e-128,369,58.73,1.3899999999999999e-128,369,58.73,1.1699999999999998e-128,369
