ntLink_0	1104	7056	FUN_000001	.
ntLink_0	10214	15286	FUN_000002	.
ntLink_0	32056	33275	FUN_000003	.
ntLink_0	34823	42794	FUN_000004	.
ntLink_0	45952	51024	FUN_000005	.
ntLink_0	61628	78213	FUN_000006	.
ntLink_0	78321	79353	FUN_000007	.
ntLink_0	80146	80784	FUN_000008	.
ntLink_1	9568	18813	FUN_000009	.
ntLink_2	13331	15081	FUN_000010	.
ntLink_2	18395	20145	FUN_000011	.
ntLink_2	23459	25208	FUN_000012	.
ntLink_2	70608	71768	FUN_000013	.
ntLink_2	74420	76171	FUN_000014	.
ntLink_2	86725	88477	FUN_000015	.
ntLink_2	95411	97161	FUN_000016	.
ntLink_2	116765	118515	FUN_000017	.
ntLink_2	120019	121770	FUN_000018	.
ntLink_2	131722	132780	FUN_000019	.
ntLink_2	139156	140914	FUN_000020	.
ntLink_2	146038	147796	FUN_000021	.
ntLink_2	161070	162821	FUN_000022	.
ntLink_2	169755	171493	FUN_000023	.
ntLink_2	172997	174748	FUN_000024	.
ntLink_2	179872	181622	FUN_000025	.
ntLink_2	193986	195736	FUN_000026	.
ntLink_2	200860	202611	FUN_000027	.
ntLink_2	306348	307406	FUN_000028	.
ntLink_2	324638	326368	FUN_000029	.
ntLink_2	365759	367512	FUN_000030	.
ntLink_2	371972	372670	FUN_000031	.
ntLink_3	1729	7681	FUN_000032	.
ntLink_3	28058	33131	FUN_000033	.
ntLink_3	44221	48741	FUN_000034	.
ntLink_3	50316	56025	FUN_000035	.
ntLink_3	63731	66847	FUN_000036	.
ntLink_3	69896	75528	FUN_000037	.
ntLink_3	83231	84074	FUN_000038	.
ntLink_3	84461	85205	FUN_000039	.
ntLink_3	89326	95036	FUN_000040	.
ntLink_3	102742	107262	FUN_000041	.
ntLink_3	108837	109632	FUN_000042	.
ntLink_3	109761	114546	FUN_000043	.
ntLink_3	122252	126772	FUN_000044	.
ntLink_3	128347	130689	FUN_000045	.
ntLink_4	1155	1537	FUN_000046	.
ntLink_4	2660	3441	FUN_000047	.
ntLink_4	4515	6830	FUN_000048	.
ntLink_4	7096	7859	FUN_000049	.
ntLink_4	8474	9669	FUN_000050	.
ntLink_4	11162	11925	FUN_000051	.
ntLink_4	12540	13735	FUN_000052	.
ntLink_4	15228	15991	FUN_000053	.
ntLink_4	16606	17801	FUN_000054	.
ntLink_4	19294	20057	FUN_000055	.
ntLink_4	20672	21867	FUN_000056	.
ntLink_4	23360	24123	FUN_000057	.
ntLink_4	24738	25933	FUN_000058	.
ntLink_4	27426	28189	FUN_000059	.
ntLink_4	28804	29999	FUN_000060	.
ntLink_4	31492	32255	FUN_000061	.
ntLink_4	32870	34065	FUN_000062	.
ntLink_4	35558	36321	FUN_000063	.
