Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
1A11-fastp-adapters-polyG-31bp-merged	78.42498861407549	45.0	28.518638892277057	29	36.36363636363637	2615311.0
1A7-fastp-adapters-polyG-31bp-merged	87.19212763715831	41.0	25.621565496383734	25	36.36363636363637	8013931.0
1B3-fastp-adapters-polyG-31bp-merged	56.18576322801675	42.0	24.838599162542824	25	45.45454545454545	5254.0
1B4-fastp-adapters-polyG-31bp-merged	72.78607417539307	47.0	26.251922465101405	27	27.27272727272727	12038450.0
1B6-fastp-adapters-polyG-31bp-merged	70.10304905460924	44.0	25.82637197794705	26	27.27272727272727	1334606.0
1B7-fastp-adapters-polyG-31bp-merged	73.94994586387566	41.0	25.148469876669196	25	45.45454545454545	80353.0
1C11-fastp-adapters-polyG-31bp-merged	28.656716417910445	43.0	24.659701492537312	25	36.36363636363637	335.0
1C12-fastp-adapters-polyG-31bp-merged	66.71422747337812	46.0	27.187278090693734	28	36.36363636363637	1421752.0
1C5-fastp-adapters-polyG-31bp-merged	89.413692521934	44.0	27.621115765227014	29	36.36363636363637	28120629.0
1C6-fastp-adapters-polyG-31bp-merged	46.99535513837817	43.0	23.234081672150182	23	36.36363636363637	20668.0
1D1-fastp-adapters-polyG-31bp-merged	87.46773170832908	47.0	24.217059491635467	24	27.27272727272727	10330343.0
1D12-fastp-adapters-polyG-31bp-merged	75.46828911653235	40.0	24.955763590678757	25	45.45454545454545	118997.0
1D2-fastp-adapters-polyG-31bp-merged	87.21396102748903	44.0	28.189490485907623	29	27.27272727272727	32445344.0
1D5-fastp-adapters-polyG-31bp-merged	78.34884726621105	47.0	25.804522382627365	26	27.27272727272727	11415885.0
1D7-fastp-adapters-polyG-31bp-merged	84.16376728235821	41.0	26.410268766145037	26	36.36363636363637	7611859.0
1E7-fastp-adapters-polyG-31bp-merged	71.17429524098212	41.0	24.9812670506214	25	45.45454545454545	82475.0
1F1-fastp-adapters-polyG-31bp-merged	64.94919331863122	44.0	26.609548279536988	28	45.45454545454545	189542.0
1F10-fastp-adapters-polyG-31bp-merged	77.7205768153623	45.0	28.309667960136537	29	27.27272727272727	4240274.0
1F12-fastp-adapters-polyG-31bp-merged	86.8791781390655	43.0	27.941057113587185	29	36.36363636363637	32227095.0
1F3-fastp-adapters-polyG-31bp-merged	92.93293741250861	42.0	26.695448034689935	27	36.36363636363637	31683194.0
1F6-fastp-adapters-polyG-31bp-merged	81.89486080219804	42.0	27.0029617745267	28	36.36363636363637	13238685.0
1F7-fastp-adapters-polyG-31bp-merged	86.83790378536492	43.0	26.395072530464805	26	36.36363636363637	2090363.0
1G1-fastp-adapters-polyG-31bp-merged	85.90612403625349	42.0	27.96848539379685	29	36.36363636363637	29950049.0
1G10-fastp-adapters-polyG-31bp-merged	93.31082386496692	50.0	29.114925264765887	31	36.36363636363637	30906172.0
1G3-fastp-adapters-polyG-31bp-merged	82.05191801483701	43.0	25.331761505813144	25	45.45454545454545	840423.0
1H1-fastp-adapters-polyG-31bp-merged	82.10383704144212	43.0	25.974398508304393	26	36.36363636363637	1579947.0
1H2-fastp-adapters-polyG-31bp-merged	82.53321356488567	43.0	25.67150545981473	25	45.45454545454545	541044.0
1H3-fastp-adapters-polyG-31bp-merged	88.01714097930086	44.0	26.076449397763646	27	45.45454545454545	896907.0
2A3-fastp-adapters-polyG-31bp-merged	56.580723062717524	51.0	23.709141274238227	22	45.45454545454545	84474.0
2B1-fastp-adapters-polyG-31bp-merged	81.38961135582429	43.0	27.0141213870029	28	36.36363636363637	13670541.0
2D1-fastp-adapters-polyG-31bp-merged	91.0035065025066	41.0	25.48482671583252	25	36.36363636363637	11470292.0
2D3-fastp-adapters-polyG-31bp-merged	40.88524195351878	52.0	21.984414512050368	20	27.27272727272727	58131.0
2E1-fastp-adapters-polyG-31bp-merged	94.66796498838167	40.0	24.460497776268536	25	36.36363636363637	11237418.0
2E3-fastp-adapters-polyG-31bp-merged	12.63157894736841	48.0	26.31578947368421	27	36.36363636363637	95.0
2F2-fastp-adapters-polyG-31bp-merged	55.92517551712765	44.0	23.210918971556016	23	45.45454545454545	63669.0
2H1-fastp-adapters-polyG-31bp-merged	45.76146788990826	46.0	24.618532110091742	24	27.27272727272727	5450.0
2H2-fastp-adapters-polyG-31bp-merged	86.36457160614664	42.0	26.653772782787374	27	36.36363636363637	13183253.0
