,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
CE 20:4,0.732813229344805,1.56973443196865,1.06215684108933,0.933890182997614,1.30836263053555,2.61293948847695,2.15262080834557,1.56053181153242,1.70264522404447,3.93196819938903,1.024467918437,1.48812848689181,0.441475042580309,1.19796979445102,1.34213031772416,0.806140795879503,1.55603214149451,0.742739364046038,1.01837603811651,0.796500430363935,0.67196950662168,1.38227371704976,1.98904380810684,0.749657884634523,1.76964028476947,2.44497566804965,1.00575179017003,0.952225522922152,0.890274151150394,0.515876287142504,0.435978890000359,0.383245791012977,0.482512394393493,0.98194524830419,1.44335691075394,0.898268440524664,0.834742561493178,1.20176076220062
CE 20:5,0.157780629610866,0.337307844018197,0.22091405998985,0.34525009047714,0.404488652753018,0.743961937691353,0.569250148447353,0.431166759920112,0.477890867680083,1.03271667264639,0.32990447232114,0.378146043197446,0.100784215257242,0.368509176030788,0.325042118551034,0.193174130310322,0.350434342003299,0.174297410211054,0.295119871189532,0.2066898258308,0.155364882756293,0.362705342275516,0.327032557831526,0.108127840472475,0.46967316123025,0.445240430674145,0.33334189060129,0.333525159650683,0.241269562875768,0.142281461180987,0.13202524578542,0.0803724241778733,0.118808400614141,0.286465540179363,0.359911718742734,0.144268893755342,0.176656602963654,0.254936770449703
CE 22:4,0.865739042436186,2.24895793598139,1.05253006606502,1.46140864464202,2.22341262030423,3.6453074611036,3.17703409053435,2.67316582160799,2.55939030304948,5.53016863944278,1.32550504652766,2.03771605652011,0.590738075832918,1.67315768213738,1.6257106786365,1.06644744469073,2.02208533894802,1.32603718605384,1.56972995507135,1.37160762964324,1.18255482531207,1.94670721144672,2.7663875402293,1.05123085220411,1.92016453015758,2.15549048770423,1.55211279364841,1.29466193970058,1.23627876965019,0.704394397336955,0.75238382702131,0.554416925779578,0.595904065440296,1.21843533942318,2.99854382608615,1.43527165368575,1.20967192435327,1.78804903321885
CE 22:5,0.745597445059951,1.63882828737253,0.967531933582108,1.29145459350309,1.69980631051603,2.28625355751312,1.74011029984359,1.4695340151591,1.97473777695399,3.84617887860944,0.930118168109108,1.00409582474395,0.380968705700986,1.11280903257159,0.910776681359251,0.547016891188369,0.972032527536783,0.616695908823944,0.65686836479503,0.68338617505139,0.463650275617661,0.909531421896968,0.743481335715113,0.413594571921174,1.21581598930657,0.842003787602515,1.04106015468761,0.823774258929668,0.690775801910692,0.397512816689856,0.355708395971726,0.280305764151127,0.360542463353138,1.02621512299148,1.83668741433914,0.7886841578725,0.768864356480362,0.976967967617404
CE 22:6,1.53242662373068,3.67796464231825,3.06264547574075,3.95941196854555,3.36309564554627,5.11647187189263,3.86126525097538,3.11662288914605,3.57385142006402,6.54468921267162,2.53708506029066,3.42855501482106,1.18864530307158,3.340982849215,3.18596012861576,1.43426528050415,3.60020663135356,1.91171703675927,2.84743465822441,2.79777744328807,1.93158255020807,3.54501627510148,3.33507630495619,1.49501447856515,3.87192165303511,3.5175677938758,2.97555113540441,2.69839114459158,2.06231817696622,1.43351917846232,0.923960818019437,0.728794986792931,0.933136989109425,2.75575108429569,3.59320226247757,1.68926546349636,1.92734237216495,2.77489962478614
Cer d18:1/16:0,0.364132285577248,0.4668964500481,1.06843479948447,0.859683001701241,0.209670509596796,0.196623509955495,0.2369149283196,0.352773285310399,0.215230916393787,0.234568791827476,0.124748177619345,0.582043936609125,0.532997311759664,0.56605451382379,0.290441796687393,0.448310375345359,0.245233946685532,1.19601836308429,0.613108683540135,0.80006901076583,0.244250141585653,0.273226312081503,1.09078893614733,0.77193746508134,1.12439992989721,0.32818042886432,0.940907360996278,1.02224253187314,0.231434670777767,0.312317382035139,1.05885271640041,0.648714554865755,0.382905728495264,1.15792707647546,0.231466373176862,0.241764774724319,0.105822616121373,0.572276142526966
DG 14:0_18:1,0.0256421836568923,0.116513691005538,0.0226631479541727,0.0511632918886672,0.105076126113581,0.0808988786929843,0.0274591268414225,0.0494693402711913,0.0553002709002427,0.0622019266480404,0.044246952033805,0.0588008698985685,0.0335855461531811,0.0607779961629119,0.0877833139231257,0.0460561860321232,0.0472233652873071,0.140171072709433,0.038867793021403,0.0447781807498723,0.0274454226980195,0.050171925188479,0.0734353101867671,0.0283683139920168,0.0803977359766766,0.0171243929017994,0.0686757459055062,0.0535859824996029,0.038824108375471,0.0226561441672541,0.0453644838184066,0.038739243706757,0.0249148198400059,0.121437754463187,0.0416820922334854,0.0487356225249008,0.0473571046303117,0.0423235345531074
DG 16:0_18:0,0.0388236003413592,0.348463068865532,0.181821261875764,0.415800694923908,0.331073576364105,0.374798880571709,0.0150469393206819,0.275743094313682,0.115304806972521,0.0644317371330547,0.280352014785949,0.348672328121868,0.201484373846797,0.297140685269809,0.206946247978262,0.275508019617736,0.0750979944026759,0.589341263954886,0.199021700208793,0.176570578782808,0.151695848215519,0.168907336011576,0.272997420939504,0.193391379405708,0.485819875727532,0.104226621971422,0.421262467048516,0.282040087374586,0,0.171494923987904,0.174462369354556,0.138117599175713,0.0897679305982627,0.50718689941298,0.219613270446911,0.288177214857213,0,0.16526752876473
DG 16:0_18:1,0.265810798890694,0.92469762410762,0.398224676663957,1.64706186035022,1.07892061249733,1.03814203628815,0.390949049535199,0.739015805044908,0.456438612355579,0.468881045660601,0.956098462466011,1.00940491907877,0.458201929570315,1.47096011557603,1.24810896211511,0.667042972898339,0.887892134829943,1.76967215509076,1.20145621100718,0.97297532054173,0.652679498812699,0.7437210088243,1.07291771077969,0.949911296848403,1.32889559641471,0.403049493414628,1.36832466785506,1.2316350871862,0.378170524152398,0.316634206672915,0.708857977264031,0.826889130732406,0.489175430618539,2.32641474498867,0.813181479567541,1.18328248872079,0.462822489803133,0.769301528604845
DG 16:0_18:2,0.0559601681875146,0.203025409550135,0.058267375891992,0.189677769079041,0.145617417518148,0.11851938680668,0.068729475460104,0.103624471665479,0.060822237483547,0.0613795684268338,0.10788494423206,0.153693311799431,0.062710118098127,0.196055402298175,0.150447808401739,0.0669070459138152,0.0837763468800296,0.187044727349973,0.13817837304559,0.103650291879016,0.0490099971802832,0.0698363386795325,0.169175781635738,0.151327678549805,0.136939894550717,0.0420230782033837,0.239619298453724,0.198291940179287,0.0601635679566394,0.0518333576759932,0.0867219865801741,0.110007423157304,0.0636500363767296,0.279936092481374,0.117606555242698,0.149373720893768,0.0539344933336321,0.0928915952587676
DG 16:0_20:0,0.011748121022945,0.0780543783319907,0.0339261474254293,0.0733206230215545,0.0726452229921055,0.100840194651064,0.024075715872645,0.0516242547148227,0.028190780556688,0.0422546059975848,0.0509924038865085,0.05833046293938,0.0339722218490237,0.0776491295805477,0.0594479891940566,0.0447768475312308,0.0361041479065768,0.106004373736508,0.0302303946132553,0.0397820966939838,0.0330570314460968,0.0312464926863847,0.0637922896571917,0.0438100880829641,0.0826610749331803,0.028982889492963,0.078339035608644,0.0701248659871347,0.0236936792229897,0.0274409527622038,0.0322056610785542,0.0309668667541152,0.0234680173275598,0.0785976628000637,0.0416820922334854,0.0439691155101746,0.037157112863783,0.0383018412245316
DG 18:0_18:1,0.0436160134402687,0.141676427099116,0.0864299409064549,0.332068923457705,0.198554506675866,0.160769353399803,0.0834116234686091,0.156048089940148,0.0700475098169453,0.10823404035266,0.165225367347525,0.228257393761532,0.112599500940637,0.32131302043312,0.314525034986215,0.12570414686838,0.227347261953058,0.323654180003792,0.229644624029209,0.170103503204675,0.111831902656828,0.122753564380003,0.227529167185456,0.187964905988179,0.28352344364726,0.117386780435898,0.21578866685408,0.208762801706906,0.0712099935486781,0.0566371356757134,0.103479858383106,0.123147198701094,0.108629395416285,0.464197824241265,0.124451066301863,0.226961041940531,0.0852810364677088,0.171182868022002
DG 18:1_18:1,0.0444320992263367,0.131134220636881,0.0569725453166144,0.213055421290464,0.145924627259747,0.120988540698486,0.0505363790147823,0.116347049147539,0.0839278919465704,0.0563136519916054,0.153120166912038,0.181337818377217,0.0714895346318648,0.252965928798618,0.327892348973129,0.144711830366623,0.16835208638296,0.269711816669827,0.300971516998086,0.185149513316145,0.105817039366521,0.167031243027335,0.213798958820816,0.220271374204898,0.25909285213117,0.0810941219875215,0.189282833497726,0.243774744939882,0.0482541403652227,0.0476078122132764,0.125265091726918,0.179526003069212,0.111599730447199,0.560758058673132,0.165666926375532,0.183359583187594,0.0739870613679312,0.221230365236072
FA 12:0,0.799977038875017,0.646753993783712,1.44439504963245,2.47210827400745,2.12114694327504,1.45936656343773,0.863188071318263,1.09430717478234,0.880534471302928,2.27711430831495,0.666320824773687,0.857937037659465,1.24645309889187,1.18217594133695,1.85348317322033,0.919577183071692,0.571421376157939,2.54797998764395,0.837955245006073,1.3715226730038,1.72691176880626,0.692192964586472,1.31255607871632,1.30104483128434,1.7420625402371,0.358685955648271,1.39308410754841,0.809521624439241,1.31120736412822,0.910133474671092,2.22664531175006,0.453772248827779,0.921461668147637,0.70921606292447,1.32132497776872,0.539267012361007,1.29676720435012,1.32926557839722
FA 14:0,2.80716732889028,3.13599104713402,8.01586227270508,6.55636838856176,8.13315116186384,7.53489081022439,5.22659493844304,3.75874320799088,5.28541240512158,5.33078877980384,2.96604183389359,4.18608744463954,5.70022279531076,4.23919457438406,8.26299507958408,4.00249268939978,3.40415759644347,4.96047388796409,3.13911788980985,5.47833270185232,6.24066959582503,3.13522665991378,5.500797376063,5.92263796104942,4.77447471367505,2.73607692483239,3.7166133224769,1.81344865682543,4.9161498169356,5.54345533826637,4.64380878876658,3.41089461563529,4.38991925076461,3.13678062171363,4.93779827382934,3.16617654136951,4.3407820543886,5.39548066639554
FA 14:1,0.407059990913634,0.417627972107151,0.63831571760292,0.71425490135132,1.1162449539694,0.808310071463673,0.668864111084423,0.225075915562961,0.332202133243524,3.24246662356882,0.495130013014551,0.698481152212445,0.835359880081179,0.822358522781598,1.28673513517256,0.55830592319329,0.850592153427823,2.79886027837314,0.25191762485743,1.07046989419262,1.37111915081961,1.35107272765853,1.54128099881972,1.22753463230097,4.31377276630127,0.345780304673268,1.77224643198598,1.39318413216058,1.25058811121124,0.546232467929284,1.4487928706272,0.571515975641049,0.794278093618159,1.24575936141389,0.586244471646501,0.523392070394285,0.956900127567039,0.624770875218504
FA 15:0,0.587933501277805,0.828358701903615,0.909577449949371,0.752389181793394,1.1245332773009,1.38940799926799,0.87647369489173,0.514636574980249,0.335210116551461,1.44493189658429,0.783347835037283,1.4361982543796,1.31301861837149,1.04210931343777,0.911188107482328,0.677555175286775,0.845242253596856,2.513977909337,0.336992329683576,1.12696098352027,1.50003975975101,0.704655667678929,1.10548736640558,2.65993917218328,2.52501489415978,0.525454632882634,1.76614180967731,1.49241398327868,0.815700109522648,0.753839372749381,1.87588918457137,0.374878619009,0.659791006021607,2.2710372565798,0.958809918163031,1.10685165038419,0.987953382798791,1.20297960312113
FA 16:0,7.97826715035403,15.2570130712757,32.3338526890982,37.336928097135,72.3888944254351,65.7333996899361,15.8694589053793,18.2703190825439,18.2915325835203,32.7960322648822,19.5773817542522,31.6409679373027,29.0758282693557,38.6340257476878,42.5099223706827,24.7640565279718,18.628222760098,52.246576379484,20.8322627901537,59.1979970607056,47.4735721151218,19.6185108615804,46.9246663672789,43.9996139542738,60.5910737341463,14.0775732915259,37.1565568062339,23.3326219250818,27.5783948004881,29.495931751214,28.1061694750905,19.5746056162105,16.661243963993,30.4785018032169,31.7516893753705,17.6238698366139,27.5125386005485,23.8549958414151
FA 16:1,1.28428357970296,1.75404256347474,3.20678026682716,2.24423661613381,7.42637419110679,3.57733568578751,2.12854193160906,1.82779774623497,1.63666842099913,7.28311646064806,1.51523678332975,2.23233607651012,2.62280234856378,3.1370829123398,4.41351592029329,2.00598325875471,2.88818940393417,5.58466467698918,1.90924179070289,4.65620876823097,4.05690466317934,3.26248365430667,3.57581636563033,4.34522390885729,9.70901875430489,1.40453397371225,4.49719924032496,2.98944037576948,5.5317982459363,2.75416065145811,4.2548231088443,2.10778905826169,3.25600264185027,4.68683305290101,2.60251061547124,1.18347921580674,1.88991116699048,2.04755946163805
FA 17:0,3.95235214471883,4.23147881244906,2.7437674221766,4.73928054760257,7.23138502319071,5.11945055302546,5.87889798619002,2.82296886564291,1.12196462503236,7.97249774658828,3.52755722878761,7.06247651890131,5.22508469671255,5.40468822799383,6.31155560418407,2.999334432678,4.89230103488101,15.536377530274,1.8230725477313,6.27340368844841,6.76212781487193,3.2548860581911,5.13720388854782,8.40402381254817,14.9685471200783,3.15421954958474,8.35182495607132,8.13884063819692,2.74700057787142,3.04375417319295,8.82244299530157,2.57120066152416,2.87147490388812,9.17678407212537,3.52135626874518,6.34054284975054,3.91104478160451,3.1570763629896
FA 18:0,7.82140084704018,10.2896051512906,10.8046562494845,37.0940300245244,54.5462330419306,54.7388013851498,0,8.19181280120826,9.6350581964084,35.2790241606448,9.08149456469376,17.4349026797391,18.9066017985756,35.5710276747908,24.4830328642559,6.41058570888976,2.83259631675217,50.7273593594316,7.10448477351224,50.718012264927,36.6973431559199,14.3043085002294,32.8347767938386,4.16018305529032,47.5930915889373,0,14.1807474725346,13.7592088685571,14.3469333396436,14.3616478671672,26.2930130750625,14.9910483977481,8.65342226313926,5.24602226436223,21.0430304662294,7.99136198475722,30.47640819912,11.3760070757355
FA 18:1,5.10285182977626,12.9519805618687,31.725819003911,31.2948099389173,46.2711302907006,20.118869984859,9.99468178065868,9.7318565968281,9.32936305143636,21.0655218058369,12.966950251741,24.5172089414124,23.9305288296305,26.3835365970846,31.4273446071563,21.0208125443417,16.756869390664,34.9394994915392,15.1682025055529,31.0490194372561,38.9477125555988,15.5360380983377,30.669737826867,34.0794148403443,53.4261856506656,11.7061996672869,25.2144684790592,15.6680949922463,12.176155432932,25.6111319159307,21.644904372502,20.4254552940872,14.9954145546307,34.9247097712491,18.8545174448899,12.7699806704392,15.6937799717603,20.2061399237535
FA 18:2,1.49354964996712,3.16040218585666,6.15344306231564,5.23254747653353,11.1387263173832,4.83064983226772,1.12563221251141,2.32430754453697,2.21715970346367,4.6576993776564,2.12072255393783,4.36080829616694,4.71003225166559,4.20038349135506,5.33144277504999,2.22680313348705,1.06889822767569,4.16857395795236,1.83024999187449,5.74503132201744,5.06554473556393,2.41353673486744,5.10175784679028,5.52542170070343,7.55511431380697,1.19467837717391,5.15277288066873,4.31887462986932,3.70169937768006,6.30909274335538,3.94001000339836,4.54445196059358,3.37614205210825,4.06697359606177,3.28255601248225,1.54867921641465,1.84512146513687,3.43487914687638
FA 18:3,3.20963382210465,2.48525240601528,11.3876313218544,6.94289066918529,19.1293826643457,10.6480614100088,6.77173606188386,5.8466987982652,5.92285688862531,13.6549232039517,2.32737598646001,5.65437610942796,8.04426594905282,5.62355225784048,11.6141163538537,3.90260128041388,3.40993600628579,8.08000875609987,3.27552372018755,10.3191352163559,11.296646448952,4.73759885227582,11.8644884903898,11.953012447453,9.40802376144842,4.38666583295029,5.24412476683871,3.74992411704865,10.4152765595401,7.40559608213346,5.97531968599712,5.66896082390217,6.33785924347345,4.99290228972845,5.23467402865936,2.42374474933179,7.43206212857784,8.38989696879679
FA 18:4,1.12511764293994,0.960382183361643,4.96457757990156,4.48095932388147,21.1019029193802,2.23195877231539,1.00039479012252,1.16936810752037,2.54918646539159,5.64146786027282,0.790786876189857,2.19412763992029,3.64754878168618,3.45027188258107,7.03830715210994,1.06840970206363,2.67766511970141,7.63956262903334,1.56806140910993,9.35760304402372,11.0501766053863,3.87161411695802,3.17386342425346,2.01470385478797,3.18971596579813,0.213685599370586,3.14403991006442,2.4371573695538,4.89040379044862,5.0204824730664,5.38476689503768,5.96373940033899,2.20326934780309,2.0522696114352,4.97545954430561,0.508911519696079,3.96931841509762,1.56590836257473
FA 20:0,0.409894891429661,0.596023459642645,0.697657966554077,0.980974282156744,2.4693432476653,6.18872775666419,0,0.411792322767279,0.234269429128691,2.0949730439981,0.288408022664046,0.806382544293664,1.38700533165481,1.55641637921105,0.607056616130795,0,0,2.05693080246718,0.141286605982186,1.98792234180961,2.82349285074112,0.726065362709932,1.47211470355442,0.418005909146972,3.13705247927453,0,1.9215426122411,0.881200988029342,0,0.826531433138298,1.58489029538768,0.17405116814449,0.0204764028789849,0,0.995485351454547,0.396241686229736,1.00228032692217,0.272492189823381
FA 20:1,1.2723446814485,1.02487167664353,1.09646017793379,3.54757917555188,4.95583971893576,2.87705038166276,0,0.913114609986369,0.930350627425425,3.39562355294105,0.630329456516403,0.964948404984183,2.0719254449938,3.1420860993723,1.7754103425461,0,0,4.05150396270441,0.368422044591016,4.40820658528714,5.43657397564526,1.29919762580118,2.93379545265322,0,3.88074445369096,0,0.296638784088275,0.655260959962983,1.29791510033897,1.68925499387835,3.54593658640762,0.722663939715224,0.589032698722507,0,2.21853230335266,0.815939445877457,3.76618772286331,0.506794399271547
FA 20:2,1.663275561838,2.16958043124865,4.57151448612687,4.90945151147323,4.31307003586877,3.62584635192692,1.17656253930854,1.85083327158796,1.11108922632482,4.68240851545281,2.34540801544574,4.16422812497233,3.71141783121917,4.03953986057721,3.21797171947947,2.05770354446584,1.58413991438511,5.02767328272309,1.57751359316654,3.87427141902975,4.74916936741758,2.58114996543434,3.94341840204846,2.63209880370631,6.55394100112904,1.16525811411448,4.17928911212951,3.96432994342461,1.92175298546917,5.03767595930543,3.46071730207199,1.90105407430641,1.84374582898684,3.58278792194188,2.10124757900482,1.3730086169165,2.73181522870543,2.70293448275742
FA 20:3,2.56823684163505,1.82724779509486,6.12442626806158,6.91759767979343,8.29807397989144,3.34889969876808,0.333427316894897,2.06708047074931,1.4183048529519,14.7781545767768,1.92814219068181,3.4367187822748,3.92810232118523,5.09503146867454,4.66362728318417,1.80543227099873,1.25990112532271,9.97371242881741,1.94814601163417,6.88272191378128,6.94556954765399,6.7543632841757,5.85351690115124,2.66674310445425,18.6173718291649,0.467468887410111,10.0198904537985,12.890331233717,2.86664407332803,5.32932923220749,5.33046267850666,3.65786486370401,2.76240260898463,6.8100922077276,3.97837132270706,1.66556834126806,5.76233569722137,4.59082695692388
FA 20:4,8.89570041152972,3.37676742492274,39.4416348980718,25.464128845368,34.6003933758417,14.4944032738517,2.22988734177378,8.78833062904153,7.00880032583899,88.0010096406744,7.11820889127872,13.7042710317789,20.9208772882761,21.4419343790346,26.9655892108988,2.96832419756395,5.95516174078544,47.4038263172106,11.0992026425668,30.7126889839715,34.7814552834437,36.1499431499769,24.3337684720628,9.87223520785751,90.4948151701601,2.65425685916778,22.2953032159754,42.3338262991345,19.4174455233963,30.4181513275257,13.17641424928,9.77036889294498,13.9551991846056,18.1666108292013,17.9423517410734,2.46980596944954,20.6101675401939,21.06199927447
FA 20:5,4.05948831882907,1.46836364981424,4.6814394720317,10.883614381888,25.2963183583919,9.38416487400453,0,4.97635547468283,4.60594489708124,22.6364351098867,2.22600704297683,1.59026181438726,3.75495970598952,8.27510297459304,11.2900320750852,0,2.08324552029433,30.5617454959063,4.26184757058306,16.6848032789046,19.9684127468499,7.55475852746736,9.46927608591003,2.17774067620794,11.9454700898679,0,2.27993888277857,3.75863930956525,16.3963797880559,7.53293113720612,10.4116061663271,7.08986253044899,4.20897111235166,2.0269442953269,12.6267402594161,0.882137123474486,10.5633904905573,3.02343891809588
FA 22:0,0.508017506183202,0.762555080290222,1.43371316425208,0.957664300318386,1.32372333203464,2.89714187477067,0.205601896348691,0.39888921980495,0.250393177142666,1.84887546298873,0.439967089107593,0.741940910918682,0.818815911094791,0.76762701499176,0.994870968862252,0.601799293983681,0.29859083783708,2.063209791879,0.308204777482976,1.08888510266255,1.51425413010625,0.779025950296049,1.06900189061278,0.763059625371186,2.2525297446496,0.310595052530616,0.907531801318706,0.844106833570421,0.660330233256592,0.748853019388799,0.702021138027106,0.393732692058071,0.349055633073706,0.869804705888954,0.579508511844188,0.280789048136304,0.763209518390158,0.622521976171624
