,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
CE 16:0,1.23299962905408,2.46603876310192,2.39845884723209,2.71241535526513,3.15667590447627,4.58389274760047,3.42920073861106,3.19869604106276,3.33117768731442,6.30122989896624,1.31078234967277,1.72569862788089,0.673459164757104,1.74753618387629,2.86561084986501,1.08590006010493,2.46782945436192,1.67400032282174,2.30690503781734,2.10026898292272,2.01323174060378,2.84482016378607,2.4860365258132,1.84595754996622,3.39562668677664,2.33054113813842,2.60205236506543,2.31638743223691,1.65608165280036,1.15458965019833,0.996569515810377,0.796397910017464,0.946013855611846,2.80605244164315,4.2538858014287,2.32244086082108,2.22691427973956,3.13976096966184
CE 16:1,0.0586584674046397,0.0999953225032902,0.115100495668176,0.270682141381465,0.172601483041021,0.24528459659839,0.191831889594792,0.169364820945544,0.206374194640908,0.550854536128737,0.071409686255487,0.0767450885747363,0.0424110186444378,0.0777434147014446,0.15370408981533,0.0717472799017669,0.149313794113654,0.113056529703668,0.127734202608545,0.0945928570196553,0.116348959305473,0.159027099280876,0.0978279506002269,0.116923189754489,0.263156927063107,0.112967800934737,0.159151670391249,0.15275887762688,0.105832437681209,0.0561279898812649,0.0586201207734287,0.0526764125385568,0.0546314856389864,0.168627276385185,0.249011970267609,0.113060783044867,0.0784351759436319,0.166953949258159
CE 17:0,0.0385814295927972,0,0.0930197211045639,0.174181323829847,0.161892092077412,0.205207336479332,0.230478462554386,0.176541721918949,0.0894411965547878,0.143026384277921,0.156832988038271,0.126269803144703,0.108888334129269,0.153698522564291,0.282678115635275,0.0920337532778077,0.225996356682117,0.103901821119357,0.189620589166416,0.189223429125936,0.114014905108265,0.128974398759484,0.17396361713138,0.429822687602329,0.264184726855083,0.109648575561853,0.204151075938696,0.266512399785644,0.12772872644778,0.0926207620892626,0.150425518515905,0.131931926773124,0.108890127352372,0.2969709243968,0.300715606167972,0.221926096673314,0.121055617273546,0.180413764442599
CE 18:0,0.298184027462467,0.54490891263824,0.453845070586477,0.583256159332225,0.531703710363654,0.909441001243714,0.743244410382386,0.674036959416941,0.636825110172788,1.22508812792828,0.29165530412886,0.45359452727668,0.148265688445565,0.441145616570947,0.562752056151145,0.325079104526921,0.613869641877116,0.388109738254311,0.449277683769227,0.482126032484852,0.346658836559934,0.643832752265513,0.687364258144035,0.351542868431853,0.765684733440779,0.718002968038114,0.605535938928634,0.541901127853094,0.335485517427254,0.21993748048668,0.232903104412637,0.168520339018309,0.19795085470699,0.614625767695731,0.830732743778363,0.488646894339216,0.477175940385161,0.602105123216354
CE 18:1,0.922502077388619,2.02334800754285,1.73134737890133,1.9678215291756,2.24304679477085,3.14687032962801,2.18694359659785,1.96931591896034,2.42038831164392,4.34930671721354,1.4090546634214,1.79899135245973,0.701225078661936,1.75883973864256,3.0692013361502,1.55454281223649,3.31638759425959,1.63578142651772,2.40386315435295,1.94248911959163,1.63161634333672,3.20115237627155,2.88899930302468,1.39753207215819,3.35767025661709,3.30155675102842,1.84871809303279,1.84123025343216,1.03591881835303,0.892515997153895,0.869328205488074,0.662238313094214,0.875692649474159,2.59469386479283,2.85000292560234,1.48530215069445,1.39037848759562,2.17081230465203
CE 18:2,0.120081345515782,0.520576628008614,0.33686925563209,0.217823972918313,0.351639389249127,0.5620551358508,0.41123170929988,0.309066768110592,0.324967182713501,0.552266745853882,0.340815797496108,0.396916237815148,0.131697875074793,0.167408571200942,0.421197060703865,0.192971181219291,0.36183444874931,0.18213001621224,0.325038436745552,0.121705730318352,0.171465341630137,0.318212905410348,0.232627195377912,0.651935854343493,0.472987693139897,0.427786281983503,0.512646088999973,0.656242354158397,0.157947372603658,0.21090898242069,0.123230960112733,0.132075390771896,0.145470114420376,0.469812064239868,0.435325256008597,0.228052585071189,0,0.305764198303494
CE 18:3,0.106098937566823,0.191909307528366,0.198929523266603,0.205524127443261,0.212003204021964,0.320784981844268,0.254693605417073,0.186400088895619,0.240561363816168,0.348242527274757,0.179301632602311,0.16996701699093,0.0771786100225721,0.168615307842588,0.173247449187701,0.0797311507375015,0.17469785514213,0.11573348038014,0.169115713020208,0.123589646612125,0.105663416394944,0.184591132915176,0.266945135195356,0.142586163260406,0.296842886477459,0.264271739496912,0.212684396457265,0.16519568310215,0.118722372093593,0.108873299258872,0.0817768313447002,0.0733913004742273,0.079769495702594,0.206972564562755,0.192080409301382,0.114381987376358,0.110003115340893,0.15202111917243
CE 18:4,0.0403107251200176,0.0934405580323702,0.0888541692564567,0.0999194379498547,0.0723502997852736,0.0835985104200213,0.0731167245386394,0.0628222484573414,0.0627267082922616,0.122271865787354,0.0729317947589431,0.0794809791684204,0.0234381895947074,0.0670586425770312,0.0728094345554316,0.0337118288353194,0.072496493988827,0.0748316881172792,0.0632796212832726,0.0464358094662602,0.051897552256849,0.0644982183371565,0.0523818382673873,0.0454493395392544,0.109839741813277,0.0491519901962856,0.166466441073282,0.122217944408908,0.0587492150566232,0.0727517840841993,0.0416273629435371,0.0245234345487052,0.0347446253712767,0.114877044031318,0.0898621797901204,0.0553461229240443,0.0376557495790947,0.0593970330228835
CE 20:1,0.082126388488408,0.184233336170374,0.131724156233605,0.150609655427435,0.252679566006424,0.289286380001076,0.276519749541213,0.239328689291299,0.238988240852066,0.425194466812356,0.114715123077824,0.154692385299789,0.0585423334584916,0.107594583757879,0.278081700620534,0.137875247955277,0.263876714869879,0.170714886037306,0.185502018681374,0.172397651217365,0.161660264834406,0.245759559318303,0.271814281267543,0.149037321020795,0.249674755803724,0.235597927300732,0.190676263294867,0.159829481404917,0.136385478909358,0.0973507315094202,0.0834867632075044,0.0564579538468756,0.0662449327178769,0.140604793467691,0.28230094033725,0.130317236796471,0.118801866988648,0.210816915639902
CE 20:3,0.148885295484312,0.356582577962094,0.249463423651289,0.258596988573603,0.310265006521034,0.539502014919905,0.425225663857646,0.350710459158901,0.359922887350489,0.653892471739057,0.190886466426837,0.277877731015747,0.0979381493778844,0.238750413357221,0.375748689044995,0.206551840165608,0.329038528591123,0.187776409934042,0.234985728157182,0.197603427252798,0.174812807602017,0.283869606681853,0.383099948107498,0.164568196763052,0.338574114549887,0.350287722340412,0.310437417136661,0.306664072967407,0.227806201091958,0.151778197564938,0.13202524578542,0.108117915820569,0.132862406382298,0.295675092232507,0.39930694406739,0.238357302726217,0.178021214792271,0.312569535164976
