,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4
CE 16:0,2.0493110228829,1.91463414463828,1.01693617472781,1.32838861599479,1.89765511926507,1.77806029452064,0.771476364580204,1.98714792632625,0.266568881787057,0.133308964212483,0.172539920732579,0.645511535841441,0.284548849464196,0.177151236831254,1.83269565263833,1.721437997767,0.817305311978615,2.48891298605869,1.57353090063356,0.803028766014102,0.690560065800963,0.115135510665402,0.246736836913902,0.543225205402894,0.615944547175175,0.911220520764583,0.238956766153235,0.337621778583427,0.361982000747018
CE 16:1,0.322612628917769,0.261565252131565,0.174339821688545,0.199549851527866,0.284258617476026,0.249553498901129,0.117480863167335,0.270735846667849,0.0679655829749987,0.0400700204176988,0.0446216249710771,0.186116062049918,0.0343919945354399,0.0256999417926353,0.159544675586938,0.270825599212299,0.114368741222243,0.323416161463099,0.170321327294454,0.13231145045193,0.0790835922484372,0.0247286416802242,0.0732436110786221,0.0659867315123983,0.0836121954033368,0.145331387505099,0.0654289489278834,0.0250431332930729,0.0795510908765718
CE 17:0,0.204583334259183,0.166909228786108,0.309845892814027,0.176614021990674,0.144681870723945,0.384718096637132,0.157598741324485,0.242150771545812,0.218051287241799,0.16350911729081,0.213376257325504,0.549367124111047,0.296396048005578,0.183706583991928,0.350283540901715,0.357380053829868,0.22479464893177,0.295978328474624,0.205769029512246,0.120655765615499,0.201850053841341,0.103369769054341,0.133679628234497,0.0927011248055548,0.10009705421497,0.145354717275197,0.0675174466173671,0.268835780996675,0.10418242290044
CE 18:0,0.469954838122051,0.426300273082179,0.265120044287725,0.277264036580347,0.449995915931493,0.43824103384078,0.191818359406322,0.47336143830106,0.0856706856142598,0.0261990719443554,0.0414357874017373,0.19815576421089,0.0461925763417216,0.0443369641863562,0.277109876142083,0.397623882740543,0.183422728246364,0.777123115662015,0.329456310710682,0.164206651908552,0.134760501625758,0.0245764424822718,0.072236003485752,0.124167692718877,0.149675234234992,0.154230924299408,0.0601718255572699,0.0804223725788179,0.081654765765135
CE 18:1,1.88340792525417,1.31092450888862,0.661630886432302,1.22330471761188,1.28743219685451,1.63272841966443,0.788547487977711,1.55623551262328,0.145903120874268,0.0831516827970452,0.121841980137208,0.533328497127211,0.146585537560611,0.152585206348217,0.795712934400612,1.24920957997013,0.507991108504007,2.31094291851879,0.957456350343115,0.508222505584838,0.48289426287534,0.0765818044258441,0.176454695703257,0.34473061185498,0.475010949635384,0.591345997174481,0.150578393898118,0.196118206677073,0.25089406597631
CE 18:2,0.347551791862282,0.324367696541641,0.162150799664645,0.291029335255172,0.252281580684665,0.24303621930879,0.250886805818476,0.299928801740479,0.0284985974985833,0,0.0391212108523076,0.218007876074406,0.0386064683393571,0.0459896573406439,0.501031597494,0.243844297626404,0.169562355803464,0.599964907175151,0.261034487596181,0.111412112633747,0.47986534878239,0.0251843332868948,0.05739920168241,0.0836715052797223,0.0790106669693726,0.170084579802855,0.0289832660071945,0,0.108117118473684
CE 18:3,0.720251703038646,1.07408662701442,0.608553448287336,0.760857690250194,0.698408944882587,0.79613549436759,0.511118573014892,0.827713936903287,0.0801972499213724,0.0471699187020451,0.0597805384690497,0.145391643130695,0.0726460356735215,0.0698624156227022,0.833317957070446,0.538703103828484,0.356082584429574,0.838477979539201,0.55059624355373,0.278892369089106,0.119026614825033,0.0331627672305912,0.0580543974267729,0.310244633926418,0.220226248462545,0.304584675054629,0.0570555510308075,0.0552995857992054,0.104508427803321
CE 18:4,0.239659724509326,0.257542917806268,0.137757123866039,0.237065018545153,0.202115052440773,0.317852904504372,0.123712786238575,0.329590725359897,0.0659688158986762,0.0250031270387747,0.0299286392848901,0.19385552417426,0.0449713554169419,0.0508511830528076,0.187834802166786,0.249795534108271,0.14108163549372,0.5555649549744,0.292708434322038,0.118179292982407,0.0953642339852399,0.0249934278100375,0.0519434082239547,0.0769753790221542,0.0627894854741824,0.0901396174386014,0.0539294562017763,0.0451590786034074,0.0570694486297999
CE 20:1,1.74743342894644,1.36999867897275,0.493639996079754,0.907923584371427,1.16363757930101,1.41407936404264,0.570670834963906,1.42516008198021,0.159075339059752,0.0939277647194503,0.119633250028612,0.364649854606715,0.131007448211902,0.131488131305736,0.444382752678666,1.08831997684263,0.442629049596059,2.45400692519432,0.992950694325999,0.456165092302602,0.479698718105587,0.0624231827672768,0.162174268657814,0.297505322878969,0.456100888869638,0.565063623394913,0.180006042240493,0.215888898425533,0.192638137826894
CE 20:3,0.819084828367271,1.15917185385627,0.549514680916176,0.729257351045175,0.822744255030801,0.732967728292454,0.546665915813963,0.803459670058974,0.12578648981023,0.0617988380129134,0.0697439615472247,0.180285637482062,0.0649860795310754,0.0848550136656272,0.622932366507929,0.601282360807591,0.387851680363932,0.8047629558864,0.62350228027975,0.306073603790847,0.130779540945965,0.0337514554062821,0.0690847329378598,0.266345451147832,0.295055015812309,0.383335684913622,0.0891256261090296,0.0740204485726733,0.0943429322661379
CE 20:4,0.974092799138633,1.24468120695862,0.497387755629767,0.66647643247724,0.785630013360106,0.873062914056023,0.685826723722878,0.984313540339382,0.144615607494033,0.0795481150657864,0.124746056579619,0.234157067357857,0.130466349781018,0.108533783441026,0.571468267672652,0.61588418743605,0.415390323226501,0.7563892262976,0.685689665604595,0.411372215336122,0.242009471700674,0.0644396772984629,0.128880762287436,0.298969433412539,0.38032040399364,0.502067976701027,0.109105679100154,0.129317400439972,0.168176531430942
CE 20:5,0.755034176330265,0.770798963594247,0.329708808549706,0.463604951700352,0.579472182185063,0.524826888832801,0.300043673117583,0.525517274403996,0.134173862844765,0.0655032417273245,0.106438519713186,0.1672003896003,0.0830240407697389,0.0840821993335176,0.416791630231668,0.472994884000421,0.330389077423075,0.5306451548832,0.520677952168313,0.298262025146075,0.213821152433273,0.0572989824339208,0.118430970750617,0.203572699418499,0.243008274165567,0.349169862174797,0.0988462451307013,0.1007243796676,0.140355175223914
CE 22:4,1.14939121634096,1.67877695659737,0.907945425136258,0.90849767982685,1.04071090451693,1.06249521270945,0.652584666205104,1.43631257061549,0.211401723921159,0.126291299868938,0.154600699252187,0.263967562454462,0.244594737190788,0.20222286807038,0.956244831028228,0.854225145749507,0.671698818979404,1.01630874475439,0.95447305402994,0.6020601224231,0.381015122105627,0.106163675922763,0.200448951195716,0.480628306355974,0.476447642351197,0.545539035823322,0.171528175685588,0.226289899910811,0.243649586720953
CE 22:5,1.01694388554339,1.03505182375999,0.442232038967229,0.462926183368013,1.31801156777639,0.731623702065553,0.293382473078917,0.92445894490702,0.146165675200219,0.0962036912506931,0.103203645593513,0.260400433232105,0.10087686313822,0.0964100344365296,0.537563540289463,0.743281336696608,0.7235021296096,0.977539473837325,0.746772822859542,0.455259677962581,0.364623458152708,0.0509025249658995,0.106022585756412,0.247942042347386,0.342743452615921,0.652955844919918,0.107589357508881,0.162266416033606,0.1908782263512
CE 22:6,6.47663952947615,5.33528118571999,2.48302201466143,2.34890999024883,3.00579573711844,3.67623877834467,1.88819258905631,3.97879864762696,0.562151645325509,0.37961184355532,0.36510337320086,0.99522905303777,0.500374565901086,0.428642272741866,2.59237994439091,3.16295315695299,1.62298278902169,5.10785144332279,3.26781544986308,1.68668594620982,1.09367894901898,0.208435721496451,0.444442892969959,1.21355710234158,1.46950087926745,1.79726192393643,0.457990723618983,0.537792465206912,0.591388137697396
Cer d18:1/16:0,3.0029185963231,4.34497105453186,11.7171462666068,8.1769762171934,2.61790205097883,3.51576370580492,2.97218281051721,4.28463633715728,6.07477347755514,2.42926629380014,2.2044457560352,2.14456003551407,1.15178624693472,2.60416032480787,2.48533444085743,4.53132966312332,4.18268341927076,6.74580136909465,4.15271641760225,4.44461515979803,2.56370225043901,3.9260545095964,4.20497521838197,2.32312137437157,1.73405687676025,2.95882531571811,3.83255336852586,3.28247935715961,2.52636814117218
DG 14:0_18:1,0.1137591950272,0.102529062575962,0.0380638023411963,0.0769565842741719,0.0626876207125071,0.107373079739752,0.0447306733139829,0.151606760074587,0.0947114639169344,0.0435753279073418,0.0802009637833525,0.111332295297351,0.0552260629282888,0.0410738181924833,0.0717654568313206,0.0719020281419423,0.0479838363271191,0.102596552666981,0.0864968840774383,0.0534251386550507,0.140434002194781,0.0373506527924836,0.0805851020994938,0.0688743985870589,0.0424034982869798,0.0441968586649473,0.065384123926567,0.0841642208667688,0.0429388122033971
DG 16:0_18:0,0.00804959117135172,0.0752194708141895,0,0.0444200115434849,0.0672197551376544,0.00480422672094047,0.0320074739529487,0.104304688458198,0.0501536741051622,0,0.0413069078643814,0.124879502326028,0.0344616230667025,0.00594451530436888,0.0156209269791076,0.0618177973554997,0.0366403414989656,0.112400837802972,0.0364024376684216,0.0523089512763648,0.141204668776598,0.0271228978188964,0.0850082768161478,0.0275798100675352,0,0.0675782304461329,0.0515092460371686,0,0.0347374231824498
DG 16:0_18:1,0.316512919204054,0.389803831125947,0.135817220201187,0.217632476740898,0.203845395463894,0.357372532603662,0.19737269354945,0.487443771729576,0.312232711790368,0.148240523939705,0.187519678419042,0.19730129174744,0.165682920341383,0.169529245180982,0.249827164026366,0.291682650415932,0.267371939300751,0.363129451409542,0.350156823589154,0.266085587289734,0.410580325810049,0.18559205643794,0.302266988629584,0.186527201754249,0.193370852777628,0.213742870920425,0.249490761992636,0.257589796057179,0.174765278720321
