,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
Biotin,10902762.1185844,9800839.61562355,21659850.1416778,9063803.19323225,5003731.44572529,2760873.26849889,3724756.23040943,8920286.39168079,16945078.5973916,9143285.82967076,7045819.87858833,5859422.83687066,11412729.7059523,21304246.8947151,11137789.9514351,7970404.72851566,7745524.60283019,30762445.1088351,24357975.5857241,6178958.53183716,23627972.0914815,15206409.5761619,8231917.29733297,42037769.2893343,8213297.75607664,3738063.2806728,23665612.0815949,4876189.62519496,3340067.4077342,4026052.35608204,15815213.1123616,6784477.22298352,10293502.1996791,6633324.08779601,2925700.06328885,5310785.03245326,6306787.13243349,6119380.15492496,9178981.82055755,5849771.60801995,9775076.72452275,2676508.40777408,6131036.93964291,1698741.0909329,4685552.04683737,5895258.49749596,13204895.4448455,11489026.5243914,16769035.8158737,6218349.47816861,8749687.64611489,11089447.2226278,18950918.7411814,6265471.60818557,15977983.907867,21069594.8814583,4744214.53787421,23772402.2955912,1197334.53632846,1540710.89186681,3777591.14407093,999027.038152294,270646.30105964,545360.708042318,8418824.93393584,10795862.8062842,1636628.19302349,280731.317539699,9979976.35150395,5570212.46337155,10173179.2824343,6831617.12726115,1714841.74250737,2165455.66307438,2042390.61889261,2011438.58056288,26589187.3862371,10553791.5831986,6124527.25301718,17264932.3885442,3740482.35408543,5233312.91935523,3238848.07407039,6482108.92791746,2422159.14909122,1666243.34302967,634209.811830711,2670843.58390371,1221764.3066977,643610.231260627,522839.110739059,891924.877637157,4898902.45848059,1010426.54929902,611223.382343338,978442.192722541
Palmitic Acid,148615.472741354,167947.473928118,143758.636172161,139918.785957117,135876.578203565,111856.343446426,86862.5748745365,167413.029092187,125737.171289024,107432.102076317,179204.403183731,162409.795132065,171434.01718494,215322.990276401,122859.06467161,149474.562207851,194386.450861399,57041.1638103884,0,141287.194747833,69504.6867951918,129833.49285012,133209.730513422,59215.7627402462,143658.518134777,137895.03550408,57223.8628178499,128498.650974207,168306.416458421,157084.724742397,193787.647601634,165024.543505427,205863.527125951,186033.959929543,141698.444177527,171130.968258511,227377.371697139,206816.612812342,208032.359161366,274376.584994717,139610.323024457,226081.789188693,232960.618933781,157520.631820804,170305.784785666,147095.70280847,133886.199178256,195572.514655594,174716.260550815,244964.277595093,89330.0387123414,179352.86776845,70042.6334904065,192249.838503819,174030.068232706,149433.888865155,140395.361669069,67056.1290984844,105467.183626872,78203.9224975149,158174.178701143,201933.251536978,163659.29108135,127049.55219211,104490.642496966,128637.316295102,122421.235008417,120555.313303664,139636.885192402,147005.052554481,172090.819439743,155775.379073837,156325.584557038,144222.764566058,154229.351975659,93713.9905562109,36159.4999325975,106874.307514723,145887.042429015,127848.618732278,165960.749039203,216656.174597699,146667.833489776,135894.188216999,172260.177321408,89754.8023398743,123704.766447901,189141.753591645,184870.912083334,93162.9622031536,127390.4731676,164493.978381039,154656.686482904,93658.4530700181,163938.486149895,150263.161850029
G6P,621958.108190653,51166.0711730644,0,349187.612242132,94111.7171179621,24286.5896423017,40509.6282304101,90588.5538943869,143784.16369622,787698.902905077,414119.501147781,77213.5606655409,40321.3400661819,231305.047592764,93380.5821399526,348355.544122376,0,1238762.95617515,2183278.68653561,335435.115216374,215804.512009428,526450.708817594,278148.7412591,3810694.97202094,470951.124581589,178326.429721144,1687350.1390344,145070.863060469,29944.923320585,226171.665917299,1163262.65571254,264762.898946227,1160633.27112669,458575.556746898,290021.089622408,310520.265010992,391320.186187724,252075.352760518,703348.679328649,491219.532396618,195711.198569781,172794.883935918,387855.905704946,52936.7537455407,373104.345829589,400748.163128042,282459.535347592,613652.517941208,832008.04364588,232127.413842292,156183.021226563,306181.652070424,1263344.51971571,662520.563228566,577035.476119364,678122.408985822,172332.722603528,1804576.06317429,273456.257574722,29707.2660781011,82697.1788496144,191072.634228546,72084.8991522614,424940.701095657,273313.989533282,412302.96061984,532327.955722042,179096.885786712,477903.084047837,250426.940265634,168639.885178667,368929.782250976,138138.433560788,197905.871062422,263956.990377887,155524.243255203,1121970.55547038,173703.834242955,101624.156006147,551122.940154674,1275233.34247829,171049.998473456,1482242.22035808,371700.631665536,222797.999197784,862499.769348159,873479.10872957,82866.235171604,124177.824506201,207487.895907608,379447.412543243,226969.147181486,298447.657420557,237362.364566977,559339.490868782,50748.9522216617
G1P/F1P/F6P,49728.3426303595,146072.423799746,71832.1792577325,0,256367.662702263,58896.7849723544,246802.913229877,442518.935662003,0,2659145.26981125,925387.381207334,275305.577671754,54506.2729817419,546775.870241679,387055.355294979,897022.994420302,0,108978.078470756,147999.84345758,1263257.25939718,0,61361.2486179619,909089.279278258,279598.181516266,1303696.52537437,501900.231293235,110286.892723986,416636.332896907,140973.88449945,0,2583740.16503026,675632.821195322,2968243.74676428,1112341.08871305,593080.63532357,546119.684162673,1143966.49200873,32448.7906946351,1058543.0644776,1135952.91509042,45550.6088466109,373509.600930494,501076.823403622,34084.7823554478,967371.896631676,946821.681709337,61419.8218364159,1996483.33844043,64726.3388234231,74641.4620374882,391379.634097597,71943.9253518852,90902.2810506841,1901143.40937723,1838071.34291155,177478.393106197,497062.973137632,110038.073215068,256580.823643338,82647.3710478109,420973.638016459,510301.410568803,111099.544400151,297951.236456088,113553.99987961,1201373.43514796,1601235.1255117,362954.466029839,1376929.40023442,233574.045733745,613286.665221259,528319.36167191,239177.912543484,608891.728919224,792189.201154118,380941.005230108,32351.4925845631,293164.728322488,252401.360833685,1334613.52151584,576381.656255868,126702.288602999,516390.520338499,846963.653306788,516518.885053024,128172.576000731,535368.973501116,302784.644692951,397239.381167325,272288.670816539,1337817.50605994,540467.357194334,654700.548578949,79639.0800798009,470364.795530182,345242.780779209
6-Phosphogluconic Acid,22464.7584726978,0,0,13669.9761072749,0,0,0,0,12809.6625576388,25001.9076490117,17943.967503493,0,0,16537.1429101674,12496.6065282924,15023.0931332364,0,100388.362159404,179655.259049935,17112.840797612,0,38460.5101553137,0,193949.914951568,15696.9847328335,0,142045.782965338,0,0,50963.9278364267,398041.784877425,40226.577282942,627083.050215866,169845.937380337,76384.5046112402,133839.032267444,91546.8408739219,230058.306700226,203322.859099819,99947.4952535224,55734.3887606711,52791.8660096845,144919.594910614,0,86817.3957533497,59886.0723788149,153686.280303262,374345.942205057,186164.158918806,45755.8018101018,63032.8101999294,218956.467505527,757544.839672306,209876.068768124,193325.48788841,329353.723562568,41296.4951911509,1046871.6513354,23323.2250681209,33173.7265443158,9743.4887340351,0,14459.0366315571,0,15264.5635293367,33007.3789967591,32765.0549559881,0,25805.9453621968,0,20327.3707433487,0,18503.3338539977,0,0,10748.9084963936,295007.687328236,43734.7254473698,15922.7755262393,53398.785360382,0,17185.3791474505,0,19710.3827444305,0,0,0,19433.2136381358,0,0,34805.5575299534,12915.5759216974,46339.5041214163,0,0,0
Linoleic Acid,97145.7173474113,212150.715047086,313011.888555156,102811.69443073,121441.495069507,85211.523587441,21018.3069839161,59595.9587986525,84775.4601689097,76025.7655987141,165603.45532821,113901.455048888,81277.6869837224,104833.143301964,84324.5285724659,130610.292585419,224889.669063178,75441.8617289627,11215.3498999066,74895.9729240063,146176.219555894,79414.9784386295,35193.8803495852,20090.1873259626,98350.0925701393,58222.2345114673,69793.3731846825,80996.6347234273,222603.930534466,117125.225311264,176188.579753608,147529.074608746,162338.758887933,136221.042737281,165337.717196139,160024.888301363,207252.459411292,146361.589686712,171239.520375231,184589.585709589,390662.803291867,119461.121501517,191014.674683378,96949.4153001094,137019.587477658,128190.664902429,181614.831721118,246634.697112068,159526.729601805,200936.634334155,115824.477160186,214924.978557808,62986.5001159388,135551.876718027,142112.601246147,182798.117362202,99197.9056312326,65603.4938895514,104799.682136003,105311.392338753,270593.272066552,145155.650689308,94932.0089918337,104814.598221045,85522.7604164955,130907.317222973,135141.937837542,75812.4995200245,91380.259500406,133683.522100728,156373.074861749,120224.252571999,164534.464270797,131988.683567997,110502.859342402,32376.4030834148,25375.7730364014,125892.92468012,94687.2277481244,103565.157511133,133733.72783253,169489.539266183,94265.9896183597,94960.8172770698,160437.968132289,84691.9706161949,69765.7052123553,248542.173241729,82078.464912928,84370.730332294,197782.566800458,147274.459195839,108206.000742866,57652.7716062812,68765.6731618174,147981.92436321
Xanthosine,2181484.17657216,1689000.62880224,3489304.72466992,2314597.85287481,931302.902438746,556033.378482977,733839.970392722,2025455.98645155,3906779.4271822,1960173.24340907,749451.403359265,702127.910137636,2172216.59875605,2664859.2880574,1998222.294943,2100266.86846321,1259687.13862729,4677485.48738095,0,731202.041192139,3844811.05628773,2881662.48060793,1634710.07385867,1581749.15127996,1318989.92308412,378225.643427325,4743333.13036373,632074.029080053,744564.427889888,1163368.71570178,3147164.1486254,1421009.63151992,1574621.64081288,632604.042234399,642579.532289684,1178588.69628515,1254506.61090827,1392316.41403272,2796883.8877078,965000.922649817,2169043.572914,420557.118845176,962852.752845101,388325.577548035,1062366.483012,601059.57544676,2799951.02332525,1798910.51736699,1630182.46731979,1744680.70980744,1890621.8388265,2198922.87834999,489889.033367738,1101349.37295861,1738084.37000022,4546559.80143026,750886.389162251,3789601.60868403,281285.36457885,204041.495871622,422502.246737815,187093.509627887,84287.0586866854,77690.9032170129,1079588.94872045,892910.5539997,348043.858775502,57922.056775913,1158431.32657165,572993.777125984,909813.638702701,632511.052020928,297269.275279548,182281.73817475,275656.99769436,175072.744860763,331824.629277069,1116131.21379208,467142.417840246,1478680.00851203,349303.424643549,1456740.96727912,369716.28274617,509095.534701515,111033.730330323,102126.071931716,57450.9690768147,378221.179234227,295044.713467742,92343.350491498,124027.128664801,154935.780796166,507885.900481413,110564.231108422,96059.7756017696,117339.826400809
Sedoheptulose 7-Phosphate,153074.581343117,250355.260473684,0,122754.106014232,1219189.29460397,202900.083416758,69055.8962963159,39445.1473234114,59903.0510930658,233318.674788697,947592.2432068,0,0,80234.0544199053,48090.7661033554,137269.621131458,0,550790.389131048,1078235.13451592,117097.658257137,70987.5475781736,206652.701945348,322429.431372489,1115174.09499561,138984.760624543,1657241.31716191,777625.928917193,183289.614137185,375012.54298768,92534.2985204566,249441.446584956,116412.811580698,285666.789623738,2790026.6663608,66208.4810935728,144670.547383866,110167.828796351,121754.389977625,233826.239638452,697004.064817052,104272.536997151,1584636.91702685,190637.590453395,39110.449601067,141521.322525141,118113.54695802,278993.507711688,346879.595782011,271484.475286798,160982.508744244,83078.6929807858,144811.876217058,768986.953272423,237904.500533121,219893.427481883,374849.371372584,2058490.50866911,634482.581464879,39695.761128347,404129.043198991,391190.524676405,1216469.74295615,0,895525.251611365,74247.4024932389,1861858.36247653,340505.86076399,753759.999298063,98332.2076353575,655696.004874699,63258.8523142157,1352876.79923927,46315.9924925945,1177935.33037372,41986.9378871989,485131.910192332,331522.427225264,58208.0374308475,913547.855209998,27636.3533195169,1283210.10696323,97786.0572729406,1396307.98611466,2344871.78461912,1351981.12974337,319932.250823719,2104934.51018528,275763.877446585,37540.9321026998,809150.060209285,374413.157332704,55357.2825716694,74323.5332879931,140604.436080505,1333763.66665307,392203.594305439
Retinoic Acid,581576.483463291,603274.1530194,576124.393227357,697834.163204306,966913.286738455,463442.183623762,187835.702397774,884087.543004384,974647.091174577,813565.151613871,1726302.95491149,1044978.23030797,428902.841563396,1267397.73936455,631734.44687999,843405.250960955,1284466.67963003,535711.514953528,33004.057978412,977100.285206576,1180128.12939295,1220667.69233326,904547.38315135,468571.873387519,660132.948780011,547098.843142507,194882.332121162,803277.717352613,454170.423026467,1272608.38016553,1153366.10953885,728457.860610066,1870670.09473238,1620597.66287748,1104632.24592778,748266.693659131,1041667.11017859,1336747.57555933,1141978.79516082,914076.005966297,1217798.19231554,938305.301173596,697061.557061606,877714.434894319,1492058.32343837,1329409.78156158,970069.654102509,1523254.73197469,1594940.64023333,1148040.33148592,1755615.52426156,2111332.67392168,480931.60653741,1149550.9144512,2087345.47619058,1887025.91342367,1353695.97024985,803903.372437957,28014.9229199991,87710.5312066542,73248.2527128262,30061.3445425628,44625.839482469,26317.8664686079,0,17375.5496461551,0,66276.4997380374,0,22406.1038188643,30371.3746732715,0,31970.9124265483,0,38070.4126753995,0,0,0,23180.6839164766,0,0,0,34229.4016679893,0,42477.7801441998,35138.5019456841,19823.6308687625,60811.5459048779,0,0,23206.0678232292,29156.2374065488,0,0,0,27735.7183456306
Arachidonate,20123951.45863,12050526.0071726,24520737.3150391,13830153.5751756,8370244.71593783,12413826.3631536,3850656.89157997,16488737.9511401,20136147.2531745,12676389.3206615,10911731.8258542,17897948.0106285,5145371.70069982,12891110.4811049,11950754.3127945,17906416.0367613,12578014.880968,13149507.095338,1387322.65671568,15249309.7808251,19257144.0112685,16872934.7205921,13415440.2487318,8018794.32700502,17297575.663876,7910441.16659484,14248461.7979017,13539542.5770625,11805549.2887616,27342611.2866955,31613513.6859647,26771066.4161016,31439970.8269941,32680341.5887242,27547903.6022495,32589529.2277817,29937895.5259691,23471619.6478527,27343919.4943282,23338882.3871208,31418522.96955,17970015.096085,30808897.8820268,22715587.6399179,23650851.5381263,18430910.7827168,40318815.0316036,39733594.1646156,34486384.5214065,26315261.9200346,10227427.1080234,34044305.8361282,8715582.84030096,27511582.8232494,41300913.6783601,29797035.4134656,17894518.7707711,11084591.0670682,5292346.10090088,23089803.8187005,21630867.6484877,6105874.95092225,5281418.95430973,3043040.06824024,2167500.25636683,5276727.65452496,4361726.00029305,20268002.7517936,4195780.68382424,6162674.12265717,9358418.39502803,4819321.49005703,6830532.29210164,3471654.39140381,6353109.44198846,1197158.47050746,997264.727410661,3929499.730296,5018342.35592144,24995510.7955956,5493300.27325598,4521708.24581408,18480410.3844524,4260852.6893907,10781094.1499996,14609589.3322285,2012187.48510715,18005360.5425249,2109398.89915596,2170889.11497298,7656339.83498308,9493383.24039563,5758667.67868994,8695461.20840021,2217833.92157551,10164005.2809379
DCMP,5751745.2752309,1260086.5091893,2493825.12489018,669843.695144505,2880678.0958479,2155181.42830557,338794.533046173,3550054.63499325,3141729.78043598,4447235.39561349,8201251.27825266,3466567.27011971,1249001.95299426,982081.621057118,352499.129993601,1224853.89940105,623710.850895977,0,0,3872314.03497717,888155.059867119,5270989.90094217,4047089.52804525,0,576131.711107657,539221.457408876,0,760458.884181891,1557817.75774008,362598.124439572,1037244.89129263,357270.848823062,976896.463957659,609402.875267873,445826.905509288,722416.520056932,937279.697850394,330279.454653028,645497.188293656,376616.640747969,1369240.62730947,236571.447194458,590124.650444667,156180.476231124,816424.816329639,408365.270726188,1436433.68985193,2669968.90915632,940343.585618724,547295.471192583,455319.09523103,591896.903972617,0,549518.40207827,613632.799914238,1270746.57981696,511764.742169571,0,521667.572982161,183811.748267019,605306.328127769,119761.141891608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192360.559144666,0,0,0,0,0,0,82615.9783072649,0,0,0,0,0,0,0
N-Acetylneuraminate,17787.8613843548,6800.42567798147,24780.3178738684,15845.6076773657,0,0,0,20270.8029125428,12645.5873342245,50610.1423668074,12522.9802903501,23313.8441568549,24961.5937677457,6933.38290789262,21954.6074330714,34410.397604162,12436.4172034962,0,0,11330.7755152438,0,10717.4637432102,8076.04634899328,0,18173.2906532657,14591.0469873238,0,0,7632.69423739793,40454.7237855552,15721.6083072872,7835.35228015792,14738.9479381796,13282.1775222813,30382.910081756,17020.7245559943,9579.2371844498,44737.5757032162,11516.3377108003,10596.2901913433,21149.5682809966,7593.42264421936,34776.8910294129,0,8093.69160595347,24564.8549168419,16048.1981160131,21489.9422816296,37391.9415525377,21176.346474542,9060.96927851238,28352.6953741874,191444.917311977,16907.4092896673,33185.988849269,19999.3162006755,0,26314.5116141468,6797.08273590053,0,8504.56416013481,19882.5625260886,0,0,0,9132.3979647319,12767.4843290405,0,9494.03582729623,0,5205.06908733803,0,20463.423933707,8038.81524401719,0,8899.02779514113,0,8530.82627358207,6305.95301751543,14843.1479287026,0,16091.1928352678,8947.11612800258,0,14411.1909194357,0,0,20716.6197341587,11618.9256657377,17373.9783525435,13781.9932119339,5866.47280964357,8471.26854816518,0,5834.91446633308,0
DTMP,15659117.8568039,8039385.62682987,13736458.8800917,2007924.35023354,5043857.17825838,8460845.27497404,1109001.84633451,5332230.68993105,7742927.01056768,11946338.3597143,19549052.8309274,11572998.6952198,2309131.12686794,2241493.85850896,575238.530509297,2430018.58609497,2108320.22917221,19995095.6751059,0,4092036.19416327,3172441.55715605,13921648.3723441,5960796.83742659,63298633.6292578,959409.321802712,448408.539820021,3137767.14137737,3147661.54926883,8573227.64865327,2497287.28155887,8477311.48395038,2596793.91553798,8535290.22251488,4613527.82943909,2614796.29328855,5643337.28228348,6597547.57119067,2649529.54970233,4933879.08420128,3663810.32821656,13519856.3468434,2208189.67826365,4238226.39577338,885009.176060556,6566829.32863462,2142965.37926938,13070966.5622628,20898875.198442,6493102.47698936,3384869.15041401,3770848.01824187,5557607.19925961,154727.72037361,3989917.52438184,5769721.76355161,6845783.75626739,4655816.0950507,15327935.1568368,1756826.51316959,1359340.21746487,3048092.83562258,668638.797969118,0,0,0,255732.242328344,0,0,0,0,53922.501931715,0,0,58232.4520619953,66050.4325305811,0,99997.4621418919,0,0,0,0,1214303.87650496,95426.7702004875,0,134155.106661038,0,0,94678.2285455863,92047.4178946715,0,58141.8207206482,0,78899.98692126,0,0,96417.9197131598
F16BP/F26BP/G16BP,24772.5655226302,17152.471347917,17849.2517084659,33974.1329245193,0,0,0,0,24853.8863391522,27048.7676309833,20797.8842750213,0,0,0,18465.2638184146,18365.1086822659,0,24327.7977490139,71502.9745696101,21555.9515512583,0,26675.8929378117,20473.4002391969,39807.5067708599,0,0,31622.9449090927,0,0,35506.2913583267,136589.230547688,37143.6169341929,166771.497455804,124853.325881222,58087.2691008529,65485.1593136903,48978.4141035451,90398.9913938386,105624.212361323,70346.6801297372,76945.2712453705,35912.8440105285,95780.3966196169,17689.5665760476,51650.1087140593,40425.8420373444,113272.346929667,141231.228366052,89216.8590707771,82920.8330639099,21318.8178880172,61033.1253964376,874795.95618241,81118.134384594,56505.8159022046,247353.846980483,47761.2056766805,647124.967106417,94848.5492436808,45511.608894257,44750.9315096719,46826.4517802608,38189.1107345859,33143.9939116334,42423.5915187602,70155.9245807849,44564.3002763149,59658.3777441466,57633.6348347153,39253.959907519,79608.7784546182,74741.9708934253,31298.826332584,39745.1407474842,20282.9985787769,34535.9222003459,1726681.11564084,64705.6452479944,47788.0070489021,106011.690176505,41806.5330681789,77944.7871109675,57329.2222681464,81656.2604055553,53054.6293848971,43978.5502435438,79502.0348374367,44505.2299750781,49261.7067157634,36389.9383759122,77604.88276022,38640.6703983826,147250.93049359,0,51883.296086139,45506.7114972042
Lactose/Trehalose,825685.849636174,13670783.9216531,1925737.97713711,195684.487272271,152138.833547056,248157.22200865,56099.2928413079,102146.341425872,710955.599327776,956132.832549686,517591.396007059,412373.843696871,1435861.28582102,2911947.02470611,5219003.46518203,663780.334659618,152671.125328016,871046.844726859,1007442.4717264,713994.464883558,605904.629611593,291331.132499251,114272.440384997,816200.460530709,476817.649675541,458155.07086071,2078012.91028076,199500.350428586,2746140.11344099,397058.695798667,314062.577984167,73513.5251126434,93956.7720865365,266479.130361668,396690.35473828,445471.479554403,489143.841410047,418995.496058683,183915.373576326,195214.278293821,125759.054985776,126545.004547234,373255.844491531,49327.5490111791,387464.405434049,546530.475822565,111014.565475377,515508.25153534,567569.584432634,319375.855842399,605929.837052608,600601.484858178,475780.749648623,288363.258807903,308574.857485813,584981.032367199,139118.431825068,609291.826612309,755908.3084104,287066.663576383,88332.3714912279,812063.07050801,148171.262802651,222614.853420301,385839.876939258,1083163.15797451,985309.03353202,379587.830063901,521128.615419051,78445.3222925022,449477.820145741,243229.107287062,273643.356758079,331503.681619171,540649.422677867,171728.182076683,1600391.70969071,1150213.22341353,121891.798040796,597877.591041462,370945.19752909,1621594.92799728,152526.417526268,457267.025974586,1278137.74991639,73961.3197391571,194024.670698728,588307.023276997,238443.815135164,187838.430775989,404832.406839968,326411.198114598,1007641.05972243,107309.887967343,293226.613461573,101736.931772074
Sucrose,666343.638684765,1045650.39881928,357001.552975759,273957.842912436,272112.997259383,558784.227949162,160339.462455724,169173.686627779,268459.333688702,541635.499578894,1105106.86880672,802703.718764612,402567.663501016,1347488.14254645,1269271.71321791,576352.532647013,254374.242758303,400958.050158437,456112.055758429,464908.097730362,367541.091720576,363105.049417875,349639.049160612,760927.35692365,148118.205924892,357894.031892143,788787.637881651,437383.390969433,251836.47002161,6680142.91497496,1439438.59480788,739353.336394096,2364839.36687473,389750.019460406,405533.411464741,1371815.82030676,30426546.7519795,1247749.01693597,3342669.94389702,515884.609390748,432930.310167702,3468591.79575425,718553.74912412,176366.967789826,1788839.91101485,686986.433238952,2570622.75315121,2354092.81861853,3163454.96755548,666491.282680428,1436101.64956654,6963980.08200354,1563891.14987909,1643326.04588708,1153936.60590033,565783.998624978,539195.179850353,11571431.1111745,9728083.42595324,534503.758512509,178481.825066673,162008.807287607,372966.438019659,411827.98022719,578650.79701553,2477917.23933928,3084838.22316499,2896816.37391777,609738.66705718,153709.16211643,959335.031428854,145626.663725378,331474.436155321,743561.273214567,4967124.9541474,137438.031701853,12108596.3189886,2275020.9629135,127039.475040834,578208.310832606,172758.088953809,62892541.1361796,276724.375557795,149180.877250291,1558364.80132355,747715.460959513,392844.209049155,374720.531278539,6671805.20656634,81103.9236310197,544766.495017501,1237258.69278838,4661366.67363091,381835.108333953,646557.426183444,253145.241867709
cGMP,110690.089638345,1762073.0189266,1233988.01896731,501006.033552159,1365427.97062039,1749861.83868786,185244.341325649,177330.965806236,140439.81105983,197286.532526429,183997.085980933,136056.0686952,184732.43674316,79641.314497575,153977.443972366,153119.913090456,299295.012754376,139145.994008208,163388.11850174,75949.4189931783,144058.917649463,326546.663565461,103231.640222844,402933.879563391,553492.321410561,191647.890682981,200801.485005551,774879.53082891,2118328.27178458,1192754.97573642,2647262.16234376,962067.953322284,1459548.53222917,236093.536534738,967749.223718649,1294723.86224419,262690.749247929,1344610.93027017,3730691.40292008,621314.033791707,241491.506232236,171407.822556652,173054.385612419,196110.127820418,180435.786794956,111205.830486932,213849.194153164,246387.953017355,362051.39248491,1451358.01779711,327364.978672823,833446.457920779,2632512.01796211,1012344.07958026,2046395.44364963,887737.100909757,944150.527949555,5932589.04332673,145202.73510198,540589.262107526,316958.188546915,146344.802483739,96562.7215989649,90490.2031748428,208534.002354321,192293.2241726,146185.611438529,58873.4325666715,0,117286.570293286,150163.856393815,117575.588029403,236097.355445348,123045.758791791,54623.6023135408,38763.6185833583,196231.548101242,62484.2058458057,43726.662588078,85975.9767420655,90643.0911128176,177153.745808333,50800.3714786781,77250.4767191982,347706.218346217,52601.37216837,37853.4741454267,262880.904837132,76794.1427500558,136076.576743953,47173.4284682518,134141.669228644,31643.0103953106,27169.5237869333,50602.9209725638,162044.918892558
AMP,188905.108298377,1702521.81918451,404235.955386969,568422.794203949,134106.924278684,1059015.00626719,97667.5704656535,0,80636.2780581794,79366.6471929087,0,87371.7398976068,188548.965084493,100238.292912202,376028.788986415,73033.379646885,23345.3113666519,0,0,110731.328762386,0,0,0,145193.705614784,462235.44011218,36263.8208100534,2830852.95210496,230175.098667276,2771458.14242228,38622837.6428497,25492730.0710731,12334430.4574629,31011659.7889978,39866606.4842903,36992882.9680193,34457264.6929643,19217809.9033351,76230276.9093783,38098564.8622862,17061303.7996469,7223691.39018682,5998768.7672036,15551620.9767415,12755257.0764682,12360671.350227,41211061.4470245,17650578.9052057,36369296.6698748,94386731.5712832,26316166.7014751,14517895.4240103,23632204.0734382,0,44353705.4713006,41993108.8034787,96149809.6323331,15577767.1994565,0,153691.636483377,91900.4799644059,0,67269.5725551575,89433.5315129481,190501.741927161,96655.1320241276,136196.004146597,516284.309288023,78819.103606012,73519.2658191576,60200.495697815,186133.14959966,106032.561045773,123542.355645053,72302.1788696402,62071.4312048052,40384.8292820629,0,299578.474111246,71296.7561588,195245.444860704,1036925.82873977,582319.95721237,632333.808226336,2515219.83213464,51904.2727784075,81672.7128834759,91198.8260980899,47868.5728560044,105976.888141772,54646.489646194,114131.239234928,84964.5708416555,259856.805436909,46969.955931051,104856.95722483,71479.754789251
IMP,1004751.32922582,396381.601368513,796024.357537633,0,304176.57582754,487971.704939536,187656.574301562,280227.32880893,437268.580001157,600595.777468758,697246.102171621,514087.367199087,0,0,0,139238.241041524,118942.057061585,28034.352255541,0,380809.629779079,331801.535460766,990331.931054618,273830.882638495,303761.869727736,0,0,455147.43590528,163592.885068907,592332.071528335,6030105.55063673,36399605.3812044,2152782.62958565,37231314.6749802,12347724.9632534,3716702.78438692,9069411.85484101,6810215.6329605,26787154.2880734,14454037.6915769,19462451.1893337,2063541.35223189,8776080.65570198,29158000.4284848,489272.096831156,14972262.3003154,14051650.2165851,3257115.96811106,16337908.4011864,22827561.2064853,16607351.9689384,6496071.07695481,20548502.9335565,892731.680390644,29426862.4475912,78152188.4706074,35219926.9201663,9110078.68468123,1543456.89879098,0,316244.320932249,216194.266768554,0,0,0,0,0,0,0,0,0,0,0,160472.016161358,0,0,0,158999.24484866,150621.551851578,0,0,0,173360.726324177,0,212975.985703486,0,0,0,0,0,0,0,0,0,0,0,0
