group_id,wgcna_module
OG_00691,7
OG_00721,7
OG_00741,7
OG_00827,7
OG_00961,7
OG_01012,7
OG_01082,7
OG_01166,7
OG_01203,7
OG_01255,7
OG_01294,7
OG_01382,7
OG_00050,7
OG_00213,7
OG_00237,7
OG_00238,7
OG_00294,7
OG_00296,7
OG_00337,7
OG_00358,7
OG_00397,7
OG_00445,7
OG_00457,7
OG_00604,7
OG_00671,7
OG_01555,7
OG_01571,7
OG_01574,7
OG_01618,7
OG_01682,7
OG_01708,7
OG_01750,7
OG_01762,7
OG_01911,7
OG_02058,7
OG_02239,7
OG_02248,7
OG_02279,7
OG_02287,7
OG_02373,7
OG_02409,7
OG_02412,7
OG_02443,7
OG_02448,7
OG_02470,7
OG_02483,7
OG_02506,7
OG_02522,7
OG_02555,7
OG_02561,7
OG_02654,7
OG_02674,7
OG_02730,7
OG_02815,7
OG_02827,7
OG_02843,7
OG_02849,7
OG_02859,7
OG_03015,7
OG_03069,7
OG_03094,7
OG_03119,7
OG_03123,7
OG_03167,7
OG_03200,7
OG_03242,7
OG_03518,7
OG_03585,7
OG_03668,7
OG_03671,7
OG_03674,7
OG_03855,7
OG_03881,7
OG_03889,7
OG_03908,7
OG_03952,7
OG_03957,7
OG_04002,7
OG_04042,7
OG_04047,7
OG_04138,7
OG_04151,7
OG_04241,7
OG_04270,7
OG_04299,7
OG_04300,7
OG_04343,7
OG_04353,7
OG_04364,7
OG_04436,7
OG_04500,7
OG_04551,7
OG_04564,7
OG_04594,7
OG_04668,7
OG_04724,7
OG_04728,7
OG_04742,7
OG_04822,7
OG_04857,7
OG_04916,7
OG_04926,7
OG_04948,7
OG_04949,7
OG_04963,7
OG_04980,7
OG_04966,7
OG_05005,7
OG_05146,7
OG_05161,7
OG_05171,7
OG_05238,7
OG_05397,7
OG_05413,7
OG_05445,7
OG_05618,7
OG_05663,7
OG_05684,7
OG_05722,7
OG_05793,7
OG_05828,7
OG_05906,7
OG_05943,7
OG_05958,7
OG_05968,7
OG_06015,7
OG_06083,7
OG_06080,7
OG_06149,7
OG_06181,7
OG_06201,7
OG_06225,7
OG_06329,7
OG_06330,7
OG_06445,7
OG_06430,7
OG_06433,7
OG_06523,7
OG_06533,7
OG_06542,7
OG_06588,7
OG_06590,7
OG_06606,7
OG_06692,7
OG_06786,7
OG_06802,7
OG_06813,7
OG_06837,7
OG_06846,7
OG_06932,7
OG_07043,7
OG_07176,7
OG_07247,7
OG_07272,7
OG_07307,7
OG_07413,7
OG_07416,7
OG_07551,7
OG_07564,7
OG_07584,7
OG_07597,7
OG_07641,7
OG_07736,7
OG_07727,7
OG_07865,7
OG_07864,7
OG_07862,7
OG_07903,7
OG_07919,7
OG_07951,7
OG_07995,7
OG_08031,7
OG_08032,7
OG_08050,7
OG_08133,7
OG_08167,7
OG_08185,7
OG_08220,7
OG_08231,7
OG_08310,7
OG_08363,7
OG_08382,7
OG_08396,7
OG_08397,7
OG_08464,7
OG_08542,7
OG_08592,7
OG_08603,7
OG_08628,7
OG_08656,7
OG_08782,7
OG_08828,7
OG_08885,7
OG_08893,7
OG_08912,7
OG_08920,7
OG_08938,7
OG_09014,7
OG_09015,7
OG_09032,7
OG_09067,7
OG_09169,7
OG_09259,7
OG_09271,7
OG_09281,7
OG_09362,7
OG_09433,7
OG_09450,7
OG_09471,7
OG_09473,7
OG_09557,7
OG_09604,7
OG_09614,7
OG_09695,7
OG_09702,7
OG_09811,7
OG_09926,7
OG_09906,7
OG_09941,7
OG_09962,7
OG_09989,7
OG_10018,7
OG_10063,7
OG_10067,7
OG_10125,7
OG_10145,7
OG_10161,7
OG_00689,2
OG_00687,2
OG_00698,2
OG_00700,2
OG_00707,2
OG_00703,2
OG_00706,2
OG_00709,2
OG_00724,2
OG_00715,2
OG_00728,2
OG_00731,2
OG_00736,2
OG_00739,2
OG_00748,2
OG_00754,2
OG_00756,2
OG_00783,2
OG_00785,2
OG_00809,2
OG_00814,2
OG_00850,2
