,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15
OG_00001,0.30288787239836124,0.6452167840069907,0.6275376969648565,0.5095768612303062,0.6181320446417962,0.43418694733702223,0.4958660938856023,0.39413588972250524,1.0777372946580062,0.20784433366172195,0.5981301989688238,0.569346596943428,0.4591157262399275,0.5224346827635066,0.6851897896435619
OG_00002,0.6964354867843435,0.5278303164895286,0.8192871066156475,0.4708557492024619,0.5568783982325151,0.41064297299993985,0.5328628708507326,0.638411604305141,1.1157376747953538,0.2629731795605563,0.855223371654796,0.641165618309219,0.44525845886448273,0.6681150421872665,0.6046934471158304
OG_00003,0.26402647323182543,0.1618711293053534,0.21476698231525554,0.08938981556272672,0.2791570253422114,0.08196684591747992,0.038901629647922494,0.16772227451737012,0.2486609913322484,0.1316243063287693,0.21628404515773636,0.3146801842695387,0.08287782337838635,0.22125092845548966,0.0
OG_00004,0.13880134247127923,0.12648049466952657,0.0,0.09896580264377798,0.21312313550303671,0.0010362471251306148,0.06225962572046627,0.07006954944546427,0.28991003023294276,0.06473020994178304,0.31937592144305,0.04765546348272542,0.16421488872152726,0.09374000472312656,0.10739189348967755
OG_00005,0.19365231832458035,0.27112710457024036,0.15044732426633184,0.16842452637941122,0.3185945313496524,0.10387438967034816,0.18132038970625264,0.13042104605767252,0.49318889957030243,0.0878388147823644,0.2221670778538981,0.09890532209713787,0.22701565084590855,0.23693309355159387,0.254180050223077
OG_00006,0.22065779751692738,0.16198272585722584,0.13230352527186265,0.15276834711379658,0.32738426089357,0.09115272899227467,0.19793128482593367,0.11025346554198072,0.4787347447088489,0.07119704712177032,0.26718553161837894,0.08612531673445466,0.22301350421178512,0.25790631146497467,0.2530026636200863
OG_00007,0.40012473135447274,0.46654736925370327,0.42795845654694264,0.3680828263997072,0.5413009560363038,0.27910995293055735,0.41010378735528735,0.28392931252660153,0.898867870023887,0.17123136538078862,0.4939473539654177,0.21558612980044436,0.365708107785178,0.4625689325645274,0.5507026050057557
OG_00008,0.9818433933220321,0.7186209155724029,0.9895781064022616,0.5698367476355147,1.0249756224814197,0.5843622082542046,0.6180651125360526,0.7622221044714209,1.5629797924695545,0.4076241256636638,1.1092895558737008,1.015507740732282,0.6150931974525438,1.1255278777979585,0.6803690241680448
OG_00009,0.3882640075163285,0.37743438983932476,0.5508687920913633,0.3599956808537674,0.45968137293486666,0.3876539259461275,0.41314825578742514,0.42214943848106684,0.886328457971455,0.1668985953239366,0.4608181835744383,0.5682612807089413,0.3207821059624741,0.5862169790968683,0.49395786604029074
OG_00010,0.5113426340766604,0.45384437598498567,0.550087698674471,0.3446777979193144,0.42546815945443284,0.2874383616927439,0.37698616000261376,0.43395195965227934,0.8595925315389813,0.18347700886344093,0.6450334091261481,0.4968492964587663,0.4300911226757083,0.5146670174901458,0.44002813027332904
OG_00011,0.0,0.1951288702541229,0.16540971521917067,0.15749698594733508,0.20464398557119773,0.14570954496172364,0.13334057977339467,0.09768620862618362,0.3941948913729441,0.11567641585539612,0.18689638945879453,0.3427586811805563,0.1634788251487491,0.12940091622804098,0.27476796766618594
OG_00012,0.9868211007334065,0.7036595114225653,1.0133274847348244,0.6082614123540511,0.9755166519958673,0.5612470368813046,0.669829370932208,0.7300452250827882,1.4343539710589117,0.3108476749836475,0.9204741638328551,0.86702494376379,0.49175763782577203,1.0934309134945612,0.6727586521744928
OG_00013,0.8260080565309933,0.5725123078951692,0.722582858880918,0.45425360059806713,0.9455545866613809,0.4577361805835452,0.48795117847469216,0.6101982067530205,1.269808981269169,0.3270899929307742,0.8614862113049049,0.9356542706960137,0.4981740871342626,0.984046675155916,0.4690147761321329
OG_00014,0.21139713204412694,0.10670661567698803,0.10558208298071145,0.13002150672797255,0.20118680186429727,0.0,0.078427216049026,0.096663887793078,0.3013810046771832,0.07228618984776901,0.23894407165023937,0.10707911195781385,0.19449716168336673,0.1458409582388409,0.093146272602733
OG_00015,0.7853669503151217,0.5469695182874581,0.7456748685559675,0.43940743388467385,0.7581024558004652,0.45289253415968256,0.5439595955184814,0.6127938482973381,1.2576567492694992,0.2930462353650523,0.8099578427505966,0.7487813092348313,0.5003998208935626,0.9006035864853067,0.5814827843675465
OG_00016,1.0469976512294645,0.6689902835360448,1.241101395531244,0.6330821259423355,1.0061213468262005,0.7678758012180485,0.7749294151019069,0.9289660281161618,1.6111470077970418,0.37594393764416356,0.9707433942554549,1.1965801777287908,0.5698749208094261,1.342351662666855,0.7810587689694701
OG_00017,0.040298871297113126,0.45572313900756545,0.14219466732222916,0.19417602091068015,0.04639929701154689,0.07339320110292212,0.1541077287222406,0.06976143294144027,0.27412058245387255,0.006912327170281384,0.09590319072002951,0.10515541581337132,0.09075580636687425,0.0,0.31399559224644313
OG_00018,0.647242169326056,0.8283483274328654,0.8846412361700189,0.5447088731872934,0.7933468471568035,0.6159001278886763,0.6669218088662269,0.6942298206584533,1.4087017045195789,0.2668139611183602,0.8533426460417528,0.7968452722687153,0.49924997202702065,0.9264972668957034,0.7816239988438008
OG_00019,0.35519664446705346,0.8162352072005653,0.43838584991316587,0.3757007232113816,0.6886994049289853,0.5371880281637479,0.4468858673993208,0.42773795234744705,1.2702165399994338,0.2928768981841305,0.6141641110624412,0.7309909073156098,0.6016063736983677,0.8055146389596739,0.676098587234255
OG_00020,1.1860284957471288,1.1993943064641435,1.37724979445498,0.7907678868260786,1.1417990622534748,0.8435663662805049,0.9467629859079012,1.0660337405748224,1.9956173683721217,0.5025472205065169,1.4142688974714757,1.1531407554868125,0.74104620485503,1.3108430833018792,1.0429300476252141
OG_00021,0.31717572436388486,0.3043724770953507,0.2325267347755197,0.201832922858714,0.4574575094972771,0.13408944923500285,0.13372248188667968,0.16895318247778823,0.5323565229102131,0.2023373648208196,0.3199027603494413,0.4378876715383059,0.22345921237811708,0.29467051312897496,0.23366561878979525
OG_00022,0.07898918987141906,0.4446627504041092,0.16510606542945944,0.09574155298256659,0.2567906502699207,0.20501532463836003,0.13596543994819743,0.153264305356003,0.3136596243061288,0.0,0.029094870620609784,0.11869118631872985,0.16532100658326368,0.32179251057594493,0.1911714250309532
OG_00023,0.27305694909253403,0.338941397716515,0.26661657116521315,0.1652988423937778,0.3824254635009157,0.29731235249479243,0.20863583740786415,0.253783331995941,0.5874583177981509,0.10181416802147124,0.20008048427680458,0.3397865965798793,0.2980142384245724,0.49181163050639126,0.26035816559418573
OG_00024,0.8466467634493705,0.7979319188969325,0.8453571070395686,0.5287539413022133,0.8590453718687983,0.5295511710508645,0.6045129204863542,0.6579033769848698,1.428196300257254,0.3212948664621537,1.011595780658315,0.7612819323045776,0.5871048149130607,0.9467014870521421,0.6747694140761933
OG_00025,0.5967441060898578,0.3287754808504056,0.3353648400737993,0.36558527235226884,0.7082910508962666,0.0,0.247352610746906,0.20848654674167538,0.7179529729738545,0.2538646026519896,1.0717140347445566,0.23147842867047982,0.3216110559471645,0.2566878574740223,0.3323443254974692
OG_00026,0.6705738665258587,0.37647754069140693,0.6303208142577121,0.35876012573866567,0.5901781453237902,0.3558104973276108,0.4141501068734147,0.49967661279639985,0.9817573213701464,0.24685603675078152,0.6683471087207843,0.63710916575927,0.39528180221792314,0.7076899112589997,0.4263824301699456
OG_00027,1.074433650721988,0.8524069766216102,1.050673332581998,0.6506695002847288,1.1249114997135987,0.6330141969458557,0.7427881686035913,0.8094394190045182,1.761495080899308,0.41437678712535503,1.4427365853931853,0.9863861665250263,0.6726599762164153,1.2047659415245562,0.803305995821396
