,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
peve_POR.216,-0.04423012584622904,0.21789790472788037,0.04074226252357803,-0.239211494086725,0.010871413034627134,0.1373641280981939,0.41997043197492695,-0.1383004949471498,-0.05516750010556033,0.366812167734408,-0.07629446914290683,-0.09169441699312812,0.2873714219992024,-0.15779911911313832,-0.42193176358021817,peve,POR.216
peve_POR.245,-0.21472892499767887,-0.0037340866553170595,-0.19381392314586326,0.04101962519521436,0.03480355216579782,-0.19889348599941628,-0.09134405724136338,-0.04039381546175135,-0.03887114227923778,0.23394513335258618,-0.015546627066969455,-0.22542503352395574,0.2007370551242407,0.2385467704478326,0.0939458318301609,peve,POR.245
peve_POR.260,-0.19787508755531158,0.008182637623132889,0.0024641956771150083,-0.14009138265007887,-0.013831842128991158,0.030638353577910143,0.13468862131293333,0.023980678199492362,-0.05440820875548809,0.43226037326102273,0.03159047108753386,-0.16319392573675312,0.09868149625679293,-0.00917741816033698,-0.0708118945498476,peve,POR.260
peve_POR.262,-0.15051418571399697,0.11729300423041866,0.08808260552572847,0.010179136653280076,-0.05426185536731785,0.04395762760329833,0.12455576008596639,0.06858396289699174,-0.015216623047685653,0.39050090441040713,-0.023084121800170915,-0.39418066506746124,0.04510312013625085,0.05879386190377217,-0.12883206431434838,peve,POR.262
peve_POR.69,0.14721649511504228,0.19700658891104345,-0.05369625998194764,0.12174600148314232,0.055599234952979165,-0.07114300557329192,0.1470103952662631,-0.23310960618711954,-0.17917276006096938,-0.2197915824405498,-0.04690217438502652,0.28782653755400367,0.20571096728682728,0.05134904998635503,0.014976126028086059,peve,POR.69
peve_POR.72,0.08587228560194488,0.42459740558227954,-0.0075652797488565526,0.08302832832698172,-0.036398607462409034,-0.1183851777826325,0.11768110432083279,-0.07175805656898042,-0.21458787060506418,-0.10514020345287625,0.0947663576094688,0.24864155986412811,0.05176182447367444,0.06117254492423653,-0.0007643480919973858,peve,POR.72
peve_POR.73,0.036569201148137026,-0.11179377675232807,0.24752919475210344,-0.22267596940157125,-0.0016574150144834572,0.2044070198499756,0.5103445502817768,-0.20106380794448875,-0.03155451049241919,0.1568688610016857,-0.053915990002520536,0.3719675748664855,0.005935712542426177,-0.25544753475604753,-0.2973788672489154,peve,POR.73
peve_POR.74,-0.11619057805960627,0.29818581899973334,0.04201829155337678,-0.10160428127505737,-0.08159163345324426,0.005358531624341077,0.27240788677584116,-0.03802675097367841,-0.1976576458334768,0.3434369324666632,0.05427164969778252,-0.005740730581338401,0.09991351191404933,0.039105363242085085,-0.11795914198625405,peve,POR.74
peve_POR.83,0.19743481317736547,0.3749281356074683,0.0870322509706413,0.12187757220274086,0.018499000254187083,-0.08011584499164606,0.24035734376550766,-0.14350783411972873,-0.2788592493915726,-0.2261888829319143,-0.004272145491908387,0.39276813754824946,0.07289466387170757,0.03118198413670452,0.033764703306969915,peve,POR.83
ptua_POC.219,0.12207074055155187,0.016625869385436948,0.09907592612241102,0.21251473943061366,-0.022433986305803805,-0.0029592149924433965,-0.2045065432552298,0.021236825824837522,-0.16089020216984867,0.19156384724372952,-0.008004500779290392,0.04812009146299406,0.06808003050793145,-0.030462151549061872,0.37351179107305993,ptua,POC.219
ptua_POC.222,-0.014470164942226745,0.023076777583384524,0.12580479868182728,0.24527289260776639,0.0009068621825831383,-0.09429065460290449,0.13254623859171438,-0.06771660443741286,-0.23187568344824266,-0.02475943451113604,0.10343704451594365,0.10650179973211568,0.04352497565618236,0.22988407011944673,0.16549926653638433,ptua,POC.222
ptua_POC.255,0.24262608714118353,0.06300585483512817,0.20758892606200657,0.326551510632613,-0.03346535264530538,0.10414327605516925,-0.00800898144614882,-0.10418489819267623,-0.21783951756448758,-0.04972354900364604,-0.013866226987387518,0.025382904640515395,0.13009250776588285,0.07383778644647503,0.186574697452779,ptua,POC.255
ptua_POC.259,0.14753124981652374,0.11629496836198303,0.10387137904466726,0.22413842659266606,0.013071807875638126,0.12411895345153932,-0.24637646054842968,0.0978696313937115,-0.09657550712878642,-0.019586283735806342,-0.025467163480573908,-0.031309444121456906,0.04194162235780778,-0.13219479590475533,0.37647240687750194,ptua,POC.259
ptua_POC.40,-0.15109476976225195,-0.07107283647921014,-0.012487905257381133,0.1418372472933346,-0.002486070181061305,-0.14591819828171151,0.1391619090603268,-0.03999235513268904,-0.262556404463578,0.007680692388095096,0.08387295973324033,0.004310354092571958,0.07168485712797264,0.4607211168074678,0.09925449744940912,ptua,POC.40
ptua_POC.42,-0.05889783469852946,0.0007674258467241018,0.02516182308131213,0.03960253827176591,0.010132935471434483,-0.3267521621740152,-0.043301796422924504,0.087790667535476,-0.1591396735619576,0.16185820214691432,-0.05713339261504229,-0.025234673517495153,-0.08007354656184044,0.39931077280427135,0.1622479011055958,ptua,POC.42
ptua_POC.52,-0.23631807720596149,0.06717326665928852,0.13812304311396567,0.3591528617959508,-0.0667954955059483,0.08196729134469172,0.08124364871971898,0.14555713487407518,-0.13938031396348627,0.04699698299692935,0.7635141476360126,-0.10151218455411769,0.10894172883612478,0.09181518678691722,-0.17668966926511318,ptua,POC.52
ptua_POC.53,-0.18917548560942773,-0.030998928913589196,0.019707741149439992,0.1379819230515563,0.0010111680090290802,-0.21659307847360898,0.1218850313754587,-0.0362134084349566,-0.2790034703055651,0.19043957642334564,0.026012746433066128,0.08900868635919429,0.0261080313297962,0.34118712827114855,0.2877974399712527,ptua,POC.53
ptua_POC.57,-0.2277447935189862,0.007347860952022925,-0.1210821718944141,0.03848539127421358,-0.06631646977653169,-0.22472027028385372,0.1521688533695636,-0.16183788666536103,-0.18081691331076566,0.18524382608270087,0.09039104816761656,0.05479713483783202,0.09469524904236107,0.3489523541981219,0.07457022228612843,ptua,POC.57
