,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25
TP1,-1.4340648617020004,21.86588369684599,23.07664177492646,-3.283491460752918,23.67752777560921,29.399809966599538,40.13873529298372,20.04284079367061,13.261455754328509,38.23543071867763,10.839274747367147,29.19439780941769,26.35796252897647,10.351671225331598,38.43692026470779,19.458542743185642,14.142118719241587,1.7594486193147474,-18.9656584002581,13.00287962520075,3.865375349240042,7.783382291178769,20.53211663575963,20.39869157967111,6.169078246255347
TP2,-1.8937709135147849,8.107045019851425,34.88361945096965,-4.825116644656844,8.137079873628256,21.924364211922075,7.104696954506745,29.911414848683428,9.804985703583124,4.0438499628587845,35.57669295953428,24.283922861605326,33.24038291607463,18.640129073296126,25.748644257448806,24.35877725288768,20.559371221385994,9.146486160354831,4.0448255823182215,13.689684172887667,21.07066611607259,-1.7013123441990567,1.8814136985185563,15.913392217047077,5.933531690132504
TP3,-5.577077205673036,34.34865204185971,14.296063417910386,4.729478447641218,27.031546053788,3.7354427342507606,5.556785933037984,-10.066984552722344,28.43019817718805,13.40446005712653,26.276269388149615,12.074856980903089,17.95058269167048,17.686302530365317,27.814493418264444,15.77814593358168,2.295124100425995,34.110550701296,2.168571851262043,21.22470511112541,16.23153820693606,25.040720444957,1.3016838656860956,16.64599331324354,5.286578616832598
TP4,24.026369894918716,23.149472366117845,14.288355743065997,32.19040799713856,11.207297460800634,20.635084248892067,-3.251995383862672,16.73535440032002,12.330223608302607,27.04218686321283,17.070717412540095,14.545182288062838,8.05698284103603,9.451003486281724,34.46234335354405,33.15089968328867,14.159989107385337,27.150942603880953,-14.30956813488016,45.94899948998421,22.602570264687095,18.877952978390162,1.2036533903165774,20.01837960284201,24.7010727770251
