,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Species,Sample_ID
peve_POR.260,-0.004766484038477929,-0.0570114927821224,-0.32358055349003106,-0.1833325975761526,0.34091163386752854,0.037911405328844516,-0.1096017817060779,-0.03792971181265057,0.03741361743820336,0.11279072001026877,peve,POR.260
peve_POR.262,0.01396310964665265,-0.17181774693009635,-0.1357035303105495,-0.29512520742555626,0.40074448353153175,-0.049302750970191184,-0.12514247070767803,0.11247111644240303,0.004509309594788887,-0.12884512599190773,peve,POR.262
peve_POR.69,0.14304757404304472,0.10796590056626386,-0.07594233112330091,0.2601256026330972,-0.1615676516448356,0.008049424897856742,0.21117130031040646,0.08733503950473527,-0.0760163255527701,0.06652173418104185,peve,POR.69
peve_POR.72,0.24201555804755487,0.24809458573146134,0.022856837867164102,0.3219637125496325,-0.24989840211931832,0.0037047794239234784,0.09516451461035258,0.24591621932573235,-0.10578238429063921,-0.07821946084491979,peve,POR.72
peve_POR.73,0.19307381675038335,0.08998413299263787,-0.20458368072699762,0.1670812826707485,0.043471187655138,0.024706451822598816,0.1463882461325008,0.06788090065692089,-0.04260257878282411,0.0643079570690973,peve,POR.73
peve_POR.74,0.17673470596900998,0.08881135366915045,-0.21714483211314212,-0.019544822831142537,0.19452743215476304,-0.0020462445721676024,-0.07819210349285369,0.17923114710284624,-0.09680669139586287,0.008797671966905037,peve,POR.74
peve_POR.83,0.3062074746652349,0.22217480530334538,-0.008245319442280791,0.4349351090039979,-0.33194866234315773,0.03176720204875835,0.3011135472218169,0.24088109473575264,-0.07941561927533232,-0.056587598351204346,peve,POR.83
ptua_POC.219,-0.05530861680330527,0.04407422377183962,-0.33628781079030207,0.07618718531359102,0.08030464562355605,0.07505940705924063,0.06041383940783517,-0.0849205627253299,0.018850186419724094,0.18545210048070077,ptua,POC.219
ptua_POC.222,0.28137133508422557,0.103161552014402,-0.16388140504609636,0.3358372645910452,-0.1364462590178287,0.0286509085678458,0.3571889262769684,0.20848331029229902,-0.044722612194953076,-0.04172884580497818,ptua,POC.222
ptua_POC.255,0.1260397191440033,0.005921943355802971,-0.3128295356269404,0.29731075733530166,-0.06406893655469792,0.006961016250590975,0.3965837190559029,0.0577584450418454,-0.04076610972538764,0.1308046814841544,ptua,POC.255
ptua_POC.259,-0.23838441688484024,-0.007806327521781801,-0.2073047654431691,0.12804416729483326,-0.0947244129952724,0.05864626462041253,0.15206004354100766,-0.24372995823527066,0.03448803449613081,0.28535524272830953,ptua,POC.259
ptua_POC.40,0.42978789993874594,0.07873142398536986,-0.010019439721894435,0.060540850762864404,0.05417127874503105,0.0009735675246062294,0.07080433462452142,0.35470371096948317,-0.0693660149045301,-0.1403851188945296,ptua,POC.40
ptua_POC.42,0.34253982304737957,-0.06680243084257181,0.13428799966349975,-0.05927816897170582,-0.021776010126153232,0.04887651743041202,0.07267994096474259,0.4023000756227887,0.069657258302337,-0.32978370363569465,ptua,POC.42
ptua_POC.52,0.2556798042365429,0.8091260607972997,-0.11666045620337545,0.35166168615783666,-0.058163044327188364,0.060850307355267065,-0.6239592520356568,0.2196515734352967,-0.20287334197915272,-0.07664068626924332,ptua,POC.52
ptua_POC.53,0.2709423041351979,0.021103642956298182,-0.1933151419266377,0.016384997103493792,0.14942646069816165,0.05000059497712919,0.09907987215929313,0.1973314680329283,-0.008081923025778894,-0.04343142823046064,ptua,POC.53
ptua_POC.57,0.25375303652166276,0.07743119928379859,-0.14760465341260257,-0.01014275193063527,0.19022409367242124,-0.03289675682306344,-0.018550411776802306,0.2583961935953961,-0.12636000775809955,-0.08701333389938323,ptua,POC.57
