,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
OG_00001,1.8631865247716282,1.8530417635662373,1.089764860341336,1.1988457508238102,3.3692059948235977,1.6757862074544019,2.093644623692865,1.140698170737709,1.6671868530015161,1.1372378562432681
OG_00002,0.9607892173172603,0.8983924147883953,0.6031206641804223,0.521017087376471,1.5843187726431451,1.1617595958806866,0.9937597419606121,0.6161174901774983,0.7854599137486655,0.6872485898418701
OG_00003,0.32626167142511464,0.030624083033870885,0.04918874035459251,0.0,0.02451005380480458,0.04054716112849025,0.00038043938171268245,0.33857841927486615,0.16949855067245603,0.2217562122814498
OG_00004,0.46090056076345687,0.18372477900437778,0.01526026242231864,0.06174094209092971,0.17759507762688886,0.1756518981929064,0.1177597384153306,0.22775340803886984,0.25839105969755677,0.0
OG_00005,0.8016911220318846,0.577619563165557,0.32824760273760306,0.3444244216034443,1.0684156819374684,0.499315914731059,0.7014548818158882,0.46267386713424097,0.5798604951482922,0.2922676647161569
OG_00006,0.5867454270322907,0.47200578529212345,0.2507201559564873,0.2779883455573055,0.8372039446977454,0.35667223549168214,0.5831142098969692,0.30315115741860404,0.45634063300712613,0.1752807429284773
OG_00007,1.5740513696260838,1.3192224245138657,0.7556929072711411,0.7951663575448851,2.4346288691095,1.1793783125821915,1.5562550176178485,0.9700819342101686,1.2648594713542871,0.8428805123026472
OG_00008,0.6422844485085393,0.4200562114827582,0.34315752168677566,0.21987484494836693,0.8259895879654402,0.5449205828520972,0.454277561814362,0.538043502334656,0.454114374817186,0.53604290340355
OG_00009,0.6057317476169336,0.7361888617267571,0.5226796356811766,0.4982515025586874,1.4271182757739422,0.740897428649671,0.8912259352944338,0.3935034629121679,0.5887687147949563,0.5498180523365269
OG_00010,0.7545536931015303,0.5914007787795216,0.36673687080266315,0.3344483972057265,0.9600416002038794,0.7878864591755196,0.6779308805486488,0.4783044150940922,0.4777658199506134,0.4521671752428298
OG_00011,0.40200156749318744,0.5470461617513317,0.2623680108864143,0.38437515903063657,1.0771067307259368,0.38535985542610124,0.6356489340146889,0.1079485545570271,0.42341582015165025,0.10371537530389272
OG_00012,0.34299318025542813,0.19447184690441552,0.20566259874956447,0.12547167412220855,0.3036276783074493,0.23771525043165947,0.3311843604671002,0.34408532069299563,0.18467054517113038,0.3653431936031301
OG_00013,0.20413312070800546,0.06408072621090836,0.07173918956306936,0.043570479234758236,0.028336327470763995,0.05945032838243868,0.053425043375310025,0.25983269622797034,0.1593891314683898,0.16085332615491577
OG_00014,0.5066951129498145,0.19346353318206322,0.0923582153981953,0.10649470395520282,0.22762976895637163,0.2281858281726413,0.17677075946021306,0.30889187373233656,0.23544483176751357,0.08801536938168725
OG_00015,0.5589922196975315,0.47202973499903234,0.3454206172943678,0.2679390447454762,0.8861620020407618,0.5907510779770204,0.5983205879130216,0.4232363957633247,0.4283339455656757,0.43541693237417844
OG_00016,0.2636326055332834,0.5489274590837554,0.5660112476770199,0.387264322173496,1.2073732919948037,0.7456439353555585,0.7384961915437861,0.395887188242784,0.4578435457661742,0.7510077279194352
OG_00017,1.6513778452551136,1.1072698013999962,0.6123842155231324,0.6970935034023702,1.6740738554234862,1.0123320528742408,1.284623692504323,1.1371063132053456,0.9861075252587839,0.9373020581620441
OG_00018,2.0113643247705175,1.8931695022343054,1.290639124700118,1.1776751185885732,3.43688363905818,1.9004705775176054,2.1013353434963804,1.464057907095436,1.7773934030826375,1.5720112279242389
OG_00019,2.2773485996105505,1.8753707217858433,1.167899640672807,1.1877520755913813,3.6208037663963455,1.8447835420593688,2.0497260903600765,1.6052597003085851,1.8280250561057787,1.545733526734932
OG_00020,1.8704095383839925,1.727085225883052,1.0516608954656568,1.0333743688160004,3.116302366264721,1.8349753113765463,1.9201305349326463,1.2936229710606864,1.530629569402015,1.3256442384283047
OG_00021,0.5671828721174684,0.0864319423932181,0.0,0.04600974065240085,0.10501849823102069,0.0,0.1148114597752949,0.4280765738079788,0.23425734313436405,0.23840987832154822
OG_00022,1.332579237528961,1.0168472168644296,0.7523889704126245,0.6059751455106225,1.8186195113418835,1.0252283856498785,1.2035491242218606,1.1735443518218787,1.060425407771347,1.202581669157612
OG_00023,0.7276020001801907,0.569439007641553,0.48137847167177417,0.3660440727471839,1.143080648165767,0.6640919851575618,0.676741987908256,0.6050075388785153,0.607618495825254,0.7414949080972854
OG_00024,1.2420037738357779,0.9749440686038844,0.6232095116871686,0.5570048230451049,1.6861798515146944,1.0037524215828608,1.0870990999019274,0.8572743827406261,0.8789647107187333,0.8084179441684342
OG_00025,1.079219907008495,0.5792008071896112,0.011662200950881144,0.2083129606737401,0.4855979307861379,0.23644064610902263,0.4307558892352664,0.5729278285409337,0.6726740117310911,0.0
OG_00026,0.32666790198112156,0.14195329976837892,0.1667640090326112,0.08013811734912982,0.2864982752306905,0.3204822482341179,0.16290839746044267,0.29718488769677,0.15873082578871955,0.32372945269533915
OG_00027,1.1147839383851836,0.9312572330270589,0.5631215743586997,0.5030714039979292,1.554607830415356,0.8713911302377952,0.9345588905452277,0.7801523841596775,0.8326207512560362,0.6931253131174259
OG_00028,1.3761841957726384,1.3091733280303626,0.812355438751536,0.7732351410843954,2.239729294010126,1.196739504003206,1.4610618712892463,0.9946050329395294,1.1565841685364722,1.0104841307988812
OG_00029,0.7491450669049545,0.5136917009997486,0.3797604596467657,0.3221125068760628,0.990652888203404,0.6204538463623758,0.6426950855571878,0.5289593933090619,0.5095221383990612,0.4980619523061377
OG_00030,1.0138053795499202,0.8206056402274899,0.600565803668263,0.5524270239857446,1.7973177759534589,0.89559555680742,0.9592580685696797,0.8207035844095867,0.9222275210503725,0.775334572622394
OG_00031,1.4999087960652968,1.194128767613991,0.7828875013608922,0.690304999158892,2.129911445161962,1.175333379970475,1.358757324381183,1.0764965229839576,1.1905257707403352,1.0356936157734868
OG_00032,0.46405867387841543,0.5643476560413732,0.489046128865225,0.3533912033077781,1.0774402141935304,0.6092623940439391,0.743801364341102,0.445610871038793,0.5057676151749497,0.5963396239467064
OG_00033,0.4293158515899753,0.21735342425399093,0.0,0.17419885195229992,0.2935714070063791,0.2882712979752485,0.2096490659076579,0.5482058772835593,0.41480340109661346,0.2544257974393077
OG_00034,1.5319608158243896,0.9195295734546448,0.3897050678006768,0.5145711724362343,1.3459975187062792,0.9227924753305791,0.9110749835039758,0.9730180793319332,0.840015045826457,0.6374877576961004
OG_00035,0.3072722758393508,0.22132816112534276,0.044497170102486376,0.11711064090985608,0.17025755586208594,0.0,0.20211711448243985,0.15983599960063077,0.38404652827335645,0.0
OG_00036,0.4669109511235518,0.23258962607516423,0.0872144506060435,0.13767632780681152,0.3995407688118254,0.1942257754394327,0.27748049832229116,0.2000319172926456,0.29750558171006863,0.04583969942801968
OG_00037,1.2416536284481479,1.019135682613207,0.5838501555399861,0.6320775787219023,1.7939206523527091,0.8532493462798217,1.192619658312522,0.7317447405317817,0.91600290196996,0.6545556889186516
OG_00038,0.8375147965148528,0.7631505665936418,0.5087866604628302,0.4338190534625809,1.2795075408745633,0.7872411497761853,0.7840925025767607,0.6004367184066587,0.6065178459726304,0.6610633545755847
OG_00039,1.3730796820157698,0.9984531893914576,0.5517049404953178,0.5569898933247396,1.5702376864102456,0.8537161511363548,1.1091862760301412,0.8761931997256913,0.9667027733424889,0.6508687944807694
OG_00040,1.3738621195989695,1.290380365471166,0.8806374983561688,0.7805960752047393,2.3169213511139697,1.2710736159686546,1.553655535696843,0.952505760681836,1.156924421297473,1.0111924004036796
OG_00041,1.008328912839443,0.9746154971714965,0.5525978587727239,0.6332914733766465,1.7462783547392777,0.9635808199112282,1.0929846970795118,0.6476860973539397,0.8398165640220101,0.6121202858423371
OG_00042,0.24810560217048855,0.45055463985040184,0.45530937725194803,0.2459939906943449,0.8078254292753108,0.5529207498906187,0.5181864433097924,0.44154154191620376,0.32836801804877075,0.6984395577819934
OG_00043,0.08825753271628786,0.05837488519036237,0.3972651025786908,0.1303079363551568,0.5669521473320599,0.3085659739246864,0.0,0.6630705194456722,0.26708761600791026,1.193849796051258
OG_00044,0.22739119381004058,0.029602612567772833,0.14245118393261702,0.0070364132015908075,0.17898564241290071,0.23990396936973862,0.013938793865575104,0.38981245813621335,0.17951861160005772,0.34947189453705324
OG_00045,0.3042223303405267,0.1514276913284486,0.06655108188097146,0.06658276488979846,0.22433615609825142,0.06920028541302606,0.14891038539650667,0.15001568097195642,0.21708516311531467,0.0
OG_00046,0.39166054364767566,0.0880424984444867,0.0006563825908544493,0.047293316888635244,0.0,0.07719559438713106,0.13386744375947804,0.21178529321857043,0.05313734893953756,0.03434656296214629
OG_00047,2.15422791785856,1.9032153170685646,1.2157392747495204,1.1671942593593723,3.460566958352337,1.7492430057073334,2.1390570716787156,1.5484641540155684,1.8639084359544296,1.5481840158282085
OG_00048,0.27519894878753,0.3152507443398635,0.29796274531069245,0.16885234796509913,0.6722796386136618,0.3461911647752055,0.4852755268700818,0.30198526567151307,0.2747262583203422,0.392299162808111
OG_00049,0.6824020939078713,0.4741538101284738,0.25974870794010213,0.26081746115314913,0.4645251695332623,0.29448178119888235,0.7025747930255881,0.5007616854430865,0.32202735768744095,0.4028569594879966
OG_00050,0.3774552364377934,0.04927794792722403,0.16433112806733896,0.0,0.14016941624068655,0.21152874639234642,0.06083304998504045,0.5228259811750723,0.2033823436671355,0.4550831275162526
OG_00051,1.5350120384073196,1.4550198990569305,0.8629936717070105,0.8978991418862967,2.5969209970037035,1.4114276688971277,1.7234248873548905,0.9143054208733988,1.3009222997080103,0.8332629555766546
OG_00052,0.5799974137919162,0.4429419705385994,0.22066311105266986,0.29785912557840466,0.77882280997478,0.43301848207335103,0.5360889895909438,0.29333168936849063,0.3483695108737535,0.1739925484658485
OG_00053,0.5581244284792143,0.5345713778061857,0.1720449963207899,0.253880617708655,0.7979063198008483,0.2892814502423008,0.5919490672950467,0.2656758154429612,0.7606497591822748,0.0
OG_00054,0.6665755523654063,0.4102219771158614,0.1292587853941209,0.1803568537805099,0.5602763468524886,0.2190882117804579,0.3410977422207428,0.3612183540096124,0.47096719847749013,0.10140308790209134
OG_00055,0.3479910101772595,0.4166205481653924,0.40595889430041265,0.22802380393814892,0.8931841093965306,0.5412148596657926,0.5269780257938144,0.5416230444929047,0.4990988129228342,0.6515007783410633
OG_00056,0.9153570511006094,0.86833255648827,0.6047145901455151,0.5197571124157617,1.658548540899799,0.8864144235204242,1.0192259446074519,0.6761241199524247,0.7792857138498961,0.7648529129595427
OG_00057,0.9092936548133475,0.5369301428590297,0.40007290453250444,0.37969212188737433,1.0123806947002614,0.5885491823099338,0.6157875672855805,0.7631295947928199,0.5732280481748318,0.7178132236267585
OG_00058,0.5255385628684367,0.48210477445497635,0.40957798081783864,0.3114134370401986,0.9821527147820883,0.6723727311489349,0.5480778428561712,0.49152385794738734,0.45804413697393165,0.6211746895403221
OG_00059,0.946131065954439,0.7015061762984702,0.49718659613539096,0.428298560694247,1.2645503782563317,0.7014786020163186,0.856387446319594,0.7061526730578441,0.6948141280844786,0.7303817596815089
OG_00060,0.734526857696917,0.4378243727484068,0.2606664447742659,0.2006611127275743,0.7071226809861326,0.4241924985783939,0.5606233275553085,0.6510289904108356,0.460091566455138,0.6108096077338596
OG_00061,0.18359208489479525,0.2170807913424785,0.10917253903570981,0.11843966845608478,0.41027548056659424,0.11692527869868526,0.18023163664633754,0.026599391120981628,0.1480490755744468,0.0
OG_00062,0.978593378947096,1.0718262249220005,0.6436892942636929,0.6342527833626221,1.922698470040258,0.9900660390382989,1.136720066656895,0.6030903787142049,0.9079105420955761,0.5782576265298571
OG_00063,2.4556090095016643,1.926810956556933,0.9974041463104633,1.113179629043579,3.323488014836518,1.7600177915426203,2.0573030569054733,1.5414511564045263,1.7764276556210659,1.216865850545277
OG_00064,0.6034356353134409,0.4857560008802448,0.2605241559158068,0.25965804509934154,0.8164018961618873,0.32557375518548676,0.49179269662078173,0.3590430197081332,0.518582624855816,0.25069075147117015
OG_00065,0.7666991779569496,0.2361696642747818,0.06134983533707822,0.10851707626367639,0.246312935986758,0.4198870617936183,0.31887109697804406,0.5343415737812395,0.3059303711612186,0.2602116683074833
OG_00066,0.9728322229575334,1.094846048842118,0.5914844227838998,0.6757779929915526,1.9768539152527376,0.8724643203464606,1.1133959836404403,0.48247425858405274,0.8925898077901283,0.49578537992698346
OG_00067,1.0440716016314986,0.7386711498337809,0.5059743547241351,0.40454690977487856,1.232614037481363,0.6889413934445646,0.8411134372571927,0.8347877431812808,0.7075467693225446,0.7966905116208598
OG_00068,0.4429802707969667,0.5155362464483103,0.32139996306449015,0.28446568451544557,1.0916675633213142,0.4615767107688252,0.6329983589009416,0.2911916225588354,0.48479001062451993,0.28185211039087726
OG_00069,0.46869136712527043,0.1102492033809853,0.17678212929648068,0.0008981968058301709,0.21291608267234244,0.45634510551226565,0.22707560736342414,0.5860708976208658,0.2639830963433534,0.45603794484599286
OG_00070,0.7406464662836111,0.44990692306268554,0.32519663682264915,0.2559418069906925,0.8885171284537636,0.5956112896321775,0.5161172656893783,0.5873998895389448,0.4982911319744649,0.5024206674630322
OG_00071,1.074442222873902,0.6504333014951528,0.0,0.33442631023905006,0.752918440853747,0.49256081243969513,0.6525532483393249,0.8178899672696345,0.8687714812233077,0.3370604220799514
OG_00072,0.6318239395081868,0.4194932918821503,0.2087569282843594,0.2645585635956006,0.7879041082149578,0.32469603024785565,0.50789304168845,0.3325090906873089,0.4705648206871237,0.14144070731944505
OG_00073,1.0229006733070143,0.790471539415955,0.6195745973038514,0.46320637786553304,1.3434606346402809,0.9394105903683123,1.010196177188524,0.9613273028414746,0.7532240046180859,1.0447393815404113
OG_00074,0.5105947840693382,0.6199984148989662,0.37415513377454074,0.3562595483694928,1.0484569393122354,0.9642922192783503,0.6348479155113287,0.2388652411456252,0.4954047187361615,0.2574459504065757
OG_00075,0.30723214677637795,0.12451011025414194,0.08384564209594372,0.0734554697594468,0.13682590338465958,0.08959592431411663,0.11744972725103957,0.22989187583477827,0.15481335797822374,0.15611453006541906
OG_00076,0.9615268898717265,0.5386985309393094,0.3557968695073491,0.28851325307504416,0.889149734152765,0.5137058890221514,0.6909627475924136,0.7620085867236042,0.5380355132331922,0.6967675210732872
OG_00077,2.076565564397802,1.8387053039716943,1.1251406602338327,1.0889862345357229,3.252044604046187,1.8164705578598754,1.9282243508031796,1.4433841145392659,1.648922730007418,1.451005640690528
OG_00078,0.02765718334473306,0.33633769020161125,0.3368296348693113,0.21464811825529773,0.6625678742074597,0.3520509099435794,0.43131458812446205,0.22998875334181618,0.2686504771772021,0.4810364871728717
OG_00079,0.859761754845634,1.046596584842568,0.8031151419805898,0.6302377942945069,1.9985160214220088,1.123626332483738,1.323678638208822,0.7732478385398227,0.9187954513055672,1.0763945856995871
OG_00080,1.945124333960452,1.4196879064072403,0.8423191014593011,0.8653593748619149,2.587572181697456,1.3438342271716048,1.5985639140059278,1.2780003754161602,1.3963994646501947,1.096100065883377
OG_00081,1.9984243597234863,1.7601963396027462,1.0748119715546065,0.9981199792667348,2.9808680236319964,1.5547478790972582,2.0226331069655035,1.4224805776197755,1.619049032095355,1.3028426602974807
OG_00082,0.2937155481806725,0.0,0.24800199082325164,0.02205179186842403,0.0,0.1961399410760954,0.10302472258283545,1.1993630898149508,0.4547710687499342,1.1684377761585198
OG_00083,0.2007668180519711,0.010194876261438503,0.1276370987348651,0.0019343092261396686,0.07364230810592362,0.022655987011743303,0.026242928993324487,0.31023935510035044,0.07746724295915257,0.414969160939594
OG_00084,0.5424072496729899,0.3278421405620988,0.15805519902662057,0.18939762782760397,0.48732209666073467,0.27121150858748944,0.42023168835183705,0.2880098323877814,0.2620363017539789,0.159646096092313
OG_00085,1.8132152578141822,1.2832478768904567,0.7833007265534098,0.746911918217436,2.1679579765435673,1.1596472508101523,1.3842312234663718,1.3051890570063247,1.303819126864134,1.1433409432050639
OG_00086,0.4268532133236516,0.15346502964109568,0.20476884476623214,0.039313114353544794,0.27072817490265416,0.20453906787551582,0.17924652101152655,0.5200245779202054,0.25516854826268054,0.4939946975638911
OG_00087,3.2235874599074346,2.7252345212051954,1.6142147094833352,1.6990539019181659,4.863315301101398,2.483824128359636,3.062347210766499,2.1122834339484418,2.5720515157716073,1.9466821773192957
OG_00088,0.060896890196822,0.0282331619663469,0.008054343169572443,0.0,0.036398537458281,0.050203933753558645,0.11718096221292645,0.12030706096519629,0.04623260164904653,0.03339912814572912
OG_00089,0.7070830413621876,0.6480170083634298,0.15212249008982848,0.3693007278846251,0.9438652769819439,0.37765827542347935,0.5438179847934447,0.3309010625877307,0.69246493105132,0.0
