,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
TP1,-17.659880724841216,46.83114816863808,20.05672263401077,-40.225957463397584,7.6149774974950315,-10.1924568268112,28.166804088415287,24.61329415637651,25.818888089558385,15.911944573786494
TP2,-14.618009424021196,-3.3715158709681132,24.440811564018052,26.011991364769163,10.740539845182406,22.89598604308453,1.8108619889289534,21.441065145737678,-4.862581627921316,12.421700539345109
TP3,-6.252053824866525,0.865115389910766,26.391727471382495,26.30114815813922,13.014152415744084,18.90864723599292,4.439358170103329,4.057469807932139,-2.8692494771657095,3.2557775492522296
TP4,-13.902592959141186,1.313378901924155,30.668236104692436,39.6154504819558,14.360040791785233,-4.49382184588046,0.09687420660849261,27.009252939598834,21.490473152773706,21.226416668287584
