,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15
OG_00001,1.4177366185829023,0.622147339702073,1.0222240646269194,1.1947788320042556,1.044316260027156,0.8526895416352687,1.7945201276778038,0.7302583724866555,1.7521283915541785,0.7923873060313011,3.5532594527185224,1.6556344908432137,1.2846116499972051,0.8050134451387977,0.9302381698975066
OG_00002,0.8294861592404993,0.37569761839464616,0.5789724706976714,0.866912389912183,0.7944471868153132,0.5673182594981417,1.1922694939517808,0.4902666829868538,1.6310760025368287,0.4397835085285787,2.4387421326538585,1.0762878061917625,0.7600921039041878,0.4664038477697139,0.695343718356816
OG_00003,0.07128438056720375,0.0,0.0,0.16071567461288883,0.15621460859025127,0.0992633922259455,0.1291428110778583,0.04533576195278201,0.1161531954132097,0.12654943299803204,0.3413795602510293,0.2608372415074132,0.04539107899945407,0.28460347327836516,0.003380303453263826
OG_00004,0.15279342333066603,0.1200715715426284,0.0,0.038642242835845275,0.1121706165669905,0.14293632591433428,0.22916528637147254,0.03094585764313901,0.2539452187579625,0.04523553137548019,0.4293714426975433,0.3492770283344789,0.0,0.0,0.09300533313254757
OG_00005,0.21941274441886263,0.14819053040206054,0.14580376869515047,0.1380206152858318,0.16796489211525767,0.19598106022265374,0.35661894489207413,0.0863836577625783,0.31721771060429177,0.1148468057362137,0.6904349761561182,0.38831365236451826,0.3225009655812652,0.06580370692932218,0.16064806014704466
OG_00006,0.25773068076712996,0.18355888251222768,0.22005271987498082,0.26671683030665105,0.3256435648909029,0.29090868835163614,0.36179798711065037,0.16646828478739903,0.3695602160612779,0.06189433622084999,0.9851299656630724,0.4827172513443546,0.3334673368110412,0.0,0.38677361298378504
OG_00007,0.7229744911421063,0.40657365874068707,0.46776325699736626,0.6422563545409072,0.5222934232387763,0.5137560409947204,1.056075774014827,0.35095063654180036,0.9132001874219264,0.3380921460170592,1.8642833781437296,0.9014993869250955,0.8386168395726171,0.22061996725545224,0.6184036337271054
OG_00008,0.3605542268648064,0.18871211663662787,0.2396957259731614,0.5974260651951045,0.5868531233784258,0.4044610643610783,0.6144802813575374,0.3532087867606973,0.7905006636183046,0.22331737434482038,1.318001507450232,0.5975093692835783,0.4088085049118506,0.27609276785236336,0.5230312233808826
OG_00009,0.6301027738010595,0.271832738207635,0.5240977299150127,0.8049182337361336,0.6366232314264781,0.5023723958833243,0.8038724183261272,0.5015021730171728,1.0274513324591728,0.3376204731053487,1.9165882689673162,0.8113525002146896,0.725576606890382,0.35315752254676375,0.7082433262991662
OG_00010,0.31607501658264664,0.14923405670749498,0.22497368570884613,0.2539737548047382,0.23473747721850216,0.26686052035768043,0.4655779142399135,0.13911657327355356,0.9364482058894871,0.11578821366404517,1.0422067214341615,0.41826408655156294,0.2970233094642181,0.14514577643534846,0.29615439401186683
OG_00011,0.35109156906240413,0.1328418276563466,0.2866689840362135,0.0,0.05908994867121114,0.06087154049992351,0.41273715879138384,0.06330339011758873,0.19018385035731378,0.23837605102979234,0.4931188427304293,0.24340027326544916,0.27601621182155933,0.11832886757949322,0.0012334897922000887
OG_00012,0.3571270887945381,0.1768779321529336,0.3438431611545365,0.7941820020736674,0.6744572337929625,0.5269736558810054,0.4357831254031604,0.42419514071173925,0.8012035985398707,0.08542042839859447,1.6786360551732746,0.6767488744170155,0.5615491730216055,0.301434356011215,0.7254617348755664
OG_00013,0.2731203685275324,0.13517320058567936,0.21635496232445944,0.5696432357720111,0.7095037874749536,0.3711824856870785,0.3092570341336287,0.36192468400760075,0.4726288932347137,0.11186106053281748,1.239734866837004,0.6000627919350165,0.23572763356910026,0.23389044551882576,0.5131353476654203
OG_00014,0.200056272262682,0.09846994613256188,0.09232832860740509,0.0,0.3861969332882495,0.11947246804842715,0.26028822376733096,0.04569410626667239,0.3361242150671962,0.08450701302019584,0.6806104476037429,0.3234006737986914,0.09739753004579198,0.02938273957322008,0.09108118831100262
OG_00015,0.22467355260406335,0.14572384853435663,0.21415167153511294,0.42409084915215894,0.4105114394573034,0.3069580044177422,0.40781057313382796,0.26282221155869373,0.6649950978762591,0.06933563326197674,0.9829946598584519,0.39720480817651166,0.39322696663236445,0.08002300523644318,0.44438122540155645
OG_00016,0.7220871024444045,0.27609657984130803,0.6678350609500251,1.3679896595811187,1.1281198692713557,0.7442905901455762,0.9704473733333554,0.833956978183586,1.4716299216092812,0.37737888415847887,2.557328806598597,1.0385111444001829,0.9746232486259044,0.5815718740546231,1.1903214022262931
OG_00017,0.841519478971123,0.29942734380330055,0.4632572560946435,0.5182898071773044,0.431301083079298,0.42664477089099934,1.043750266901411,0.2693776048789564,1.0201617877638625,0.3979022887380786,1.83069690232103,0.8161759644248628,0.8189600273286545,0.505651980197939,0.2118620397072404
OG_00018,1.2612086420686037,0.5381495961871301,0.9986961294935498,1.3810039507972909,1.2127792161680087,0.9319192836594312,1.7530892061711443,0.8638401923811134,1.9986875245724585,0.7167719355251955,3.657446491142512,1.6765175118604547,1.2234080886564838,0.8797462240186494,1.1024445196551587
OG_00019,1.07714873890279,0.5517536371370889,0.7185368541352809,1.0391147365459676,0.9586887681917995,0.8326608929980722,1.4989607277983148,0.7390442805752548,1.5687033421613326,0.704469161521971,2.8334650483841735,1.375269664989478,1.032780477379166,0.7644150032317201,0.9093423670536802
