,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
OG_00001,0.45645807120036774,0.5531297051327352,0.6662713699487888,1.1239086255129138,1.6873680356241731,0.862237125413178,0.7282852674332446,1.4838631987980695
OG_00002,0.5409187202367994,0.9975040114529353,0.946824382327601,1.3742584426951154,1.0868188510349495,0.6927625097863035,0.808996955366306,2.3260610042756795
OG_00003,0.11554794463860193,0.25676590557892226,0.19743178402227737,0.14884731746521687,0.021400418183362385,0.0,0.06283312047138134,0.0
OG_00004,0.43286754999897126,0.23435241725736272,0.039895032258954154,0.7683856867861691,0.04179714539586493,0.04729696240626754,0.0,0.852215817446975
OG_00005,0.4031232209536265,0.3061002170290827,0.11088359415538586,0.9185119000462085,0.5085285837285356,0.1822314760362274,0.11614481303970642,0.9455292537928603
OG_00006,0.235124477092845,0.16757347303382183,0.0,0.5491840376948421,0.6054546443461357,0.19818388620364294,0.12986697674613212,0.4815232296591982
OG_00007,0.5971989252818891,0.4484491462682269,0.33336894307013515,1.4229020493737699,1.413637711748287,0.6099171678157709,0.4749558713759751,1.572372598172888
OG_00008,0.33562777696966895,0.6182898883970608,0.4607084237795776,0.90112515081614,0.495633384265402,0.25844992448345705,0.41696110077766546,1.1640773872863381
OG_00009,0.0,0.38630198218193706,0.3604226118641954,0.22552545953564443,1.1415211900567963,0.49125743211912704,0.5689528428113929,0.5443979632032483
OG_00010,0.18307126136270543,0.3850546741801064,0.37233190704651203,0.5304941216230149,0.7385563794608251,0.35274471793139095,0.3174708475294389,1.2927133488224523
OG_00011,0.19912130707995526,0.0,0.018127577367013144,0.4417661702779629,0.5940947354116584,0.23816388683792786,0.1058039291384027,0.4768482805524362
OG_00012,0.0,0.6023371080190818,0.578865231166525,0.17224694043081562,0.8573671865766681,0.385218624185589,0.576257861841776,0.26475321747217345
OG_00013,0.07387340609325974,0.37335998513587,0.2666725132161743,0.08932433453327285,0.015297965911801145,0.029476627016225467,0.19871338160448007,0.0
OG_00014,0.147429501957418,0.1885816276703039,0.059412074621079114,0.32557974570788095,0.09577323679482194,0.035151373082926075,0.0,0.4606007364526892
OG_00015,0.28076380266380585,0.6596619878588272,0.48513937915008215,0.7943356041056886,0.9200681820891808,0.3714672245347728,0.5570564600424691,1.1672060695604494
OG_00016,0.0,1.1413955240768223,1.2035666658284032,0.3205664110319425,1.422575426892384,0.7814923949313113,1.2928077090748034,0.8471479062723614
OG_00017,0.032931781636165676,0.29924942412556715,0.6022705705139524,0.17518933893230854,0.8790782938129889,0.3890212659665768,0.18798537339209928,0.4386292564184003
OG_00018,0.7103073673260548,1.609972494841105,1.614651430343912,1.7647620289678538,1.88361026871704,1.1282551442807998,1.4165505673351115,2.3883239339495876
OG_00019,0.6841181095946154,0.6483846129354249,0.7560714403135094,1.6976283582982492,1.5143778406806991,0.8254624691975565,0.7313231400667031,2.15791965302167
OG_00020,1.27601503850854,1.8878098164385,1.9754301411119444,3.0690325562301966,1.6121394960547797,1.2310718964366083,1.597399569837643,4.196324448952017
OG_00021,0.35436870518679875,0.2316769829815136,0.2666016939056151,0.6254067420701118,0.12669734692537904,0.050930403838361935,0.0,0.35443062885711646
OG_00022,0.1758759531200657,0.9917837282343379,1.177511308447217,0.48662322249247414,1.4426342956896947,0.7391110532967589,0.9140112833541563,0.5583493429092575
OG_00023,0.0,0.39910774146492334,0.4604519633424138,0.1634036980979382,0.9693872430404675,0.4893649884571098,0.5408037796198555,0.3011128584859295
OG_00024,0.49093140629332205,0.8766661926771264,0.8491838605897146,1.3352735023182458,0.9008870410573269,0.5736555826948257,0.65603574582842,1.7945648447481715
OG_00025,1.1145039268809345,0.5509398945729546,0.3700170457175378,1.888794525516708,0.0,0.09329074686136984,0.0,1.622075608970437
OG_00026,0.047868318244354544,0.27125625925985325,0.1782506413564561,0.2610183823599982,0.2568452793198602,0.1096076733250746,0.20170399780415155,0.5657539975039717
OG_00027,0.6797233668223371,1.029429103209001,0.8594758158178262,1.696439053256897,0.6644272480675522,0.4644321045258884,0.661703735475416,2.0003300863477165
OG_00028,0.3762434908429477,0.9844986420723012,1.1327301838216226,0.9554591237390074,1.3338460071599014,0.739578280641168,0.8407066496341299,1.2363030180331775
OG_00029,0.1363353156004075,0.3721389929066918,0.2751064154141844,0.46438965874796156,0.8911514563039021,0.33239220701765987,0.3212843575925731,0.773425811244694
OG_00030,0.46391961727090564,0.5474791840435979,0.3658256049361381,1.10847650686989,0.8440695403711098,0.28282692798753883,0.40703995935330656,1.274203633122176
OG_00031,0.4871323124683675,0.8720587463263467,0.7973132878740019,1.2891120179910638,1.3428760891080977,0.6777723614094864,0.7583684331914035,1.498341405163073
OG_00032,0.07357680846542591,0.9753670131768469,0.9130909634183647,0.37313524112954816,1.1656131879166198,0.5618194919940476,0.891335341728565,0.5768825472651165
OG_00033,0.20263515385286224,0.0,0.16865868948821977,0.0,0.15787328967299674,0.0,0.16473577243401324,0.08929669720564741
OG_00034,0.37163987704151413,0.06268886810196786,0.10584013568688005,0.8277873726340942,0.4008478424615502,0.21176787361169697,0.0,1.3086672325587283
OG_00035,0.42992359918638906,0.24710845644677515,0.08794279059859796,0.41492707247226523,0.0988483555485052,0.01072270248751337,0.0,0.0
OG_00036,0.2840193007676168,0.09748619477252603,0.0,0.6134726074188956,0.3701476491399074,0.15088415322729856,0.0005237083485553797,0.5818826246047284
OG_00037,0.33223522210255274,0.3805889761846781,0.32439664640497395,0.9410566172819103,1.0985228036064996,0.504792388003619,0.41322438638748366,0.9948688347986616
OG_00038,0.32034672828644895,0.9130940267988219,0.9751022122289525,0.9572212032604746,0.7267020073255012,0.5784962655723725,0.7412831478038575,1.4257637173560629
OG_00039,0.43110713877520407,0.5300269354169338,0.3916805054738392,0.9364184480723902,0.8408588521826041,0.3284842627211254,0.2428948567621478,0.9801830387481835
OG_00040,0.5084174601522483,1.3682773687961323,1.2974760532531153,1.424712733502589,1.6823892330449324,0.9339206456774614,1.1880187111312104,1.8776319367140706
OG_00041,0.21404586733301503,0.28829520716433793,0.47164307920065995,0.5896076130109174,0.7509752254482163,0.42711800031328767,0.37387242061483733,0.9991183222602497
OG_00042,0.29993777345474143,1.6955928578466226,1.830339584495283,0.9340478603020788,0.9419576131735639,0.7850251355424428,1.455806570060152,1.3999024296371243
OG_00043,0.0,1.004654270837951,1.4663506947876275,0.0838218337023426,0.24370810532667028,0.5603735104775188,1.2003917135973807,0.11051626397414235
