,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Species,Sample_ID
apul_ACR.139,0.029600295687132763,-0.16142370841514683,-0.017987338531826703,0.06576363945466022,-0.018162569989922894,0.004650874435456471,0.2751191192931781,0.08611023814562109,apul,ACR.139
apul_ACR.145,0.20012525015644186,-0.022821836253138442,-0.005437231715627663,0.2633461966055895,-0.11396129614372782,0.1894216317894091,-0.0100870269277203,0.26572759797191153,apul,ACR.145
apul_ACR.150,0.2397504274375813,0.009881992073157249,-0.14165622980056605,0.2844165284181998,-0.2047991027947044,0.17328170192072725,0.1612343251029399,0.29978513998500417,apul,ACR.150
apul_ACR.173,0.2345755190760706,-0.11739736034225061,0.07138067572737058,0.2695409248858578,-0.012704216686976473,0.03329054385331588,0.07661760569386021,0.2809000481813826,apul,ACR.173
apul_ACR.186,0.2005426381504485,-0.015277444714845358,-0.06652553582862822,0.27567099992387933,-0.2014790432546012,0.24993071118057777,0.04382577619609433,0.27856314689909134,apul,ACR.186
apul_ACR.225,0.3682629907698395,0.015200539321833434,0.022778725101805744,0.3754600563526853,0.032124673062603595,0.01989374915506002,-0.04873125667632823,0.377283489322256,apul,ACR.225
apul_ACR.229,0.308841424520888,-0.04920700874288452,-0.012491008477453403,0.2915269949937791,0.06716230868833238,-0.07119040126682886,0.07843478403887309,0.3128114959580241,apul,ACR.229
apul_ACR.237,0.3341188736115967,0.042064521373782436,-0.06432031994451358,0.34384504032997004,-0.030874194614828876,0.057126290639994075,-0.00016778900970601635,0.3679128740799371,apul,ACR.237
apul_ACR.244,0.3767510459661342,0.07746095598751392,-0.06425213723475533,0.3707369152724823,0.0418001712272817,-0.011921724169875135,-0.02184315065786007,0.3758803274913092,apul,ACR.244
apul_ACR.265,0.3279474786558929,-0.006920480421984127,-0.012348233178378942,0.3360637353080741,-0.05554848789355139,0.06136791541602433,-0.01709214418014522,0.3512367982755297,apul,ACR.265
peve_POR.216,0.015874754970931125,-0.2900455033582976,0.22782699019619718,-0.09652849807407185,0.049150811709696596,-0.17801852529504505,0.13802338650681345,0.008360428083394607,peve,POR.216
peve_POR.245,0.05296345055932979,-0.16500640290348073,0.059938443923308854,-0.007675043623506003,0.03998000876493025,-0.022648471288806895,0.06348503556111586,0.04804304343327108,peve,POR.245
peve_POR.260,0.08886714324635227,-0.2780986584930228,0.0726069659932458,-0.018241576184869712,0.043443151992618174,-0.10536392750636955,0.19920617026372936,0.028626837975853428,peve,POR.260
peve_POR.262,0.018813297197635054,-0.18885665540191157,0.03390378657284645,-0.167126871220053,-0.016379713838213662,-0.08985637893143557,0.15676575490653294,-0.06607644761525354,peve,POR.262
peve_POR.69,-0.021108797659623632,-0.15316362434896416,0.22218060400447592,-0.011581765109228896,0.052421443304560555,-0.10942411026940278,0.03333545442559891,0.00012005342654671284,peve,POR.69
peve_POR.72,-0.00677902783018521,-0.04505736786791231,0.41169673599801915,0.05860782801750247,0.049641588837414624,-0.05558895064451834,-0.2630948907868913,0.014330415857198651,peve,POR.72
peve_POR.73,0.029295666196038263,-0.25121055392080976,0.05528616225424463,-0.038924063410768,0.047867299350922654,-0.2004072557968486,0.31017666440014635,0.008361556560736222,peve,POR.73
peve_POR.74,-0.012946928612895729,-0.30621157322263015,0.43179268853954267,-0.05360971424811047,0.09953675978118261,-0.1940835536401391,-0.014381511315520836,-0.004761892712368574,peve,POR.74
peve_POR.83,0.0261863912938963,-0.101757328800119,0.35153689386628634,0.06903512140363129,0.13243127710176425,-0.192917671983736,-0.08637059945664456,0.028553162513074173,peve,POR.83
ptua_POC.219,0.0965559511254872,-0.3049447415487218,0.35930013736466243,-0.0195190246282409,0.19225033311274314,-0.2002760984122124,-0.06345144310955796,0.037085371610158416,ptua,POC.219
ptua_POC.222,0.08156722476478769,-0.24438517439767615,0.16594146641125343,-0.0022259835108646635,0.20119720208351333,-0.33343954496401695,0.2484122536802133,0.012022239053593337,ptua,POC.222
ptua_POC.255,0.030119396540156718,-0.36224288513317543,0.22672259930225414,-0.07862896616176783,0.1622357144919092,-0.280789952563788,0.244766232131842,-0.030310912099930573,ptua,POC.255
ptua_POC.259,0.048028675169033336,-0.10368493395398878,0.20853177286152097,0.030781605714916508,0.19984845773382323,0.02356762043145045,-0.24393905835137894,0.051032312848563396,ptua,POC.259
ptua_POC.40,0.016570287424954543,-0.2005870268223166,0.04618663926008542,-0.009934701556216256,0.04833813419155414,-0.3345068447230518,0.4884367480739111,-0.014708253135677397,ptua,POC.40
ptua_POC.42,0.09800012948701331,0.04747473479635313,-0.025958416454684705,0.12082899047593226,0.0887302590570879,-0.22448856019726254,0.19298839565218318,0.06960013856412102,ptua,POC.42
ptua_POC.52,0.1651652120571744,0.004321967056489647,-0.08689450365609633,0.14606518847655184,-0.23018887988292236,0.19699438985372758,0.07138354496881845,0.11793872132392601,ptua,POC.52
ptua_POC.53,0.08412747480201341,-0.3199541538159387,0.20168731922212055,-0.007057768029524875,0.18614396584700374,-0.3554237490858416,0.3038508587934506,0.031101129873935488,ptua,POC.53
ptua_POC.57,-0.003448412577817816,-0.3036427699959069,0.2540716071476565,-0.09081899327546719,0.15928898928209553,-0.34388491650162956,0.24736799621491037,-0.04166901094143515,ptua,POC.57
