,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
TP1,18.48078699416612,10.286551782878941,10.177016061144206,-1.7674940110258908,12.566976918096117,21.626395072855164,13.843840582160587,-5.190042717929483
TP2,7.230232139434264,13.475538535647107,11.662733234947078,-15.002396471953341,10.13013526039864,20.219784537648106,13.9697229863368,9.919348549049056
TP3,7.142376891597426,7.414718216642679,3.1186293713290243,-10.570797702481297,-0.5753708346435509,-1.733840393138813,3.251971244873438,7.015061442574466
TP4,22.787754197577055,11.727466764549806,11.629817018090344,-7.979086660481584,5.347494849610455,18.85887764013962,12.809233385761695,-2.234789057187366
