"","name","module","type"
"5899","FUN_042273","ME1","gene"
"5900","FUN_042641","ME1","gene"
"5901","FUN_042912","ME1","gene"
"5902","FUN_042952","ME1","gene"
"5903","FUN_042962","ME1","gene"
"5904","FUN_043035","ME1","gene"
"5905","FUN_043056","ME1","gene"
"5906","FUN_043260","ME1","gene"
"5907","FUN_043530","ME1","gene"
"5908","FUN_043795","ME1","gene"
"5909","FUN_004139","ME1","gene"
"5910","FUN_006892","ME1","gene"
"5911","FUN_013289","ME1","gene"
"5912","FUN_041155","ME1","gene"
"5913","FUN_002809","ME1","gene"
"5914","FUN_003907","ME1","gene"
"5915","FUN_004131","ME1","gene"
"5916","FUN_004144","ME1","gene"
"5917","FUN_004158","ME1","gene"
"5918","FUN_004172","ME1","gene"
"5919","FUN_004267","ME1","gene"
"5920","FUN_004361","ME1","gene"
"5921","FUN_004581","ME1","gene"
"5922","FUN_004474","ME1","gene"
"5923","FUN_004506","ME1","gene"
"5924","FUN_004638","ME1","gene"
"5925","FUN_004895","ME1","gene"
"5926","FUN_004970","ME1","gene"
"5927","FUN_005258","ME1","gene"
"5928","FUN_000207","ME1","gene"
"5929","FUN_000262","ME1","gene"
"5930","FUN_000300","ME1","gene"
"5931","FUN_000558","ME1","gene"
"5932","FUN_000877","ME1","gene"
"5933","FUN_000943","ME1","gene"
"5934","FUN_000978","ME1","gene"
"5935","FUN_001018","ME1","gene"
"5936","FUN_001327","ME1","gene"
"5937","FUN_001414","ME1","gene"
"5938","FUN_001518","ME1","gene"
"5939","FUN_001733","ME1","gene"
"5940","FUN_001953","ME1","gene"
"5941","FUN_002114","ME1","gene"
"5942","FUN_005750","ME1","gene"
"5943","FUN_005812","ME1","gene"
"5944","FUN_006104","ME1","gene"
"5945","FUN_006888","ME1","gene"
"5946","FUN_007053","ME1","gene"
"5947","FUN_007152","ME1","gene"
"5948","FUN_007172","ME1","gene"
"5949","FUN_008060","ME1","gene"
"5950","FUN_008253","ME1","gene"
"5951","FUN_008254","ME1","gene"
"5952","FUN_008284","ME1","gene"
"5953","FUN_008489","ME1","gene"
"5954","FUN_008740","ME1","gene"
"5955","FUN_008878","ME1","gene"
"5956","FUN_008931","ME1","gene"
"5957","FUN_008978","ME1","gene"
"5958","FUN_009016","ME1","gene"
"5959","FUN_009021","ME1","gene"
"5960","FUN_009141","ME1","gene"
"5961","FUN_009464","ME1","gene"
"5962","FUN_009914","ME1","gene"
"5963","FUN_010622","ME1","gene"
"5964","FUN_010714","ME1","gene"
"5965","FUN_010717","ME1","gene"
"5966","FUN_010809","ME1","gene"
"5967","FUN_010983","ME1","gene"
"5968","FUN_011286","ME1","gene"
"5969","FUN_011690","ME1","gene"
"5970","FUN_011982","ME1","gene"
"5971","FUN_011983","ME1","gene"
"5972","FUN_012071","ME1","gene"
"5973","FUN_012099","ME1","gene"
"5974","FUN_012105","ME1","gene"
"5975","FUN_012149","ME1","gene"
"5976","FUN_012333","ME1","gene"
"5977","FUN_012378","ME1","gene"
"5978","FUN_012421","ME1","gene"
"5979","FUN_012465","ME1","gene"
"5980","FUN_012637","ME1","gene"
"5981","FUN_012668","ME1","gene"
"5982","FUN_013482","ME1","gene"
"5983","FUN_013506","ME1","gene"
"5984","FUN_014591","ME1","gene"
"5985","FUN_014614","ME1","gene"
"5986","FUN_014663","ME1","gene"
"5987","FUN_014860","ME1","gene"
"5988","FUN_014954","ME1","gene"
"5989","FUN_014990","ME1","gene"
"5990","FUN_015059","ME1","gene"
"5991","FUN_015099","ME1","gene"
"5992","FUN_015155","ME1","gene"
"5993","FUN_015263","ME1","gene"
"5994","FUN_015292","ME1","gene"
"5995","FUN_016216","ME1","gene"
"5996","FUN_016275","ME1","gene"
"5997","FUN_016343","ME1","gene"
"5998","FUN_016422","ME1","gene"
"5999","FUN_016445","ME1","gene"
"6000","FUN_016964","ME1","gene"
"6001","FUN_017935","ME1","gene"
"6002","FUN_018826","ME1","gene"
"6003","FUN_021926","ME1","gene"
"6004","FUN_022051","ME1","gene"
"6005","FUN_022183","ME1","gene"
"6006","FUN_022293","ME1","gene"
"6007","FUN_022805","ME1","gene"
"6008","FUN_023007","ME1","gene"
"6009","FUN_023047","ME1","gene"
"6010","FUN_023351","ME1","gene"
"6011","FUN_023542","ME1","gene"
"6012","FUN_023600","ME1","gene"
"6013","FUN_023625","ME1","gene"
"6014","FUN_024064","ME1","gene"
"6015","FUN_024073","ME1","gene"
"6016","FUN_024585","ME1","gene"
"6017","FUN_024754","ME1","gene"
"6018","FUN_024932","ME1","gene"
"6019","FUN_025109","ME1","gene"
"6020","FUN_025249","ME1","gene"
"6021","FUN_025257","ME1","gene"
"6022","FUN_025319","ME1","gene"
"6023","FUN_025325","ME1","gene"
"6024","FUN_025460","ME1","gene"
"6025","FUN_025725","ME1","gene"
"6026","FUN_025854","ME1","gene"
"6027","FUN_025908","ME1","gene"
"6028","FUN_026064","ME1","gene"
"6029","FUN_026074","ME1","gene"
"6030","FUN_026154","ME1","gene"
"6031","FUN_026275","ME1","gene"
"6032","FUN_026385","ME1","gene"
"6033","FUN_026712","ME1","gene"
"6034","FUN_026895","ME1","gene"
"6035","FUN_027442","ME1","gene"
"6036","FUN_027859","ME1","gene"
"6037","FUN_028075","ME1","gene"
"6038","FUN_028134","ME1","gene"
"6039","FUN_028480","ME1","gene"
"6040","FUN_029019","ME1","gene"
"6041","FUN_029422","ME1","gene"
"6042","FUN_030079","ME1","gene"
"6043","FUN_030877","ME1","gene"
"6044","FUN_031556","ME1","gene"
"6045","FUN_031733","ME1","gene"
"6046","FUN_032019","ME1","gene"
"6047","FUN_032045","ME1","gene"
"6048","FUN_032479","ME1","gene"
"6049","FUN_032638","ME1","gene"
"6050","FUN_033330","ME1","gene"
"6051","FUN_033716","ME1","gene"
"6052","FUN_033769","ME1","gene"
"6053","FUN_033845","ME1","gene"
"6054","FUN_033913","ME1","gene"
"6055","FUN_033970","ME1","gene"
"6056","FUN_034833","ME1","gene"
"6057","FUN_034860","ME1","gene"
"6058","FUN_035084","ME1","gene"
"6059","FUN_035342","ME1","gene"
"6060","FUN_035764","ME1","gene"
"6061","FUN_035780","ME1","gene"
"6062","FUN_035826","ME1","gene"
"6063","FUN_035871","ME1","gene"
"6064","FUN_035941","ME1","gene"
"6065","FUN_035979","ME1","gene"
"6066","FUN_036030","ME1","gene"
"6067","FUN_036511","ME1","gene"
"6068","FUN_036831","ME1","gene"
"6069","FUN_037184","ME1","gene"
"6070","FUN_037330","ME1","gene"
"6071","FUN_037424","ME1","gene"
"6072","FUN_037898","ME1","gene"
"6073","FUN_037937","ME1","gene"
"6074","FUN_038080","ME1","gene"
"6075","FUN_038184","ME1","gene"
"6076","FUN_038284","ME1","gene"
"6077","FUN_038579","ME1","gene"
"6078","FUN_038994","ME1","gene"
"6079","FUN_039319","ME1","gene"
"6080","FUN_039556","ME1","gene"
"6081","FUN_040957","ME1","gene"
"6082","FUN_041265","ME1","gene"
"6083","FUN_041556","ME1","gene"
"6084","FUN_041658","ME1","gene"
"6085","FUN_041848","ME1","gene"
"6086","FUN_041944","ME1","gene"
"6087","FUN_042269","ME1","gene"
"6088","FUN_042477","ME1","gene"
"6089","FUN_043116","ME1","gene"
"6090","FUN_043074","ME1","gene"
"6091","FUN_043286","ME1","gene"
"6092","FUN_043492","ME1","gene"
"6093","FUN_043771","ME1","gene"
"6094","FUN_004136","ME1","gene"
"6095","FUN_004262","ME1","gene"
"6096","FUN_013099","ME1","gene"
"6097","FUN_031299","ME1","gene"
"6098","FUN_032260","ME1","gene"
"6099","FUN_002554","ME1","gene"
"6100","FUN_002561","ME1","gene"
"6101","FUN_004095","ME1","gene"
"6102","FUN_004238","ME1","gene"
"6103","FUN_004536","ME1","gene"
"6104","FUN_004522","ME1","gene"
"6105","FUN_000336","ME1","gene"
"6106","FUN_001462","ME1","gene"
"6107","FUN_006438","ME1","gene"
"6108","FUN_007922","ME1","gene"
"6109","FUN_008005","ME1","gene"
"6110","FUN_008192","ME1","gene"
"6111","FUN_008361","ME1","gene"
"6112","FUN_008524","ME1","gene"
"6113","FUN_009767","ME1","gene"
"6114","FUN_010703","ME1","gene"
"6115","FUN_011429","ME1","gene"
"6116","FUN_011846","ME1","gene"
"6117","FUN_012418","ME1","gene"
"6118","FUN_012543","ME1","gene"
"6119","FUN_013146","ME1","gene"
"6120","FUN_013570","ME1","gene"
"6121","FUN_013584","ME1","gene"
"6122","FUN_014597","ME1","gene"
"6123","FUN_014653","ME1","gene"
"6124","FUN_015100","ME1","gene"
"6125","FUN_015237","ME1","gene"
"6126","FUN_016088","ME1","gene"
"6127","FUN_016213","ME1","gene"
"6128","FUN_016429","ME1","gene"
"6129","FUN_016469","ME1","gene"
"6130","FUN_017822","ME1","gene"
"6131","FUN_018146","ME1","gene"
"6132","FUN_018152","ME1","gene"
"6133","FUN_018150","ME1","gene"
"6134","FUN_018923","ME1","gene"
"6135","FUN_022134","ME1","gene"
"6136","FUN_022335","ME1","gene"
"6137","FUN_023122","ME1","gene"
"6138","FUN_024030","ME1","gene"
"6139","FUN_024258","ME1","gene"
"6140","FUN_024304","ME1","gene"
"6141","FUN_024579","ME1","gene"
"6142","FUN_024933","ME1","gene"
"6143","FUN_025881","ME1","gene"
"6144","FUN_026466","ME1","gene"
"6145","FUN_026488","ME1","gene"
"6146","FUN_026627","ME1","gene"
"6147","FUN_029650","ME1","gene"
"6148","FUN_029652","ME1","gene"
"6149","FUN_031861","ME1","gene"
"6150","FUN_032012","ME1","gene"
"6151","FUN_032145","ME1","gene"
"6152","FUN_032165","ME1","gene"
"6153","FUN_032251","ME1","gene"
"6154","FUN_033137","ME1","gene"
"6155","FUN_034451","ME1","gene"
"6156","FUN_034459","ME1","gene"
"6157","FUN_034830","ME1","gene"
"6158","FUN_035265","ME1","gene"
"6159","FUN_035268","ME1","gene"
"6160","FUN_035867","ME1","gene"
"6161","FUN_036115","ME1","gene"
"6162","FUN_037216","ME1","gene"
"6163","FUN_037307","ME1","gene"
"6164","FUN_038695","ME1","gene"
"6165","FUN_038726","ME1","gene"
"6166","FUN_039429","ME1","gene"
"6167","FUN_039688","ME1","gene"
"6168","FUN_041865","ME1","gene"
"6169","FUN_042827","ME1","gene"
"6170","FUN_043434","ME1","gene"
"6171","FUN_015915","ME1","gene"
"6172","FUN_043272","ME1","gene"
"6173","FUN_002502","ME1","gene"
"6174","FUN_003505","ME1","gene"
"6175","FUN_004225","ME1","gene"
"6176","FUN_004398","ME1","gene"
"6177","FUN_004854","ME1","gene"
"6178","FUN_004919","ME1","gene"
"6179","FUN_005116","ME1","gene"
"6180","FUN_005476","ME1","gene"
"6181","FUN_000208","ME1","gene"
"6182","FUN_000302","ME1","gene"
"6183","FUN_000321","ME1","gene"
"6184","FUN_000370","ME1","gene"
"6185","FUN_000615","ME1","gene"
"6186","FUN_001152","ME1","gene"
"6187","FUN_005882","ME1","gene"
"6188","FUN_006374","ME1","gene"
"6189","FUN_006576","ME1","gene"
"6190","FUN_006852","ME1","gene"
"6191","FUN_006871","ME1","gene"
"6192","FUN_007119","ME1","gene"
"6193","FUN_007786","ME1","gene"
"6194","FUN_008653","ME1","gene"
"6195","FUN_009649","ME1","gene"
"6196","FUN_010753","ME1","gene"
"6197","FUN_011414","ME1","gene"
"6198","FUN_011808","ME1","gene"
"6199","FUN_011872","ME1","gene"
"6200","FUN_013368","ME1","gene"
"6201","FUN_013513","ME1","gene"
"6202","FUN_014265","ME1","gene"
"6203","FUN_014362","ME1","gene"
"6204","FUN_014756","ME1","gene"
"6205","FUN_014928","ME1","gene"
"6206","FUN_016116","ME1","gene"
"6207","FUN_016191","ME1","gene"
"6208","FUN_016443","ME1","gene"
"6209","FUN_016588","ME1","gene"
"6210","FUN_022069","ME1","gene"
"6211","FUN_022516","ME1","gene"
"6212","FUN_022780","ME1","gene"
"6213","FUN_023234","ME1","gene"
"6214","FUN_023945","ME1","gene"
"6215","FUN_024018","ME1","gene"
"6216","FUN_024192","ME1","gene"
"6217","FUN_024273","ME1","gene"
"6218","FUN_024309","ME1","gene"
"6219","FUN_024527","ME1","gene"
"6220","FUN_024902","ME1","gene"
"6221","FUN_026250","ME1","gene"
"6222","FUN_027999","ME1","gene"
"6223","FUN_028097","ME1","gene"
"6224","FUN_028297","ME1","gene"
"6225","FUN_029666","ME1","gene"
"6226","FUN_029645","ME1","gene"
"6227","FUN_029816","ME1","gene"
"6228","FUN_031298","ME1","gene"
"6229","FUN_031698","ME1","gene"
"6230","FUN_032013","ME1","gene"
"6231","FUN_032108","ME1","gene"
"6232","FUN_033693","ME1","gene"
"6233","FUN_033915","ME1","gene"
"6234","FUN_034333","ME1","gene"
"6235","FUN_034381","ME1","gene"
"6236","FUN_034853","ME1","gene"
"6237","FUN_034924","ME1","gene"
"6238","FUN_035139","ME1","gene"
"6239","FUN_035422","ME1","gene"
"6240","FUN_036004","ME1","gene"
"6241","FUN_036154","ME1","gene"
"6242","FUN_037468","ME1","gene"
"6243","FUN_038066","ME1","gene"
"6244","FUN_038061","ME1","gene"
"6245","FUN_038427","ME1","gene"
"6246","FUN_038507","ME1","gene"
"6247","FUN_040327","ME1","gene"
"6248","FUN_041219","ME1","gene"
"6249","FUN_041669","ME1","gene"
"6250","FUN_041687","ME1","gene"
"6251","FUN_041746","ME1","gene"
"6252","FUN_041835","ME1","gene"
"6253","FUN_041891","ME1","gene"
"6254","FUN_041959","ME1","gene"
"6255","FUN_042048","ME1","gene"
"6256","FUN_042886","ME1","gene"
"6257","FUN_043105","ME1","gene"
"6258","FUN_043108","ME1","gene"
"6259","FUN_034032","ME1","gene"
"6260","FUN_039796","ME1","gene"
"6261","FUN_002739","ME1","gene"
"6262","FUN_004236","ME1","gene"
"6263","FUN_000305","ME1","gene"
"6264","FUN_008185","ME1","gene"
"6265","FUN_008150","ME1","gene"
"6266","FUN_008386","ME1","gene"
"6267","FUN_011724","ME1","gene"
"6268","FUN_013367","ME1","gene"
"6269","FUN_013559","ME1","gene"
"6270","FUN_014791","ME1","gene"
"6271","FUN_014980","ME1","gene"
"6272","FUN_016081","ME1","gene"
"6273","FUN_016717","ME1","gene"
"6274","FUN_016736","ME1","gene"
"6275","FUN_016976","ME1","gene"
"6276","FUN_022640","ME1","gene"
"6277","FUN_022707","ME1","gene"
"6278","FUN_023101","ME1","gene"
"6279","FUN_024010","ME1","gene"
"6280","FUN_024383","ME1","gene"
"6281","FUN_025653","ME1","gene"
"6282","FUN_028077","ME1","gene"
"6283","FUN_028914","ME1","gene"
"6284","FUN_032823","ME1","gene"
"6285","FUN_034319","ME1","gene"
"6286","FUN_035309","ME1","gene"
"6287","FUN_035322","ME1","gene"
"6288","FUN_036740","ME1","gene"
"6289","FUN_036932","ME1","gene"
"6290","FUN_037078","ME1","gene"
"6291","FUN_040237","ME1","gene"
"6292","FUN_041787","ME1","gene"
"6293","FUN_042015","ME1","gene"
"6294","FUN_042987","ME1","gene"
"6295","FUN_043054","ME1","gene"
"6296","FUN_004337","ME1","gene"
"6297","FUN_029233","ME1","gene"
"6298","FUN_037423","ME1","gene"
"6299","FUN_002501","ME17","gene"
"6300","FUN_002560","ME17","gene"
"6301","FUN_002861","ME17","gene"
"6302","FUN_003928","ME17","gene"
"6303","FUN_004090","ME17","gene"
"6304","FUN_004148","ME17","gene"
"6305","FUN_004263","ME17","gene"
"6306","FUN_004393","ME17","gene"
"6307","FUN_005103","ME17","gene"
"6308","FUN_005369","ME17","gene"
"6309","FUN_000574","ME17","gene"
"6310","FUN_005813","ME17","gene"
"6311","FUN_006453","ME17","gene"
"6312","FUN_006865","ME17","gene"
"6313","FUN_007011","ME17","gene"
"6314","FUN_007830","ME17","gene"
"6315","FUN_008001","ME17","gene"
"6316","FUN_008111","ME17","gene"
"6317","FUN_008110","ME17","gene"
"6318","FUN_008461","ME17","gene"
"6319","FUN_008466","ME17","gene"
"6320","FUN_008551","ME17","gene"
"6321","FUN_008877","ME17","gene"
"6322","FUN_009355","ME17","gene"
"6323","FUN_011733","ME17","gene"
"6324","FUN_011758","ME17","gene"
"6325","FUN_012336","ME17","gene"
"6326","FUN_012673","ME17","gene"
"6327","FUN_013348","ME17","gene"
"6328","FUN_013611","ME17","gene"
"6329","FUN_013457","ME17","gene"
"6330","FUN_013477","ME17","gene"
"6331","FUN_013480","ME17","gene"
"6332","FUN_013484","ME17","gene"
"6333","FUN_013487","ME17","gene"
"6334","FUN_013502","ME17","gene"
"6335","FUN_013512","ME17","gene"
"6336","FUN_013552","ME17","gene"
"6337","FUN_013624","ME17","gene"
"6338","FUN_013788","ME17","gene"
"6339","FUN_015438","ME17","gene"
"6340","FUN_015570","ME17","gene"
"6341","FUN_015765","ME17","gene"
"6342","FUN_016354","ME17","gene"
"6343","FUN_016800","ME17","gene"
"6344","FUN_018091","ME17","gene"
"6345","FUN_018075","ME17","gene"
"6346","FUN_018176","ME17","gene"
"6347","FUN_018418","ME17","gene"
"6348","FUN_018836","ME17","gene"
"6349","FUN_019693","ME17","gene"
"6350","FUN_022048","ME17","gene"
"6351","FUN_022389","ME17","gene"
"6352","FUN_023074","ME17","gene"
"6353","FUN_023400","ME17","gene"
"6354","FUN_023669","ME17","gene"
"6355","FUN_023706","ME17","gene"
"6356","FUN_024029","ME17","gene"
"6357","FUN_024509","ME17","gene"
"6358","FUN_024510","ME17","gene"
"6359","FUN_024781","ME17","gene"
"6360","FUN_025259","ME17","gene"
"6361","FUN_025441","ME17","gene"
"6362","FUN_025770","ME17","gene"
"6363","FUN_026069","ME17","gene"
"6364","FUN_026127","ME17","gene"
"6365","FUN_026681","ME17","gene"
"6366","FUN_027128","ME17","gene"
"6367","FUN_027241","ME17","gene"
"6368","FUN_027908","ME17","gene"
"6369","FUN_028045","ME17","gene"
"6370","FUN_028563","ME17","gene"
"6371","FUN_028691","ME17","gene"
"6372","FUN_029051","ME17","gene"
"6373","FUN_029336","ME17","gene"
"6374","FUN_029333","ME17","gene"
"6375","FUN_029362","ME17","gene"
"6376","FUN_029582","ME17","gene"
"6377","FUN_029696","ME17","gene"
"6378","FUN_030187","ME17","gene"
"6379","FUN_031092","ME17","gene"
"6380","FUN_031542","ME17","gene"
"6381","FUN_031734","ME17","gene"
"6382","FUN_032028","ME17","gene"
"6383","FUN_032320","ME17","gene"
"6384","FUN_032384","ME17","gene"
"6385","FUN_033032","ME17","gene"
"6386","FUN_033336","ME17","gene"
"6387","FUN_034067","ME17","gene"
"6388","FUN_034095","ME17","gene"
"6389","FUN_034477","ME17","gene"
"6390","FUN_035155","ME17","gene"
"6391","FUN_035290","ME17","gene"
"6392","FUN_035311","ME17","gene"
"6393","FUN_035383","ME17","gene"
"6394","FUN_035566","ME17","gene"
"6395","FUN_035603","ME17","gene"
"6396","FUN_035809","ME17","gene"
"6397","FUN_035861","ME17","gene"
"6398","FUN_035903","ME17","gene"
"6399","FUN_035984","ME17","gene"
"6400","FUN_036097","ME17","gene"
"6401","FUN_036817","ME17","gene"
"6402","FUN_037114","ME17","gene"
"6403","FUN_037143","ME17","gene"
"6404","FUN_037156","ME17","gene"
"6405","FUN_037709","ME17","gene"
"6406","FUN_038167","ME17","gene"
"6407","FUN_038524","ME17","gene"
"6408","FUN_038548","ME17","gene"
"6409","FUN_038985","ME17","gene"
"6410","FUN_039200","ME17","gene"
"6411","FUN_039378","ME17","gene"
"6412","FUN_040097","ME17","gene"
"6413","FUN_040421","ME17","gene"
"6414","FUN_040612","ME17","gene"
"6415","FUN_040999","ME17","gene"
"6416","FUN_041421","ME17","gene"
"6417","FUN_041479","ME17","gene"
"6418","FUN_041779","ME17","gene"
"6419","FUN_041823","ME17","gene"
"6420","FUN_042175","ME17","gene"
"6421","FUN_042944","ME17","gene"
"6422","FUN_043099","ME17","gene"
"6423","FUN_043252","ME17","gene"
"6424","FUN_002327","ME17","gene"
"6425","FUN_002492","ME17","gene"
"6426","FUN_002506","ME17","gene"
"6427","FUN_002935","ME17","gene"
"6428","FUN_003980","ME17","gene"
"6429","FUN_004177","ME17","gene"
"6430","FUN_004312","ME17","gene"
"6431","FUN_004344","ME17","gene"
"6432","FUN_004384","ME17","gene"
"6433","FUN_004501","ME17","gene"
"6434","FUN_004629","ME17","gene"
"6435","FUN_005352","ME17","gene"
"6436","FUN_005478","ME17","gene"
"6437","FUN_000888","ME17","gene"
"6438","FUN_001467","ME17","gene"
"6439","FUN_001479","ME17","gene"
"6440","FUN_001726","ME17","gene"
"6441","FUN_006644","ME17","gene"
"6442","FUN_006803","ME17","gene"
"6443","FUN_006844","ME17","gene"
"6444","FUN_007784","ME17","gene"
"6445","FUN_007846","ME17","gene"
"6446","FUN_008191","ME17","gene"
"6447","FUN_008320","ME17","gene"
"6448","FUN_008337","ME17","gene"
"6449","FUN_008458","ME17","gene"
"6450","FUN_008482","ME17","gene"
"6451","FUN_008511","ME17","gene"
"6452","FUN_008939","ME17","gene"
"6453","FUN_009189","ME17","gene"
"6454","FUN_009198","ME17","gene"
"6455","FUN_009225","ME17","gene"
"6456","FUN_009226","ME17","gene"
"6457","FUN_009227","ME17","gene"
"6458","FUN_009746","ME17","gene"
"6459","FUN_010731","ME17","gene"
"6460","FUN_010813","ME17","gene"
"6461","FUN_011071","ME17","gene"
"6462","FUN_011794","ME17","gene"
"6463","FUN_011996","ME17","gene"
"6464","FUN_012182","ME17","gene"
"6465","FUN_012275","ME17","gene"
"6466","FUN_012469","ME17","gene"
"6467","FUN_012573","ME17","gene"
"6468","FUN_013423","ME17","gene"
"6469","FUN_014270","ME17","gene"
"6470","FUN_014432","ME17","gene"
"6471","FUN_014555","ME17","gene"
"6472","FUN_014813","ME17","gene"
"6473","FUN_014834","ME17","gene"
"6474","FUN_015541","ME17","gene"
"6475","FUN_015623","ME17","gene"
"6476","FUN_016167","ME17","gene"
"6477","FUN_016820","ME17","gene"
"6478","FUN_018249","ME17","gene"
"6479","FUN_018258","ME17","gene"
"6480","FUN_018290","ME17","gene"
"6481","FUN_018447","ME17","gene"
"6482","FUN_019394","ME17","gene"
"6483","FUN_019631","ME17","gene"
"6484","FUN_022115","ME17","gene"
"6485","FUN_022655","ME17","gene"
"6486","FUN_022926","ME17","gene"
"6487","FUN_022927","ME17","gene"
"6488","FUN_022968","ME17","gene"
"6489","FUN_023087","ME17","gene"
"6490","FUN_024056","ME17","gene"
"6491","FUN_024209","ME17","gene"
"6492","FUN_024649","ME17","gene"
"6493","FUN_025745","ME17","gene"
"6494","FUN_026273","ME17","gene"
"6495","FUN_026229","ME17","gene"
"6496","FUN_026992","ME17","gene"
"6497","FUN_027242","ME17","gene"
"6498","FUN_028457","ME17","gene"
"6499","FUN_028468","ME17","gene"
"6500","FUN_028469","ME17","gene"
"6501","FUN_028559","ME17","gene"
"6502","FUN_028781","ME17","gene"
"6503","FUN_028825","ME17","gene"
"6504","FUN_028998","ME17","gene"
"6505","FUN_029149","ME17","gene"
"6506","FUN_029300","ME17","gene"
"6507","FUN_029284","ME17","gene"
"6508","FUN_029350","ME17","gene"
"6509","FUN_029404","ME17","gene"
"6510","FUN_029699","ME17","gene"
"6511","FUN_030201","ME17","gene"
"6512","FUN_031232","ME17","gene"
"6513","FUN_031374","ME17","gene"
"6514","FUN_031491","ME17","gene"
"6515","FUN_031865","ME17","gene"
"6516","FUN_031932","ME17","gene"
"6517","FUN_031952","ME17","gene"
"6518","FUN_032182","ME17","gene"
"6519","FUN_033033","ME17","gene"
"6520","FUN_033123","ME17","gene"
"6521","FUN_033340","ME17","gene"
"6522","FUN_034193","ME17","gene"
"6523","FUN_034460","ME17","gene"
"6524","FUN_034858","ME17","gene"
"6525","FUN_035036","ME17","gene"
"6526","FUN_035077","ME17","gene"
"6527","FUN_035105","ME17","gene"
"6528","FUN_035153","ME17","gene"
"6529","FUN_035319","ME17","gene"
"6530","FUN_035576","ME17","gene"
"6531","FUN_035717","ME17","gene"
"6532","FUN_035810","ME17","gene"
"6533","FUN_036117","ME17","gene"
"6534","FUN_036258","ME17","gene"
"6535","FUN_037049","ME17","gene"
"6536","FUN_037105","ME17","gene"
"6537","FUN_037100","ME17","gene"
"6538","FUN_037897","ME17","gene"
"6539","FUN_038359","ME17","gene"
"6540","FUN_038361","ME17","gene"
"6541","FUN_038458","ME17","gene"
"6542","FUN_038466","ME17","gene"
"6543","FUN_038777","ME17","gene"
"6544","FUN_038813","ME17","gene"
"6545","FUN_038855","ME17","gene"
"6546","FUN_039330","ME17","gene"
"6547","FUN_039684","ME17","gene"
"6548","FUN_040185","ME17","gene"
"6549","FUN_040517","ME17","gene"
"6550","FUN_041437","ME17","gene"
"6551","FUN_041714","ME17","gene"
"6552","FUN_042673","ME17","gene"
"6553","FUN_043776","ME17","gene"
"6554","FUN_034822","ME17","gene"
"6555","FUN_003903","ME17","gene"
"6556","FUN_001452","ME17","gene"
"6557","FUN_013551","ME17","gene"
"6558","FUN_016876","ME17","gene"
"6559","FUN_019353","ME17","gene"
"6560","FUN_022951","ME17","gene"
"6561","FUN_023481","ME17","gene"
"6562","FUN_023585","ME17","gene"
"6563","FUN_028232","ME17","gene"
"6564","FUN_028951","ME17","gene"
"6565","FUN_031931","ME17","gene"
"6566","FUN_035597","ME17","gene"
"6567","FUN_036877","ME17","gene"
"6568","FUN_036972","ME17","gene"
"6569","FUN_036973","ME17","gene"
"6570","FUN_037027","ME17","gene"
"6571","FUN_041166","ME17","gene"
"6572","FUN_040343","ME17","gene"
"6573","FUN_004394","ME17","gene"
"6574","FUN_004668","ME17","gene"
"6575","FUN_006185","ME17","gene"
"6576","FUN_015792","ME17","gene"
"6577","FUN_018274","ME17","gene"
"6578","FUN_018282","ME17","gene"
"6579","FUN_018292","ME17","gene"
"6580","FUN_018318","ME17","gene"
"6581","FUN_023470","ME17","gene"
"6582","FUN_023930","ME17","gene"
"6583","FUN_029373","ME17","gene"
"6584","FUN_029389","ME17","gene"
"6585","FUN_033316","ME17","gene"
"6586","FUN_035912","ME17","gene"
"6587","FUN_036978","ME17","gene"
"6588","FUN_040941","ME17","gene"
"6589","FUN_043226","ME17","gene"
"6590","FUN_043476","ME17","gene"
"6591","FUN_033019","ME17","gene"
"6592","FUN_036497","ME17","gene"
"6593","FUN_003845","ME17","gene"
"6594","FUN_007870","ME17","gene"
"6595","FUN_008941","ME17","gene"
"6596","FUN_010876","ME17","gene"
"6597","FUN_027973","ME17","gene"
"6598","FUN_029516","ME17","gene"
"6599","FUN_034817","ME17","gene"
"6600","FUN_035345","ME17","gene"
"6601","FUN_035285","ME17","gene"
"6602","FUN_036049","ME17","gene"
"6603","FUN_043075","ME17","gene"
"6604","FUN_017870","ME17","gene"
"6605","FUN_027131","ME17","gene"
"6606","FUN_002375","ME4","gene"
"6607","FUN_002553","ME4","gene"
"6608","FUN_002565","ME4","gene"
"6609","FUN_003169","ME4","gene"
"6610","FUN_003587","ME4","gene"
"6611","FUN_004011","ME4","gene"
"6612","FUN_004121","ME4","gene"
"6613","FUN_004402","ME4","gene"
"6614","FUN_004508","ME4","gene"
"6615","FUN_004528","ME4","gene"
"6616","FUN_004567","ME4","gene"
"6617","FUN_004595","ME4","gene"
"6618","FUN_004791","ME4","gene"
"6619","FUN_004834","ME4","gene"
"6620","FUN_004853","ME4","gene"
"6621","FUN_004933","ME4","gene"
"6622","FUN_005024","ME4","gene"
"6623","FUN_005072","ME4","gene"
"6624","FUN_005174","ME4","gene"
"6625","FUN_005175","ME4","gene"
"6626","FUN_005320","ME4","gene"
"6627","FUN_005276","ME4","gene"
"6628","FUN_005292","ME4","gene"
"6629","FUN_000197","ME4","gene"
"6630","FUN_000247","ME4","gene"
"6631","FUN_000912","ME4","gene"
"6632","FUN_001140","ME4","gene"
"6633","FUN_001358","ME4","gene"
"6634","FUN_001516","ME4","gene"
