,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8
OG_00001,0.9737660452438129,1.5987684491022802,0.7716922603690176,1.4647113986118956,1.9995014277101297,1.3000742332656912,1.8202872161245434,1.3554116540285817
OG_00002,0.8325739979510699,1.7003210538554574,0.9070240936783368,1.3001286554035008,1.6869571290350283,1.0268346642022828,1.7434867024522263,1.5967407441019081
OG_00003,0.0,0.46481140080452055,0.1339650157833798,0.21642418588206028,0.2668383371743144,0.0,0.10691868810863596,0.04883156574949595
OG_00004,0.030077049457628815,0.39771196179119317,0.0,0.5638659075563555,0.5093167839271392,0.22588453950510257,0.29865228773602276,0.38131178980458647
OG_00005,0.44042291949783374,1.0375205854066931,0.3254929467640457,0.9197572338180191,1.1480021127712599,0.736666097085367,1.0831509104981973,0.6983877518787523
OG_00006,0.4411093590896507,0.6166682399676618,0.11743375682047341,0.6729219622186726,0.9216485929875788,0.5409916926842392,0.7861991560273792,0.4516360283567569
OG_00007,0.9696259914402265,2.1843630396078,0.9499952889180484,1.7386023685727199,2.334927991509027,1.496017862080602,2.1315527909315555,1.4225875834288007
OG_00008,0.4390472825880742,1.5096439483876944,0.7468541797358478,0.7560965774388573,1.1541569981031952,0.5841091375676484,1.068136310350604,0.762792433963749
OG_00009,0.6274527586955255,0.9369164709531272,0.6008285162370776,0.6001244323746641,0.9921981873344372,0.6091440910763892,1.0538137698778993,0.7451144109306146
OG_00010,0.6344746162378231,1.5721916325905623,0.7712703644518782,1.0067019881912282,1.4776364909666335,0.7125826527693827,1.2672188577740813,1.2891315779647807
OG_00011,0.1840328497710181,0.07807110664292077,0.0,0.3139628963177616,0.4284234186407582,0.3912732779709593,0.35684536756991947,0.24412634649809165
OG_00012,0.6050796466873282,1.0185292332790032,0.5270358789376861,0.38174043736439384,0.9111860332967893,0.25183073708744386,0.7133283866427963,0.4094797467093933
OG_00013,0.18836303110044875,0.4229852730809321,0.11036386430471978,0.1948174140601589,0.2963299257315331,0.0,0.16424502581083136,0.06396478844695579
OG_00014,0.10795252210250321,0.5118148817479218,0.0,0.37337397022613356,0.5675035860138441,0.12349017458202527,0.24116701417402875,0.34009708266153393
OG_00015,0.7080064159919982,1.5628097874866842,0.7397126022412353,0.9301121252193468,1.4231266819005464,0.7596616596512387,1.3301730462064638,0.977779851349434
OG_00016,0.7931933457765067,1.417165211279399,1.040217223691672,0.5603089175904107,0.9253141639967581,0.5904044886779459,1.2705670294904747,0.869896727899099
OG_00017,0.6755138772152223,1.3633025304611446,0.5250412510345508,0.5695723428155021,1.6265984765722183,0.2755877287344874,0.5572429689842834,0.6163873885859243
OG_00018,1.3380582766468232,2.6871729593967433,1.4814485716506176,1.8442752398624875,2.4728046362385543,1.5119588428163475,2.5840806352422967,1.8242873791928444
OG_00019,0.8120666192115562,2.5527723145438257,1.284006255614611,1.7324784884562001,2.3284156302933234,1.575703629141281,2.1416972902962192,1.6258683763499084
OG_00020,1.2910818613396222,2.8480453466145157,1.5819343499168326,2.149397375489449,2.683148384945405,1.9718256185037284,2.9199623504854944,2.299997604464267
OG_00021,0.0957139236354463,0.6610139110596243,0.1318216482970517,0.3307762394013716,0.7688714788646375,0.04480731620111809,0.00021630539233915557,0.0
OG_00022,0.8647537298003081,2.23112090013634,1.1995536098274697,1.1503226807935039,1.7277400171789625,0.810403790493499,1.5655594145121938,0.9850833911874598
OG_00023,0.42402568052063844,1.266691111554297,0.7818005478113186,0.6234058949022724,0.9369490077415181,0.48044625577503813,0.9337270841664911,0.6354305338885722
OG_00024,0.9283111773658632,2.1981592871935023,1.0888073928174458,1.4192188680857654,2.0511951498991987,1.1799280729226542,1.9637599462466702,1.4124166793517394
