,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Species,Sample_ID
apul_ACR.139,0.2653141497231321,0.03252848794078527,-0.06170896581016448,-0.07874939394913953,0.11795864448660354,-0.1173470486459349,-0.2240896891210479,0.4703008904482906,0.03331176446336913,0.10533223662988164,-0.0007271108258569248,-0.03205290521459038,-0.10760082817128885,0.09797053221230911,0.167962415830117,-0.020510556860582452,0.20733648721572792,-0.04867185771949881,-0.09600806207361337,-0.11534841958911399,-0.2758583668349573,0.28112976867340644,-0.11196655140737388,0.42810935499366204,-0.0052711470201022275,0.1345618689910735,0.13606499538541997,0.17498413505079383,-0.091706936715687,0.0344641311566966,0.2559727621374944,-0.16692591348332572,-0.0502845334466318,-0.0016039181150902637,0.08109034580431851,apul,ACR.139
apul_ACR.145,0.10033297709036552,0.009118414906255848,0.07489692811964278,0.07130079287290214,0.005761664841178374,-0.25636546566250695,0.10680564659611445,0.0009047374820446551,-0.19066967301583831,0.007134651035144374,-0.10407769463432837,-0.10279374948073096,-0.021686841952893377,0.017665040959506894,0.2729497274029153,0.23232530657864267,0.08294736575670635,0.08410122518701411,-0.10565301507528901,0.17825885693789106,0.2573223616644085,0.14762021720184015,0.3231962324975273,0.4050373505613446,0.18914785574083298,0.03432245300891215,0.029245785219904494,0.23059597732733172,-0.12627203306042006,0.09512071810199997,-0.1436935367904954,-0.13046743317344636,0.12907321781500625,-0.09368799894656159,0.09949419037614063,apul,ACR.145
apul_ACR.150,0.12391274994968904,-0.11882158615849019,-0.0019392325612867863,-0.0276187952225099,-0.04696627658338242,-0.016109781051351524,-0.12873540144952494,0.1533813782576661,-0.16297323882926504,0.3668829249558727,-0.007191247133768744,-0.04736541968117077,-0.41564992828385267,-0.06179110290475221,0.33476598786799977,0.27556870254020793,0.12111780999560517,-0.48841042436787374,-0.16387371961243638,0.0008618410664357132,0.2576109511814387,0.104175842652432,0.23390395937904074,0.3324901821479584,0.16564599669414093,0.09151765158380869,0.18932317518260716,-0.016143639728821622,-0.1829901773046359,0.1700927912582922,0.20321407468336816,-0.15339436745954685,-0.1325164561107322,-0.20717944676393316,-0.010224874629917101,apul,ACR.150
apul_ACR.173,0.10998536042769765,-0.039806601686275485,-0.02681187476058817,-0.07454423609649721,0.11235271384646991,-0.04428104764052195,0.12788253683480358,0.035738942261014,-0.14706738997390764,0.17311808698697578,-0.10574465480919985,-0.1287414555820293,-0.17496318320491827,0.04811944397947739,0.19937200085241003,0.18073793386591663,0.042236783185378844,-0.036489549589265514,-0.0720664375545411,0.12219796110712379,-0.2414621003293702,0.0777369257880474,0.2527830646326564,0.2154350375620367,0.2371176304585972,0.0606363187965114,-0.008785862136624549,-0.11781852288811553,-0.2870638079946821,0.18945632700119747,0.21356386654755535,-0.09592580528614021,-0.034156520207725256,-0.03206275057592579,0.018442494634328885,apul,ACR.173
apul_ACR.186,0.24345718533836547,-0.045887138909151456,-0.043113548459347555,-0.05781684901401323,0.07010410273676511,-0.14019467674545638,-0.23361771808536644,0.44913453014804744,0.07753818174069155,0.6421309443272861,0.03473962724222296,0.06372971254660573,-0.6682643641141347,0.09976525262037841,0.436909909010081,0.28797747207368435,0.331911932252475,0.0305979062829024,-0.17274419889819764,-0.06369865017811824,-0.24849300295017135,0.19272855792640856,0.04600836222855041,0.4737317671483311,0.2646288800355679,0.06484438602621637,0.012098911615065452,0.2163285783354855,-0.10219507340805507,-0.11923456433690452,0.12116007119956773,-0.2331403275175266,0.02100550193256535,-0.1327439355829142,0.17113934449628737,apul,ACR.186
apul_ACR.225,0.18849574060616162,-0.29466671277270756,0.1209655687505516,-0.04630470415281686,0.13012048410365745,-0.10912038258979938,0.36607665325111804,-0.28179538782519337,-0.0635103775126674,-0.2219388648008306,0.2545143548727663,-0.22624093486184496,0.24276265190632923,0.19692585243033847,0.33998411640604354,0.10966316859758336,0.05034885689150647,-0.2743423813611021,0.09713499524500216,0.5767612544822467,-0.47818089564913796,0.11250111462353901,0.34424256658448044,0.11970072426291666,0.1908683352948618,0.21409533039280013,0.06896695706689959,0.2759883360599744,-0.008243432026753148,0.30738263931983134,0.2287625472744702,-0.07976846127627793,-0.12286338823399016,-0.01079444352361987,0.09304507116707583,apul,ACR.225
apul_ACR.229,0.14342305300559824,-0.09540095588438051,-0.009404969347392494,-0.16382089392836774,0.18695816205241295,-0.00796681701106889,0.10803574771943439,-0.11356744317373643,0.00774418607951146,-0.2709710807666747,0.04129492095720981,-0.255208113057585,0.2836971366681732,0.023278135562069133,0.32671250956959375,0.13611511995914033,-0.013248599924666248,-0.37206413938044536,0.00793545332973592,0.31493471654224875,-0.26348509299725736,0.0927685909917411,0.10150386827749962,0.20003868767556585,-0.04783392629252354,0.13720229324283525,0.08655783884401241,0.13586316153983843,0.09321885584585868,0.25526277595332814,0.5611087042639119,-0.16913555485357903,-0.06895581647741282,-0.0011498854907585217,0.08966216754678365,apul,ACR.229
apul_ACR.237,0.11592019430074503,-0.07510052724592807,0.020388117401686882,-0.05936586149086297,-0.02526171349733653,0.021702993693232215,0.16909935287880198,-0.2545517290802003,-0.08501016633287745,-0.06786947970697703,0.07797431298484454,-0.14181684930717525,0.08378577672246817,0.05735142714971748,0.29553621067274094,0.204031035487177,-0.0222405142616632,-0.4701831128330791,0.01642164820911164,0.3947624142225637,0.2572123566559826,-0.0005737850663943577,0.3090161201795871,0.16464487660662516,0.07601770339797885,0.16776896801425062,0.14172158980052293,0.09707874320877032,-0.013287619225349222,0.23873396953165327,0.2041905328062073,-0.043266897668017015,-0.02950862533602959,-0.18728649761354965,-0.0003983591212578014,apul,ACR.237
apul_ACR.244,0.10821270387004334,-0.1388019538269327,0.06546201187310059,-0.11185281665723193,0.10304378140524607,-0.03180404617574005,0.29575091021333727,-0.30427542938460944,-0.06629404534835079,-0.12063950436646145,0.11857472275399833,-0.2764211616131425,0.16683872112209788,0.06322681920488213,0.22541306210223205,0.08435572356896053,0.021920117880795224,-0.3766754194045175,0.05920841619026865,0.485370508470118,-0.12789182732307094,0.04522005784762408,0.22974408108505587,0.1135572166439834,-0.14001321866639713,0.15146132976345064,0.11460444345226596,0.13208443832301894,0.04827905376382699,0.3462144434882786,0.40835308562702427,-0.014241790810238623,-0.05519777140870941,-0.03907620766424536,0.0498393240621115,apul,ACR.244
apul_ACR.265,0.12014291672977832,-0.0987669318985791,0.0846231195335368,-0.10540597325222521,0.043520267907953665,-0.19131689517340836,0.06090449404904893,-0.11333137759059887,-0.19807427621951734,0.10215212691487398,0.05556862657827875,-0.2547062715953911,-0.07192027878570079,0.12320280764814334,0.28431875504917326,0.24267412603943656,-0.06593190566945004,-0.1994894441446451,-0.00840742812567455,0.26249590183464677,0.196182660389819,0.06858651539507207,0.23136862182220838,0.14531758221566132,0.005282281733739032,0.12524492166335044,0.04482757875734072,0.1810566975483833,0.03901543753980987,0.33547175549532926,0.29056656128517894,-0.0858632668039729,-0.09686288314066799,-0.05279377987399207,0.12566846864764977,apul,ACR.265
peve_POR.216,-0.07400959403409835,-0.01294098749809073,-0.021382678326836088,-0.016724422870858353,0.14252031644728974,0.3435456551903461,-0.06548363681991264,-0.16895844297374088,-0.21126593760946824,0.051060708120772305,0.14490304376145635,-0.07669876008953021,-0.0830346254416109,-0.11956068860732567,-0.16351100193702559,0.47150376307553693,-0.0061196205582284054,-0.12329993986009899,-0.09393442660099979,0.061942453109191144,0.03534366484040268,-0.06360970930994297,-0.25329571058430855,0.1431658778885049,0.5026030048655382,-0.09953271876771863,-0.08486961497605262,0.3169101746957308,0.42793689560564463,0.48196522521574775,0.06608072766127554,-0.07890601624607485,0.010956648425388854,-0.4451899033667869,0.09654817910232613,peve,POR.216
peve_POR.245,0.3010114420497042,0.40840936145689927,0.036116477815033736,-0.4085649021498057,0.14055250321251356,0.011110726961321283,-0.16504757283278165,-0.09092817932643808,0.2711378965733337,0.051345663834229845,0.24938928810048236,-0.25517545848338563,-0.060428253930145406,-0.034561435419971996,-0.03801236924681148,0.17569810503533664,-0.09876380353792426,-0.055186550675643084,-0.0920385990009692,0.09273307245958817,0.08171609894436117,-0.0027774799307468583,-0.20474630922449513,0.08686526575746387,0.258460892653949,0.15807888474781392,-0.11121010521689989,-0.44209426796275797,0.5510701616488729,0.06319086097129999,-0.03915226699591241,0.020871554446075996,0.5764862307784429,-0.21012986919128215,0.0335306371449676,peve,POR.245
peve_POR.260,0.141553403140278,0.001332252324854273,-0.1510380143705258,-0.013220467785767003,-0.0007054443464198554,-0.0546228788138123,0.007575445945087524,0.00928436987825608,0.35426534102327434,-0.011218515612641063,-0.004827179403282528,-0.041675527683744724,0.01792865498685043,0.01772821118045538,0.01793702806642714,-0.001061606962454396,-0.027234123213819947,-0.05970541244948059,0.0009816636072458083,0.030774249482999158,0.006053908941736551,0.030610734291607263,0.07034096564581035,0.028010090611293174,0.3386164896625059,0.06897224155694795,-0.06266109425358433,-0.025579324016560052,0.18843146128719296,-0.043736554324665985,-0.06336118451366342,0.0028691964418391487,0.03606362525432639,-0.02355438006119962,0.059770237080632414,peve,POR.260
peve_POR.262,-0.0808842384348503,-0.23414757551997908,-0.05448370754834723,-0.005910323657317676,-0.062178818386227096,0.005778732290787832,-0.16600740377982434,-0.10966860093107862,0.2026027199112542,0.014813284583805191,0.30808690900310887,0.4849621891429108,-0.0521634972955061,0.02326612444088571,-0.0579756362432731,0.23192925330406874,-0.16220486571951329,-0.03286178383551509,-0.07196567879284022,5.438710953421171e-05,0.3103211360840126,-0.00909331506954834,-0.025304010583328807,0.038497433872267194,-0.35800509753962045,0.07770095824834818,-0.0634497481153471,-0.12470191497515327,-0.26891115567757296,0.03115720024388941,-0.07981516743758382,0.011664481132733513,0.1168615874226688,-0.3147147084770111,-0.01334225571893624,peve,POR.262
peve_POR.69,0.141746014387411,-0.2760448226584376,0.6275573121826857,0.13675254491594005,0.01919044054286671,0.09223328422221647,-0.0026666224787282454,-0.3269852994382618,0.12197119315927676,-0.014911488758340235,0.34586478824244743,-0.023674062915573453,-0.021691817614487217,0.025359176615140807,-0.05789158280299074,0.0970565125637477,-0.0726199743350314,-0.053345435018515665,-0.1526876000040603,-0.05917565771467272,-0.047582579541814406,0.3941613352373303,-0.17703590708920178,0.16177742797710234,-0.09115418604967462,0.2161256888749999,0.014490727723457074,-0.245543066433218,0.16885232831722097,0.07701884814356966,-0.09658003356226781,-0.013785425826505904,-0.23003828194149742,-0.0784044086063335,-0.019147377587713125,peve,POR.69
peve_POR.72,-0.005520038069700849,0.4149323430166077,0.13972942887428383,0.14389854039133307,0.03012532127852173,0.05992497561344147,-0.11165614869581118,-0.21864243357189378,0.5773152145598887,-0.04886765156874106,-0.3133696503844335,-0.2717859994596944,0.06354211877250879,0.06408072530318702,0.028825004918451642,-0.09886737774871084,-0.17096367821406355,0.1063523315526608,-0.055797191461167545,-0.1137148283117195,-0.13529578557813007,0.44166313588670475,0.18195297562010693,-0.024537481511528146,-0.00701993907144059,0.13055330979487553,-0.04438406296414308,0.060093908366837985,-0.04511611731086155,-0.17049314235232416,-0.02701513160034771,-0.011304533129628785,-0.2496037209034585,0.2944405659989632,0.10162763109152846,peve,POR.72
peve_POR.73,-0.15448858292214676,0.20810212965735125,-0.1590338918736778,0.19604806621832602,0.7165479909083776,0.17917415079085885,0.12603042730951206,-0.0010322614071524275,0.08497111346946289,-0.007639327568111775,-0.3045932622391592,-0.3932028937614812,0.016824642148586106,-0.08767352713848092,0.06596202343726418,0.25196232760492765,-0.21783908439185143,-0.16689112131162462,0.27145296750060516,-0.05484535922785774,0.10631207548923825,-0.4149165923695723,0.0009979171866535978,-0.06288880345431293,0.07918894617463816,-0.15643792517936123,-0.2051576552387962,0.3626621478069243,-0.18059883107473818,-0.041279646514047946,0.14895880578184548,-0.006055159125401642,-0.20973861049653295,-0.0030556657782277005,0.17530904897444058,peve,POR.73
