,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12
TP1,13.55190903382046,-16.133446137609962,10.444618130104313,12.243364927834905,26.705225285229044,14.200250240144522,8.082461173373071,21.88956775754145,24.946115425050518,3.375512866059238,31.03977921327944,19.718150825777467
TP2,23.949094130812632,20.757139003100516,5.641788636969131,3.327144838153166,9.147985927923356,3.7382278240495603,17.806487559916217,19.969357455680697,7.09335022290166,17.886906432852065,16.983660422390457,12.897868911136646
TP3,16.728828180280235,14.725164642910372,7.1758751275664885,2.3030185691322003,16.052634523630715,19.717566153991008,24.35600496084859,8.153118071167134,3.8663566930423303,9.117265407203522,27.589576343802005,4.081735957792727
TP4,22.450883427486332,-10.767233008112978,23.399539533069422,10.636686598625083,15.802031911370308,11.348675671264074,17.36082565206395,9.695300539655706,2.855932807238254,23.835274813610138,30.458950206358153,17.214688231234973
