,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Species,Sample_ID
apul_ACR.139,-0.1889316274454012,0.13946361046581848,0.038781031510986705,-0.14395342931208735,0.06982756790631274,-0.24305387241469883,0.06690625461645508,-0.11204772634525008,0.0545796139762405,0.0686220038773425,0.14900558847589443,0.34763059657809353,apul,ACR.139
apul_ACR.145,-0.2569753308938059,0.27640785967668574,0.002389530712030645,0.10830440038019759,0.010258939848059817,-0.3034344442858126,0.09147665651626458,-0.12305647246887504,0.0025296245308367737,0.10138467367483861,0.1793151924425664,0.26821271111534495,apul,ACR.145
apul_ACR.150,-0.22178581203926412,0.3194922522311608,-0.035559385404008194,0.21880649995722978,-0.015025700696268069,0.02548531689258273,0.033224251451412556,-0.1619053226091412,-0.08555592195377769,0.066078680369457,0.060335615810985684,0.323021643513334,apul,ACR.150
apul_ACR.173,-0.2978445259749588,0.2644652301456179,0.11903709099941676,0.06388538569792229,0.08233209317971651,-0.23925097988417177,0.11841160143757427,0.06300469262252609,-0.05593736485343303,0.10406539144968031,0.08995418733957601,0.1563438068376939,apul,ACR.173
apul_ACR.186,-0.3258537126300258,0.30236650774091944,-0.09788995303939935,0.1183082606578996,0.012614590264423986,-0.3459500341963024,0.09751354998102195,-0.16602381214302067,-0.09082553424058191,0.15294103912220572,0.26871194676650534,0.38113455662224116,apul,ACR.186
apul_ACR.225,-0.19560310987052779,0.3747146833453032,0.09892107913415522,0.34626148534751144,-0.018684384779090672,0.059440177545884695,0.0640312801813373,-0.0979506147934713,0.06985932560682036,0.02888446342937031,-0.07012926243185726,0.11905807374670549,apul,ACR.225
apul_ACR.229,-0.12133404800778057,0.3288819771692888,0.18263049619629482,0.25521114464248695,-0.06242929477560404,0.16727089442230977,0.056595239293386695,-0.10372172485532336,0.16858906047611963,-0.07491660946770284,-0.12324154870600203,0.12223568764133752,apul,ACR.229
apul_ACR.237,-0.1137249292346206,0.36186495636207716,0.10024850385451994,0.34714009758573544,-0.014751558165279937,0.15325205870994807,0.027748605107840787,-0.12262970834902774,0.015862619662508258,-0.06020107223648604,-0.1345633695968194,0.13659064049202205,apul,ACR.237
apul_ACR.244,-0.1491775422031845,0.3567049595184116,0.18476460294318434,0.3321716131544042,0.0008092591903389533,0.16213456713973265,0.023320283253403858,-0.014761051527855113,0.03257329425034299,-0.04031120780432618,-0.14824425291123827,0.022654916103900715,apul,ACR.244
apul_ACR.265,-0.20432089938109993,0.3361539332794967,0.07064978564025298,0.3173755251807974,-0.04114318156143411,0.02484841295863742,0.10429070458765444,-0.0661618546895817,-0.017636821164525213,0.014907441030647792,-0.028483381013793975,0.1256644853969999,apul,ACR.265
